N	2gram	Tiupa_Lite_3	Problemy
126	в виду	1	3
127	здесь нет	1	3
128	он был	1	3
129	он сам	1	3
130	за пределы	1	3
131	стороны и	2	3
132	в художественном	1	3
133	когда он	2	3
134	своего художественного	1	3
135	и к	3	3
136	более или	1	3
137	еще один	2	3
138	только на	1	3
139	тому же	5	3
140	есть конечно	1	3
141	самим собой	3	3
142	это не	5	3
143	в жизни	8	3
144	кажется что	1	3
145	или менее	1	3
146	и их	1	3
147	в их	1	3
148	даже в	4	3
149	в отношении	1	3
150	она не	1	3
151	на два	1	3
152	слова как	1	3
153	во всем	1	3
154	той или	2	3
155	не менее	2	3
156	но при	1	3
157	он с	1	3
158	так и	9	3
159	не за	1	3
160	если бы	2	3
161	и даже	2	3
162	между тем	3	3
163	что и	2	3
164	и только	2	3
165	другого в	4	3
166	наконец в	3	3
167	его в	2	3
168	и ее	2	3
169	со всеми	2	3
170	себя в	7	3
171	от автора	1	3
172	есть в	1	3
173	уже не	3	3
174	тем что	2	3
175	или иной	2	3
176	по своим	1	3
177	себя и	2	3
178	он и	2	3
179	чувствуем что	1	3
180	в человеке	1	3
181	по существу	4	3
182	все же	2	3
183	и для	4	3
184	сознания и	2	3
185	это все	1	3
186	в романе	3	3
187	не знает	2	3
188	другой стороны	2	3
189	того же	2	3
190	в последнем	1	3
191	есть и	1	3
192	я и	10	2
193	отношения к	3	2
194	из его	1	2
195	себе как	1	2
196	и о	1	2
197	вопрос о	2	2
198	на себя	2	2
199	от друга	1	2
200	слова о	1	2
201	мы и	2	2
202	то это	2	2
203	в каждой	2	2
204	быть в	1	2
205	в сторону	3	2
206	герой не	1	2
207	нужно быть	1	2
208	с собою	1	2
209	отношение к	2	2
210	друг от	1	2
211	как в	5	2
212	с этим	1	2
213	и как	3	2
214	в точке	1	2
215	в первом	2	2
216	бы и	3	2
217	в целом	5	2
218	бы не	1	2
219	им в	2	2
220	мы чувствуем	1	2
221	как он	1	2
222	и еще	1	2
223	на том	1	2
224	оно должно	1	2
225	а затем	3	2
226	из них	4	2
227	знает что	2	2
228	входит в	4	2
229	лишь на	2	2
230	мы с	2	2
231	художественного творчества	2	2
232	автора и	2	2
233	для своих	1	2
234	том что	8	2
235	и при	2	2
236	что такое	1	2
237	затем и	1	2
238	мысли и	1	2
239	значение для	1	2
240	и другого	2	2
241	что было	1	2
242	и то	1	2
243	и герой	1	2
244	его интенции	1	2
245	в процессе	1	2
246	тем не	1	2
247	и является	1	2
248	а лишь	2	2
249	у нас	2	2
250	на суде	1	2
251	здесь мы	1	2
252	для себя	2	2
253	в конце	2	2
254	не могу	2	2
255	диалог с	2	2
256	что у	2	2
257	времени и	1	2
258	для этого	1	2
259	из рассказа	2	2
260	переходит в	1	2
261	его герой	1	2
262	и всякое	1	2
263	того что	9	2
264	но так	1	2
265	в стороне	1	2
266	конечно не	1	2
267	уже в	1	2
268	то и	1	2
269	в поэзии	5	2
270	а то	1	2
271	речь в	1	2
272	внутренний диалог	1	2
273	уже и	1	2
274	в самый	2	2
275	автора как	1	2
276	и кто	1	2
277	а с	1	2
278	что не	2	2
279	превращается в	1	2
280	в руках	1	2
281	него не	2	2
282	так же	2	2
283	в первой	2	2
284	с тобой	1	2
285	человек с	2	2
286	например в	3	2
287	своей жизни	2	2
288	высказывания и	1	2
289	себя на	1	2
290	человек и	1	2
291	для нас	1	2
292	лишь как	1	2
293	в литературной	1	2
294	еще более	1	2
295	хотя бы	1	2
296	ни было	2	2
297	отношении к	1	2
298	не есть	1	2
299	среди других	1	2
300	с ними	2	2
301	собственного сознания	1	2
302	сказать что	1	2
303	была бы	1	2
304	ведь он	1	2
305	себе но	1	2
306	ее в	2	2
307	в своих	2	2
308	он пишет	1	2
309	который не	1	2
310	значение в	1	2
311	в таком	1	2
312	художественного произведения	2	1
313	на самом	1	1
314	не одного	1	1
315	это и	1	1
316	и есть	1	1
317	между двумя	1	1
318	его же	1	1
319	все те	1	1
320	трудный путь	1	1
321	жизни здесь	2	1
322	одним из	4	1
323	есть не	1	1
324	ее же	1	1
325	бы уже	1	1
326	собой как	1	1
327	вот она	1	1
328	из своих	1	1
329	этом не	1	1
330	принадлежит к	1	1
331	и тем	3	1
332	их к	1	1
333	и скрытой	1	1
334	кто же	1	1
335	к их	1	1
336	себя а	1	1
337	от себя	2	1
338	бы то	2	1
339	этой почве	1	1
340	тем как	1	1
341	в обеих	1	1
342	с одной	4	1
343	если в	1	1
344	в общем	1	1
345	человеческих отношений	1	1
346	уже как	1	1
347	этого типа	1	1
348	нет и	1	1
349	контексте в	1	1
350	к сожалению	1	1
351	что автор	1	1
352	идет о	1	1
353	в рамках	4	1
354	не согласиться	2	1
355	одном из	2	1
356	без другого	2	1
357	этом его	1	1
358	что когда-то	1	1
359	она как	1	1
360	ней в	1	1
361	однако не	3	1
362	всем явлениям	1	1
363	я к	2	1
364	с тобою	2	1
365	человеком в	1	1
366	другого как	1	1
367	так или	2	1
368	и массовых	1	1
369	романа это	1	1
370	в нашем	1	1
371	у каждого	1	1
372	за их	2	1
373	в этой	8	1
374	сознания с	2	1
375	все они	2	1
376	и если	4	1
377	вообще не	1	1
378	оно было	1	1
379	их может	1	1
380	героя здесь	1	1
381	она становится	1	1
382	он все	2	1
383	читателя в	1	1
384	свою собственную	1	1
385	не к	1	1
386	собой не	1	1
387	в корне	1	1
388	принес с	1	1
389	однако в	4	1
390	не бывает	1	1
391	значительной степени	1	1
392	то ни	2	1
393	в мире	16	1
394	творчества он	1	1
395	оставляет в	2	1
396	с другими	1	1
397	друг другу	1	1
398	который и	1	1
399	и иных	1	1
400	все может	1	1
401	как другого	1	1
402	даже по	1	1
403	нет в	1	1
404	все равно	1	1
405	с иной	2	1
406	берет на	2	1
407	в ее	5	1
408	место и	1	1
409	не всегда	2	1
410	и уже	1	1
411	несмотря на	2	1
412	о чем	3	1
413	чем в	1	1
414	и тогда	2	1
415	остается в	1	1
416	же я	1	1
417	в г	3	1
418	взаимоотношение двух	1	1
419	во второй	2	1
420	от своего	1	1
421	не становится	3	1
422	в книге	1	1
423	на каждого	1	1
424	в осуществлении	1	1
425	всякий человек	1	1
426	другом и	1	1
427	его уже	1	1
428	отцом и	1	1
429	и эти	1	1
430	ты шел	1	1
431	его внутреннего	1	1
432	общего дела	1	1
433	а от	1	1
434	того о	1	1
435	как может	1	1
436	в таких	1	1
437	почти никогда	1	1
438	что ему	2	1
439	мысли в	1	1
440	друг друга	1	1
441	тогда когда	1	1
442	в основе	5	1
443	сознания как	1	1
444	доминирует в	1	1
445	что вы	1	1
446	того чтобы	2	1
447	для всего	1	1
448	только не	1	1
449	мышления и	1	1
450	не имеет	1	1
451	нельзя не	1	1
452	а во	1	1
453	по своей	3	1
454	именно его	1	1
455	и синтаксическую	1	1
456	связи с	2	1
457	оказывается перед	1	1
458	ему не	1	1
459	свое собственное	1	1
460	его за	1	1
461	же самое	2	1
462	числе и	2	1
463	дух в	1	1
464	его с	1	1
465	для его	3	1
466	самую гущу	1	1
467	он ищет	2	1
468	где есть	1	1
469	я тебя	1	1
470	но по	1	1
471	с ее	3	1
472	прямое и	1	1
473	такого события	1	1
474	каков же	1	1
475	так в	1	1
476	и себе	1	1
477	на нее	1	1
478	не с	2	1
479	здесь как	2	1
480	участия в	1	1
481	еще в	3	1
482	жизнь и	1	1
483	его функцией	1	1
484	в диалог	1	1
485	был не	1	1
486	которая в	1	1
487	слова из	2	1
488	определенным образом	1	1
489	но мы	1	1
490	можно сказать	2	1
491	каждом своем	1	1
492	в значительной	1	1
493	я как	4	1
494	нас в	1	1
495	его личности	1	1
496	пор все	1	1
497	во втором	2	1
498	человека из	1	1
499	сюда же	1	1
500	ее как	1	1
501	человека как	1	1
502	не друг	1	1
503	и мир	1	1
504	существа в	1	1
505	что здесь	1	1
506	один из	2	1
507	вне себя	2	1
508	одной из	1	1
509	явления в	1	1
510	в устах	1	1
511	то в	3	1
512	и действительно	1	1
513	ему и	1	1
514	еще и	2	1
515	в единственном	1	1
516	им лишь	1	1
517	но между	1	1
518	именно на	1	1
519	в эти	1	1
520	в качестве	5	1
521	раз в	2	1
522	существу своему	1	1
523	в последний	1	1
524	тем чего	1	1
525	или даже	1	1
526	за ним	2	1
527	ни с	2	1
528	там на	1	1
529	в прозе	1	1
530	я в	7	1
531	я что	1	1
532	при всей	1	1
533	не случайно	3	1
534	но уже	3	1
535	и сама	1	1
536	людей не	1	1
537	во всей	2	1
538	как будто	4	1
539	и делает	1	1
540	о которых	1	1
541	не было	1	1
542	никого не	1	1
543	из двух	1	1
544	одной стороны	4	1
545	и т.п	6	1
546	романтизм принес	1	1
547	или иначе	2	1
548	и тех	1	1
549	а именно	5	1
550	том как	1	1
551	чем он	1	1
552	это последнее	2	1
553	своего собственного	1	1
554	что для	1	1
555	предмет и	1	1
556	связано с	1	1
557	смысла и	1	1
558	как высшей	1	1
559	как ни	1	1
560	все время	3	1
561	человек есть	1	1
562	из героев	1	1
563	а так	2	1
564	человек но	1	1
565	и ты	4	1
566	лишь тогда	1	1
567	на слово	2	1
568	в связи	1	1
569	на этой	1	1
570	слушателя читателя	1	1
571	все более	2	1
572	в центре	1	1
573	третьем лице	2	1
574	вместе с	5	1
575	двух последних	1	1
576	но кто	1	1
577	и потому	2	1
578	как это	3	1
579	в присутствии	2	1
580	речь не	1	1
581	со словом	1	1
582	над ним	1	1
583	к своему	1	1
584	другого я	2	1
585	материал для	1	1
586	ли не	1	1
587	они лишь	1	1
588	лишь то	1	1
589	из своей	1	1
590	поэтому для	1	1
591	человека который	1	1
592	функции он	1	1
593	слово для	1	1
594	в начале	4	1
595	в самую	1	1
596	нисколько не	1	1
597	к другим	1	1
598	но с	2	1
599	его собственная	1	1
600	этот образ	1	1
601	и нужна	1	1
602	миру в	1	1
603	совершается в	1	1
604	и от	1	1
605	я всегда	1	1
606	героя никогда	1	1
607	о котором	1	1
608	это как	3	1
609	в двух	1	1
610	в другое	1	1
611	себя самого	1	1
612	в третьем	3	1
613	диалога но	1	1
614	ибо в	1	1
615	ничего общего	1	1
616	из существеннейших	1	1
617	же в	2	1
618	не я	2	1
619	но вот	1	1
620	я то	1	1
621	и героя	2	1
622	границу между	1	1
623	все еще	3	1
624	за исключением	1	1
625	две стороны	1	1
626	они входят	1	1
627	отношением к	2	1
628	всей ее	1	1
629	жизни а	2	1
630	из этого	1	1
631	которой она	2	1
632	эти слова	2	1
633	сознания а	1	1
634	жизни и	3	1
635	а я	3	1
636	этой точки	1	1
637	всем своим	1	1
638	к этому	2	1
639	как на	3	1
640	том числе	3	1
641	для тебя	1	1
642	они не	1	1
643	другой здесь	1	1
