N	2gram	Tiupa_Lite_1	Narrotol
192	ему в	1	2
193	еще не	4	2
194	человеческого опыта	1	2
195	он сам	1	2
196	как субъекта	1	2
197	столь же	4	2
198	о любви	1	2
199	в чем	1	2
200	на самом	1	2
201	этого рассказа	1	2
202	xix столетия	3	2
203	и читатель	1	2
204	в центре	1	2
205	однако не	1	2
206	могли бы	1	2
207	как уже	1	2
208	в концовке	1	2
209	со своей	1	2
210	в самом	3	2
211	себя с	1	2
212	в нашем	1	2
213	из этих	2	2
214	роль в	2	2
215	как он	2	2
216	на то	1	2
217	в случае	4	2
218	вследствие этого	1	2
219	в принципе	3	2
220	и читателя	1	2
221	чтобы в	1	2
222	которая не	2	2
223	той же	3	2
224	художественного письма	9	2
225	было бы	2	2
226	на второй	2	2
227	несмотря на	3	2
228	ведет к	4	2
229	завершается словами	1	2
230	хх века	10	2
231	бы на	2	2
232	с точки	2	2
233	и что	1	2
234	жизни с	2	2
235	в памяти	1	2
236	и более	1	2
237	однако в	2	2
238	в культуре	3	2
239	другого сознания	4	2
240	мира не	1	2
241	не имеет	1	2
242	текста и	1	2
243	как о	1	2
244	говорить о	1	2
245	не могло	2	2
246	имеем дело	1	2
247	потому что	3	2
248	для нас	1	2
249	со своим	1	2
250	в сознании	2	2
251	в области	3	2
252	в детстве	1	2
253	личности в	1	2
254	и здесь	1	2
255	все то	1	2
256	мы узнаем	1	2
257	собственного я	5	2
258	но одновременно	2	2
259	имеет место	1	2
260	но для	1	2
261	и он	1	2
262	рецептивного сознания	1	2
263	подобно тому	2	2
264	по определению	1	2
265	мысль о	1	2
266	классического реализма	2	2
267	и иные	1	2
268	можно было	2	2
269	участия в	1	2
270	во второй	1	2
271	быть может	1	2
272	адресат а	1	2
273	а во	1	2
274	существования в	1	2
275	или иначе	9	2
276	собственной жизни	1	2
277	что и	1	2
278	посредством текста	1	2
279	вся жизнь	1	2
280	второй план	1	2
281	казалось что	1	2
282	но зато	1	2
283	может оказаться	1	2
284	со всеми	1	2
285	себя в	6	2
286	в виде	1	2
287	в начале	1	2
288	в равной	2	2
289	в душе	3	2
290	о них	1	2
291	одно из	3	2
292	а то	1	2
293	на одном	1	2
294	по словам	1	2
295	вовсе не	1	2
296	может служить	1	2
297	не случайно	2	2
298	читателем в	1	2
299	жизни на	2	2
300	представляют собой	1	2
301	только на	2	2
302	ивана великопольского	1	2
303	именно в	1	2
304	очевидным образом	1	2
305	бытия в	1	2
306	а с	1	2
307	в настоящем	1	2
308	мира это	1	2
309	нового времени	2	2
310	героя и	1	2
311	равной степени	1	2
312	превращается в	2	2
313	из наиболее	2	2
314	картину мира	1	2
315	своего я	1	2
316	в бытии	1	2
317	сознания субъекта	1	2
318	принадлежности к	1	2
319	если не	1	2
320	более чем	3	2
321	перекликается с	1	2
322	к своему	1	2
323	автора в	2	2
324	создается не	1	2
325	тому как	2	2
326	его жизни	1	2
327	зрелого чеховского	1	2
328	той мере	1	2
329	и адресата	4	2
330	для автора	1	2
331	и состоит	1	2
332	потому не	1	2
333	стать и	1	2
334	своей собственной	2	2
335	собственно говоря	1	2
336	тем более	2	2
337	не должен	3	2
338	от всего	1	2
339	хотя бы	2	2
340	только что	1	2
341	во время	1	2
342	присутствия я	1	2
343	о своем	2	2
344	они все	1	2
345	в свою	1	2
346	и рецептивного	2	2
347	в своих	4	2
348	по поводу	2	2
349	он лишь	1	2
350	можно назвать	1	2
351	они не	1	2
352	как все	2	1
353	говоря о	1	1
354	одним из	5	1
355	также и	3	1
356	например в	3	1
357	достаточно вспомнить	1	1
358	чужую личность	1	1
359	е годы	2	1
360	к своей	2	1
361	с действительной	1	1
362	но речь	1	1
363	в ситуации	1	1
364	перед лицом	1	1
365	классики xix	1	1
366	тем же	3	1
367	между двумя	1	1
368	от самого	2	1
369	свидетельствует об	1	1
370	из его	2	1
371	он уже	1	1
372	мать и	1	1
373	в зависимости	1	1
374	века в	3	1
375	текста в	1	1
376	неклассической художественности	8	1
377	я как	1	1
378	вопрос о	1	1
379	более не	2	1
380	не была	1	1
381	как то	1	1
382	собственно художественной	1	1
383	личности самого	1	1
384	жизненной позиции	1	1
385	а для	2	1
386	на себя	2	1
387	зависимости от	1	1
388	отступление от	1	1
389	жизни это	1	1
390	по образованию	1	1
391	это время	1	1
392	и самого	2	1
393	в xix	1	1
394	финале рассказа	1	1
395	собой в	1	1
396	как говорится	1	1
397	быть в	1	1
398	таково например	1	1
399	текст не	1	1
400	анну сергеевну	1	1
401	во всех	1	1
402	субъекта некоторой	1	1
403	могло быть	2	1
404	итоговая мысль	1	1
405	внутреннего пространства	1	1
406	два варианта	1	1
407	в сторону	1	1
408	сознания не	1	1
409	в общем	1	1
410	очевидно что	1	1
411	отношение к	1	1
412	не просто	1	1
413	в е	2	1
414	за пределы	2	1
415	произведения могут	1	1
416	из таких	1	1
417	относится к	2	1
418	это мир	1	1
419	первый взгляд	1	1
420	в одной	1	1
421	субъекта и	3	1
422	в акте	1	1
423	внутри себя	1	1
424	вести о	1	1
425	и нет	2	1
426	они предстают	1	1
427	и как	1	1
428	адресата в	2	1
429	неизмеримо более	1	1
430	для которой	1	1
431	действительного мира	2	1
432	своей единичностью	1	1
433	говорится в	2	1
434	низшей расой	1	1
435	креативного и	1	1
436	то в	1	1
437	за собой	1	1
438	в которой	1	1
439	так или	8	1
440	это открытие	1	1
441	к месту	1	1
442	бы не	3	1
443	это придает	1	1
444	или чаще	1	1
445	теперь начинает	1	1
446	по преимуществу	4	1
447	с их	3	1
448	и событие	1	1
449	филолог но	1	1
450	этом своем	1	1
451	подобные явления	1	1
452	пребывать самим	1	1
453	силу своей	3	1
454	у читателя	1	1
455	нашего времени	2	1
456	в формах	4	1
457	очевидным что	1	1
458	в плане	1	1
459	какой бы	1	1
460	постольку поскольку	1	1
461	на этом	2	1
462	с собой	4	1
463	исходя из	3	1
464	этом последнем	1	1
465	[] в	4	1
466	реализм xix	3	1
467	это весьма	1	1
468	в будущее	1	1
469	есть не	1	1
470	схождения сознаний	1	1
471	сознание адресата	1	1
472	которая как	1	1
473	новой жизни	1	1
474	практически не	1	1
475	в воспринимающем	1	1
476	в это	1	1
477	кризис в	1	1
478	смерть и	1	1
479	субъект его	1	1
480	литературного произведения	4	1
481	и особенно	1	1
482	всю жизнь	1	1
483	глазами и	1	1
484	эту тему	1	1
485	не всегда	1	1
486	и читателем	2	1
487	жизни но	1	1
488	ему по	1	1
489	должно быть	1	1
490	автора и	1	1
491	не мог	3	1
492	между ними	1	1
493	одного и	1	1
494	несет в	2	1
495	на первый	1	1
496	о ком	1	1
497	выявлена и	1	1
498	в ходе	1	1
499	поистине не	1	1
500	в следующем	1	1
501	это делает	1	1
502	всяком случае	2	1
503	характер это	1	1
504	одним и	1	1
505	вспять к	1	1
506	воспринимающем сознании	1	1
507	не от	1	1
508	как будет	1	1
509	в которых	1	1
510	от себя	2	1
511	говоря и	1	1
512	самоактуализацию как	1	1
513	мир и	2	1
514	остается вне	1	1
515	он лишается	1	1
516	кристаллизуется в	1	1
517	дискурс коммуникативное	1	1
518	не могли	1	1
519	я героя	1	1
520	что ведет	1	1
521	для нее	2	1
522	освободиться от	2	1
523	связи с	6	1
524	естественно не	1	1
525	раз и	2	1
526	что есть	1	1
527	в отношении	1	1
528	между людьми	1	1
529	случае в	1	1
530	при всех	2	1
531	на рубеже	3	1
532	вплоть до	2	1
533	она не	1	1
534	человечества и	1	1
535	иной раз	1	1
536	дело не	2	1
537	на котором	1	1
538	его внутренняя	1	1
539	у кого	1	1
540	личности к	1	1
541	в основе	3	1
542	иметь в	1	1
543	это еще	1	1
544	была выявлена	1	1
545	жизни не	2	1
546	классический реализм	4	1
547	как внутренняя	1	1
548	более что	1	1
549	с читателем	2	1
550	на мой	1	1
551	рождается в	1	1
552	знакомых и	1	1
553	только с	1	1
554	как будто	2	1
555	в каком	1	1
556	может показаться	1	1
557	от ее	1	1
558	в прекрасном	1	1
559	действительной жизнью	1	1
560	знания это	1	1
561	например что	1	1
562	не бывает	1	1
563	свое собственное	3	1
564	имеет право	1	1
565	xx века	2	1
566	чужому я	1	1
567	и времени	1	1
568	и друзей	1	1
569	восприятия а	1	1
570	и вполне	2	1
571	ли не	3	1
572	уже было	1	1
573	возможна только	1	1
574	души человеческой	1	1
575	в полной	1	1
576	но лишены	1	1
577	как мы	1	1
578	звеном которой	1	1
579	и о	1	1
580	но по	1	1
581	с ее	1	1
582	в виду	3	1
583	своем составе	2	1
584	повседневного существования	1	1
585	для читателя	2	1
586	между писателем	1	1
587	по сути	1	1
588	текста а	1	1
589	реальной действительности	1	1
590	приводит к	3	1
591	в финале	1	1
592	сознания в	12	1
593	и взаимодействие	1	1
594	становится лишь	1	1
595	реализуется в	1	1
596	по аналогии	3	1
597	на нее	1	1
598	чужого сознания	4	1
599	жизнь а	1	1
600	каждого из	1	1
601	результат а	1	1
602	еще в	4	1
603	в чужом	4	1
604	сознаний не	1	1
605	и неизбежно	1	1
606	перед сном	1	1
607	собой и	1	1
608	он остается	1	1
609	к прошлому	1	1
610	не на	2	1
611	ничто в	1	1
612	полной мере	1	1
613	и соответственно	1	1
614	произведения как	1	1
615	люди с	1	1
616	настолько что	1	1
617	что перед	1	1
618	аналогии с	3	1
619	и многих	1	1
620	в евгении	1	1
621	это было	1	1
622	как теперь	1	1
623	к нему	1	1
624	жизни для	1	1
625	том или	1	1
626	я а	1	1
627	уединенное сознание	9	1
628	и во	1	1
629	а потому	2	1
630	мир персонажей	1	1
631	во всей	1	1
632	наконец в	1	1
633	что искусство	1	1
634	который бы	1	1
635	это всегда	1	1
636	не несет	1	1
637	я был	1	1
638	и рецептивное	1	1
639	с той	1	1
640	эту минуту	1	1
641	оно и	1	1
642	время у	1	1
643	к чужому	1	1
644	среди других	1	1
645	одной из	1	1
646	одного сознания	1	1
647	из существеннейших	1	1
648	сколь бы	1	1
649	креативного сознания	4	1
650	действительной жизни	1	1
651	его знакомых	1	1
652	его существования	1	1
653	и пребывать	1	1
654	изнутри своего	1	1
655	того же	2	1
656	не можем	1	1
657	толстой в	1	1
658	в большинстве	1	1
659	под оболочкой	1	1
660	героя с	2	1
661	вернуться к	1	1
662	в нашей	2	1
663	текст а	1	1
664	девятнадцать веков	1	1
665	большинстве случаев	1	1
666	по выражению	2	1
667	мир в	4	1
668	этом в	3	1
669	от читателя	2	1
670	осипа мандельштама	1	1
671	в одном	1	1
672	никто не	1	1
673	не для	1	1
674	начала жизни	1	1
675	эстетически завершенного	1	1
676	смертью по	1	1
677	не о	1	1
678	человеческого присутствия	1	1
679	под знаком	1	1
680	и бесконечно	1	1
681	и взаимодействия	1	1
682	хх столетия	1	1
683	с легкой	2	1
684	отдельного человека	1	1
685	тем что	2	1
686	тогда в	1	1
687	или ином	1	1
688	отсылает к	1	1
689	жизни я	1	1
690	внутреннего мира	1	1
691	бы это	1	1
692	служит в	1	1
693	о невозможности	1	1
694	истины о	1	1
695	аналог действительного	1	1
696	нужно было	1	1
697	другого в	3	1
698	для художника	1	1
699	невозможно да	1	1
700	смысла жизни	1	1
701	часто именуют	1	1
702	как сам	1	1
703	до сих	1	1
704	хоть и	1	1
705	в обращении	1	1
706	как субъект	1	1
707	если говорить	1	1
708	чем он	1	1
709	являют собой	2	1
710	чем за	1	1
711	другого что	1	1
712	в банке	1	1
713	что не	2	1
714	рода не	1	1
715	от тех	2	1
716	полагал что	2	1
717	сознания тогда	3	1
718	воспринимающего сознания	1	1
719	более того	1	1
720	однако и	1	1
721	и с	1	1
722	на эту	1	1
723	из многочисленных	1	1
724	художественного целого	2	1
725	к неклассической	1	1
726	женщин низшей	1	1
727	проникновения в	1	1
728	вместе с	1	1
729	в историю	1	1
730	однако для	1	1
731	своего сознания	1	1
732	как сказано	2	1
733	xix века	6	1
734	без другого	1	1
735	в столь	2	1
736	он говорит	1	1
737	к жизни	1	1
738	в художественных	1	1
739	я так	1	1
740	что же	1	1
741	того не	1	1
742	легкой руки	2	1
743	за рамки	1	1
744	в мир	1	1
745	поскольку он	2	1
746	в первой	1	1
747	конвергенции схождения	1	1
748	на свете	1	1
749	евгении онегине	1	1
750	многих других	1	1
751	герой в	1	1
752	этот не	1	1
753	и от	1	1
754	другому как	1	1
755	сих пор	1	1
756	в стране	1	1
757	о его	1	1
758	этом и	1	1
759	персонажей как	1	1
760	но служит	1	1
761	жизнь чеховского	1	1
762	формах художественного	3	1
763	лев толстой	2	1
764	мой взгляд	1	1
765	сам того	1	1
766	в связи	4	1
767	не подлежит	1	1
768	или в	1	1
769	сознания и	1	1
770	а все	1	1
771	мира представляет	1	1
772	и описана	1	1
773	студента ивана	1	1
774	но эти	1	1
775	восприниматься как	2	1
776	оказались бы	1	1
777	было на	1	1
778	в этих	1	1
779	ментальный кризис	2	1
780	или не	1	1
781	самому и	1	1
782	не обладает	2	1
783	на роль	2	1
784	страдает и	1	1
785	может и	1	1
786	мыслит себя	1	1
787	в романе	1	1
788	не знает	1	1
789	себя самого	1	1
790	оказывается можно	1	1
791	с такой	1	1
792	в кругу	1	1
793	что при	1	1
794	из этого	1	1
795	время не	1	1
796	рецептивного сознаний	1	1
797	имеет в	1	1
798	в действительности	1	1
799	образованию филолог	1	1
800	а я	1	1
801	о себе	4	1
802	этой точки	3	1
803	прийти в	1	1
804	к этому	1	1
805	рамках которого	1	1
806	во всяком	3	1
807	гораздо более	1	1
