N	2gram	Vygotskiy__4	VelikijI
111	один из	3	2
112	вопросе о	2	2
113	и тогда	2	2
114	не могут	3	2
115	является в	3	2
116	которой они	2	2
117	значения и	1	2
118	самого себя	2	2
119	от высшего	1	2
120	что их	1	2
121	уже на	1	2
122	том что	35	2
123	для нас	4	2
124	в форме	1	2
125	ее в	1	2
126	до того	1	2
127	давно уже	1	2
128	а в	2	2
129	но не	3	2
130	могут быть	7	2
131	всего в	1	2
132	во всяком	4	2
133	речь идет	5	1
134	как мы	13	1
135	по закону	2	1
136	в виду	3	1
137	для себя	1	1
138	роль в	4	1
139	свое место	2	1
140	и самое	1	1
141	не имеют	3	1
142	мы будем	2	1
143	то же	16	1
144	и которые	2	1
145	с внутренним	1	1
146	в результате	8	1
147	по сравнению	4	1
148	что уже	2	1
149	вопрос о	1	1
150	составные части	3	1
151	находится в	1	1
152	говорят что	1	1
153	я не	1	1
154	и ее	1	1
155	по смыслу	3	1
156	же что	1	1
157	зависимости от	2	1
158	думаю что	1	1
159	в их	12	1
160	и на	6	1
161	после того	1	1
162	со словами	3	1
163	пока они	1	1
164	бы то	1	1
165	что оно	4	1
166	к нему	2	1
167	но как	2	1
168	ее от	1	1
169	мы указывали	3	1
170	если в	1	1
171	с которыми	1	1
172	тогда как	2	1
173	себе и	3	1
174	бы в	3	1
175	не просто	2	1
176	и ложь	1	1
177	как в	5	1
178	это ни	1	1
179	в своем	4	1
180	все же	5	1
181	уже сказано	4	1
182	могли бы	9	1
183	мы видим	10	1
184	с ними	1	1
185	мы увидим	1	1
186	и хотя	1	1
187	и так	1	1
188	в самом	6	1
189	у них	1	1
190	в которой	3	1
191	что это	2	1
192	в целом	11	1
193	в этой	3	1
194	в известном	2	1
195	же и	1	1
196	своей целью	1	1
197	уже в	6	1
198	то и	1	1
199	в виде	3	1
200	но прежде	1	1
201	по законам	2	1
202	слова не	3	1
203	каким образом	1	1
204	но от	1	1
205	в теоретическом	1	1
206	говорит что	3	1
207	одно целое	1	1
208	не будут	1	1
209	лишено всякого	1	1
210	слова которое	1	1
211	сошел с	1	1
212	те что	1	1
213	но что	3	1
214	у него	2	1
215	и по	1	1
216	на этом	3	1
217	бы все	1	1
218	для того	5	1
219	то ни	1	1
220	с самыми	1	1
221	в состоянии	1	1
222	и с	4	1
223	этой новой	1	1
224	путь этот	1	1
225	с другой	12	1
226	истина и	1	1
227	его личности	1	1
228	с признанием	2	1
229	еще и	1	1
230	и тем	8	1
231	даже что	1	1
232	эта попытка	1	1
233	на которых	1	1
234	не всегда	1	1
235	с которым	2	1
236	человека не	1	1
237	о чем	1	1
238	смысле нельзя	1	1
239	и было	1	1
240	что путь	1	1
241	действии и	1	1
242	таким же	2	1
243	вместе с	8	1
244	так же	11	1
245	как это	9	1
246	мы в	2	1
247	у нас	1	1
248	в которых	1	1
249	он говорит	2	1
250	если оно	1	1
251	сравнению с	3	1
252	ведет к	1	1
253	в одном	1	1
254	а потом	2	1
255	говорит все	1	1
256	в тот	1	1
257	есть еще	1	1
258	это значит	2	1
259	который он	1	1
260	этого слова	11	1
261	с этой	4	1
262	еще к	1	1
263	раз и	1	1
264	на пути	1	1
265	на разных	1	1
266	есть знак	1	1
267	иногда может	1	1
268	ничего кроме	2	1
269	есть прежде	1	1
270	и другое	1	1
271	на котором	2	1
272	не по	2	1
273	смысле и	2	1
274	и именно	1	1
275	указать на	1	1
276	и слишком	1	1
277	не существует	1	1
278	и от	3	1
279	истинного и	1	1
280	и всегда	1	1
281	которая в	2	1
282	ничего не	1	1
283	в разных	1	1
284	того как	2	1
285	может быть	12	1
286	в русском	1	1
287	вообще в	1	1
288	как она	1	1
289	конце концов	1	1
290	видим что	2	1
291	много общего	1	1
292	во всем	3	1
293	это слово	2	1
294	на него	1	1
295	в сознании	4	1
296	уже и	2	1
297	что на	2	1
298	другой стороны	9	1
299	не быть	1	1
300	ставит в	1	1
301	но все	1	1
302	к этому	4	1
303	от слова	2	1
304	и развитием	2	1
305	ли они	1	1
306	его с	1	1
307	это образование	1	1
308	и другие	9	1
309	в своих	1	1
310	слова с	1	1
311	в процессе	27	1
312	это в	2	1
313	в роли	1	1
314	они не	2	1
