N	2gram	Medvedev_F_2	Psycholo
263	этими двумя	2	2
264	вытекает из	1	2
265	нельзя не	1	2
266	ничего не	4	2
267	к ней	1	2
268	на те	1	2
269	же самая	1	2
270	то это	3	2
271	у нас	1	2
272	не могут	7	2
273	поэтический жанр	1	2
274	что оно	4	2
275	из всего	3	2
276	свою очередь	1	2
277	данном случае	1	2
278	только то	1	2
279	то как	1	2
280	по аналогии	2	2
281	одного из	3	2
282	том как	1	2
283	мы в	2	2
284	для этого	2	2
285	со стороны	2	2
286	с ним	2	2
287	поэзии о	1	2
288	и та	1	2
289	аналогии с	1	2
290	и во	1	2
291	говорит он	5	2
292	слов и	1	2
293	и следовательно	1	2
294	дело так	1	2
295	что даже	1	2
296	и действительно	1	2
297	должен был	2	2
298	все они	1	2
299	в качестве	2	2
300	для всех	1	2
301	уже не	7	2
302	или не	1	2
303	в виде	1	2
304	следует что	3	2
305	который как	1	2
306	для него	7	2
307	всяком случае	5	2
308	в конце	2	2
309	но что	1	2
310	к самому	1	2
311	это будет	1	2
312	таком виде	1	2
313	без всякой	3	2
314	здесь в	1	2
315	как же	1	2
316	говорит о	1	2
317	до конца	2	2
318	однако и	3	2
319	стиле и	1	2
320	к его	2	2
321	совершенно в	1	2
322	надо было	1	2
323	хотя бы	6	2
324	к своему	1	2
325	в данном	1	2
326	есть только	2	2
327	смысле этого	1	2
328	что же	5	2
329	в первой	1	2
330	по существу	7	2
331	том смысле	3	2
332	этого слова	1	2
333	при том	1	2
334	при таком	1	2
335	поэзии в	3	2
336	конечно нельзя	1	2
337	же в	1	2
338	лежит в	1	2
339	так же	1	2
340	его к	1	2
341	нам не	1	2
342	была бы	3	2
343	к поэтической	3	2
344	имеет место	1	2
345	какой мере	2	2
346	и другие	2	2
347	они не	4	2
348	можно назвать	1	2
349	во всяком	5	2
350	говорили уже	1	1
351	они представляют	1	1
352	как известно	1	1
353	же как	3	1
354	именно эта	1	1
355	относится и	2	1
356	художественного произведения	6	1
357	дело обстоит	2	1
358	силы и	1	1
359	к поэтическому	2	1
360	это и	5	1
361	и есть	1	1
362	нам кажется	1	1
363	в первом	7	1
364	у потебни	2	1
365	и до	3	1
366	из его	1	1
367	высшей степени	4	1
368	этой своей	1	1
369	в зависимости	3	1
370	их и	1	1
371	мы имеем	1	1
372	и тут	1	1
373	зрения потебни	1	1
374	что уже	1	1
375	из своих	1	1
376	стиля в	1	1
377	что многие	1	1
378	не столько	4	1
379	так чтобы	1	1
380	между этими	3	1
381	план как	1	1
382	степени как	1	1
383	совершенно чужда	1	1
384	себе что	1	1
385	из ее	1	1
386	в чем	2	1
387	произведения его	2	1
388	с его	11	1
389	в сюжете	3	1
390	поэты как	1	1
391	но конечно	1	1
392	чем это	1	1
393	но не	2	1
394	мы будем	1	1
395	от характера	2	1
396	именно на	3	1
397	в сторону	4	1
398	отношение к	2	1
399	если действительно	2	1
400	отличие от	2	1
401	один и	1	1
402	стал бы	2	1
403	самое существо	1	1
404	этот прием	2	1
405	дело идет	4	1
406	независимо от	4	1
407	то чем	1	1
408	лишь изредка	1	1
409	к новому	1	1
410	все остальные	2	1
411	всей этой	1	1
412	кроме того	2	1
413	и где	1	1
414	хотя и	3	1
415	прежде и	1	1
416	между двумя	2	1
417	более или	1	1
418	в действительности	1	1
419	и глубокой	1	1
420	то в	2	1
421	смыслом который	1	1
422	продолжает существовать	1	1
423	бы сказать	1	1
424	же слово	1	1
425	сюжет и	1	1
426	впечатления от	1	1
427	или во	1	1
428	то я	1	1
429	от действительности	1	1
430	автор все	1	1
431	и тот	1	1
432	зависимости от	3	1
433	имеем в	1	1
434	ее как	2	1
435	и поэтическим	2	1
436	дальше и	1	1
437	не следует	4	1
438	в определенном	1	1
439	отношение которое	1	1
440	литературных произведений	2	1
441	когда все	1	1
442	и еще	1	1
443	них уже	1	1
444	в понимании	2	1
445	прием в	1	1
446	не как	4	1
447	именно из	2	1
448	в корне	7	1
449	том чтобы	1	1
450	того можно	1	1
451	и важность	1	1
452	становится как	1	1
453	но все	3	1
454	тут не	1	1
455	этом последнем	1	1
456	как они	4	1
457	не будет	2	1
458	то чтобы	1	1
459	вывести из	1	1
460	значение в	1	1
461	которыми он	1	1
462	том случае	2	1
463	и с	9	1
464	поэтический язык	21	1
465	сказать в	1	1
466	того или	4	1
467	с другими	10	1
468	есть не	1	1
469	как особый	2	1
470	для нее	2	1
471	это не	2	1
472	без нее	3	1
473	вещи а	1	1
474	здесь это	1	1
475	из первых	1	1
476	кажется что	1	1
477	для них	3	1
478	в высшей	4	1
479	все равно	1	1
480	мы обычно	1	1
481	в слове	5	1
482	не ради	2	1
483	ведется от	1	1
484	он и	3	1
485	о чем	1	1
486	не заметить	1	1
487	а если	1	1
488	тем резче	2	1
489	должно быть	2	1
490	обратимся к	1	1
491	или менее	1	1
492	его нельзя	3	1
493	этого нет	1	1
494	и при	1	1
495	сказать так	1	1
496	нас не	1	1
497	с историей	1	1
498	в их	6	1
499	если можно	1	1
500	и языка	1	1
501	не от	1	1
502	он весь	1	1
503	в частном	1	1
504	счет ее	1	1
505	был не	1	1
506	борьбу с	1	1
507	на такое	1	1
508	тому чтобы	2	1
509	бы быть	1	1
510	рассказ ведется	1	1
511	даже в	2	1
512	случае мы	1	1
513	при этой	1	1
514	и вся	1	1
515	самого рассказа	2	1
516	ему как	1	1
517	нельзя согласиться	1	1
518	а от	1	1
519	природы его	1	1
520	как будет	1	1
521	поэтического произведения	8	1
522	однако уже	1	1
523	как о	4	1
524	и форму	1	1
525	дело в	1	1
526	как язык	1	1
527	и притом	1	1
528	ее с	2	1
529	к этим	1	1
530	на него	1	1
531	не по	2	1
532	что каждое	1	1
533	и имеет	1	1
534	из их	1	1
535	это еще	1	1
536	не могло	1	1
537	возможно и	1	1
538	не видели	3	1
539	это то	1	1
540	поэтическое произведение	3	1
541	этих двух	2	1
542	показывает нам	1	1
543	в русском	1	1
544	как она	2	1
545	в другую	1	1
546	он пытался	1	1
547	бы по	1	1
548	этого следует	1	1
549	предмета он	1	1
550	и направлено	1	1
551	так то	1	1
552	этом отношении	7	1
553	что на	2	1
554	быть к	1	1
555	одним из	1	1
556	музыке и	1	1
557	и оно	1	1
558	ни о	5	1
559	он склонен	1	1
560	и заключается	1	1
561	относиться к	1	1
562	и другой	1	1
563	и такие	1	1
564	всего в	2	1
565	подвести итоги	1	1
566	к речи	1	1
567	не есть	3	1
568	при соблюдении	1	1
569	ничего общего	1	1
570	в применении	2	1
571	предисловии к	2	1
572	значения и	2	1
573	вовсе без	1	1
574	которых и	1	1
575	но при	1	1
576	вывод что	1	1
577	в некоторых	4	1
578	как один	1	1
579	только при	1	1
580	в собственном	1	1
581	характер и	1	1
582	знаем что	1	1
583	эмоциональная окраска	1	1
584	уже с	1	1
585	роль в	3	1
586	на свой	1	1
587	ее совершенно	1	1
588	исключительно с	1	1
589	можно было	1	1
590	так и	8	1
591	те же	1	1
592	во все	1	1
593	как таковую	1	1
594	подойти к	2	1
595	именно этот	1	1
596	в результате	6	1
597	смысле то	1	1
598	в словах	1	1
599	ней как	1	1
600	все дело	3	1
601	и нужно	2	1
602	говоря в	1	1
603	от общих	3	1
604	что самая	1	1
605	и делается	1	1
606	язык и	7	1
607	заложены в	1	1
608	к действительности	3	1
609	еще дальше	1	1
610	можно сказать	1	1
611	другому в	1	1
612	литературные произведения	1	1
613	по их	1	1
614	это было	3	1
615	котором они	1	1
616	хорошо но	1	1
617	частном случае	1	1
618	и всю	1	1
619	резче и	1	1
620	как прежде	1	1
621	его развиваться	1	1
622	этому поводу	1	1
623	и хочет	1	1
624	или иначе	1	1
625	в форме	1	1
626	именно такое	1	1
627	еще более	5	1
628	для потебни	1	1
629	тем эта	1	1
630	и всякое	2	1
631	что искусство	2	1
632	быть и	3	1
633	обойтись вовсе	1	1
634	моменты в	1	1
635	этот вопрос	2	1
636	в поэтическом	7	1
637	от смысла	3	1
638	эмоциональное отношение	1	1
639	сторону от	1	1
640	в литературу	1	1
641	выводу приходит	1	1
642	или же	2	1
643	она ни	3	1
644	по этому	2	1
645	произведения что	1	1
646	совершенно естественно	1	1
647	же самым	1	1
648	только на	3	1
649	мы получим	1	1
650	в поэзии	12	1
651	за счет	4	1
652	от других	1	1
653	не из	1	1
654	смысла в	3	1
655	предположение что	1	1
656	и других	2	1
657	но совершенно	2	1
658	поэзии есть	1	1
659	и их	3	1
660	ведь это	1	1
661	совершенно безразлично	2	1
662	в прозе	1	1
663	произведении в	1	1
664	с этими	1	1
665	можно с	1	1
666	не о	4	1
667	каждый из	3	1
668	так легко	1	1
669	в других	7	1
670	перейти к	1	1
671	этом рассказе	1	1
672	не было	6	1
673	момент в	1	1
674	степени в	1	1
675	именно как	4	1
676	со всем	1	1
677	ней и	1	1
678	насколько это	1	1
679	а на	1	1
680	пришли к	1	1
681	другую сторону	1	1
682	именно в	5	1
683	по своим	1	1
684	а именно	2	1
685	к которому	1	1
686	и прежде	3	1
687	чем он	4	1
688	характерно для	1	1
689	в предисловии	2	1
690	в отличие	2	1
691	ни на	2	1
692	что для	2	1
693	положений и	1	1
694	превращается в	2	1
695	от этого	3	1
696	был в	1	1
697	а сам	1	1
698	ничем не	2	1
699	и самый	1	1
700	зависит от	1	1
701	в теории	4	1
702	на эту	1	1
703	что из	1	1
704	совершенно очевидно	1	1
705	ближе к	1	1
706	мы знаем	3	1
707	если не	1	1
708	равно как	2	1
709	вступает в	1	1
710	и особенно	1	1
711	мы говорим	4	1
712	язык то	1	1
713	каковы же	1	1
714	законам и	1	1
715	применении к	2	1
716	для понимания	6	1
717	здесь все	1	1
718	форма и	1	1
719	что существуют	1	1
720	и там	1	1
721	которое лежит	1	1
722	этого факта	2	1
723	художественное произведение	2	1
724	о его	1	1
725	отличается от	1	1
726	не является	3	1
727	которых он	1	1
728	должна была	2	1
729	утверждением и	1	1
730	тем и	2	1
731	только тем	2	1
732	как не	1	1
733	и поэтические	2	1
734	от него	2	1
735	собственно говоря	1	1
736	идет не	1	1
737	от всех	2	1
738	было на	1	1
739	и ни	1	1
740	и смысл	1	1
741	мы должны	1	1
742	трудно не	1	1
743	поэзии но	1	1
744	утверждал что	1	1
745	всех тех	1	1
746	ее только	1	1
747	именно здесь	2	1
748	это все	1	1
749	существу вовсе	1	1
750	между ними	2	1
751	и эта	1	1
752	только как	1	1
753	понимали не	1	1
754	и так	1	1
755	развитие и	1	1
756	жизни а	1	1
757	других случаях	1	1
758	нет но	1	1
759	в последнем	1	1
760	или иного	5	1
761	мере в	1	1
762	поэзии на	1	1
763	значение не	1	1
764	жизни и	3	1
765	случае если	1	1
766	тем самым	2	1
767	поэзии то	1	1
768	гораздо более	1	1
769	смысле что	2	1
