N	2gram	Propp_Isto_4	Russkaja
444	происходит в	2	1
445	он есть	1	1
446	подойдем к	1	1
447	по своей	2	1
448	один из	1	1
449	тому назад	1	1
450	с ними	5	1
451	только указать	1	1
452	может оказаться	1	1
453	может привести	1	1
454	же он	4	1
455	человека с	3	1
456	к какому	1	1
457	всем мире	1	1
458	узок и	1	1
459	и у	5	1
460	если мы	1	1
461	или не	1	1
462	слишком далеко	1	1
463	здесь же	1	1
464	об отдельных	1	1
465	и других	3	1
466	дает ему	4	1
467	он имеет	1	1
468	мы знаем	8	1
469	к каким	1	1
470	несомненно в	1	1
471	теснейшим образом	1	1
472	и их	2	1
473	к замене	1	1
474	могло бы	2	1
475	весьма сходные	1	1
476	не для	1	1
477	к ним	2	1
478	связано с	1	1
479	подготовка к	1	1
480	почему не	1	1
481	превращается в	7	1
482	не простой	1	1
483	в очень	1	1
484	которые как	1	1
485	нас слишком	1	1
486	связан с	3	1
487	на ее	1	1
488	говорить и	1	1
489	по своим	1	1
490	к которому	1	1
491	как же	1	1
492	происходит при	1	1
493	что не	1	1
494	а на	4	1
495	на этот	2	1
496	завело бы	1	1
497	на которых	1	1
498	ничем не	1	1
499	не верит	1	1
500	не на	3	1
501	власти и	1	1
502	человеческой жизни	1	1
503	с которым	1	1
504	в свете	3	1
505	понятие о	1	1
506	для человека	1	1
507	именно так	1	1
508	в связи	2	1
509	которые будут	1	1
510	связь с	12	1
511	и германцев	1	1
512	если этот	1	1
513	как это	3	1
514	играют в	1	1
515	в европе	1	1
516	этих случаях	8	1
517	вступление в	1	1
518	встречается у	1	1
519	смысле этого	2	1
520	содержат в	1	1
521	это его	1	1
522	понял что	1	1
523	на некотором	1	1
524	с этой	2	1
525	между прочим	2	1
526	нем самом	1	1
527	это завело	1	1
528	на все	1	1
529	которых он	1	1
530	то будет	1	1
531	являются не	1	1
532	человек или	1	1
533	которая в	1	1
534	у некоторых	1	1
535	бы в	1	1
536	тем более	1	1
537	не будучи	1	1
538	и все	2	1
539	силы в	1	1
540	к ее	1	1
541	понимать как	1	1
542	к его	1	1
543	что ни	3	1
544	том числе	1	1
545	они не	1	1
