N	2gram	Losev_Prob_2	Literetu
477	одно слово	1	1
478	с первого	1	1
479	так же	5	1
480	который бы	1	1
481	и потому	1	1
482	мы говорим	4	1
483	требует от	1	1
484	решение вопроса	1	1
485	он говорит	1	1
486	является функцией	2	1
487	что же	9	1
488	в тот	1	1
489	ни одно	1	1
490	и менее	1	1
491	в своем	4	1
492	лет назад	3	1
493	все индивидуальные	1	1
494	его в	3	1
495	и от	3	1
496	время не	2	1
497	в смысле	1	1
498	пока еще	9	1
499	не мог	1	1
500	тех или	3	1
501	отношений не	1	1
502	при таком	2	1
503	войти в	2	1
504	как система	1	1
505	на самом	4	1
506	всего мира	1	1
507	мира и	1	1
508	которая в	1	1
509	нечто противоположное	1	1
510	особого рода	1	1
511	и все	5	1
512	в подлинном	1	1
513	той или	5	1
514	поскольку от	1	1
515	еще более	2	1
516	от всего	3	1
517	что а	1	1
518	в системе	2	1
519	нами не	4	1
520	нет ничего	2	1
521	о своем	2	1
522	и представляет	1	1
523	только и	3	1
524	только как	3	1
525	имеет ничего	2	1
526	а во	1	1
527	то здесь	1	1
528	к его	1	1
529	элементов а	2	1
530	именно к	1	1
531	близким к	1	1
532	из этого	2	1
533	есть и	1	1
534	частности в	2	1
535	ее в	1	1
536	то оно	1	1
537	и эта	1	1
538	каждое слово	1	1
539	который не	1	1
540	к этому	1	1
541	можно назвать	1	1
542	они не	1	1
543	гораздо более	4	1
