N	2gram	Trubetskoy_1	RusskieA
127	одним из	4	2
128	и то	4	2
129	на самом	7	2
130	это и	1	2
131	так чтобы	2	2
132	на себя	1	2
133	не совсем	1	2
134	между собой	4	2
135	иное как	1	2
136	его состоит	1	2
137	это имеет	1	2
138	с одной	3	2
139	очевидно что	3	2
140	тогда как	6	2
141	с этим	11	2
142	все же	13	2
143	а и	8	2
144	и как	1	2
145	не было	2	2
146	этой цели	1	2
147	в руках	1	2
148	живут в	1	2
149	та же	3	2
150	в которой	5	2
151	из этих	8	2
152	если он	2	2
153	как оно	1	2
154	после этого	1	2
155	представления об	2	2
156	не к	1	2
157	том чтобы	2	2
158	характер в	1	2
159	но вместе	1	2
160	решить этот	1	2
161	людей и	1	2
162	здесь мы	1	2
163	мы указывали	1	2
164	обе стороны	1	2
165	должно быть	4	2
166	и еще	1	2
167	так в	1	2
168	в своей	1	2
169	нас не	1	2
170	в их	4	2
171	тем не	4	2
172	не менее	7	2
173	что с	5	2
174	в то	6	2
175	принадлежат к	1	2
176	того как	1	2
177	с элементами	1	2
178	о них	2	2
179	никогда не	4	2
180	не принадлежат	1	2
181	к ней	1	2
182	на природу	1	2
183	во всем	3	2
184	связи с	4	2
185	более позднее	1	2
186	кроме того	1	2
187	что на	1	2
188	к таким	2	2
189	все то	2	2
190	начиная с	1	2
191	в состав	1	2
192	что при	6	2
193	должен быть	1	2
194	в виду	2	2
195	вывод что	1	2
196	и многие	1	2
197	за пределами	1	2
198	то время	2	2
199	можно было	1	2
200	жизнь и	3	2
201	не имели	1	2
202	образом в	3	2
203	а к	2	2
204	с другим	1	2
205	или их	1	2
206	с другой	6	2
207	можно встретить	2	2
208	части и	1	2
209	все в	2	2
210	связь между	1	2
211	у них	6	2
212	ее от	1	2
213	вся эта	1	2
214	этому поводу	1	2
215	что и	7	2
216	он есть	1	2
217	один из	1	2
218	совсем не	1	2
219	этот вопрос	2	2
220	в разные	1	2
221	и ее	2	2
222	по этому	2	2
223	есть в	2	2
224	рассматриваться как	3	2
225	или просто	1	2
226	на эту	1	2
227	одно из	3	2
228	каждый из	3	2
229	заметить что	1	2
230	ее на	1	2
231	в целях	1	2
232	чем в	3	2
233	а с	4	2
234	прежде всего	3	2
235	и пр	1	2
236	одной стороны	2	2
237	научной литературе	1	2
238	совершенно не	3	2
239	что такие	2	2
240	если она	1	2
241	в европе	6	2
242	из которых	4	2
243	в течение	4	2
244	могут быть	1	2
245	с этой	3	2
246	этом и	1	2
247	говорить что	3	2
248	пока еще	1	2
249	и для	6	2
250	ее и	3	2
251	жизни в	1	2
252	и при	6	2
253	из этого	6	2
254	в своих	2	2
255	силы на	1	2
256	а между	8	1
257	ту же	2	1
258	вопрос мы	1	1
259	отношение к	4	1
260	другие народы	3	1
261	из самых	1	1
262	которую они	1	1
263	смысл этого	1	1
264	и до	3	1
265	что эти	2	1
266	в силе	1	1
267	очень много	3	1
268	и должен	1	1
269	мы уже	4	1
270	например в	1	1
271	что если	3	1
272	не во	1	1
273	на место	1	1
274	этом не	1	1
275	говорить о	2	1
276	причем это	1	1
277	из того	4	1
278	мы и	2	1
279	то это	1	1
280	в народных	1	1
281	в ней	3	1
282	что каждый	1	1
283	на нем	1	1
284	и общую	1	1
285	что его	4	1
286	в различных	1	1
287	смотрят на	1	1
288	тем как	1	1
289	самих себя	2	1
290	количество таких	1	1
291	еще далеко	1	1
292	эта имела	1	1
293	если в	1	1
294	нет и	1	1
295	и свои	1	1
296	отличаются от	1	1
297	что они	2	1
298	были у	1	1
299	к сожалению	1	1
300	отнюдь не	2	1
301	первый взгляд	1	1
302	независимо от	2	1
303	что именно	1	1
304	народа в	15	1
305	в своем	10	1
306	различных народов	1	1
307	все остальные	1	1
308	перед нами	1	1
309	и где	2	1
310	тех случаях	1	1
311	хотя и	4	1
312	он признает	1	1
313	и наконец	3	1
314	по пути	1	1
315	себе на	1	1
316	не являются	1	1
317	более или	7	1
318	увидим что	1	1
319	есть ли	1	1
320	от этого	1	1
321	в самом	8	1
322	этого круга	3	1
323	уже в	1	1
324	чем больше	4	1
325	он в	1	1
326	что так	1	1
327	ни одна	1	1
328	рассказ о	1	1
329	возможен только	1	1
330	только один	2	1
331	тому же	6	1
332	в мышлении	1	1
333	на то	9	1
334	из цветов	1	1
335	но на	2	1
336	не могла	1	1
337	и если	6	1
338	чем сильнее	1	1
339	не следует	1	1
340	в нем	3	1
341	момента когда	1	1
342	всех этих	4	1
343	он должен	2	1
344	мало того	4	1
345	жизни должны	1	1
346	свою силу	1	1
347	несколько ниже	1	1
348	только в	6	1
349	человек с	1	1
350	эта же	1	1
351	на этих	1	1
352	но все	5	1
353	это конечно	2	1
354	по его	2	1
355	от нее	2	1
356	в одну	4	1
357	что все	5	1
358	круг в	1	1
359	правильнее было	1	1
360	в другом	2	1
361	в каком-нибудь	1	1
362	на все	5	1
363	из себя	10	1
364	а как	1	1
365	знает что	1	1
366	входит в	1	1
367	не хуже	1	1
368	уже знаем	1	1
369	никакой роли	1	1
370	чаще всего	1	1
371	то увидим	1	1
372	должен стоять	1	1
373	по всему	1	1
374	только одно	2	1
375	нет в	2	1
376	не понимают	2	1
377	о которой	2	1
378	на основании	1	1
379	восстановить картину	2	1
380	в развитии	1	1
381	общую картину	2	1
382	такой же	2	1
383	в научной	1	1
384	остается в	1	1
385	их на	1	1
386	можно найти	1	1
387	или менее	7	1
388	нужно чтобы	1	1
389	что между	1	1
390	таким же	3	1
391	как все	1	1
392	в такой	4	1
393	бы к	1	1
394	его мнению	1	1
395	не от	1	1
396	как другие	1	1
397	свет на	1	1
398	чтобы это	1	1
399	как от	1	1
400	однако в	1	1
401	что этот	1	1
402	на всю	1	1
403	и таким	1	1
404	из одного	2	1
405	случае мы	1	1
406	в европейских	1	1
407	стоит в	1	1
408	к такой	1	1
409	что эта	4	1
410	с которой	1	1
411	как о	1	1
412	дело в	1	1
413	в науке	1	1
414	и притом	1	1
415	ее с	1	1
416	на него	2	1
417	в основе	2	1
418	что представление	2	1
419	с и	1	1
420	народа к	5	1
421	не вызывает	1	1
422	вытекает из	1	1
423	следовательно и	1	1
424	тем больше	1	1
425	ничего не	1	1
426	именно с	1	1
427	многих отношениях	1	1
428	сущность его	1	1
429	по своей	7	1
430	представление об	4	1
431	быть потому	1	1
432	и его	1	1
433	можно рассматривать	1	1
434	происхождению и	1	1
435	как будто	5	1
436	поворот к	1	1
437	которая по	1	1
438	и оно	1	1
439	и всех	1	1
440	сходство с	2	1
441	на долю	2	1
442	ничего общего	3	1
443	и это	3	1
444	некоторой степени	1	1
445	иметь в	1	1
446	разные стороны	1	1
447	из всего	1	1
448	не будет	5	1
449	для обеспечения	1	1
450	указывали на	1	1
451	свою очередь	2	1
452	всем этим	1	1
453	здесь не	1	1
454	и способствует	1	1
455	не могу	1	1
456	без всякого	1	1
457	в в	4	1
458	более высокой	1	1
459	этих существ	1	1
460	приводит к	1	1
461	идет речь	8	1
462	стороны его	1	1
463	что у	2	1
464	поэтому мы	1	1
465	так и	10	1
466	без внутреннего	1	1
467	часть их	1	1
468	можно только	1	1
469	к тем	2	1
470	возможно что	1	1
471	высокой ступени	1	1
472	основана на	1	1
473	если присмотреться	1	1
474	вся его	2	1
475	если бы	8	1
476	собой и	1	1
477	и вообще	3	1
478	с ним	6	1
479	находится в	1	1
480	говорят что	1	1
481	сводится к	2	1
482	другом месте	1	1
483	то они	3	1
484	на этой	2	1
485	и поэтому	2	1
486	настоящее время	2	1
487	совершенно иной	2	1
488	может не	3	1
489	однако такое	1	1
490	с момента	2	1
491	в его	5	1
492	во всей	1	1
493	не надо	1	1
494	если эта	1	1
495	в ту	2	1
496	если это	2	1
497	более что	1	1
498	быть и	5	1
499	показывают что	2	1
500	но так	2	1
501	на которой	1	1
502	но с	2	1
503	присмотреться к	1	1
504	идет по	1	1
505	тот же	3	1
506	с ними	2	1
507	что он	7	1
508	к их	1	1
509	те которые	1	1
510	и так	2	1
511	то эти	1	1
512	они могут	2	1
513	ноги и	1	1
514	от них	1	1
515	а после	1	1
516	всем этом	1	1
517	в эти	3	1
518	сильнее чем	4	1
519	по другим	1	1
520	же и	1	1
521	с нею	1	1
522	вопроса о	1	1
523	только на	1	1
524	раньше чем	1	1
525	время этого	1	1
526	а это	2	1
527	при помощи	3	1
528	в борьбу	1	1
529	тем сильнее	2	1
530	это обстоятельство	2	1
531	который как	1	1
532	не будут	2	1
533	не так	4	1
534	для него	2	1
535	всяком случае	2	1
536	в конце	4	1
537	в состоянии	4	1
538	себя от	1	1
539	ее не	1	1
540	к ним	2	1
541	до некоторой	1	1
542	случае не	1	1
543	как при	2	1
544	это по	1	1
545	указание на	1	1
546	следует признать	1	1
547	само собой	1	1
548	не противоречит	1	1
549	может рассматриваться	1	1
550	рядом с	1	1
551	из своих	1	1
552	время как	1	1
553	в другой	1	1
554	ней и	1	1
555	и даже	1	1
556	как у	3	1
557	этой религии	1	1
558	имеет место	2	1
559	и затем	1	1
560	на русском	1	1
561	можно отнести	1	1
562	это без	1	1
563	на которых	1	1
564	зависит от	1	1
565	о каком-то	1	1
566	и следовательно	1	1
567	на которые	1	1
568	в одно	2	1
569	есть одно	1	1
570	которые будут	2	1
571	которого она	1	1
572	эти слова	1	1
573	исходит от	1	1
574	и потому	3	1
575	некоторые из	1	1
576	а так	1	1
577	по своему	5	1
578	что за	2	1
579	смысле этого	1	1
580	он может	1	1
581	когда же	1	1
582	а потом	1	1
583	ко всему	2	1
584	в тех	3	1
585	многих других	2	1
586	в современной	1	1
587	и более	2	1
588	быть не	1	1
589	этого слова	2	1
590	и не	8	1
591	при более	2	1
592	на пути	1	1
593	в который	1	1
594	что касается	6	1
595	своих предшественников	1	1
596	могут рассматриваться	1	1
597	случаях когда	3	1
598	ли в	1	1
599	и другими	1	1
600	в настоящее	2	1
601	от него	3	1
602	в полосу	1	1
603	а может	1	1
604	не более	2	1
605	тем более	3	1
606	и создавать	1	1
607	мы должны	4	1
608	только что	3	1
609	и ставят	1	1
610	или не	1	1
611	этих элементов	1	1
612	лежит представление	1	1
613	его к	1	1
614	несмотря на	6	1
615	только с	1	1
616	под него	1	1
617	в свою	2	1
618	месте в	1	1
619	две стороны	1	1
620	сказать что	1	1
621	другой стороны	5	1
622	как за	1	1
623	же они	1	1
624	нет но	1	1
625	всех других	2	1
626	него в	2	1
627	и состоит	2	1
628	быть признана	2	1
629	что большинство	1	1
630	во всяком	2	1
631	очень редко	1	1
632	направление в	1	1
633	и эта	1	1
634	очевидно в	1	1
635	как на	4	1
636	и особенно	2	1
637	все что	9	1
