N	2gram	Propp_Isto_7	StatiiOP
481	и говорит	4	1
482	и этим	3	1
483	на той	1	1
484	том-то и	2	1
485	на том	2	1
486	и когда	2	1
487	только тот	1	1
488	мог бы	1	1
489	во многом	1	1
490	на которую	1	1
491	можно только	1	1
492	ли и	2	1
493	таких примеров	1	1
494	свойственно только	1	1
495	о ней	1	1
496	читаем в	1	1
497	некоторых из	1	1
498	и та	1	1
499	скрыть от	1	1
500	после того	4	1
501	с того	4	1
502	что его	2	1
503	можно сказать	1	1
504	все его	2	1
505	не просто	2	1
506	там же	2	1
507	образом мы	2	1
508	нас особенно	1	1
509	в приведенных	2	1
510	и всю	1	1
511	дело совсем	1	1
512	где у	1	1
513	показывает как	3	1
514	во всей	1	1
515	в форме	2	1
516	в другой	3	1
517	кто в	1	1
518	в середине	1	1
519	в свете	3	1
520	что тот	2	1
521	в том-то	2	1
522	дела в	1	1
523	же можно	1	1
524	в современной	1	1
525	сразу же	1	1
526	и дело	2	1
527	тот же	2	1
528	детали в	1	1
529	широко распространено	1	1
530	это тем	1	1
531	в угоду	1	1
532	те которые	1	1
533	дает право	1	1
534	который в	1	1
535	самые разнообразные	1	1
536	бы ни	1	1
537	слилась с	1	1
538	место из	1	1
539	и из	1	1
540	не отметить	1	1
541	не имеют	2	1
542	уже не	2	1
543	на определенной	1	1
544	случаях оказывается	1	1
545	ту или	1	1
546	он имеет	1	1
547	не так	2	1
548	себе в	1	1
549	но вот	2	1
550	тогда он	1	1
551	не считается	1	1
552	к ним	2	1
553	не о	1	1
554	от того	1	1
555	примеров показывающих	1	1
556	с другим	1	1
557	на ее	1	1
558	не один	1	1
559	и тех	1	1
560	здесь в	1	1
561	в ряде	1	1
562	случаев в	1	1
563	такое же	2	1
564	чтобы я	1	1
565	и др	2	1
566	тут-то и	1	1
567	в некоторых	1	1
568	связано с	3	1
569	них и	1	1
570	из другой	2	1
571	именно так	1	1
572	в руках	2	1
573	долго и	2	1
574	о чем	1	1
575	еще до	1	1
576	него не	1	1
577	и ему	1	1
578	для этой	1	1
579	но что	1	1
580	является его	1	1
581	случаев что	1	1
582	вместе с	7	1
583	в иной	2	1
584	д в	2	1
585	было по	1	1
586	эти примеры	1	1
587	задач и	2	1
588	что именно	1	1
589	из которых	1	1
590	к своему	1	1
591	xix века	1	1
592	его личной	1	1
593	не дают	1	1
594	и там	2	1
595	и всей	1	1
596	для понимания	1	1
597	и смерти	1	1
598	как например	1	1
599	этом и	2	1
600	случаях когда	4	1
601	тем и	1	1
602	и от	2	1
603	причем в	2	1
604	или в	8	1
605	же стороны	1	1
606	тот кто	5	1
607	обращается к	3	1
608	у некоторых	2	1
609	всего что	1	1
610	по одной	1	1
611	в третьем	1	1
612	даже после	1	1
613	но зато	1	1
614	я в	1	1
615	в целях	2	1
616	одной из	4	1
617	же случае	1	1
618	имеет право	1	1
619	но эта	2	1
620	с ней	3	1
621	это делает	1	1
622	для глаз	1	1
623	от всех	2	1
624	с несомненностью	1	1
625	оно не	1	1
626	из этого	1	1
627	большей частью	1	1
628	материал по	1	1
629	но эти	1	1
630	и другие	9	1
631	основана на	1	1
632	к этому	2	1
633	как на	1	1
634	точно так	2	1
635	только путем	1	1
636	они не	2	1
