N	2gram	Tiupa_Vved_1	Formalny
194	в той	4	3
195	того что	6	3
196	отношению к	7	3
197	жизни в	4	3
198	может и	1	3
199	сказать что	1	3
200	имеет место	4	3
201	героя в	1	3
202	он может	1	2
203	в котором	8	2
204	высшей степени	2	2
205	полагать что	1	2
206	язык как	2	2
207	в сущности	1	2
208	говорить о	2	2
209	в полной	1	2
210	и сами	2	2
211	в сторону	1	2
212	отличие от	2	2
213	связи и	1	2
214	в своем	5	2
215	стороны и	1	2
216	и понимаем	1	2
217	то в	1	2
218	бы не	2	2
219	из этих	3	2
220	в этой	1	2
221	как он	2	2
222	смыслом и	1	2
223	жизнью и	1	2
224	вообще не	1	2
225	что она	1	2
226	перестает быть	1	2
227	всех этих	1	2
228	пределах одного	1	2
229	не как	2	2
230	на жизнь	1	2
231	на этом	1	2
232	человека в	1	2
233	оно становится	1	2
234	на протяжении	1	2
235	этом смысле	1	2
236	кажется что	1	2
237	он является	2	2
238	исходили из	1	2
239	в высшей	2	2
240	том как	3	2
241	или точнее	1	2
242	в отличие	2	2
243	важно не	2	2
244	к одной	1	2
245	однако в	4	2
246	даже в	1	2
247	в отношении	1	2
248	до известной	1	2
249	как о	2	2
250	дело не	1	2
251	одна из	4	2
252	и притом	1	2
253	в единство	1	2
254	не могло	2	2
255	вытекает из	1	2
256	находятся в	1	2
257	тем не	3	2
258	из одного	1	2
259	ориентируясь на	1	2
260	с ее	1	2
261	но при	5	2
262	здесь не	2	2
263	так в	4	2
264	в пределе	1	2
265	вошел в	1	2
266	это только	2	2
267	с установкой	2	2
268	что и	2	2
269	и только	1	2
270	от этих	2	2
271	в художественной	1	2
272	человека как	1	2
273	в формах	1	2
274	но так	1	2
275	мы увидим	1	2
276	должен быть	1	2
277	поэтому и	1	2
278	на завершение	1	2
279	не можем	2	2
280	и внутреннего	1	2
281	в данной	2	2
282	из них	1	2
283	сами по	1	2
284	лишь к	1	2
285	и даже	1	2
286	или иной	3	2
287	в области	3	2
288	к которому	2	2
289	действующих лиц	2	2
290	и др	1	2
291	связано с	3	2
292	превращается в	1	2
293	а на	2	2
294	не об	1	2
295	но оно	1	2
296	автора с	1	2
297	язык а	1	2
298	установкой на	2	2
299	быть только	2	2
300	распадается на	1	2
301	а к	3	2
302	но это	3	2
303	ни для	1	2
304	в следующей	1	2
305	известной степени	1	2
306	у них	1	2
307	мы должны	1	2
308	не утрачивая	2	2
309	в целях	1	2
310	но если	1	2
311	героя и	3	2
312	является и	1	2
313	бы быть	1	2
314	к этому	2	2
315	в таком	1	2
316	не должны	1	1
317	именно эта	1	1
318	в движение	1	1
319	таком случае	1	1
320	и через	1	1
321	рассматривать в	1	1
322	в жизненном	1	1
323	нового высказывания	1	1
324	дело обстоит	1	1
325	тех же	1	1
326	переход от	1	1
327	этом рассуждении	1	1
328	к данному	1	1
329	между двумя	3	1
330	от своей	1	1
331	это достигается	1	1
332	в первом	2	1
333	и до	1	1
334	нельзя назвать	1	1
335	со своей	1	1
336	в доме	1	1
337	мы имеем	5	1
338	всех его	1	1
339	и последующих	1	1
340	во времени	2	1
341	нам в	1	1
342	в каждый	1	1
343	становится совершенно	1	1
344	и внутренние	1	1
345	всех без	1	1
346	это сделать	1	1
347	категорию можно	1	1
348	из того	1	1
349	этого термина	1	1
350	пространство и	2	1
351	общения в	1	1
352	в каждой	1	1
353	это время	2	1
354	оно может	1	1
355	стороны на	1	1
356	события в	1	1
357	как у	1	1
358	своей работе	1	1
359	другого человека	1	1
360	а только	1	1
361	не входит	1	1
362	к слову	1	1
363	должны были	2	1
364	определяется не	1	1
365	из таких	1	1
366	один и	1	1
367	ни одна	1	1
368	его на	1	1
369	далее мы	1	1
370	и нет	1	1
371	в противном	1	1
372	в событие	1	1
373	усматривает в	1	1
374	дистанция между	2	1
375	хотя и	7	1
376	сознания в	3	1
377	она так	1	1
378	и сюжета	1	1
379	та же	1	1
380	из жизни	2	1
381	в литературном	1	1
382	с сюжетом	1	1
383	их исторической	1	1
384	жизни так	2	1
385	в нашем	6	1
386	тоже не	2	1
387	с их	1	1
388	данном контексте	1	1
389	и тот	1	1
390	и событие	2	1
391	иначе и	1	1
392	его индивидуальную	1	1
393	высказывания не	1	1
394	на то	1	1
395	всей его	2	1
396	и если	1	1
397	противном случае	1	1
398	три года	1	1
399	он не	3	1
400	ключ к	1	1
401	в принципе	1	1
402	к одному	1	1
403	не к	4	1
404	котором мы	1	1
405	художественного высказывания	2	1
406	очевидным что	1	1
407	и по	3	1
408	так например	1	1
409	в нее	1	1
410	значительной степени	1	1
411	исходя из	2	1
412	что является	1	1
413	назвать и	1	1
414	в работе	1	1
415	же не	1	1
416	значение в	1	1
417	который способен	1	1
418	в мире	8	1
419	историей и	1	1
420	а его	2	1
421	с другими	1	1
422	отца и	1	1
423	быть не	4	1
424	о которых	1	1
425	на друга	1	1
426	становится и	1	1
427	автора и	1	1
428	и того	2	1
429	повторяются и	1	1
430	восприятия и	1	1
431	одного и	1	1
432	на первый	1	1
433	условий для	1	1
434	в их	1	1
435	самого рассказывания	3	1
436	могло бы	3	1
437	к новой	1	1
438	остается вне	1	1
439	но он	1	1
440	при условии	1	1
441	мере в	2	1
442	человеческое сознание	1	1
443	тому чтобы	1	1
444	том же	1	1
445	высказывания в	1	1
446	этой смены	1	1
447	дня и	1	1
448	представлений об	1	1
449	еще один	1	1
450	с ним	3	1
451	тем самым	5	1
452	отдельных эпизодов	1	1
453	меня не	1	1
454	того как	1	1
455	и вместо	1	1
456	на себе	1	1
457	на него	2	1
458	облекается в	1	1
459	и бесконечно	1	1
460	чтобы стать	2	1
461	из их	1	1
462	но только	1	1
463	пространство в	2	1
464	в разных	1	1
465	при всем	1	1
466	речь является	1	1
467	пути и	1	1
468	высказывания даже	1	1
469	как она	1	1
470	в сознании	4	1
471	сюжет в	1	1
472	и направлений	1	1
473	шкловского и	1	1
474	события но	2	1
475	читателем или	1	1
476	наконец в	1	1
477	восприятия а	1	1
478	числе и	1	1
479	первого и	2	1
480	и второго	1	1
481	не встречается	1	1
482	той или	3	1
483	как известно	1	1
484	жизни уже	1	1
485	он ищет	1	1
486	развертывания сюжета	1	1
487	события может	1	1
488	на основе	1	1
489	определенным образом	1	1
490	как по	2	1
491	она только	1	1
492	раз может	1	1
493	с первым	1	1
494	можно было	2	1
495	только тот	1	1
496	не с	3	1
497	начала и	2	1
498	оно как	1	1
499	для него	3	1
500	строго говоря	2	1
501	по мере	1	1
502	об этом	4	1
503	оценке в	1	1
504	она для	1	1
505	и та	1	1
506	настоящее время	1	1
507	за пределами	3	1
508	одного из	3	1
509	идеологической сферой	1	1
510	движущие силы	1	1
511	и который	1	1
512	в значительной	1	1
513	положения и	1	1
514	том или	1	1
515	путь к	1	1
516	от них	1	1
517	его существования	1	1
518	или напротив	2	1
519	существенную роль	1	1
520	в форме	1	1
521	не сводится	4	1
522	событие самого	2	1
523	и иных	1	1
524	не тот	1	1
525	в жизнь	1	1
526	не так	1	1
527	в современной	3	1
528	известно что	1	1
529	быть и	2	1
530	но с	1	1
531	в двух	1	1
532	мы видим	1	1
533	тот же	1	1
534	иной идеологической	1	1
535	реагирует на	1	1
536	о художественном	1	1
537	может оказаться	1	1
538	которое мы	1	1
539	и так	1	1
540	литература как	1	1
541	который в	2	1
542	впрочем и	1	1
543	сюжет но	1	1
544	с читателем	1	1
545	окружающей его	1	1
546	и жизни	1	1
547	с одной	5	1
548	в качестве	8	1
549	себя в	1	1
550	так что	1	1
551	друг на	1	1
552	есть в	2	1
553	оказывается в	1	1
554	бы возникнуть	1	1
555	и у	1	1
556	так можно	1	1
557	то и	2	1
558	ни одного	1	1
559	в нашей	1	1
560	же в	1	1
561	в начале	3	1
562	и чисто	1	1
563	а то	2	1
564	или даже	1	1
565	или просто	1	1
566	что содержание	1	1
567	мир не	1	1
568	себе в	1	1
569	в особых	2	1
570	слова в	2	1
571	в одном	1	1
572	и автобиографический	1	1
573	для меня	1	1
574	случае не	1	1
575	должен был	1	1
576	которые могут	1	1
577	в ящике	1	1
578	в случаях	2	1
579	или ином	1	1
580	сказать изнутри	1	1
581	каждого высказывания	1	1
582	где в	3	1
583	а слово	1	1
584	только смысл	1	1
585	невозможно да	1	1
586	не поддается	1	1
587	исторического события	1	1
588	ожидания и	1	1
589	или иначе	2	1
590	однако это	1	1
591	сюда же	1	1
592	существенности для	1	1
593	а о	1	1
594	оказывается и	1	1
595	и создает	1	1
596	с той	1	1
597	оно связано	1	1
598	еще и	1	1
599	и затем	1	1
600	только к	1	1
601	объясняется тем	1	1
602	что для	1	1
603	к сожалению	1	1
604	не было	2	1
605	одной стороны	5	1
606	зависит от	2	1
607	и составляет	3	1
608	а событие	1	1
609	жизнь в	1	1
610	о чем	2	1
611	время оно	1	1
612	что мы	2	1
613	мира в	8	1
614	его нельзя	1	1
615	в речи	2	1
616	здесь именно	1	1
617	стороны в	1	1
618	нет ничего	1	1
619	в частности	13	1
620	образом для	1	1
621	границы между	2	1
622	не входят	1	1
623	с каким-то	1	1
624	к своему	1	1
625	этих случаях	2	1
626	создается не	2	1
627	пределы в	1	1
628	в течение	1	1
629	же их	1	1
630	рассказа в	1	1
631	происходит в	1	1
632	слов в	1	1
633	содержания сознания	1	1
634	в контексте	1	1
635	на другое	1	1
636	этом случае	1	1
637	и о	1	1
638	той мере	2	1
639	один из	3	1
640	материале и	1	1
641	каждой из	1	1
642	и времени	2	1
643	дети не	1	1
644	при таком	1	1
645	она может	1	1
646	его с	2	1
647	мира и	2	1
648	о котором	2	1
649	в настоящее	1	1
650	взаимодействия и	1	1
651	интерес к	1	1
652	еще более	1	1
653	не должен	1	1
654	становления в	1	1
655	все они	2	1
656	или не	2	1
657	сходятся в	1	1
658	все то	1	1
659	а в	6	1
660	отношении к	1	1
661	границу между	1	1
662	не знает	1	1
663	и внутренне	1	1
664	объективна и	1	1
665	о литературе	1	1
666	для одного	1	1
667	становится очевидным	1	1
668	время не	1	1
669	можно назвать	1	1
670	частности в	2	1
671	меняются местами	1	1
672	том числе	1	1
