N	2gram	Voloshinov_2	DiskursI
292	не как	3	1
293	художественного высказывания	1	1
294	в силу	1	1
295	всякий памятник	2	1
296	ориентация на	1	1
297	таким образом	14	1
298	значительной степени	2	1
299	то ни	5	1
300	мы его	1	1
301	сознание и	1	1
302	различие между	2	1
303	самого автора	1	1
304	лишь в	14	1
305	ее нельзя	1	1
306	того или	2	1
307	и иных	1	1
308	не совпадает	1	1
309	форму и	3	1
310	лишь на	5	1
311	еще одно	1	1
312	в жизни	2	1
313	этом качестве	1	1
314	является ситуация	1	1
315	этого не	1	1
316	и вне	1	1
317	несмотря на	1	1
318	восприниматься и	1	1
319	как целого	3	1
320	и было	1	1
321	восприятия и	2	1
322	и внешним	1	1
323	и внутреннее	1	1
324	знаем более	1	1
325	утверждения что	1	1
326	установка на	2	1
327	тем не	1	1
328	по крайней	2	1
329	и более	7	1
330	произведения в	1	1
331	для нее	1	1
332	два полюса	1	1
333	пролить свет	1	1
334	же самого	1	1
335	при всех	1	1
336	но они	2	1
337	до известной	1	1
338	была понята	1	1
339	самого начала	5	1
340	как о	2	1
341	мысли в	1	1
342	мышления и	1	1
343	одна из	7	1
344	с живым	1	1
345	в процессе	18	1
346	xix века	2	1
347	мы все	1	1
348	для современного	1	1
349	и всегда	1	1
350	нашли свое	2	1
351	ничего не	4	1
352	в разных	1	1
353	предполагается в	1	1
354	те моменты	2	1
355	преимущественно на	1	1
356	и до	3	1
357	такая же	1	1
358	из значений	1	1
359	не принадлежит	1	1
360	исходный пункт	1	1
361	она отнюдь	1	1
362	жизненных ситуаций	2	1
363	ему не	1	1
364	синтаксиса и	1	1
365	настоящего времени	2	1
366	или не	1	1
367	известной степени	1	1
368	для речевой	1	1
369	уже о	1	1
370	к себе	1	1
371	не могут	1	1
372	на границе	2	1
373	не оставляют	1	1
374	но все	1	1
375	и другой	1	1
376	числе и	1	1
377	уже было	1	1
378	к тому	6	1
379	его с	1	1
380	но также	1	1
381	не есть	3	1
382	оно не	1	1
383	должен быть	2	1
384	от друга	1	1
385	город и	1	1
386	говоря уже	1	1
387	формы художественного	1	1
388	языка и	15	1
389	в собственном	2	1
390	с самого	5	1
391	эти две	1	1
392	чужой речи	53	1
393	в условиях	1	1
394	обладает не	1	1
395	слова а	1	1
396	обращаясь к	1	1
397	становится именно	1	1
398	и сам	1	1
399	только через	1	1
400	здесь как	2	1
401	ориентировано на	2	1
402	это ощущение	1	1
403	можно только	1	1
404	мы в	1	1
405	поэтому в	2	1
406	в глубинах	1	1
407	также различать	1	1
408	и даже	2	1
409	с ним	1	1
410	как выражение	1	1
411	мы живем	1	1
412	другому в	1	1
413	и здесь	5	1
414	другом месте	1	1
415	и т.д	4	1
416	внимание на	1	1
417	оно лишено	1	1
418	и что	1	1
419	поэтических высказываний	1	1
420	всех подобных	1	1
421	себя самого	2	1
422	в значительной	2	1
423	должно было	1	1
424	в конечном	1	1
425	высказывания которые	2	1
426	ним и	1	1
427	существенную роль	1	1
428	в форме	5	1
429	но вне	1	1
430	крайней мере	2	1
431	всех основных	2	1
432	слов и	3	1
433	и следовательно	6	1
434	и мир	1	1
435	свое наиболее	2	1
436	именно ему	1	1
437	в современной	1	1
438	от утверждения	1	1
439	следует ли	1	1
440	менее в	1	1
441	не идет	3	1
442	может оказаться	1	1
443	и так	1	1
444	до нас	1	1
445	в литературу	1	1
446	приходит в	1	1
447	в родном	1	1
448	самого говорящего	2	1
449	в окружающем	1	1
450	с которыми	1	1
451	так что	1	1
452	же и	1	1
453	оказывается в	1	1
454	только на	4	1
455	себя и	1	1
456	не дает	1	1
457	большинстве случаев	5	1
458	и их	4	1
459	всяком случае	2	1
460	могло бы	1	1
461	речевой акт	4	1
462	в современном	1	1
463	вовсе не	11	1
464	высказывания и	11	1
465	содержание и	1	1
466	в состоянии	1	1
467	данного высказывания	5	1
468	друг друга	2	1
469	случае не	1	1
470	тем что	2	1
471	и оценки	1	1
472	в других	1	1
473	внутреннего мира	2	1
474	но из	1	1
475	эпохи когда	1	1
476	были бы	1	1
477	из того	1	1
478	того что	4	1
479	между которыми	1	1
480	себя столь	1	1
481	живым в	1	1
482	этот тезис	1	1
483	быть ничего	1	1
484	здесь это	1	1
485	и между	1	1
486	еще и	1	1
487	бытия в	2	1
488	и др	1	1
489	между ними	2	1
490	чужой и	2	1
491	имеют никакого	1	1
492	в некоторых	1	1
493	превращается в	1	1
494	свидетельствуя о	1	1
495	до конца	2	1
496	его как	1	1
497	влияние и	1	1
498	все то	2	1
499	там где	2	1
500	оценки и	3	1
501	и ты	1	1
502	более глубокое	1	1
503	отступления от	1	1
504	и глубоко	1	1
505	к лицу	1	1
506	на фоне	1	1
507	социальная ситуация	2	1
508	как это	1	1
509	места для	1	1
510	опирается на	2	1
511	в особенности	2	1
512	и окказионального	1	1
513	для обозначения	1	1
514	лицом к	1	1
515	для человека	1	1
516	да и	3	1
517	исходя из	1	1
518	бы стать	1	1
519	в это	1	1
520	есть оно	1	1
521	слова и	6	1
522	выводу о	1	1
523	автором и	1	1
524	и от	3	1
525	речевого общения	12	1
526	и носит	1	1
527	исторической роли	2	1
528	и развития	1	1
529	этом и	1	1
530	но для	2	1
531	говорящего и	2	1
532	но с	1	1
533	более того	6	1
534	слова но	1	1
535	живет и	1	1
536	от той	1	1
537	формы и	2	1
538	его не	1	1
539	когда он	1	1
540	вне контекста	2	1
541	на границах	1	1
542	особого рода	1	1
543	еще более	2	1
544	и ни	1	1
545	в динамике	1	1
546	по самой	1	1
547	ни было	6	1
548	же в	1	1
549	в равной	1	1
550	быть и	6	1
551	определяется его	2	1
552	определенного положения	1	1
553	к самому	1	1
554	равной степени	1	1
555	и практически	1	1
556	всего на	1	1
557	одной из	3	1
558	слово в	3	1
559	сохраняя в	2	1
560	чужому слову	1	1
561	не говоря	1	1
562	сказать что	4	1
563	другой в	1	1
564	речи и	13	1
565	никакого отношения	1	1
566	из этого	1	1
567	в какой	3	1
568	также не	1	1
569	ее в	1	1
570	как слово	5	1
571	т.е в	1	1
572	прямой речи	9	1
573	нас не	2	1
574	во всяком	3	1
575	том числе	1	1
