N	2gram	Propp_Isto_1	PoTuStor
186	они не	4	2
187	но вернемся	1	1
188	мы здесь	3	1
189	все остальное	1	1
190	и то	1	1
191	он может	1	1
192	это и	1	1
193	жизни мы	1	1
194	и чрезвычайно	1	1
195	что эти	1	1
196	каком отношении	1	1
197	в году	1	1
198	но должны	1	1
199	его не	1	1
200	к нашей	1	1
201	для достижения	1	1
202	мы имеем	13	1
203	что если	2	1
204	вопрос о	5	1
205	нам в	1	1
206	память о	1	1
207	так чтобы	2	1
208	а для	2	1
209	всего сказанного	2	1
210	я не	3	1
211	но даже	1	1
212	не совсем	3	1
213	же что	1	1
214	зависимости от	2	1
215	в ней	7	1
216	он был	1	1
217	как один	1	1
218	иное как	1	1
219	столь же	2	1
220	бы то	2	1
221	одним словом	4	1
222	оно совершенно	1	1
223	чем это	4	1
224	но не	5	1
225	отказ от	2	1
226	и три	1	1
227	же на	1	1
228	значение и	2	1
229	вступают в	1	1
230	иногда и	1	1
231	мы сейчас	2	1
232	право на	2	1
233	что они	5	1
234	к сожалению	3	1
235	для объяснения	2	1
236	первый взгляд	2	1
237	в рамках	2	1
238	первый этап	1	1
239	дает нам	1	1
240	пути в	2	1
241	некоторое время	2	1
242	как нам	1	1
243	все же	10	1
244	однако не	2	1
245	в полном	1	1
246	хотя и	1	1
247	когда он	6	1
248	увидим что	5	1
249	этой цели	1	1
250	от этого	2	1
251	уходить на	1	1
252	к чему	3	1
253	уже не	3	1
254	та же	1	1
255	точку зрения	3	1
256	ступени развития	1	1
257	ни один	6	1
258	а во-вторых	1	1
259	в нашем	1	1
260	в буржуазной	1	1
261	как он	2	1
262	во многих	2	1
263	всей его	1	1
264	что она	5	1
265	главным образом	1	1
266	такой работе	1	1
267	а просто	1	1
268	различные формы	2	1
269	и социальной	1	1
270	образом и	1	1
271	в мифах	1	1
272	подобно тому	1	1
273	мы говорили	1	1
274	основные черты	1	1
275	по его	2	1
276	от нее	1	1
277	то ни	2	1
278	матери или	1	1
279	по смыслу	2	1
280	часто мы	1	1
281	или наконец	1	1
282	это было	2	1
283	с силами	1	1
284	за ней	1	1
285	еще одно	1	1
286	которая была	1	1
287	не чем	1	1
288	с тем	4	1
289	несмотря на	1	1
290	уже у	2	1
291	живем в	1	1
292	лучше всего	2	1
293	и еще	1	1
294	искать в	1	1
295	но если	2	1
296	его мнению	1	1
297	этот страх	1	1
298	на первых	2	1
299	выше мы	3	1
300	не будем	5	1
301	которые в	2	1
302	друг другу	1	1
303	иным как	1	1
304	есть еще	2	1
305	однако в	2	1
306	на всю	1	1
307	не разработана	1	1
308	можно ли	1	1
309	свою работу	1	1
310	а иногда	2	1
311	на работу	1	1
312	можно указать	1	1
313	с теми	1	1
314	приступая к	1	1
315	в эпоху	2	1
316	быть очень	1	1
317	тогда когда	2	1
318	дело в	3	1
319	одна из	2	1
320	только из	2	1
321	в самых	1	1
322	что иное	1	1
323	того чтобы	1	1
324	можно получить	1	1
325	вытекает из	1	1
326	если ему	1	1
327	это мы	1	1
328	не лучше	1	1
329	ничего не	2	1
330	эта сторона	1	1
331	очень мало	2	1
332	во всем	3	1
333	связи с	4	1
334	ничто не	1	1
335	более позднее	1	1
336	в виду	1	1
337	отец не	1	1
338	с другом	3	1
339	и со	1	1
340	у меня	3	1
341	целиком во	1	1
342	мы узнаем	1	1
343	одно только	1	1
344	же самое	3	1
345	должны быть	4	1
346	к тому	6	1
347	бы он	1	1
348	она же	1	1
349	день и	1	1
350	весь остальной	1	1
351	на это	2	1
352	она не	1	1
353	и стали	1	1
354	из всего	1	1
355	надо искать	1	1
356	всем этим	1	1
357	вспомним хотя	1	1
358	в себя	1	1
359	говорили что	1	1
360	каков же	1	1
361	так было	1	1
362	приводит к	2	1
363	и что	10	1
364	если они	1	1
365	в другом	3	1
366	можно было	5	1
367	материал должен	1	1
368	времени и	1	1
369	еще в	2	1
370	к тем	1	1
371	если бы	8	1
372	с чего	2	1
373	мы вправе	1	1
374	мы живем	1	1
375	в глубине	2	1
376	о ней	1	1
377	о нем	2	1
378	в известных	1	1
379	и здесь	7	1
380	надо только	1	1
381	на вопрос	2	1
382	имеем дело	1	1
383	внимание на	1	1
384	и та	1	1
385	этой работе	1	1
386	нас в	2	1
387	этот момент	2	1
388	не более	2	1
389	в другой	1	1
390	нем и	1	1
391	в свете	2	1
392	и об	1	1
393	в которую	3	1
394	это приводит	2	1
395	что здесь	5	1
396	и история	1	1
397	но так	2	1
398	этом моменте	1	1
399	уберечься от	1	1
400	что конечно	1	1
401	тот же	2	1
402	к делу	2	1
403	дело с	2	1
404	истории его	1	1
405	мы увидим	10	1
406	может оказаться	3	1
407	о смерти	6	1
408	об их	1	1
409	и жизни	1	1
410	с одной	4	1
411	в качестве	5	1
412	пользуется этой	1	1
413	себя в	2	1
414	же и	1	1
415	оказывается в	1	1
416	всем мире	1	1
417	утверждают что	1	1
418	не пытается	1	1
419	др но	1	1
420	и они	1	1
421	то и	2	1
422	всем его	1	1
423	оно в	2	1
424	это значение	2	1
425	не дает	2	1
426	быть объяснены	1	1
427	его и	2	1
428	не будут	1	1
429	центр тяжести	1	1
430	пока не	2	1
431	ним и	1	1
432	в конце	1	1
433	вовсе не	2	1
434	с этими	1	1
435	как его	1	1
436	них мы	1	1
437	заметить что	1	1
438	как раз	2	1
439	этом отношении	1	1
440	для того	1	1
441	науки в	1	1
442	правда по	1	1
443	со стороны	2	1
444	с другой	6	1
445	этом пути	1	1
446	которые можно	2	1
447	здесь в	2	1
448	эти две	2	1
449	а с	2	1
450	мы еще	3	1
451	что для	1	1
452	говорит о	2	1
453	в некоторых	2	1
454	связано с	2	1
455	у нас	1	1
456	основной вопрос	2	1
457	одной стороны	4	1
458	материал в	1	1
459	на этот	2	1
460	а наоборот	1	1
461	зависит от	2	1
462	а не	15	1
463	мужчин и	1	1
464	именно так	2	1
465	но никогда	1	1
466	не всегда	8	1
467	продвинет нас	1	1
468	в связи	4	1
469	нельзя брать	1	1
470	связь с	4	1
471	этой же	1	1
472	свободна от	1	1
473	утверждение что	1	1
474	вопрос можно	1	1
475	легче всего	1	1
476	многих случаях	1	1
477	он будет	1	1
478	тому как	1	1
479	что же	3	1
480	быть только	1	1
481	у самого	1	1
482	друг с	4	1
483	быть не	1	1
484	сейчас же	1	1
485	в более	1	1
486	только одна	1	1
487	известной степени	1	1
488	и часто	2	1
489	мы останавливаться	1	1
490	мышления в	1	1
491	при таком	1	1
492	да по	1	1
493	она может	1	1
494	это первое	1	1
495	и другими	1	1
496	которая в	1	1
497	которые на	2	1
498	это может	1	1
499	в эту	1	1
500	мы должны	13	1
501	хотя в	1	1
502	останавливаться не	1	1
503	здесь только	1	1
504	ее только	1	1
505	нет ничего	1	1
506	с ней	2	1
507	это касается	1	1
508	но этим	2	1
509	в точности	2	1
510	не что	1	1
511	чем иным	1	1
512	на своем	1	1
513	себе но	1	1
514	же приходится	1	1
515	именно здесь	1	1
