N	2gram	Tiupa_Vved_1	Hudozhes
109	только что	1	4
110	и от	2	4
111	речь идет	1	3
112	едва ли	3	3
113	в чеховском	2	3
114	говорить о	2	3
115	в мире	8	3
116	и на	3	3
117	в ее	1	3
118	третьей главы	1	3
119	отнюдь не	7	3
120	идет о	1	3
121	как к	1	3
122	все же	6	3
123	но он	1	3
124	в нем	5	3
125	и по	3	3
126	на этом	1	3
127	лишь в	2	3
128	первой главе	1	3
129	даже в	1	3
130	в своих	2	3
131	чеховский рассказ	1	3
132	в ходе	2	3
133	рассказа о	2	3
134	все эти	1	3
135	себе самому	1	3
136	в тексте	10	3
137	тем что	2	3
138	этом отношении	4	3
139	для себя	1	3
140	как мы	3	3
141	того чтобы	1	3
142	в пределах	2	3
143	приводит к	2	3
144	в финале	2	3
145	что у	1	3
146	еще в	2	3
147	том как	3	3
148	если бы	7	3
149	а также	8	3
150	же в	1	3
151	в литературе	2	3
152	но не	5	3
153	будто бы	3	3
154	как его	2	3
155	и даже	1	3
156	со стороны	5	3
157	если говорить	1	3
158	превращается в	1	3
159	то и	2	3
160	однако и	2	3
161	картину мира	3	3
162	в связи	1	3
163	по своему	2	3
164	такого рода	16	3
165	встрече с	2	3
166	в следующей	1	3
167	и для	3	3
168	антоши чехонте	1	3
169	но одновременно	1	3
170	или не	2	3
171	в равной	1	3
172	читательского восприятия	1	3
173	может и	1	3
174	в таком	1	3
175	к этой	1	3
176	например в	2	2
177	начинается с	1	2
178	на самом	4	2
179	от нормы	2	2
180	в их	1	2
181	той же	1	2
182	мы не	4	2
183	вместо того	2	2
184	жизни как	1	2
185	к своему	1	2
186	мы читаем	1	2
187	порой и	1	2
188	но как	1	2
189	в противовес	3	2
190	если в	2	2
191	конечном счете	1	2
192	в е	2	2
193	чеховскому рассказу	1	2
194	в одной	2	2
195	в рамках	4	2
196	в художественном	1	2
197	хотя и	7	2
198	в литературном	1	2
199	в целом	3	2
200	жизни так	2	2
201	в ответ	1	2
202	так в	4	2
203	только на	1	2
204	как он	2	2
205	так сказать	2	2
206	жизнью и	1	2
207	на его	1	2
208	не следует	3	2
209	другой жизни	1	2
210	ключ к	1	2
211	уже говорилось	1	2
212	заключает в	1	2
213	однако в	4	2
214	значительной степени	1	2
215	а его	2	2
216	не умеет	1	2
217	особенно в	1	2
218	по себе	2	2
219	все равно	2	2
220	иначе говоря	6	2
221	автора и	1	2
222	в следующем	1	2
223	состоит в	10	2
224	с позиции	2	2
225	не столько	4	2
226	от себя	1	2
227	что я	1	2
228	несет на	1	2
229	все это	1	2
230	личного опыта	1	2
231	они не	1	2
232	бы на	1	2
233	что художественное	1	2
234	не о	2	2
235	он говорил	1	2
236	не имеет	2	2
237	одна из	4	2
238	на себе	1	2
239	а порой	1	2
240	письма не	1	2
241	своей природе	2	2
242	заметить что	1	2
243	персонажа в	2	2
244	к чеховскому	2	2
245	со своим	1	2
246	на него	2	2
247	вторая глава	1	2
248	что на	2	2
249	к читателю	1	2
250	рассказа не	1	2
251	с ее	1	2
252	здесь не	2	2
253	на основе	1	2
254	при котором	1	2
255	как по	2	2
256	характер и	1	2
257	героя на	1	2
258	в речи	2	2
259	внимание на	3	2
260	никак не	2	2
261	и что	1	2
262	его жизни	1	2
263	с того	1	2
264	в значительной	1	2
265	в конечном	1	2
266	при встрече	1	2
267	и смысловой	1	2
268	или напротив	2	2
269	в форме	1	2
270	как она	1	2
271	в него	1	2
272	художественного письма	7	2
273	но с	1	2
274	от лица	1	2
275	и потому	1	2
276	и так	1	2
277	поэтому и	1	2
278	впрочем и	1	2
279	так что	1	2
280	слова в	2	2
281	в начале	3	2
282	по выражению	2	2
283	участие в	1	2
284	а то	2	2
285	у нее	2	2
286	при всей	2	2
287	на том	1	2
288	на стороне	1	2
289	представляют собой	3	2
290	или иначе	2	2
291	с той	1	2
292	действующих лиц	2	2
293	рассказа на	1	2
294	а с	2	2
295	что не	1	2
296	в данной	2	2
297	также в	1	2
298	до конца	3	2
299	человек в	1	2
300	н.д тамарченко	1	2
301	ближе к	1	2
302	на фоне	2	2
303	говорится о	1	2
304	вся жизнь	1	2
305	установкой на	2	2
306	что же	3	2
307	о человеке	1	2
308	зрелого чеховского	1	2
309	в тот	1	2
310	да и	1	2
311	и не	12	2
312	видно что	1	2
313	нет ничего	1	2
314	пока еще	4	2
315	в результате	3	2
316	о котором	2	2
317	из текста	1	2
318	человека не	1	2
319	не знает	1	2
320	героя в	1	2
321	проникнуть в	1	2
322	которая не	2	2
323	может или	1	1
324	как известно	1	1
325	в сфере	1	1
326	относится и	1	1
327	таком случае	1	1
328	и др	1	1
329	утра до	1	1
330	тех же	1	1
331	в чужой	1	1
332	за собой	1	1
333	в первом	2	1
334	и до	1	1
335	высшей степени	2	1
336	к рассказу	1	1
337	внутренний мир	1	1
338	она определяется	1	1
339	также и	4	1
340	смысла произведения	1	1
341	же следует	1	1
342	таком взгляде	1	1
343	следует вести	1	1
344	сути дела	1	1
345	проблематики в	1	1
346	именно к	1	1
347	не слишком	1	1
348	высказывания в	1	1
349	в каждый	1	1
350	в сущности	1	1
351	узнаем что	1	1
352	но она	1	1
353	принадлежит к	3	1
354	не сводится	4	1
355	хотя бы	1	1
356	событий и	1	1
357	похожи на	1	1
358	не сразу	1	1
359	в каждой	1	1
360	это время	2	1
361	начало и	2	1
362	характерную для	1	1
363	взгляде на	1	1
364	действующее лицо	2	1
365	без которого	1	1
366	чем это	1	1
367	бы в	3	1
368	в сторону	1	1
369	же она	1	1
370	не все	2	1
371	к слову	1	1
372	ответ на	1	1
373	xix столетия	2	1
374	отношение к	2	1
375	произведение не	1	1
376	тут же	1	1
377	друг от	1	1
378	к своей	1	1
379	личность это	1	1
380	связи и	1	1
381	в настоящем	2	1
382	один и	1	1
383	к сожалению	1	1
384	относится к	1	1
385	к точке	2	1
386	первый взгляд	1	1
387	весь день	1	1
388	но пока	1	1
389	его на	1	1
390	стороны и	1	1
391	встречи с	1	1
392	о жизни	2	1
393	что касается	5	1
394	однако не	1	1
395	центрального персонажа	1	1
396	для читательского	1	1
397	бы я	1	1
398	сознания в	3	1
399	бы стать	1	1
400	в герое	1	1
401	в этот	2	1
402	о самом	1	1
403	четыре главы	1	1
404	есть на	1	1
405	это особый	1	1
406	к чему	1	1
407	в произведении	1	1
408	из жизни	2	1
409	равно в	1	1
410	он в	1	1
411	бы не	2	1
412	всей своей	2	1
413	из этих	3	1
414	героя через	1	1
415	поскольку в	1	1
416	ни одна	1	1
417	мировой жизни	1	1
418	и тот	1	1
419	и рассказа	1	1
420	строй текста	1	1
421	но на	2	1
422	вообще не	1	1
423	из кругозора	1	1
424	в мир	1	1
425	три года	1	1
426	но именно	1	1
427	о которой	2	1
428	всех этих	1	1
429	данного общества	1	1
430	уступает значимости	1	1
431	к одному	1	1
432	не как	2	1
433	художественного высказывания	2	1
434	в силу	2	1
435	и вот	1	1
436	том чтобы	2	1
437	содержит в	1	1
438	наших глазах	1	1
439	чтобы в	1	1
440	миропорядок в	1	1
441	своих персонажей	1	1
442	действительно так	1	1
443	к такого	1	1
444	в нее	1	1
445	например мы	1	1
446	правило не	2	1
447	порой не	1	1
448	это позиция	1	1
449	что все	1	1
450	этом он	1	1
451	или даже	1	1
452	картиной мира	9	1
453	а как	1	1
454	входит в	1	1
455	главы в	1	1
456	от понимания	1	1
457	они просто	1	1
458	этом смысле	1	1
459	роль в	1	1
460	в последующих	1	1
461	и тем	2	1
462	уж не	1	1
463	в итоге	3	1
464	это они	1	1
465	на полноту	2	1
466	для них	3	1
467	литературного произведения	1	1
468	в высшей	2	1
469	соответствии с	6	1
470	к которым	1	1
471	далеко не	4	1
472	как об	1	1
473	жизни то	2	1
474	систему персонажей	1	1
475	этого персонажа	1	1
476	героини в	1	1
477	этого не	1	1
478	с тем	1	1
479	в слове	3	1
480	которой он	1	1
481	он и	2	1
482	в москве	1	1
483	и тоже	1	1
484	как таковой	1	1
485	и того	2	1
486	когда в	2	1
487	как замечает	1	1
488	в восприятии	1	1
489	в финальной	2	1
490	на первый	1	1
491	или менее	2	1
492	своему происхождению	1	1
493	письма и	1	1
494	самих этих	1	1
495	о герое	1	1
496	пространстве мировой	1	1
497	это делает	1	1
498	как произведение	1	1
499	место в	2	1
500	в отличие	2	1
501	в которых	1	1
502	из земли	1	1
503	и уж	1	1
504	эффективным средством	1	1
505	в одном	1	1
506	в пространстве	1	1
507	в становлении	1	1
508	и более	3	1
509	их в	2	1
510	и предполагает	1	1
511	и наоборот	1	1
512	тому чтобы	1	1
513	бы быть	1	1
514	во времени	2	1
515	между прочим	1	1
516	в цепочки	1	1
517	вовсе не	1	1
518	в отношении	1	1
519	вплоть до	1	1
520	и такого	1	1
521	но они	2	1
522	тем самым	5	1
523	до известной	1	1
524	мира не	2	1
525	заключительная глава	1	1
526	как о	2	1
527	описаний то	1	1
528	в науке	1	1
529	у кого	1	1
530	значительный вклад	1	1
531	в основе	3	1
532	облекается в	1	1
533	единую и	1	1
534	из их	1	1
535	появляется в	2	1
536	не могло	2	1
537	каждый из	1	1
538	однако если	1	1
539	при отсутствии	2	1
540	жизни не	1	1
541	текста и	3	1
542	невозможно но	1	1
543	вследствие того	1	1
544	всего на	1	1
545	с читателем	1	1
546	пожалуй не	1	1
547	рассказа можно	1	1
548	в текст	1	1
549	именно они	1	1
550	науке о	1	1
551	художественности к	1	1
552	только от	1	1
553	текстов принадлежит	2	1
554	такова что	1	1
555	могут быть	4	1
556	и вполне	1	1
557	же самое	1	1
558	уже было	1	1
559	как для	2	1
560	но также	2	1
561	для его	1	1
562	в поле	1	1
563	он видит	1	1
564	обращение к	1	1
565	если же	1	1
566	главным героем	2	1
567	о них	3	1
568	на наших	1	1
569	в виду	1	1
570	свою очередь	4	1
571	но при	5	1
572	же не	1	1
573	данном случае	6	1
574	этим термином	1	1
575	по сути	2	1
576	классического реализма	1	1
577	встреча с	2	1
578	жанровой природы	1	1
579	различие между	1	1
580	ночью и	1	1
581	так можно	1	1
582	по аналогии	1	1
583	этого как	1	1
584	мог бы	1	1
585	было и	1	1
586	он сам	1	1
587	внимание к	2	1
588	с утра	1	1
589	жизненная позиция	1	1
590	сводится к	4	1
591	гибели героя	2	1
592	и т.д	5	1
593	и т.п	9	1
594	за пределами	3	1
595	одного из	3	1
596	самому себе	1	1
597	в смерти	1	1
598	для нас	2	1
599	с другой	5	1
600	[...] но	1	1
601	как у	1	1
602	а во	1	1
603	восходит к	2	1
604	на мгновение	2	1
605	чеховской и	1	1
606	во всех	2	1
607	путь к	1	1
608	нем не	1	1
609	не со	1	1
610	подумал он	1	1
611	во втором	2	1
612	и только	1	1
613	в другой	1	1
614	до вечера	1	1
615	наконец в	1	1
616	о тайне	1	1
617	писателя рассказ	1	1
618	и она	1	1
619	событие рассказа	1	1
620	но так	1	1
621	в жизнь	1	1
622	но тут	1	1
623	жизни его	1	1
624	себя с	1	1
625	в двух	1	1
626	не владеет	1	1
627	тот же	1	1
628	речь о	1	1
629	в молчание	2	1
630	в какой	4	1
631	и человечества	1	1
632	субъекта в	1	1
633	времени и	7	1
634	следующем году	1	1
635	всяком случае	1	1
636	между этими	1	1
637	и ее	1	1
638	их не	1	1
639	с одной	5	1
640	этого рассказа	1	1
641	с какой	1	1
642	есть в	2	1
643	более или	2	1
644	и у	1	1
645	уже в	1	1
646	оно в	1	1
647	первого лица	1	1
648	в жизни	4	1
649	действующего лица	1	1
650	по комнатам	1	1
651	персонажа и	1	1
652	его и	1	1
653	этом в	1	1
654	представить себе	2	1
655	в прозе	1	1
656	могло бы	3	1
657	и та	1	1
658	которая может	2	1
659	не случаен	1	1
660	сами по	1	1
661	иначе как	1	1
662	ее не	2	1
663	отличие от	2	1
664	следует признать	4	1
665	в текстах	2	1
666	в целях	1	1
667	и напротив	1	1
668	что они	1	1
669	где в	3	1
670	в особенности	1	1
671	согласия между	1	1
672	невозможно помыслить	1	1
673	чеховском рассказе	1	1
674	не один	2	1
675	сюда же	1	1
676	по своим	3	1
677	вслед за	2	1
678	с оглядкой	1	1
679	еще и	1	1
680	же о	1	1
681	от основного	1	1
682	в романе	6	1
683	объясняется тем	1	1
684	что для	1	1
685	обратиться к	2	1
686	можно назвать	1	1
687	эффект не	1	1
688	равной степени	1	1
689	выступает в	1	1
690	настоящего пособия	1	1
691	к человеку	1	1
692	связано с	3	1
693	одной стороны	5	1
694	не на	1	1
695	из участников	2	1
696	на глазах	1	1
697	специфически человеческий	1	1
698	что мы	2	1
699	одна и	1	1
700	жизнь в	1	1
701	их самих	1	1
702	здесь именно	1	1
703	именно поэтому	1	1
704	в далеком	1	1
705	служит не	1	1
706	как это	1	1
707	вопреки своей	1	1
708	текста в	3	1
709	однако для	1	1
710	например когда	1	1
711	из которых	1	1
712	позицию адресата	2	1
713	о чем	2	1
714	в данном	13	1
715	видя в	1	1
716	[...] то	1	1
717	быть только	2	1
718	происходит в	1	1
719	в ряду	2	1
720	присутствует в	1	1
721	реакции на	1	1
722	на свете	1	1
723	другого человека	1	1
724	картин мира	2	1
725	быть не	4	1
726	в контексте	1	1
727	рассказ же	1	1
728	но это	3	1
729	[...] только	3	1
730	не мог	1	1
731	усматривает в	1	1
732	не получает	1	1
733	полноту в	1	1
734	искусства это	1	1
735	от друга	1	1
736	известной степени	1	1
737	встречи двух	1	1
738	при таком	1	1
739	собственно и	1	1
740	имеют для	1	1
741	в пределе	1	1
742	вклад в	1	1
743	и пространстве	1	1
744	об этих	1	1
745	как уже	1	1
746	со своей	1	1
747	полагать что	1	1
748	это точка	1	1
749	мы должны	1	1
750	всякий раз	1	1
751	зрения в	1	1
752	по ходу	1	1
753	второй и	1	1
754	хотя в	1	1
755	и героини	1	1
756	к ее	3	1
757	без слушателя	1	1
758	опыта в	4	1
759	от первого	1	1
760	которая на	1	1
761	в аналогичной	1	1
762	на смену	2	1
763	от своего	1	1
764	сказать что	1	1
765	и внутренне	1	1
766	это на	1	1
767	в свою	4	1
768	к его	3	1
769	забывать что	1	1
770	первом случае	1	1
771	культуры в	1	1
772	из этого	1	1
773	и солнце	1	1
774	время не	1	1
775	и состоит	1	1
776	к другим	1	1
777	мать и	1	1
778	нельзя назвать	1	1
779	см в	1	1
780	который не	1	1
781	во всяком	1	1
782	все что	3	1
