N	2gram	Potebnia_M_1	EvropaiE
219	на язык	7	2
220	по своей	1	2
221	как будто	2	2
222	что на	6	2
223	не могут	4	2
224	могут быть	9	2
225	только одно	1	2
226	имеет место	2	2
227	от друга	2	2
228	как не	1	2
229	свою очередь	4	2
230	говоря уже	1	2
231	мог бы	2	2
232	если бы	14	2
233	в известных	1	2
234	и что	10	2
235	притом в	1	2
236	и во	3	2
237	к нему	1	2
238	во втором	5	2
239	в его	5	2
240	во всей	1	2
241	человеческого рода	1	2
242	мы должны	3	2
243	эти последние	1	2
244	но с	2	2
245	этот вопрос	2	2
246	в какой	1	2
247	и теперь	1	2
248	есть в	2	2
249	не можем	2	2
250	народов не	1	2
251	если в	1	2
252	при помощи	2	2
253	и других	4	2
254	бы совершенно	1	2
255	в одном	8	2
256	заметить что	2	2
257	значение только	1	2
258	в других	2	2
259	влияние на	2	2
260	будет ли	1	2
261	как же	1	2
262	только к	1	2
263	на основании	2	2
264	на этот	2	2
265	а не	21	2
266	нужно иметь	1	2
267	с а	2	2
268	что все	3	2
269	следовало бы	1	2
270	начиная с	1	2
271	вместе с	8	2
272	за тем	2	2
273	относятся к	1	2
274	или по	1	2
275	что же	2	2
276	ко всему	1	2
277	и таким	1	2
278	мира но	1	2
279	или в	2	2
280	то не	3	2
281	и все	3	2
282	бы в	4	2
283	еще более	2	2
284	стороны в	1	2
285	же в	2	2
286	в другой	3	2
287	мы видим	4	2
288	а в	5	2
289	даже при	1	2
290	не есть	10	2
291	между ними	1	2
292	не говоря	1	2
293	другой стороны	5	2
294	жизни и	2	2
295	ко всем	2	1
296	и т	6	1
297	например в	1	1
298	до него	1	1
299	в тех	1	1
300	и это	3	1
301	но тем	3	1
302	от своей	1	1
303	в чисто	1	1
304	которую они	1	1
305	противном случае	3	1
306	с таким	1	1
307	и связанное	1	1
308	или ее	1	1
309	все ли	1	1
310	той же	3	1
311	из всего	1	1
312	или наоборот	1	1
313	же следует	1	1
314	он считает	1	1
315	чтобы не	2	1
316	в основных	1	1
317	ее частей	1	1
318	есть нечто	4	1
319	с но	4	1
320	нет ли	1	1
321	то это	5	1
322	когда мы	2	1
323	в каждой	1	1
324	чем то	1	1
325	что его	1	1
326	с его	1	1
327	тем как	3	1
328	то мы	2	1
329	видели что	1	1
330	мы будем	2	1
331	и стремясь	1	1
332	значение и	2	1
333	всему человечеству	1	1
334	по отношению	13	1
335	для всякого	2	1
336	тогда как	2	1
337	более как	3	1
338	нами при	1	1
339	за пределы	2	1
340	к сожалению	1	1
341	относится к	3	1
342	которые не	2	1
343	каждое поколение	2	1
344	при известных	3	1
345	в одной	1	1
346	дает нам	1	1
347	все остальные	4	1
348	все же	6	1
349	в противном	3	1
350	что уничтожает	1	1
351	в полном	2	1
352	смысле этого	1	1
353	могли бы	2	1
354	что по	3	1
355	его к	2	1
356	более или	1	1
357	увидим что	4	1
358	психологии и	1	1
359	значения как	1	1
360	та же	1	1
361	на различия	1	1
362	таковы например	1	1
363	бы с	1	1
364	он в	1	1
365	и насколько	1	1
366	в нашем	1	1
367	с их	1	1
368	нами в	1	1
369	бы только	2	1
370	но его	1	1
371	связь всех	1	1
372	влияющих на	1	1
373	жизнью и	1	1
374	все ее	2	1
375	на его	1	1
376	при этом	6	1
377	т д	4	1
378	имело бы	1	1
379	всем своем	1	1
380	не как	1	1
381	же язык	2	1
382	то как	1	1
383	мы совершенно	1	1
384	имеют значение	1	1
385	на этом	1	1
386	и наоборот	6	1
387	ни для	1	1
388	в человеческом	2	1
389	но все	2	1
390	значительной степени	2	1
391	от нее	6	1
392	бы они	2	1
393	было только	2	1
394	в нем	20	1
395	различие между	1	1
396	по степени	1	1
397	что создание	2	1
398	человеческого развития	1	1
399	возможное только	1	1
400	лишь в	1	1
401	входит в	1	1
402	такой вопрос	1	1
403	которая как	1	1
404	если при	1	1
405	человечества но	1	1
406	в свой	1	1
407	истории и	1	1
408	весь мир	1	1
409	в жизни	3	1
410	к области	1	1
411	о которых	2	1
412	рядом с	1	1
413	во внимание	3	1
414	жизни но	1	1
415	а отчасти	1	1
416	народа и	2	1
417	их на	1	1
418	и необходимость	2	1
419	влияний в	1	1
420	или менее	1	1
421	в такой	1	1
422	что при	5	1
423	не представляется	2	1
424	признать что	1	1
425	что имеет	2	1
426	выше мы	1	1
427	друг другу	3	1
428	этого различия	1	1
429	на другую	1	1
430	в современном	1	1
431	том же	2	1
432	для этого	2	1
433	же может	1	1
434	для нее	2	1
435	с так	3	1
436	возвращается к	1	1
437	тому что	3	1
438	народом в	1	1
439	кажется нам	1	1
440	если и	2	1
441	все эти	1	1
442	не менее	6	1
443	на рубеже	1	1
444	что с	1	1
445	и другое	3	1
446	в определении	2	1
447	принадлежат к	1	1
448	душе и	2	1
449	для всего	1	1
450	в разных	2	1
451	в самой	3	1
452	именно с	1	1
453	находятся в	3	1
454	и устранить	1	1
455	на себе	2	1
456	следует понимать	1	1
457	во всем	4	1
458	и его	5	1
459	бы по	1	1
460	связи с	3	1
461	мы бы	1	1
462	в сознании	3	1
463	следует что	1	1
464	доказать что	1	1
465	только отдельные	1	1
466	которые никак	1	1
467	но все-таки	1	1
468	у нас	2	1
469	мир в	1	1
470	должны быть	7	1
471	есть чем	1	1
472	свое значение	1	1
473	отказаться от	1	1
474	всегда в	1	1
475	применить к	1	1
476	для себя	3	1
477	своего развития	1	1
478	и о	2	1
479	изменений в	1	1
480	сказать чтобы	1	1
481	то она	2	1
482	людей в	1	1
483	язык и	5	1
484	мы думаем	2	1
485	мысль о	2	1
486	что само	1	1
487	то время	1	1
488	мыслимых отношений	1	1
489	мнение что	1	1
490	имеют в	1	1
491	а другие	1	1
492	был бы	1	1
493	те же	1	1
494	взаимная связь	1	1
495	это состояние	1	1
496	одного из	2	1
497	еще в	1	1
498	когда в	3	1
499	к первому	3	1
500	является в	1	1
501	быть может	1	1
502	и вообще	3	1
503	с ним	3	1
504	связанная с	1	1
505	в построении	1	1
506	связанное с	2	1
507	силы и	1	1
508	на вопрос	1	1
509	внимание на	1	1
510	это потому	1	1
511	это должно	1	1
512	в вопросах	1	1
513	нас в	1	1
514	не заключает	1	1
515	затем в	1	1
516	связь между	2	1
517	наблюдения с	1	1
518	из себя	5	1
519	сопровождающих процесс	1	1
520	которые мы	5	1
521	и всякая	1	1
522	живых существ	2	1
523	его мысль	1	1
524	всего этого	1	1
525	и следовательно	2	1
526	значит что	1	1
527	развития но	1	1
528	в каждую	2	1
529	при самом	4	1
530	но так	1	1
531	один из	1	1
532	ли мысль	1	1
533	что конечно	1	1
534	с ними	1	1
535	дело с	1	1
536	мы увидим	3	1
537	известных условиях	2	1
538	иначе если	1	1
539	как нечто	1	1
540	это стремление	1	1
541	которое мы	2	1
542	и внутри	1	1
543	что как	3	1
544	или же	3	1
545	и ее	1	1
546	по этому	2	1
547	с которыми	1	1
548	практики но	1	1
549	переходит в	1	1
550	внимание что	2	1
551	уже не	2	1
552	мы принуждены	2	1
553	уже в	1	1
554	на такой	1	1
555	если мы	3	1
556	то и	7	1
557	только тогда	5	1
558	в начале	2	1
559	что не	10	1
560	как кажется	3	1
561	но совершенно	2	1
562	признать за	1	1
563	например к	1	1
564	одно из	3	1
565	для него	4	1
566	и их	3	1
567	такая связь	1	1
568	представить себе	3	1
569	нашла бы	2	1
570	мы находим	1	1
571	и должна	1	1
572	к сознанию	2	1
573	как его	1	1
574	бытия и	3	1
575	от того	4	1
576	в более	4	1
577	г д	2	1
578	которые как	1	1
579	богатство и	1	1
580	нас вопроса	1	1
581	а на	1	1
582	смысле будет	1	1
583	в каких	1	1
584	к которому	3	1
585	с хотя	1	1
586	и затем	1	1
587	что для	3	1
588	не было	4	1
589	света и	1	1
590	выше и	1	1
591	зависит от	5	1
592	человеческой жизни	1	1
593	если даже	1	1
594	свое собственное	1	1
595	менее ее	1	1
596	мы хотим	1	1
597	делать что	1	1
598	что из	1	1
599	что мы	4	1
600	если не	2	1
601	в связи	1	1
602	так называемых	1	1
603	в xviii	1	1
604	связь с	2	1
605	уже о	1	1
606	нет ничего	2	1
607	связывает части	1	1
608	что во	2	1
609	как одно	1	1
610	то можно	1	1
611	многих случаях	1	1
612	их к	2	1
613	можно быть	1	1
614	тех и	2	1
615	двух противоположных	2	1
616	для всех	5	1
617	что за	1	1
618	она есть	1	1
619	есть только	11	1
620	только ее	1	1
621	некоторое время	1	1
622	п с	1	1
623	как связь	1	1
624	даже с	2	1
625	многих других	1	1
626	в состоянии	3	1
627	том смысле	4	1
628	должно быть	7	1
629	с ее	2	1
630	этого слова	1	1
631	слова и	4	1
632	аналогии с	1	1
633	приблизиться к	1	1
634	в формах	1	1
635	какой именно	1	1
636	более того	1	1
637	одного и	2	1
638	при таком	4	1
639	она может	3	1
640	нельзя сказать	1	1
641	северной и	1	1
642	что оно	2	1
643	о котором	3	1
644	приближаются к	1	1
645	ее и	1	1
646	сознания что	1	1
647	своих произведений	1	1
648	уже существует	1	1
649	может в	1	1
650	вовлекает в	1	1
651	пришлось бы	1	1
652	но это	5	1
653	на такую	1	1
654	и другие	1	1
655	в отношениях	2	1
656	же будет	1	1
657	этих отношений	1	1
658	в последнем	1	1
659	с такой	1	1
660	оно не	3	1
661	что даже	2	1
662	время не	1	1
663	различны и	1	1
664	к этой	3	1
665	время с	1	1
666	он на	1	1
667	все что	2	1
668	смысле что	1	1
