N	2gram	Bakhtin_Pr_1	UchenyiS
125	всех этих	1	2
126	представляется нам	2	2
127	их и	2	2
128	не могут	2	2
129	могут быть	5	2
130	смысле этого	1	2
131	а о	1	2
132	же самое	2	2
133	материал не	1	2
134	тем что	2	2
135	таким образом	10	2
136	художественного задания	1	2
137	даже и	1	2
138	подобных работ	1	1
139	композиции в	1	1
140	и это	3	1
141	понимая под	1	1
142	области в	1	1
143	без систематического	1	1
144	есть конечно	1	1
145	отвлеченное от	1	1
146	человека и	1	1
147	формальным методом	1	1
148	на материал	2	1
149	то есть	46	1
150	в виду	4	1
151	входит в	8	1
152	данном случае	4	1
153	или иначе	1	1
154	только при	2	1
155	искусства в	2	1
156	с самим	2	1
157	и исторические	1	1
158	и прежде	5	1
159	и быть	1	1
160	для научного	1	1
161	в произведении	4	1
162	у тех	1	1
163	степени и	2	1
164	в пределах	6	1
165	и др	8	1
166	искусстве форма	1	1
167	художником и	1	1
168	она все	1	1
169	к которой	1	1
170	и исторически	1	1
171	культурная ценность	1	1
172	никогда не	5	1
173	к созданию	1	1
174	художественное творчество	7	1
175	произведение как	4	1
176	так и	5	1
177	одной стороны	3	1
178	в сфере	1	1
179	относится к	4	1
180	этого не	1	1
181	до конца	1	1
182	эстетики словесного	1	1
183	с тем	1	1
184	мы имеем	2	1
185	сдвиг в	1	1
186	место и	2	1
187	и техники	1	1
188	и вне	1	1
189	в словесном	2	1
190	до крайности	1	1
191	только единство	2	1
192	и эстетической	1	1
193	об искусстве	3	1
194	и даже	3	1
195	должно быть	5	1
196	степени характерно	1	1
197	по теории	1	1
198	слишком часто	1	1
199	можно сказать	2	1
200	восприятия и	1	1
201	смысле и	1	1
202	эстетикой словесного	1	1
203	не вполне	2	1
204	стороны в	1	1
205	к лицу	1	1
206	произведения как	8	1
207	материал и	2	1
208	словесного искусства	2	1
209	искусства и	3	1
210	приводит к	3	1
211	о том	4	1
212	искусств а	1	1
213	в ней	4	1
214	и потому	4	1
215	в котором	2	1
216	и что	2	1
217	вещи это	1	1
218	и содержание	3	1
219	все и	2	1
220	первый план	2	1
221	из которых	2	1
222	в значительной	2	1
223	содержания в	4	1
224	как науки	1	1
225	без труда	1	1
226	как таковая	1	1
227	вне которой	1	1
228	строго говоря	1	1
229	слагается из	1	1
230	является только	1	1
231	искусства не	3	1
232	физикой и	1	1
233	в той	1	1
234	словами как	1	1
235	анализу и	1	1
236	он может	2	1
237	отказ от	1	1
238	техники только	1	1
239	в данном	4	1
240	понятие эстетического	1	1
241	бы в	1	1
242	не входит	10	1
243	того что	2	1
244	разрыв с	1	1
245	в которых	1	1
246	крайним выражением	1	1
247	произведения в	5	1
248	художественного впечатления	2	1
249	форма в	1	1
250	оно является	1	1
251	искусства вообще	1	1
252	нет и	3	1
253	объекта анализ	1	1
254	язык в	2	1
255	за пределы	12	1
256	формы как	1	1
257	на то	2	1
258	быть не	1	1
259	области словесного	1	1
260	и вся	2	1
261	его как	3	1
262	отнюдь не	19	1
263	она не	2	1
264	задачи и	2	1
265	которые могли	1	1
266	его эстетической	1	1
267	художественного объекта	2	1
268	независимо от	13	1
269	впрочем не	1	1
270	в эстетический	12	1
271	в своем	5	1
272	может обойтись	1	1
273	что с	1	1
274	случайной и	1	1
275	приходится учитывать	1	1
276	но для	1	1
277	научного мышления	1	1
278	которой и	1	1
279	и как-то	1	1
280	и все	3	1
281	обе эти	1	1
282	содержания или	1	1
283	и художник	1	1
284	художественного восприятия	2	1
285	этой тенденции	1	1
286	в поэтическом	1	1
287	поступка в	1	1
288	как таковое	1	1
289	объекта и	7	1
290	есть ли	1	1
291	и действительно	1	1
292	не существует	1	1
293	в которой	1	1
294	на большую	1	1
295	о котором	2	1
296	бы ни	1	1
297	не было	2	1
298	находятся в	1	1
299	с одной	3	1
300	но именно	1	1
301	вообще в	1	1
302	объекта в	5	1
303	что по	1	1
304	не ставит	1	1
305	бы только	1	1
306	уже не	1	1
307	творчество и	3	1
308	далеко не	5	1
309	направлено на	1	1
310	планах и	1	1
311	и всей	1	1
312	в процессе	1	1
313	в виде	2	1
314	широком смысле	1	1
315	и искусства	2	1
316	не столь	1	1
317	в нем	15	1
318	определяемая систематически	1	1
319	или даже	1	1
320	или просто	1	1
321	лирических стихотворений	1	1
322	эстетический объект	37	1
323	но если	1	1
324	он не	3	1
325	предмете изучения	1	1
326	сказать что	4	1
327	только как	6	1
328	только материал	1	1
329	они в	1	1
330	что угодно	1	1
331	очень часто	1	1
332	равно как	1	1
333	слова правда	1	1
334	данного произведения	1	1
335	которых слово	1	1
336	словесного художественного	2	1
337	ценность в	1	1
338	быть эстетикой	1	1
339	случайно и	1	1
340	содержания и	6	1
341	его форма	1	1
342	что под	1	1
343	нем но	1	1
344	последние годы	2	1
345	не для	1	1
346	содержание и	2	1
347	в свое	1	1
348	у толстого	1	1
349	эстетически значимый	1	1
350	словесных произведений	1	1
351	на эстетику	1	1
352	является эстетически	1	1
353	может служить	1	1
354	и лингвистической	1	1
355	но он	1	1
356	работ в	1	1
357	содержание в	7	1
358	но что	1	1
359	эстетического восприятия	1	1
360	этого и	1	1
361	мы можем	6	1
362	о сущности	2	1
363	ориентация на	1	1
364	и независимо	1	1
365	это содержание	1	1
366	так то	1	1
367	поэтики в	1	1
368	анализа в	1	1
369	эстетики содержания	1	1
370	и эта	2	1
371	это в	1	1
372	к этому	2	1
373	что в	7	1
374	в таком	3	1
375	все что	3	1
