N	2gram	Tiupa_Lite_2	Formalny
310	том чтобы	3	1
311	быть с	1	1
312	всех своих	3	1
313	оказываются как	1	1
314	говоря в	1	1
315	от других	1	1
316	им как	1	1
317	же касается	1	1
318	в другом	3	1
319	не об	1	1
320	высказывание в	1	1
321	он есть	1	1
322	полноте и	1	1
323	например с	1	1
324	и единственным	1	1
325	связанным с	1	1
326	за ней	1	1
327	в них	2	1
328	рядом с	1	1
329	случае мы	1	1
330	все равно	2	1
331	слово было	1	1
332	творческий акт	2	1
333	первые два	1	1
334	в данном	3	1
335	книге о	1	1
336	как целого	1	1
337	ведет к	1	1
338	здесь все	1	1
339	и некоторые	1	1
340	поэтического творчества	1	1
341	теперь эта	1	1
342	что уже	1	1
343	до последнего	1	1
344	не путем	1	1
345	поэта и	1	1
346	в россии	2	1
347	по крайней	2	1
348	как от	1	1
349	в словах	1	1
350	не для	1	1
351	и вся	1	1
352	ему как	1	1
353	не менее	6	1
354	не раз	2	1
355	но они	1	1
356	только здесь	1	1
357	мышления и	1	1
358	и притом	1	1
359	вообще является	1	1
360	бытия и	1	1
361	которых и	1	1
362	не могло	1	1
363	например не	1	1
364	не лучше	1	1
365	и вещи	1	1
366	явление в	1	1
367	в русском	2	1
368	базируется на	1	1
369	во всем	1	1
370	с читателем	2	1
371	далеко не	1	1
372	лица земли	1	1
373	одним из	3	1
374	у нас	5	1
375	которых он	1	1
376	уже о	2	1
377	взаимодействия с	1	1
378	и вполне	1	1
379	сравнительно с	1	1
380	ли не	4	1
381	на читателя	1	1
382	является одним	1	1
383	той или	1	1
384	быть наиболее	1	1
385	в каждом	2	1
386	него как	1	1
387	ничего общего	1	1
388	для себя	2	1
389	слов но	2	1
390	своим языком	1	1
391	свою очередь	1	1
392	говоря уже	2	1
393	некоторые другие	1	1
394	данном случае	3	1
395	самим собою	1	1
396	в собственном	1	1
397	исторической жизни	1	1
398	только то	1	1
399	идет не	1	1
400	во главе	1	1
401	на свой	1	1
402	обратным знаком	1	1
403	читателя в	1	1
404	обращаясь к	3	1
405	например о	1	1
406	и сам	2	1
407	то как	2	1
408	можно было	1	1
409	каждого из	1	1
410	в последующих	1	1
411	это событие	1	1
412	как таковую	1	1
413	языка он	1	1
414	главную задачу	1	1
415	можно сказать	1	1
416	приемов это	1	1
417	вот почему	1	1
418	на другого	1	1
419	она уже	1	1
420	о том	2	1
421	с одной	7	1
422	на что	1	1
423	время не	1	1
424	на отдельные	1	1
425	как прежде	1	1
426	не чувствует	1	1
427	и хорошо	1	1
428	крайней мере	2	1
429	в художественной	3	1
430	и мы	1	1
431	борьбы за	1	1
432	такая же	1	1
433	социально значимый	1	1
434	он стал	1	1
435	тот же	2	1
436	аудитория его	1	1
437	каждый творческий	1	1
438	в себе	6	1
439	из наших	1	1
440	так что	4	1
441	для всех	5	1
442	например а	2	1
443	не можем	1	1
444	так называемый	1	1
445	речь в	2	1
446	него нет	1	1
447	был бы	2	1
448	себе в	1	1
449	пока не	1	1
450	ведь это	2	1
451	в прозе	1	1
452	по тем	1	1
453	нет в	2	1
454	бы наивно	1	1
455	с другим	2	1
456	жизненной практики	1	1
457	за пределы	1	1
458	к которому	1	1
459	в свою	1	1
460	как же	1	1
461	исходит из	1	1
462	говорит о	1	1
463	как воскрешение	1	1
464	из тех	2	1
465	здесь дело	1	1
466	литературное произведение	1	1
467	стремится к	1	1
468	не таков	1	1
469	именно так	1	1
470	в руках	2	1
471	художественного целого	1	1
472	по мысли	1	1
473	так же	1	1
474	с обратным	1	1
475	о гораздо	1	1
476	всем что	1	1
477	языка где	1	1
478	требует от	1	1
479	а так	1	1
480	к своему	2	1
481	без другого	2	1
482	одной стороны	6	1
483	а если	2	1
484	нужны слова	1	1
485	такого рода	9	1
486	здесь слово	1	1
487	в литературе	1	1
488	в контексте	1	1
489	этом случае	2	1
490	автора и	1	1
491	как система	1	1
492	в смысле	1	1
493	лишь его	2	1
494	могло не	1	1
495	при таком	1	1
496	в пределе	1	1
497	в индивидуальном	1	1
498	как для	1	1
499	сознания в	3	1
500	для нас	2	1
501	особого рода	1	1
502	как явление	1	1
503	же в	2	1
504	не от	1	1
505	в системе	1	1
506	поскольку на	1	1
507	одной из	2	1
508	нам не	1	1
509	от лица	1	1
510	не говоря	2	1
511	отрывается от	1	1
512	только как	1	1
513	жизни а	2	1
514	в последнем	1	1
515	по которой	1	1
516	героя в	2	1
517	можно назвать	1	1
518	как на	3	1
519	в своих	2	1
520	то оно	1	1
521	и эта	1	1
522	вот этот	1	1
523	русской литературы	1	1
524	гораздо более	1	1
