N	2gram	Medvedev_F_1	Hudozhes
125	все эти	6	3
126	та или	1	3
127	или иная	1	3
128	этом отношении	1	3
129	предыдущей главе	1	3
130	что при	1	3
131	как мы	5	3
132	того чтобы	1	3
133	в пределах	6	3
134	приводит к	2	3
135	друг для	1	3
136	что у	1	3
137	еще в	2	3
138	если бы	4	3
139	а также	1	3
140	это в	1	3
141	романа в	1	3
142	в лице	2	3
143	же в	3	3
144	в литературе	5	3
145	но не	3	3
146	как его	1	3
147	и даже	3	3
148	со стороны	5	3
149	однако и	1	3
150	в связи	4	3
151	по своему	1	3
152	и для	1	3
153	для друга	1	3
154	может и	2	3
155	к этой	4	3
156	например в	1	2
157	же как	2	2
158	начинается с	1	2
159	на самом	7	2
160	оно было	2	2
161	в их	11	2
162	той же	1	2
163	мы не	3	2
164	вопрос о	2	2
165	вместо того	1	2
166	жизни как	1	2
167	к своему	1	2
168	в противовес	2	2
169	для других	2	2
170	если в	1	2
171	в художественном	3	2
172	как нам	1	2
173	хотя и	1	2
174	диаметрально противоположны	1	2
175	в литературном	2	2
176	в целом	6	2
177	так или	1	2
178	так в	1	2
179	только на	5	2
180	как он	1	2
181	так сказать	3	2
182	именно этим	1	2
183	на его	2	2
184	не следует	1	2
185	по-видимому не	1	2
186	они в	1	2
187	на наш	1	2
188	то чтобы	1	2
189	в другом	1	2
190	ясно что	3	2
191	того или	2	2
192	не умеет	1	2
193	особенно в	3	2
194	уже знаем	1	2
195	по себе	5	2
196	одной из	2	2
197	впервые в	1	2
198	должно быть	11	2
199	в такой	1	2
200	состоит в	1	2
201	не столько	1	2
202	в первый	1	2
203	сих пор	6	2
204	все это	9	2
205	как от	1	2
206	для нее	1	2
207	они не	3	2
208	не о	3	2
209	не имеет	1	2
210	одна из	2	2
211	для всего	1	2
212	мышления и	1	2
213	своей природе	1	2
214	жизни на	1	2
215	на него	2	2
216	что на	1	2
217	с ее	7	2
218	здесь не	3	2
219	на основе	6	2
220	характер и	1	2
221	произведения с	1	2
222	и каждый	1	2
223	произведения не	1	2
224	за этими	1	2
225	по теории	1	2
226	сторону жизни	1	2
227	и что	2	2
228	его жизни	1	2
229	до сих	6	2
230	в форме	1	2
231	деле в	1	2
232	как она	3	2
233	в него	2	2
234	согласиться с	1	2
235	б м	1	2
236	и потому	9	2
237	так что	1	2
238	слова в	1	2
239	не стал	1	2
240	участие в	1	2
241	мы знаем	1	2
242	у нее	1	2
243	явно не	1	2
244	влияние на	3	2
245	или иначе	2	2
246	а с	1	2
247	что не	1	2
248	в данной	1	2
249	до конца	7	2
250	или с	1	2
251	на фоне	3	2
252	что же	1	2
253	дело здесь	1	2
254	в это	1	2
255	и не	20	2
256	с этой	4	2
257	каждого из	2	2
258	литературе в	1	2
259	в результате	2	2
260	художественного восприятия	2	2
261	ни к	1	2
262	его жизнь	1	2
263	в системе	2	2
264	в море	1	2
265	не знает	1	2
266	или иного	3	2
267	проникнуть в	1	2
268	а между	1	1
269	смысле слова	1	1
270	можно говорить	1	1
271	конструктивный принцип	1	1
272	достаточно вспомнить	1	1
273	только теперь	1	1
274	и традициями	1	1
275	и др	5	1
276	что литература	1	1
277	художественных произведений	4	1
278	тех же	2	1
279	это и	3	1
280	всего это	1	1
281	нам кажется	1	1
282	было как	1	1
283	поэтики так	1	1
284	в первом	1	1
285	и до	5	1
286	из его	1	1
287	высшей степени	1	1
288	внутренний мир	1	1
289	равнодушен к	1	1
290	также и	1	1
291	его не	2	1
292	не во	1	1
293	среды и	3	1
294	творчества а	1	1
295	происходит это	1	1
296	х годов	1	1
297	не сводится	2	1
298	хотя бы	5	1
299	ему в	1	1
300	целого в	1	1
301	же что	1	1
302	в каждой	1	1
303	это время	1	1
304	литературы и	2	1
305	на роман	1	1
306	в широком	3	1
307	время в	3	1
308	в чем	1	1
309	в литературоведении	3	1
310	значительное влияние	1	1
311	чем это	1	1
312	совсем не	1	1
313	бы в	3	1
314	в сторону	1	1
315	его сознания	1	1
316	в общем	3	1
317	отношение к	3	1
318	а через	1	1
319	произведение не	1	1
320	иначе не	1	1
321	друг от	2	1
322	нет и	2	1
323	связи и	1	1
324	один и	1	1
325	чем же	2	1
326	разговорами о	1	1
327	его на	1	1
328	общего с	1	1
329	вот как	1	1
330	стороны и	4	1
331	и целостности	1	1
332	что касается	1	1
333	однако не	2	1
334	и точность	1	1
335	понять и	1	1
336	и как	3	1
337	глава вторая	2	1
338	от этого	2	1
339	в этот	1	1
340	о самом	1	1
341	что произведение	1	1
342	и конечно	1	1
343	в произведении	2	1
344	в которой	4	1
345	он в	2	1
346	из этих	1	1
347	еще далеко	1	1
348	эпохи и	2	1
349	но ведь	2	1
350	еще одна	2	1
351	вообще не	1	1
352	в двери	1	1
353	не могла	2	1
354	главным образом	4	1
355	всех этих	3	1
356	он должен	3	1
357	к одному	1	1
358	не как	4	1
359	понятий и	1	1
360	в силу	1	1
361	мы полагаем	2	1
362	и вот	2	1
363	ее и	1	1
364	том чтобы	2	1
365	области философской	1	1
366	не исчерпывает	1	1
367	чтобы в	1	1
368	этих жанровых	1	1
369	его от	1	1
370	и этот	1	1
371	в нее	1	1
372	от нее	2	1
373	то ни	3	1
374	на этой	1	1
375	или даже	1	1
376	а как	2	1
377	входит в	6	1
378	и стала	1	1
379	может стать	1	1
380	этом смысле	1	1
381	роль в	1	1
382	произведения а	2	1
383	по истории	2	1
384	литературном произведении	3	1
385	в последующих	1	1
386	и тем	1	1
387	за ней	1	1
388	в итоге	1	1
389	для них	1	1
390	литературного произведения	4	1
391	но уже	1	1
392	сторонам и	1	1
393	в высшей	1	1
394	далеко не	1	1
395	в самую	2	1
396	этого не	1	1
397	с тем	2	1
398	в слове	1	1
399	и уже	1	1
400	он и	1	1
401	отношение хотя	1	1
402	литературное явление	1	1
403	элемента в	1	1
404	как таковой	6	1
405	нисколько не	2	1
406	смысл и	1	1
407	в восприятии	1	1
408	истории русской	1	1
409	или менее	6	1
410	в г	1	1
411	места в	2	1
412	она сама	1	1
413	в гораздо	1	1
414	таким же	2	1
415	и без	1	1
416	установка на	1	1
417	к предмету	1	1
418	место в	7	1
419	большей степени	1	1
420	в отличие	1	1
421	знаем что	1	1
422	и нельзя	1	1
423	в одном	2	1
424	ее понимать	1	1
425	друг другу	1	1
426	в становлении	1	1
427	и более	2	1
428	том и	1	1
429	не должно	1	1
430	тому чтобы	1	1
431	на всю	2	1
432	этом не	1	1
433	бы быть	2	1
434	между прочим	1	1
435	этой работы	2	1
436	раз и	2	1
437	иной раз	1	1
438	вовсе не	10	1
439	в отношении	3	1
440	сталкивается с	1	1
441	так как	1	1
442	гораздо большей	1	1
443	тем самым	3	1
444	мира не	1	1
445	извне и	1	1
446	самого начала	1	1
447	этими двумя	1	1
448	как о	4	1
449	мысли в	2	1
450	в науке	2	1
451	в основе	3	1
452	облекается в	1	1
453	художественной деятельности	1	1
454	не могло	5	1
455	только не	2	1
456	и всегда	1	1
457	жизни не	2	1
458	текста и	1	1
459	воли и	1	1
460	в самой	2	1
461	и существенное	1	1
462	борьба между	1	1
463	и чувства	1	1
464	же он	1	1
465	серьезность и	1	1
466	науке о	1	1
467	от конкретных	1	1
468	данного произведения	2	1
469	него на	1	1
470	но напротив	2	1
471	не могут	1	1
472	могут быть	1	1
473	единства в	1	1
474	всего в	3	1
475	анализа и	1	1
476	что оно	1	1
477	и приемов	1	1
478	как для	1	1
479	но из	1	1
480	если же	2	1
481	ничего общего	1	1
482	сквозь призму	1	1
483	которой только	1	1
484	на наших	2	1
485	опираясь на	1	1
486	свою очередь	6	1
487	мира внутренне	1	1
488	данном случае	1	1
489	книги и	1	1
490	реальной действительности	1	1
491	с самого	1	1
492	однако эта	1	1
493	выражения и	1	1
494	в образе	1	1
495	по аналогии	3	1
496	на нее	2	1
497	здесь нет	1	1
498	мог бы	1	1
499	к постановке	1	1
500	во многом	1	1
501	в искусство	1	1
502	оно все	1	1
503	из путей	1	1
504	жизнь и	3	1
505	кругозор и	1	1
506	даже не	1	1
507	но здесь	1	1
508	сводится к	3	1
509	к общим	1	1
510	становится только	1	1
511	его художественной	3	1
512	может не	1	1
513	одного из	1	1
514	для нас	1	1
515	с другой	5	1
516	как у	1	1
517	и своей	1	1
518	все в	2	1
519	в отрыве	1	1
520	во всех	5	1
521	какие были	1	1
522	творчества в	1	1
523	и человеком	1	1
524	и хорошо	1	1
525	на одном	1	1
526	в другой	2	1
527	непосредственно в	5	1
528	наконец в	3	1
529	во внутренней	1	1
530	что бы	5	1
531	зиждется на	1	1
532	нем и	2	1
533	с а	1	1
534	в лучшем	3	1
535	равнодушии к	1	1
536	в двух	1	1
537	романа и	1	1
538	непосредственно из	2	1
539	в стороне	1	1
540	наиболее существенным	1	1
541	не останется	1	1
542	всяком случае	4	1
543	между этими	1	1
544	и ее	10	1
545	метод который	1	1
546	в общий	1	1
547	времени как	1	1
548	с одной	4	1
549	именно на	1	1
550	и событий	1	1
551	литературы не	1	1
552	литературы в	8	1
553	более или	6	1
554	она оказала	1	1
555	в жизни	3	1
556	не из	4	1
557	оно всегда	1	1
558	не дает	2	1
559	бы некоторый	1	1
560	глава первая	2	1
561	его и	2	1
562	но для	3	1
563	к содержанию	1	1
564	эти два	1	1
565	представить себе	1	1
566	могло бы	2	1
567	сами по	2	1
568	иначе как	2	1
569	они сами	1	1
570	произведения и	8	1
571	содержания а	1	1
572	художника и	1	1
573	когда его	1	1
574	и несет	1	1
575	его внутренний	1	1
576	отличие от	1	1
577	к философской	1	1
578	к социальной	4	1
579	он один	1	1
580	что они	1	1
581	в особенности	3	1
582	и из	1	1
583	не один	1	1
584	и тех	1	1
585	вслед за	1	1
586	эти две	1	1
587	что для	1	1
588	связано с	1	1
589	них и	1	1
590	человека но	1	1
591	одной стороны	4	1
592	потом в	1	1
593	не на	2	1
594	действительности как	2	1
595	историческая поэтика	2	1
596	и исторической	1	1
597	для человека	1	1
598	там где	1	1
599	литературного изображения	2	1
600	от вторичного	1	1
601	этих моментов	1	1
602	вступает в	2	1
603	изучение художественного	1	1
604	о себе	1	1
605	русской литературы	1	1
606	как это	6	1
607	подхода к	2	1
608	но все	2	1
609	неотделимо от	1	1
610	из которых	1	1
611	xix века	1	1
612	из художественных	1	1
613	в данном	1	1
614	если оно	1	1
615	видя в	1	1
616	относиться к	1	1
617	она есть	2	1
618	на какой-то	1	1
619	быть только	1	1
620	культуре и	1	1
621	в ряду	2	1
622	реакции на	1	1
623	в художественную	2	1
624	тенденция к	1	1
625	в контексте	1	1
626	этот не	1	1
627	самом же	1	1
628	является для	2	1
629	но это	3	1
630	в смысле	1	1
631	не мог	1	1
632	искусства это	1	1
633	от друга	2	1
634	было ясно	1	1
635	при таком	4	1
636	формы и	5	1
637	которого они	1	1
638	м эйхенбаум	1	1
639	когда он	3	1
640	в отдельных	1	1
641	же поэтика	1	1
642	к ряду	1	1
643	к постижению	1	1
644	тем более	1	1
645	не будучи	1	1
646	зрения в	1	1
647	же деле	1	1
648	причастность к	1	1
649	было довольно	1	1
650	лишь что	1	1
651	сказать что	1	1
652	в свою	8	1
653	мы здесь	1	1
654	к его	1	1
655	в последнем	1	1
656	с такой	1	1
657	культуры в	1	1
658	из этого	1	1
659	время не	1	1
660	явления не	1	1
661	и состоит	1	1
662	ли они	1	1
663	пути к	1	1
664	к другим	2	1
665	ни на	3	1
666	и другие	1	1
667	и эта	1	1
668	воспитанного на	1	1
669	во всяком	4	1
670	этой точки	1	1
