N	2gram	Nazirov_Vr_1	Istorich
387	к вопросу	1	1
388	так он	1	1
389	уже на	1	1
390	и другими	1	1
391	на большую	1	1
392	человек и	1	1
393	было одним	1	1
394	меня под	1	1
395	могли быть	2	1
396	и никому	1	1
397	героя в	1	1
398	бы его	1	1
399	это и	1	1
400	из этого	1	1
401	это в	2	1
402	как на	1	1
403	в таком	1	1
