N	2gram	Propp_Isto_6	Analitik
376	только при	1	1
377	выше с	1	1
378	него самого	1	1
379	этим же	1	1
380	в живых	1	1
381	что у	2	1
382	в одну	1	1
383	здесь как	1	1
384	живет в	2	1
385	и каждый	1	1
386	учение о	1	1
387	на них	1	1
388	если бы	3	1
389	мы читаем	1	1
390	другом а	1	1
391	образом в	1	1
392	о ней	1	1
393	и герой	1	1
394	одного из	1	1
395	все его	1	1
396	этих двух	1	1
397	должно было	1	1
398	того или	1	1
399	или как	2	1
400	от них	1	1
401	отметить что	2	1
402	и только	3	1
403	новая форма	1	1
404	тем более	1	1
405	выше в	1	1
406	этим можно	1	1
407	в описании	1	1
408	может иметь	2	1
409	как объект	1	1
410	того что	2	1
411	я был	1	1
412	идет по	1	1
413	так для	1	1
414	одной из	1	1
415	с ними	2	1
416	а позднее	1	1
417	с чудовищем	2	1
418	к противоположному	1	1
419	по этому	1	1
420	в сказании	3	1
421	человека с	1	1
422	так что	3	1
423	есть в	1	1
424	его совесть	1	1
425	своим собственным	1	1
426	ним не	1	1
427	как кажется	1	1
428	смерть и	2	1
429	или даже	1	1
430	другой с	1	1
431	его и	1	1
432	в мифе	4	1
433	глаза и	1	1
434	характерно что	1	1
435	мы знаем	2	1
436	одно из	1	1
437	себе в	4	1
438	вовсе не	2	1
439	можно с	1	1
440	к ним	1	1
441	при всей	1	1
442	царство мертвых	4	1
443	ту сторону	1	1
444	не составляет	1	1
445	случае не	1	1
446	и никогда	1	1
447	то у	1	1
448	одежду и	1	1
449	он так	1	1
450	нет в	3	1
451	для того	1	1
452	он же	1	1
453	что на	1	1
454	между которыми	1	1
455	до сих	4	1
456	может и	1	1
457	как у	2	1
458	или иначе	1	1
459	связаны с	5	1
460	ее в	6	1
461	а именно	9	1
462	наконец в	1	1
463	а с	2	1
464	и др	2	1
465	той стороне	1	1
466	превращается в	7	1
467	их можно	2	1
468	он только	1	1
469	зависит от	4	1
470	на этот	1	1
471	не знает	1	1
472	уже давно	2	1
473	на передний	1	1
474	он становится	2	1
475	или с	1	1
476	именно смерть	1	1
477	в одно	2	1
478	мог быть	1	1
479	к лицу	1	1
480	к себе	2	1
481	не удается	1	1
482	и соответствующими	2	1
483	этого момента	1	1
484	в цикле	1	1
485	из которых	3	1
486	а если	1	1
487	лицом к	1	1
488	могут служить	1	1
489	другого человека	1	1
490	далеко за	1	1
491	нам еще	2	1
492	с этой	2	1
493	и формы	2	1
494	сих пор	4	1
495	своей жизни	1	1
496	не будем	2	1
497	но это	4	1
498	между прочим	1	1
499	б у	1	1
500	противоречие с	1	1
501	стадии его	1	1
502	под названием	2	1
503	в книге	4	1
504	случаях когда	3	1
505	как отец	1	1
506	живет и	1	1
507	в связи	1	1
508	как на	3	1
509	а все	1	1
510	меня к	1	1
511	со всех	1	1
512	обращается к	2	1
513	это указание	2	1
514	от него	3	1
515	но еще	1	1
516	на свою	1	1
517	бы в	1	1
518	же есть	1	1
519	мы должны	2	1
520	будто бы	1	1
521	но если	1	1
522	все того	1	1
523	здесь только	1	1
524	от лица	1	1
525	этот вопрос	1	1
526	между ними	1	1
527	одного элемента	1	1
528	перейдем к	1	1
529	не что	1	1
530	оно не	1	1
531	из этого	3	1
532	героя в	2	1
533	жизни и	2	1
534	к этой	1	1
535	и другие	3	1
536	в своих	3	1
537	а того	1	1
538	не живет	1	1
539	все что	4	1
540	они не	3	1
