N	2gram	Vygotskiy__2	Poddanst
111	именно в	1	2
112	и мы	6	2
113	и тем	4	2
114	в жизни	4	2
115	в них	2	2
116	не было	2	2
117	а не	7	2
118	должно быть	1	2
119	нужно было	1	2
120	в эту	1	2
121	более чем	1	2
122	не столько	1	2
123	в а	1	2
124	творчества и	3	2
125	ней не	2	2
126	что из	1	2
127	не менее	8	2
128	все это	5	2
129	не о	1	2
130	одна из	1	2
131	еще более	3	2
132	тем более	2	2
133	для нас	2	2
134	исключительно в	1	2
135	заключает в	2	2
136	может и	1	2
137	в частности	3	2
138	взгляда на	1	2
139	как на	5	2
140	гласит что	1	1
141	от этой	1	1
142	равным образом	2	1
143	также и	2	1
144	в русских	1	1
145	же как	4	1
146	с другом	1	1
147	не очень	1	1
148	которого в	1	1
149	происходит и	1	1
150	и то	3	1
151	тем и	2	1
152	как известно	1	1
153	тем же	1	1
154	в себя	1	1
155	культуры и	1	1
156	так было	2	1
157	по преимуществу	1	1
158	на две	1	1
159	уяснить себе	1	1
160	чтобы дать	1	1
161	на нее	1	1
162	за то	1	1
163	поэзии и	7	1
164	те же	6	1
165	не с	1	1
166	в и	1	1
167	в борьбе	1	1
168	с чрезвычайно	1	1
169	как таковую	1	1
170	еще в	1	1
171	что уже	1	1
172	для этого	3	1
173	в собственном	1	1
174	почти невозможно	1	1
175	не вполне	2	1
176	пор пока	1	1
177	оно есть	1	1
178	почти исключительно	1	1
179	с ее	3	1
180	и ее	3	1
181	том виде	3	1
182	именно потому	2	1
183	мы и	1	1
184	и здесь	2	1
185	тем при	1	1
186	последней в	1	1
187	характер этого	1	1
188	и что	22	1
189	литературы и	1	1
190	еще не	2	1
191	были бы	3	1
192	и на	5	1
193	с того	2	1
194	с его	2	1
195	это имеет	1	1
196	восходит к	1	1
197	глаза на	1	1
198	связь между	1	1
199	стремления и	1	1
200	грань между	1	1
201	жить и	1	1
202	что и	17	1
203	отличие от	2	1
204	не просто	1	1
205	есть с	1	1
206	и достоевский	1	1
207	в истории	1	1
208	в соотношении	1	1
209	а она	1	1
210	тех пор	1	1
211	все же	4	1
212	и где	1	1
213	обе эти	1	1
214	ничего более	1	1
215	мы видим	4	1
216	взывает к	1	1
217	два основных	2	1
218	более или	1	1
219	в какой	2	1
220	которую оно	2	1
221	бы из	1	1
222	и живое	1	1
223	должен быть	1	1
224	может оказаться	2	1
225	в самом	12	1
226	только то	1	1
227	но как	3	1
228	в которой	2	1
229	бы и	3	1
230	что это	8	1
231	формы в	3	1
232	могли бы	2	1
233	у каждого	1	1
234	из этих	1	1
235	если мы	12	1
236	именно на	2	1
237	история и	1	1
238	в некие	1	1
239	переходит в	1	1
240	что его	5	1
241	только один	1	1
242	в большинстве	1	1
243	только на	5	1
244	на то	11	1
245	если он	1	1
246	как оно	1	1
247	не могла	1	1
248	т д	2	1
249	только к	1	1
250	тем чтобы	1	1
251	мы знаем	7	1
252	есть как	2	1
253	в восприятии	1	1
254	идеи и	1	1
255	не как	3	1
256	свои собственные	1	1
257	иначе как	1	1
258	что каждая	2	1
259	к ним	2	1
260	мы можем	3	1
261	чтобы это	1	1
262	и только	2	1
263	само по	3	1
264	каждый из	2	1
265	и по	4	1
266	дело идет	1	1
267	с собой	1	1
268	одно и	1	1
269	мы возьмем	1	1
270	бы это	1	1
271	в каждом	2	1
272	тем в	1	1
273	из двух	1	1
274	возможно что	1	1
275	ней и	1	1
276	из всех	2	1
277	она находится	1	1
278	ясно что	7	1
279	два разных	1	1
280	его в	1	1
281	поэзии с	2	1
282	сознания к	2	1
283	живет в	1	1
284	везде и	1	1
285	совершенно ясно	7	1
286	чем-либо от	1	1
287	а с	2	1
288	бы нас	1	1
289	и целиком	1	1
290	что не	3	1
291	в сложной	1	1
292	обратиться к	1	1
293	которая и	1	1
294	к более	1	1
295	из нее	1	1
296	наоборот на	1	1
297	кто не	1	1
298	мир от	1	1
299	далеко не	5	1
300	в этой	6	1
301	идеи в	1	1
302	на основании	1	1
303	как и	10	1
304	и уже	1	1
305	с которым	1	1
306	в свете	2	1
307	бы ее	1	1
308	относящиеся к	1	1
309	и многие	2	1
310	не об	1	1
311	когда в	1	1
312	должна была	1	1
313	или менее	1	1
314	что если	6	1
315	в творчестве	4	1
316	и при	2	1
317	социальные формы	1	1
318	это ощущение	1	1
319	так же	18	1
320	представить себе	3	1
321	всяком случае	2	1
322	что именно	3	1
323	место в	2	1
324	на каждом	1	1
325	поскольку они	1	1
326	в отличие	1	1
327	знаем что	4	1
328	бы мы	1	1
329	в данном	4	1
330	сравнению с	2	1
331	он будет	1	1
332	в сборнике	2	1
333	заключен в	1	1
334	чем к	2	1
335	доказательство в	1	1
336	что было	1	1
337	эти последние	1	1
338	и эти	2	1
339	как к	3	1
340	и более	4	1
341	там где	2	1
342	или что	3	1
343	друг с	1	1
344	и наоборот	2	1
345	того кто	1	1
346	в историческом	1	1
347	и очень	1	1
348	от тех	1	1
349	этой области	2	1
350	нет никакого	1	1
351	что есть	1	1
352	и другим	1	1
353	стремление к	1	1
354	что эта	1	1
355	лиц и	2	1
356	она не	2	1
357	что с	3	1
358	тогда когда	3	1
359	этом смысле	1	1
360	эти ценности	1	1
361	своего существования	1	1
362	только мы	2	1
363	с и	12	1
364	тому на	1	1
365	того чтобы	14	1
366	она может	1	1
367	не имеет	4	1
368	никогда не	9	1
369	и всегда	2	1
370	в результате	1	1
371	казалось бы	2	1
372	иного и	1	1
373	области поэзии	2	1
374	что называют	2	1
375	этих двух	2	1
376	из понимания	1	1
377	не сумеем	5	1
378	не более	1	1
379	и которая	2	1
380	как она	4	1
381	что по	2	1
382	в наши	1	1
383	другой стороны	2	1
384	только что	1	1
385	с у	1	1
386	имеет два	1	1
387	в этих	2	1
388	о смысле	1	1
389	по свету	1	1
390	до тех	1	1
391	нет ничего	1	1
392	в каком	3	1
393	в психологии	7	1
394	только как	3	1
395	долго на	1	1
396	является и	1	1
397	при сохранении	1	1
398	когда ее	1	1
399	что все	9	1
400	ли не	1	1
401	в других	2	1
402	ни к	1	1
403	в трех	1	1
404	мы все	1	1
405	науки как	1	1
406	может рассчитывать	1	1
407	что оно	2	1
408	к сожалению	1	1
409	всего что	1	1
410	ранее в	1	1
411	ни на	3	1
412	и другие	1	1
413	не есть	1	1
414	вместе с	2	1
415	это в	2	1
416	что при	9	1
417	который не	3	1
418	во всяком	2	1
419	они не	1	1
420	из чего	1	1
