N	2gram	Tiupa_Hudo_1	Tvorches
282	по этому	1	1
283	между собой	2	1
284	зрения у	1	1
285	иное как	1	1
286	столь же	1	1
287	бы то	1	1
288	как один	1	1
289	во всех	3	1
290	тем как	1	1
291	иного рода	1	1
292	как правило	2	1
293	художественный эффект	1	1
294	действия и	1	1
295	по отношению	9	1
296	тогда как	13	1
297	в истории	1	1
298	как говорит	3	1
299	означает его	1	1
300	первый взгляд	1	1
301	в эстетическую	1	1
302	в художественном	4	1
303	творцом и	1	1
304	о жизни	1	1
305	и где	1	1
306	сознания в	3	1
307	как уже	2	1
308	это тоже	2	1
309	и к	3	1
310	в действительности	1	1
311	вышел в	1	1
312	личности а	1	1
313	искусство и	1	1
314	от своей	1	1
315	добро и	1	1
316	или иную	1	1
317	для которого	2	1
318	со своей	3	1
319	всего лишь	4	1
320	к чему	1	1
321	из жизни	1	1
322	бы и	1	1
323	что это	1	1
324	небытию в	1	1
325	всего романа	1	1
326	европейского романа	1	1
327	все эти	2	1
328	жизни так	1	1
329	так в	4	1
330	еще один	2	1
331	в известном	1	1
332	это тот	1	1
333	нас на	1	1
334	говорят о	1	1
335	имеем в	3	1
336	тому же	1	1
337	и те	1	1
338	если он	1	1
339	героя к	1	1
340	вследствие этого	1	1
341	в статье	1	1
342	у зеркала	1	1
343	в четвертом	1	1
344	у читателя	1	1
345	на этом	1	1
346	его можно	1	1
347	заключает в	1	1
348	восстает против	1	1
349	мы обнаруживаем	1	1
350	введение в	1	1
351	подход к	1	1
352	то ни	1	1
353	значение в	1	1
354	его в	2	1
355	это было	1	1
356	заключается в	2	1
357	дома и	2	1
358	было бы	1	1
359	роль в	1	1
360	лишь на	1	1
361	по мысли	2	1
362	весь мир	1	1
363	ни в	5	1
364	к герою	2	1
365	но мы	1	1
366	в них	2	1
367	повести гоголя	2	1
368	он же	1	1
369	с этой	1	1
370	всю жизнь	1	1
371	он и	1	1
372	нигде не	1	1
373	жизни но	2	1
374	ключ к	1	1
375	духовной жизни	1	1
376	с лизой	1	1
377	одного и	2	1
378	на первый	1	1
379	можно только	1	1
380	в войне	2	1
381	я как	2	1
382	свою собственную	1	1
383	что такое	1	1
384	и ее	3	1
385	их сознания	1	1
386	современное литературоведение	1	1
387	к предмету	1	1
388	и читателя	1	1
389	однако этот	1	1
390	от себя	3	1
391	всякий раз	2	1
392	за минуту	1	1
393	войне и	2	1
394	и внутренних	1	1
395	художественного мира	2	1
396	быть определен	1	1
397	образом и	2	1
398	и более	2	1
399	своей свободы	1	1
400	том же	1	1
401	если нет	1	1
402	по себе	2	1
403	и достоевского	1	1
404	тому что	2	1
405	в отношении	3	1
406	в таких	1	1
407	быть без	1	1
408	же самую	1	1
409	все мы	1	1
410	не имеет	1	1
411	писал он	1	1
412	от гоголевской	1	1
413	в уме	1	1
414	это еще	1	1
415	все без	1	1
416	нельзя не	1	1
417	и зло	1	1
418	казалось бы	1	1
419	не вполне	2	1
420	народной жизни	1	1
421	жизни не	1	1
422	в самой	2	1
423	в падении	1	1
424	в русском	1	1
425	глядя на	1	1
426	и мире	2	1
427	до того	1	1
428	входят в	1	1
429	одним словом	1	1
430	и делает	1	1
431	все с	1	1
432	в области	6	1
433	человек должен	1	1
434	в бою	1	1
435	у нас	1	1
436	выпадает из	1	1
437	начиная с	2	1
438	будущее в	1	1
439	не могут	1	1
440	те и	1	1
441	сама жизнь	1	1
442	вокруг него	1	1
443	принимается за	1	1
444	мы по	2	1
445	вырождается в	1	1
446	не есть	1	1
447	за свою	1	1
448	весьма существенный	1	1
449	имеет место	2	1
450	оно не	1	1
451	быть назван	1	1
452	время они	1	1
453	и это	2	1
454	на помощь	1	1
455	моя жизнь	1	1
456	и о	3	1
457	в конце	1	1
458	самого процесса	1	1
459	свою очередь	2	1
460	внимание на	1	1
461	меня в	1	1
462	в ее	5	1
463	к нам	1	1
464	от внешней	1	1
465	из окна	1	1
466	другой стороны	5	1
467	в собственном	1	1
468	реальной действительности	1	1
469	смерти в	1	1
470	только то	1	1
471	художественно значимой	2	1
472	стыда за	1	1
473	что может	2	1
474	своего достоинства	1	1
475	в композиции	1	1
476	и религии	1	1
477	но у	1	1
478	к языку	1	1
479	означает что	1	1
480	в таком	1	1
481	и здесь	1	1
482	обращается к	1	1
483	и что	3	1
484	что каждый	2	1
485	смысл на	1	1
486	и многих	1	1
487	как у	1	1
488	мы понимаем	1	1
489	вопросу о	1	1
490	и авторской	1	1
491	существования в	2	1
492	в которую	1	1
493	к нему	3	1
494	том или	1	1
495	путь к	1	1
496	между тем	4	1
497	была бы	3	1
498	эти два	1	1
499	и каждого	1	1
500	нуждается в	1	1
501	восходит к	1	1
502	чем и	3	1
503	выступает как	1	1
504	под именем	1	1
505	художественном мире	1	1
506	пространственно-временное единство	1	1
507	известном смысле	1	1
508	эстетической ценности	2	1
509	с ними	1	1
510	должен был	1	1
511	что ж	1	1
512	делает его	2	1
513	с одной	2	1
514	человека к	3	1
515	себя в	7	1
516	одновременно он	1	1
517	от одной	1	1
518	если мы	2	1
519	реальностью обладает	1	1
520	которых можно	1	1
521	не все	2	1
522	и генерализации	1	1
523	но с	1	1
524	слова не	1	1
525	в душе	8	1
526	мышления и	1	1
527	ту или	1	1
528	возможно в	1	1
529	ведь это	1	1
530	в одном	2	1
531	и со	1	1
532	у нее	1	1
533	ее не	1	1
534	к ним	1	1
535	а через	1	1
536	тем что	1	1
537	лишь один	1	1
538	представляют собой	1	1
539	каждое человеческое	1	1
540	не было	1	1
541	однако это	1	1
542	к которому	4	1
543	с той	1	1
544	для этого	1	1
545	такого понимания	1	1
546	на чем	1	1
547	наконец в	1	1
548	было и	2	1
549	а с	2	1
550	души и	1	1
551	мира это	1	1
552	себя и	2	1
553	становится самим	2	1
554	исходит из	1	1
555	превращается в	2	1
556	одной стороны	2	1
557	связи с	1	1
558	а на	5	1
559	не на	3	1
560	означало бы	1	1
561	жизнь в	1	1
562	впечатление от	1	1
563	о чем	2	1
564	и я	1	1
565	когда же	1	1
566	принципиально новой	1	1
567	другие в	1	1
568	с ума	1	1
569	но кто	1	1
570	как это	5	1
571	всех людей	1	1
572	куда же	1	1
573	по своему	2	1
574	в область	1	1
575	с некоторыми	1	1
576	событий в	1	1
577	согласен с	1	1
578	пошлости и	1	1
579	толстого в	1	1
580	авторская позиция	1	1
581	ли не	1	1
582	слова и	2	1
583	художественное произведение	1	1
584	и некоторые	2	1
585	к объекту	1	1
586	человеческого поведения	1	1
587	должен слиться	1	1
588	только для	1	1
589	о его	1	1
590	отличается от	2	1
591	же самое	1	1
592	является как	1	1
593	как раз	3	1
594	к вопросу	1	1
595	в комедии	2	1
596	и сам	1	1
597	в более	1	1
598	время для	1	1
599	в мировой	1	1
600	времени его	1	1
601	искусства как	3	1
602	в связи	1	1
603	но на	1	1
604	сколько бы	1	1
605	и личной	1	1
606	в настоящее	1	1
607	от него	1	1
608	в последней	1	1
609	тем более	1	1
610	все они	1	1
611	я в	11	1
612	ни было	1	1
613	же в	1	1
614	в искусстве	7	1
615	отношении к	2	1
616	читательского восприятия	2	1
617	и внутренне	1	1
618	и роман	1	1
619	от всех	1	1
620	гоголевской повести	1	1
621	природе и	1	1
622	к его	2	1
623	жизни а	1	1
624	не сами	2	1
625	автора в	1	1
626	о литературе	3	1
627	не что	1	1
628	отношению к	9	1
629	героя в	1	1
630	в какой	2	1
631	художественного творчества	4	1
632	не принять	1	1
633	в герое	1	1
634	с самим	2	1
