N	2gram	Tiupa_Anal_3	NovoeSre
161	на себя	2	1
162	как я	1	1
163	под этим	1	1
164	зависимости от	1	1
165	не способен	1	1
166	и возврат	1	1
167	освобождения от	2	1
168	на них	1	1
169	и русской	1	1
170	себя а	1	1
171	на их	1	1
172	на всех	1	1
173	не могут	1	1
174	своего рода	8	1
175	пути ее	1	1
176	в его	7	1
177	отличие от	2	1
178	лишь к	1	1
179	и только	1	1
180	есть нарушение	1	1
181	в значительной	2	1
182	к которому	1	1
183	в своем	4	1
184	известном смысле	1	1
185	говорит что	1	1
186	человека в	1	1
187	что он	4	1
188	только в	2	1
189	во всем	3	1
190	по своей	2	1
191	вступление в	1	1
192	от этого	1	1
193	в самом	5	1
194	характерная для	1	1
195	к чему	1	1
196	бы сказать	1	1
197	из этих	3	1
198	в известном	1	1
199	для всех	2	1
200	и у	1	1
201	уже в	3	1
202	вопроса о	2	1
203	в большинстве	2	1
204	духовной культуры	1	1
205	бог не	1	1
206	от других	1	1
207	в статье	1	1
208	большинстве случаев	1	1
209	все другие	1	1
210	шекспира и	4	1
211	в событиях	1	1
212	все еще	1	1
213	для того	1	1
214	и их	1	1
215	всяком случае	2	1
216	нуждается в	2	1
217	свободу от	1	1
218	слова в	1	1
219	в конце	5	1
220	не для	2	1
221	не случайно	8	1
222	человек как	1	1
223	всех своих	1	1
224	тем что	2	1
225	к той	1	1
226	в нее	1	1
227	значительной степени	2	1
228	лишь для	1	1
229	весь смысл	1	1
230	этом он	2	1
231	в глубине	2	1
232	а по	1	1
233	потому оно	1	1
234	с другими	1	1
235	был в	1	1
236	который и	1	1
237	было бы	3	1
238	он есть	1	1
239	лишь на	3	1
240	было и	1	1
241	себя и	1	1
242	в отличие	2	1
243	что не	3	1
244	превращается в	1	1
245	нет в	1	1
246	они не	1	1
247	в этой	6	1
248	не всегда	3	1
249	и означает	1	1
250	жизнь в	1	1
251	что мы	2	1
252	и того	3	1
253	он и	3	1
254	одного и	3	1
255	и еще	1	1
256	менее чем	1	1
257	в эту	1	1
258	может иметь	1	1
259	уже давно	1	1
260	есть бог	1	1
261	есть неотъемлемое	1	1
262	но если	1	1
263	и сейчас	1	1
264	до этого	1	1
265	и а	4	1
266	ее судьбы	1	1
267	к себе	1	1
268	всего они	1	1
269	одну из	2	1
270	не столько	3	1
271	и мир	1	1
272	власть над	2	1
273	не должно	3	1
274	у нас	1	1
275	переходит от	1	1
276	в зависимости	1	1
277	но сам	2	1
278	в силу	1	1
279	времени не	1	1
280	мы должны	1	1
281	по себе	4	1
282	в той	2	1
283	борьбе за	2	1
284	нас к	1	1
285	будто бы	1	1
286	сих пор	1	1
287	оба они	1	1
288	глубине своей	1	1
289	в сущности	5	1
290	это уже	1	1
291	от жизни	1	1
292	до сих	1	1
293	или иная	1	1
294	бы он	1	1
295	к этой	1	1
296	своей природе	1	1
297	и его	13	1
298	а также	2	1
299	ни за	1	1
300	вступает в	3	1
301	или к	1	1
302	в свою	5	1
303	на смену	1	1
304	от всех	1	1
305	того же	5	1
306	вступить в	2	1
307	есть и	1	1
308	и всех	1	1
309	тогда не	2	1
310	во всяком	2	1
311	творчества не	1	1
312	оно не	1	1
313	который не	2	1
314	как на	1	1
315	все что	1	1
