N	2gram	Bakhtin_KF_1	Istorich
108	о нем	4	3
109	но мы	1	3
110	к нему	12	3
111	и требует	1	3
112	и др	1	3
113	никто не	1	3
114	он живет	1	3
115	и из	1	3
116	но оно	1	3
117	и пр	3	3
118	нем и	3	3
119	и все	7	3
120	и она	2	3
121	над ним	1	3
122	в данном	2	3
123	ее и	6	3
124	а в	4	3
125	в свою	3	3
126	не превращается	1	3
127	они не	1	3
128	ту же	1	2
129	того же	1	2
130	самом деле	3	2
131	он может	2	2
132	а как	2	2
133	вопрос о	2	2
134	в различных	1	2
135	во всех	11	2
136	землю и	1	2
137	имеем здесь	1	2
138	только тогда	1	2
139	по отношению	26	2
140	когда он	1	2
141	на то	1	2
142	из него	3	2
143	и по	1	2
144	это было	2	2
145	и других	2	2
146	и мы	2	2
147	в это	2	2
148	из нее	1	2
149	которой он	2	2
150	несмотря на	1	2
151	такой же	1	2
152	представление что	1	2
153	точки зрения	12	2
154	в своей	10	2
155	ее в	1	2
156	от себя	10	2
157	но он	1	2
158	что этот	3	2
159	по себе	2	2
160	она не	1	2
161	тогда когда	3	2
162	одна из	1	2
163	или как	2	2
164	изнутри и	1	2
165	в некотором	3	2
166	не потому	2	2
167	должен быть	7	2
168	меня в	3	2
169	а тот	1	2
170	здесь как	1	2
171	особенно в	1	2
172	об этом	1	2
173	с этого	2	2
174	если бы	8	2
175	ничего не	3	2
176	образом в	1	2
177	можно сказать	1	2
178	от них	1	2
179	ним и	3	2
180	же в	1	2
181	того что	3	2
182	значит что	1	2
183	во всем	7	2
184	именно на	2	2
185	отражается и	1	2
186	нами и	1	2
187	его и	2	2
188	вовсе не	7	2
189	мы можем	1	2
190	уже и	1	2
191	во власти	1	2
192	со стороны	7	2
193	его изнутри	2	2
194	до этого	1	2
195	и затем	1	2
196	но есть	2	2
197	а не	17	2
198	с которым	1	2
199	один из	2	2
200	что мы	1	2
201	и потому	2	2
202	из которых	2	2
203	что за	2	2
204	есть на	2	2
205	как бы	9	2
206	это значит	1	2
207	и этим	3	2
208	и таким	1	2
209	но для	2	2
210	и для	9	2
211	это уже	2	2
212	с ней	1	2
213	совершенно не	6	2
214	к его	1	2
215	по которой	1	2
216	отношению к	22	2
217	к этому	2	2
218	им и	1	2
219	жизни и	8	2
220	также и	1	1
221	функции в	1	1
222	себя как	2	1
223	и есть	9	1
224	тем же	1	1
225	непосредственной близости	1	1
226	есть категория	2	1
227	из его	3	1
228	проникает в	5	1
229	имеем и	1	1
230	не имеют	1	1
231	должна быть	4	1
232	едва ли	2	1
233	особенно часто	1	1
234	в зависимости	1	1
235	той же	1	1
236	на первом	2	1
237	ни у	2	1
238	что уже	1	1
239	выходит из	1	1
240	именно к	1	1
241	место в	5	1
242	обряд как	1	1
243	под ним	2	1
244	я не	6	1
245	зависимости от	1	1
246	не нужно	2	1
247	быть в	4	1
248	не был	1	1
249	на самом	3	1
250	совсем не	2	1
251	но как	5	1
252	которых как	1	1
253	не путем	1	1
254	таком положении	1	1
255	него с	1	1
256	отношение к	5	1
257	себе и	3	1
258	думать что	2	1
259	отнюдь не	6	1
260	и я	5	1
261	вследствие чего	1	1
262	себя за	2	1
263	как к	2	1
264	категории а	1	1
265	и наконец	1	1
266	и к	1	1
267	но в	5	1
268	за собой	1	1
269	ним как	1	1
270	можно в	1	1
271	не изнутри	3	1
272	та же	2	1
273	мотива мы	1	1
274	одном случае	1	1
275	на нем	2	1
276	только на	1	1
277	нами в	1	1
278	и тот	1	1
279	в себе	21	1
280	если он	1	1
281	что она	1	1
282	его но	1	1
283	знания в	1	1
284	задний план	1	1
285	при этом	4	1
286	он ни	2	1
287	все другие	1	1
288	области и	3	1
289	всех этих	3	1
290	ее уже	1	1
291	падает в	1	1
292	и попытка	1	1
293	него в	1	1
294	смысле в	2	1
295	мы его	1	1
296	человек а	1	1
297	главным образом	1	1
298	ценности и	4	1
299	было бы	8	1
300	на почве	1	1
301	проходя через	1	1
302	в жизни	2	1
303	и находит	1	1
304	это положение	1	1
305	она и	1	1
306	соответствии с	2	1
307	были в	1	1
308	этого не	1	1
309	а за	1	1
310	его все	1	1
311	и уже	1	1
312	одна и	1	1
313	смысл и	6	1
314	же я	1	1
315	лучше всего	1	1
316	остается совершенно	1	1
317	места в	4	1
318	его сила	1	1
319	художественного творчества	1	1
320	он должен	1	1
321	на месте	1	1
322	с точки	9	1
323	в их	8	1
324	она в	1	1
325	в своем	16	1
326	свой смысл	1	1
327	от его	5	1
328	в одном	4	1
329	и эти	2	1
330	войти в	2	1
331	в предыдущем	1	1
332	изнутри в	2	1
333	случае мы	2	1
334	с которой	1	1
335	что есть	2	1
336	эта картина	1	1
337	тем самым	4	1
338	что эта	2	1
339	быть признан	1	1
340	она могла	2	1
341	меня не	3	1
342	как о	1	1
343	дело не	2	1
344	не имеет	5	1
345	я буду	3	1
346	два мира	1	1
347	не по	4	1
348	нет но	1	1
349	нем в	1	1
350	не могло	1	1
351	он пытается	1	1
352	человека за	1	1
353	находятся в	1	1
354	же время	2	1
355	него нет	1	1
356	к ней	1	1
357	мире и	1	1
358	в сознании	2	1
359	здесь же	1	1
360	в процессе	2	1
361	следует что	1	1
362	в каком	4	1
363	ли это	2	1
364	и свой	2	1
365	в момент	3	1
366	к себе	2	1
367	вошли в	1	1
368	вокруг него	2	1
369	должны быть	1	1
370	к тому	1	1
371	его с	2	1
372	оно не	2	1
373	утверждать что	1	1
374	где он	3	1
375	и входит	1	1
376	и о	1	1
377	него здесь	1	1
378	в виду	3	1
379	свою очередь	1	1
380	здесь не	3	1
381	другими словами	1	1
382	этому может	1	1
383	чтобы быть	2	1
384	его они	1	1
385	смысл но	1	1
386	можно сделать	1	1
387	приводит к	1	1
388	что может	1	1
389	с собой	1	1
390	не за	1	1
391	здесь нет	2	1
392	мог бы	1	1
393	но нет	2	1
394	связанных с	1	1
395	можно только	1	1
396	остается только	1	1
397	это только	2	1
398	его действительно	3	1
399	основана на	1	1
400	для этого	2	1
401	это может	1	1
402	с человеком	3	1
403	в мою	1	1
404	и начало	1	1
405	сводится к	2	1
406	как этот	1	1
407	с целью	1	1
408	нас от	1	1
409	на основе	7	1
410	небо в	1	1
411	этот момент	6	1
412	во втором	1	1
413	во всей	4	1
414	и только	6	1
415	это лишь	1	1
416	в ту	2	1
417	не тот	1	1
418	место это	1	1
419	может иметь	2	1
420	один момент	1	1
421	в литературе	1	1
422	как из	1	1
423	но с	1	1
424	хотя бы	4	1
425	тот же	1	1
426	одной из	1	1
427	вступить в	1	1
428	ней то	1	1
429	быть единственным	1	1
430	не само	1	1
431	и этих	1	1
432	целого и	1	1
433	и так	1	1
434	всяком случае	1	1
435	и ее	2	1
436	их не	1	1
437	момент пространственного	1	1
438	всего мы	1	1
439	же и	1	1
440	он начинает	1	1
441	мы получим	2	1
442	не знать	1	1
443	что не	3	1
444	а это	2	1
445	в непосредственной	1	1
446	а то	1	1
447	не дает	3	1
448	или просто	1	1
449	специфическая особенность	1	1
450	одно из	1	1
451	для него	8	1
452	себе в	1	1
453	ведь это	1	1
454	мир так	1	1
455	слова в	2	1
456	в котором	24	1
457	ее не	1	1
458	само по	1	1
459	чтобы приобщиться	1	1
460	и всякий	1	1
461	нет в	4	1
462	смерти и	1	1
463	именно герой	1	1
464	были бы	2	1
465	к совершенно	1	1
466	со всем	5	1
467	и даже	1	1
468	или иной	2	1
469	это дерево	1	1
470	здесь в	1	1
471	в каких	1	1
472	а с	2	1
473	человек все	1	1
474	по всей	1	1
475	предметы связанные	1	1
476	в определенных	1	1
477	в соответствии	2	1
478	только по	2	1
479	не было	8	1
480	мир а	1	1
481	относится к	1	1
482	здесь дело	1	1
483	не знает	5	1
484	нужно думать	1	1
485	стороны в	3	1
486	уже давно	1	1
487	равно как	1	1
488	нет ничего	1	1
489	единства и	2	1
490	ни на	1	1
491	как это	1	1
492	относятся к	1	1
493	всем что	1	1
494	книге о	1	1
495	пространства и	2	1
496	высоко над	1	1
497	себя из	1	1
498	конечно не	7	1
499	где же	1	1
500	только как	4	1
501	по своему	3	1
502	ибо оно	1	1
503	знать что	2	1
504	выйти из	1	1
505	жива и	1	1
506	ко мне	6	1
507	к историческому	2	1
508	в современной	3	1
509	том смысле	1	1
510	к следующему	1	1
511	быть не	2	1
512	этого факта	1	1
513	было ни	1	1
514	не касается	1	1
515	и видит	1	1
516	только для	1	1
517	как таковой	1	1
518	все остальные	1	1
519	к другим	1	1
520	трудно бывает	1	1
521	которых он	1	1
522	но такой	1	1
523	на задний	1	1
524	где и	1	1
525	и от	1	1
526	это можно	2	1
527	мира и	4	1
528	а все	3	1
529	или другой	1	1
530	от него	3	1
531	в основе	5	1
532	или нет	1	1
533	закон это	1	1
534	только что	1	1
535	все они	1	1
536	пока я	1	1
537	уже нет	1	1
538	все люди	1	1
539	в самом	1	1
540	а я	1	1
541	в искусстве	1	1
542	в своих	3	1
543	во всяком	1	1
544	все что	1	1
