N	2gram	Tiupa_Hudo_1	Tragedij
157	перед читателем	1	1
158	на деле	3	1
159	же по	1	1
160	и есть	1	1
161	последней главе	1	1
162	исходит из	1	1
163	той же	1	1
164	и гордости	1	1
165	не вполне	2	1
166	в виду	5	1
167	подчеркнуть что	1	1
168	представляет собой	10	1
169	между собой	2	1
170	и служит	1	1
171	позицию по	1	1
172	в чем	2	1
173	и мира	1	1
174	во всех	3	1
175	но не	11	1
176	могло быть	2	1
177	но как	2	1
178	свою жизнь	2	1
179	тогда как	13	1
180	за пределы	2	1
181	в истории	1	1
182	писателя в	1	1
183	глаза ее	1	1
184	в центре	1	1
185	человеческая личность	1	1
186	мысль о	1	1
187	неизмеримо более	1	1
188	силе и	1	1
189	раз необходимо	1	1
190	именно эта	1	1
191	добро и	1	1
192	то в	2	1
193	со своей	3	1
194	в которой	2	1
195	сливается с	1	1
196	бы не	1	1
197	право на	2	1
198	это тот	1	1
199	и создается	1	1
200	говорит не	1	1
201	если он	1	1
202	не могла	1	1
203	жизни ее	1	1
204	эта деталь	1	1
205	роли в	4	1
206	которым человек	1	1
207	не как	2	1
208	содержит в	1	1
209	этом мире	2	1
210	и по	2	1
211	на этом	1	1
212	таким образом	3	1
213	здесь мы	1	1
214	а затем	1	1
215	является необходимой	1	1
216	в другом	3	1
217	в финале	2	1
218	лишь в	4	1
219	это было	1	1
220	заключается в	2	1
221	полноте и	2	1
222	быть не	1	1
223	лишь на	1	1
224	в них	2	1
225	он же	1	1
226	всю жизнь	1	1
227	ведет к	1	1
228	обратимся к	1	1
229	же я	1	1
230	перед собой	1	1
231	но если	1	1
232	в своей	5	1
233	в такой	1	1
234	в котором	1	1
235	перед другим	1	1
236	не столько	3	1
237	и некоторыми	1	1
238	есть высшая	2	1
239	значение для	1	1
240	но он	3	1
241	тем не	3	1
242	не могли	1	1
243	с такими	1	1
244	по себе	2	1
245	тому что	2	1
246	так он	1	1
247	не менее	3	1
248	на земле	1	1
249	на котором	1	1
250	в эпизоде	1	1
251	иллюзии и	1	1
252	карамазова в	1	1
253	виду не	3	1
254	облекается в	2	1
255	он еще	1	1
256	но только	1	1
257	в самой	2	1
258	предстает перед	1	1
259	иными словами	1	1
260	говорит в	2	1
261	и притом	3	1
262	стола и	1	1
263	по своей	7	1
264	и теперь	1	1
265	связи с	1	1
266	хозяина и	1	1
267	входят в	1	1
268	в области	6	1
269	перед ним	1	1
270	его трагического	1	1
271	мы встречаем	1	1
272	в момент	2	1
273	могут быть	4	1
274	глаза в	2	1
275	именно таков	1	1
276	и т.д	3	1
277	всего что	1	1
278	части романа	1	1
279	не есть	1	1
280	самом общем	1	1
281	как мы	1	1
282	вещами и	1	1
283	и о	3	1
284	у себя	1	1
285	того чтобы	2	1
286	людей в	1	1
287	как система	2	1
288	родного дома	1	1
289	роль в	1	1
290	человека с	3	1
291	на нее	1	1
292	в последней	1	1
293	на них	1	1
294	быть может	1	1
295	а по	1	1
296	ситуации и	1	1
297	это происходит	1	1
298	но мы	1	1
299	в смерти	1	1
300	под маской	1	1
301	после того	1	1
302	и который	2	1
303	а также	5	1
304	чтобы не	1	1
305	мы понимаем	1	1
306	роман и	2	1
307	от него	1	1
308	восходит к	1	1
309	это была	1	1
310	между тем	4	1
311	эстетическая позиция	1	1
312	нуждается в	1	1
313	в форме	4	1
314	не сводится	5	1
315	развернута в	1	1
316	о своих	1	1
317	и пусть	1	1
318	в литературе	1	1
319	того что	4	1
320	перед другом	1	1
321	мы видим	1	1
322	с ними	1	1
323	что даже	1	1
324	этом состоит	1	1
325	только в	5	1
326	что ж	1	1
327	с одной	2	1
328	есть в	2	1
329	черт ивана	1	1
330	дело с	1	1
331	свидетельствует о	1	1
332	которых можно	1	1
333	но самое	1	1
334	местом в	1	1
335	одно из	2	1
336	слова в	2	1
337	с этими	1	1
338	ее не	1	1
339	в такое	1	1
340	к ним	1	1
341	ту сторону	1	1
342	рядом с	1	1
343	в особенности	1	1
344	первый том	1	1
345	на уровне	1	1
346	именно в	2	1
347	что не	1	1
348	не было	1	1
349	полагал что	1	1
350	понимаем что	1	1
351	а на	5	1
352	а не	9	1
353	с которым	1	1
354	его как	1	1
355	не быть	1	1
356	одну из	1	1
357	этом случае	1	1
358	в связи	1	1
359	более чем	1	1
360	люди но	3	1
361	о счастье	1	1
362	на новую	1	1
363	о себе	2	1
364	вместе с	1	1
365	и особенно	2	1
366	до этого	1	1
367	и потому	2	1
368	создает и	1	1
369	всех людей	1	1
370	цвет глаз	1	1
371	искусства но	3	1
372	в той	3	1
373	встреч и	1	1
374	деятельность не	1	1
375	для понимания	2	1
376	этого слова	2	1
377	с этой	1	1
378	и от	1	1
379	в условиях	1	1
380	нем по	1	1
381	друг перед	1	1
382	и зло	1	1
383	не является	4	1
384	известной степени	3	1
385	тем и	1	1
386	в результате	1	1
387	именно такого	1	1
388	тот кто	2	1
389	своею и	1	1
390	это может	1	1
391	бы в	1	1
392	и совершенно	1	1
393	но у	1	1
394	я в	11	1
395	пусть пусть	1	1
396	над собою	1	1
397	жизни в	2	1
398	к числу	1	1
399	героя и	5	1
400	из тех	2	1
401	характеризуется своей	1	1
