N	2gram	Bakhtin_fo_1	Dialekti
232	и от	1	2
233	вещей и	1	2
234	для нее	1	2
235	не знает	3	2
236	раз и	2	2
237	но они	3	2
238	иной раз	1	2
239	как о	1	2
240	дело не	1	2
241	к ним	2	2
242	что их	1	2
243	ровно никакого	1	2
244	и является	2	2
245	из того	1	2
246	и эта	2	2
247	этом отношении	3	2
248	как только	1	2
249	отличается от	1	2
250	и это	4	2
251	теории относительности	2	2
252	о которых	1	2
253	как с	1	2
254	и совершенно	1	2
255	наукой и	1	2
256	в другом	1	2
257	или на	1	2
258	можно только	2	2
259	по сравнению	2	2
260	в эпоху	1	2
261	тех кто	1	2
262	но к	1	2
263	для того	5	2
264	и следовательно	4	2
265	о своих	1	2
266	в него	1	2
267	не зная	2	2
268	того что	2	2
269	эти последние	1	2
270	ничего нового	1	2
271	исключительно лишь	1	2
272	с ними	1	2
273	мы увидим	1	2
274	поэтому и	3	2
275	образа в	1	2
276	поэтому необходимо	1	2
277	с одной	3	2
278	в качестве	3	2
279	же и	2	2
280	уже не	2	2
281	и у	5	2
282	если мы	2	2
283	то и	1	2
284	об его	1	2
285	следует за	1	2
286	из них	1	2
287	но есть	1	2
288	для него	2	2
289	и их	8	2
290	никто не	2	2
291	т п	8	2
292	дальше в	1	2
293	ее на	1	2
294	были бы	1	2
295	именно как	4	2
296	что человек	1	2
297	именно в	3	2
298	здесь в	2	2
299	с ней	1	2
300	стремится к	1	2
301	о чем	1	2
302	в частности	6	2
303	пространства и	4	2
304	как в	6	2
305	два или	1	2
306	более конкретное	1	2
307	одной стороны	2	2
308	сравнению с	2	2
309	и существуют	1	2
310	еще не	5	2
311	или хотя	1	2
312	сих пор	3	2
313	с тождеством	1	2
314	и для	4	2
315	лишь как	2	2
316	тем более	1	2
317	ни к	3	2
318	находим в	1	2
319	пространстве и	1	2
320	всегда есть	1	2
321	они были	2	2
322	что даже	1	2
323	к этому	3	2
324	и наиболее	1	1
325	новое время	1	1
326	я и	1	1
327	внутреннего в	1	1
328	жизни где	1	1
329	например в	6	1
330	не становится	1	1
331	к своей	2	1
332	нового не	1	1
333	тем же	1	1
334	и реального	1	1
335	и принципиально	2	1
336	из самых	1	1
337	к другому	2	1
338	и до	5	1
339	той же	2	1
340	всей ее	1	1
341	а как	3	1
342	и само	1	1
343	мы не	3	1
344	теперь мы	1	1
345	и сущность	1	1
346	из жизни	1	1
347	только благодаря	1	1
348	его только	1	1
349	на себя	2	1
350	как я	1	1
351	же что	2	1
352	различных степеней	1	1
353	без которой	1	1
354	себя а	1	1
355	в различных	2	1
356	во всех	6	1
357	в ее	6	1
358	совсем не	2	1
359	миром и	1	1
360	мы будем	2	1
361	явлений и	1	1
362	эта особенность	1	1
363	свое существование	1	1
364	нет и	2	1
365	полнее и	1	1
366	нет как	1	1
367	в той	4	1
368	не входят	2	1
369	его на	2	1
370	данный момент	1	1
371	только ее	1	1
372	в связи	5	1
373	могли бы	1	1
374	и наконец	1	1
375	его к	1	1
376	и к	2	1
377	и свою	1	1
378	разделения на	1	1
379	не более	1	1
380	тождество в	2	1
381	не приходится	1	1
382	в которой	2	1
383	здесь дается	3	1
384	бы не	1	1
385	так в	1	1
386	выражение в	2	1
387	по преимуществу	3	1
388	это тот	1	1
389	такое значение	1	1
390	с их	2	1
391	и холодным	1	1
392	быть как	1	1
393	но его	1	1
394	ведет себя	1	1
395	смыслом и	1	1
396	не могла	1	1
397	анализ не	1	1
398	вообще не	3	1
399	с чем	1	1
400	к выводу	1	1
401	при этом	3	1
402	эпохи то	1	1
403	на одну	1	1
404	есть именно	2	1
405	нее и	1	1
406	в понимании	1	1
407	не к	2	1
408	значение может	1	1
409	нами здесь	1	1
410	и полна	1	1
411	и по	2	1
412	от других	1	1
413	таким образом	11	1
414	по его	1	1
415	здесь мы	1	1
416	что все	2	1
417	указывали на	1	1
418	главным образом	1	1
419	есть все	1	1
420	случилось так	1	1
421	мы уже	11	1
422	них не	1	1
423	то есть	33	1
424	был на	1	1
425	для своей	1	1
426	зрения на	1	1
427	его в	3	1
428	уже знаем	1	1
429	конечно прежде	1	1
430	ясным и	1	1
431	характер не	3	1
432	всю его	1	1
433	времен года	1	1
434	в новое	3	1
435	в жизни	6	1
436	из нее	2	1
437	люди не	1	1
438	нет в	2	1
439	она и	1	1
440	далеко не	2	1
441	в этой	1	1
442	такая она	1	1
443	место и	3	1
444	этим и	1	1
445	очень важное	1	1
446	герои гомера	1	1
447	жизни но	5	1
448	сам говорит	1	1
449	форма и	1	1
450	себе все	1	1
451	имеет место	3	1
452	ибо не	1	1
453	что значит	1	1
454	о такой	1	1
455	с идеей	1	1
456	место в	2	1
457	них нет	1	1
458	говорил о	1	1
459	оказывается что	2	1
460	миф о	1	1
461	мы сказали	1	1
462	и они	1	1
463	опору для	1	1
464	мир и	2	1
465	которые в	1	1
466	и ничего	1	1
467	наконец как	1	1
468	другом и	1	1
469	но он	2	1
470	сами по	1	1
471	только два	2	1
472	случайности и	1	1
473	мере и	1	1
474	формы как	1	1
475	и очень	1	1
476	случае в	1	1
477	не становятся	1	1
478	власть в	1	1
479	людьми в	1	1
480	хоть какое-нибудь	1	1
481	до известной	1	1
482	xviii века	3	1
483	виду что	1	1
484	самого начала	2	1
485	правда в	1	1
486	дело в	2	1
487	и вместо	1	1
488	как таковых	1	1
489	когда они	1	1
490	которых и	1	1
491	того чтобы	5	1
492	чем не	3	1
493	и вещи	1	1
494	жизни не	3	1
495	и воскресения	1	1
496	всего на	1	1
497	на те	1	1
498	по своей	1	1
499	лишь с	1	1
500	мире и	2	1
501	и его	16	1
502	связи с	6	1
503	не нужен	1	1
504	здесь же	1	1
505	исторического процесса	2	1
506	образ всегда	1	1
507	что классическая	1	1
508	с другом	1	1
509	не бывает	1	1
510	и оно	1	1
511	места для	1	1
512	у гомера	1	1
513	не могут	3	1
514	это также	1	1
515	когда мы	1	1
516	должны быть	1	1
517	этого и	1	1
518	она же	2	1
519	для восприятия	2	1
520	оно не	2	1
521	где он	1	1
522	него как	1	1
523	данной исторической	1	1
524	должен быть	1	1
525	правда не	2	1
526	ни даже	1	1
527	также имеет	1	1
528	но по	2	1
529	и тонко	1	1
530	здесь не	4	1
531	подходе к	2	1
532	на другой	2	1
533	и объектов	1	1
534	в каких	1	1
535	характер и	7	1
536	нет никакой	1	1
537	уже с	1	1
538	и этим	1	1
539	с самого	2	1
540	то время	4	1
541	быть еще	1	1
542	на том	1	1
543	если они	2	1
544	природе своей	2	1
545	и сам	1	1
546	в образе	5	1
547	времени и	10	1
548	здесь как	2	1
549	по природе	2	1
550	и каждый	1	1
551	глубоко и	1	1
552	этим в	1	1
553	в результате	6	1
554	значит в	1	1
555	выводу что	1	1
556	нас и	1	1
557	отсюда становится	1	1
558	ничто в	2	1
559	то они	1	1
560	и вызывает	1	1
561	которым она	1	1
562	устанавливаются в	1	1
563	все его	3	1
564	вне всякой	1	1
565	все в	1	1
566	и три	1	1
567	этой идее	1	1
568	переходит в	1	1
569	природы и	2	1
570	и только	1	1
571	тотчас же	1	1
572	математика и	1	1
573	в ту	1	1
574	его то	1	1
575	у которого	1	1
576	и последнее	2	1
577	поэтому все	2	1
578	на почве	2	1
579	наконец и	2	1
580	что подобный	1	1
581	постоянно имеет	1	1
582	наблюдать и	1	1
583	и дело	1	1
584	природой и	1	1
585	на природу	1	1
586	пор не	1	1
587	колебаний и	1	1
588	в стороне	2	1
589	это очень	1	1
590	вопрос об	1	1
591	были чрезвычайно	1	1
592	все они	1	1
593	она лишь	1	1
594	со всеми	3	1
595	и тождество	1	1
596	себя в	1	1
597	было так	1	1
598	есть в	2	1
599	уже в	2	1
600	ним не	1	1
601	эта другая	1	1
602	при помощи	1	1
603	и других	3	1
604	он имеет	1	1
605	процесс и	1	1
606	он может	1	1
607	менее всего	1	1
608	мир в	2	1
609	быть образ	1	1
610	был бы	3	1
611	пока не	1	1
612	бы совершенно	2	1
613	и также	1	1
614	или как	4	1
615	не для	2	1
616	с этими	2	1
617	для них	3	1
618	у него	6	1
619	человек как	1	1
620	явления природы	1	1
621	во главе	1	1
622	смерти и	1	1
623	уже совершенно	1	1
624	это будет	1	1
625	не были	2	1
626	в данный	1	1
627	с другим	1	1
628	осмысления и	1	1
629	имеет свой	1	1
630	время совершенно	1	1
631	сюда же	1	1
632	одну минуту	1	1
633	я был	2	1
634	мы еще	3	1
635	человек может	1	1
636	уменьшается но	1	1
637	и др	9	1
638	конкретными и	1	1
639	а на	1	1
640	он только	2	1
641	и самый	1	1
642	на весь	1	1
643	как ни	1	1
644	одну из	1	1
645	и я	1	1
646	там где	2	1
647	идея эта	1	1
648	и уже	3	1
649	от мира	1	1
650	жизнь в	2	1
651	становится ясным	1	1
652	если не	1	1
653	их самих	1	1
654	уже давно	1	1
655	люди и	1	1
656	вместе с	3	1
657	эта идея	1	1
658	нужно отнести	1	1
659	к своему	2	1
660	в брак	1	1
661	наряду с	5	1
662	перед нами	1	1
663	его жизни	8	1
664	находятся в	1	1
665	быть только	3	1
666	происходит в	2	1
667	на различные	1	1
668	из этой	1	1
669	с которым	1	1
670	по существу	12	1
671	друг с	1	1
672	сходство и	1	1
673	точка их	1	1
674	и смерти	1	1
675	того и	2	1
676	что мы	2	1
677	действительность в	1	1
678	каким он	1	1
679	не меняет	1	1
680	природу и	1	1
681	свои закономерности	1	1
682	между прочим	1	1
683	этом и	1	1
684	но для	2	1
685	кроме того	4	1
686	к другим	1	1
687	всего в	1	1
688	это уже	1	1
689	наука которая	1	1
690	в полном	1	1
691	известной степени	1	1
692	очень подробные	1	1
693	как такая	1	1
694	богов и	1	1
695	указать на	1	1
696	уже на	2	1
697	где и	2	1
698	она может	1	1
699	поэтому для	1	1
700	своей собственной	3	1
701	человек и	2	1
702	и перед	1	1
703	на первый	1	1
704	для нас	2	1
705	к этой	1	1
706	материала с	1	1
707	разной степени	1	1
708	и порядок	1	1
709	них и	1	1
710	а также	2	1
711	действие в	1	1
712	жизни в	8	1
713	между ними	3	1
714	они также	1	1
715	не быть	1	1
716	именно не	1	1
717	в последнем	1	1
718	в искусстве	1	1
719	и другие	5	1
720	они не	3	1
721	пространства в	3	1
722	в таком	3	1
