N	2gram	Berdyaev_M_1	VLabPisa
241	самого себя	2	2
242	сих пор	2	2
243	л толстым	1	2
244	можно было	1	2
245	мира и	5	2
246	своих героев	2	2
247	будто бы	3	2
248	а в	4	2
249	не быть	1	2
250	к его	1	2
251	в своих	1	2
252	они не	1	2
253	которая не	1	2
254	вряд ли	3	1
255	с новыми	2	1
256	начинается с	1	1
257	и без	1	1
258	выражения в	1	1
259	самом деле	1	1
260	все его	3	1
261	достоевского в	9	1
262	должна быть	6	1
263	особый род	1	1
264	ницше и	1	1
265	всей ее	1	1
266	бы уже	1	1
267	за его	1	1
268	у гоголя	1	1
269	вопрос о	2	1
270	почти все	1	1
271	но она	1	1
272	в деле	1	1
273	приходит к	1	1
274	экспериментирует над	1	1
275	не способен	1	1
276	и первой	1	1
277	и то	1	1
278	собой в	1	1
279	становится в	1	1
280	он был	14	1
281	не поддаются	1	1
282	не был	7	1
283	в последних	1	1
284	все пути	1	1
285	и мира	3	1
286	во имя	10	1
287	по своему	2	1
288	не знала	1	1
289	метафизик он	1	1
290	художник и	1	1
291	не все	2	1
292	ответ на	1	1
293	себе и	2	1
294	в свои	1	1
295	процесса не	1	1
296	которые не	1	1
297	в истории	2	1
298	толстого и	1	1
299	что во	1	1
300	для их	1	1
301	человека вообще	1	1
302	сознания в	1	1
303	целый ряд	1	1
304	говорит что	1	1
305	и наконец	1	1
306	все муки	1	1
307	в каком-то	1	1
308	его целостному	1	1
309	в социальном	1	1
310	и свою	1	1
311	не очень	1	1
312	привести к	4	1
313	под ним	2	1
314	быть выражена	1	1
315	уже в	4	1
316	есть для	1	1
317	за это	1	1
318	сущности и	1	1
319	толстой же	4	1
320	не заключается	1	1
321	опыт и	1	1
322	если есть	1	1
323	к религии	1	1
324	имеем в	1	1
325	если он	5	1
326	в братьях	3	1
327	от природы	3	1
328	характерны для	1	1
329	идей и	3	1
330	отцов и	1	1
331	приходят к	2	1
332	да и	1	1
333	силой и	1	1
334	и еще	3	1
335	не значит	2	1
336	в понимании	1	1
337	этого опыта	1	1
338	как совершенно	1	1
339	не как	4	1
340	и разрешал	1	1
341	свобода есть	3	1
342	уже не	4	1
343	его от	1	1
344	на этом	3	1
345	не завершается	1	1
346	заключает в	3	1
347	и речи	1	1
348	неизбежно приходит	1	1
349	и характер	1	1
350	то есть	3	1
351	и менее	1	1
352	входит в	2	1
353	на протяжении	2	1
354	человеческой личности	4	1
355	интуиция это	1	1
356	в сложном	1	1
357	всю его	1	1
358	свое творческое	1	1
359	кажется что	1	1
360	в ином	2	1
361	к области	1	1
362	для них	3	1
363	писал о	1	1
364	с этой	4	1
365	быть принята	2	1
366	романы достоевского	2	1
367	которой он	1	1
368	смысле что	1	1
369	на этот	2	1
370	духовной жизни	3	1
371	данте и	1	1
372	протекает в	1	1
373	в этих	4	1
374	он должен	3	1
375	знает и	1	1
376	что до	1	1
377	быть признана	1	1
378	есть его	1	1
379	без участия	1	1
380	но он	9	1
381	творчества и	1	1
382	обращение к	1	1
383	был только	1	1
384	и эти	1	1
385	бы быть	1	1
386	жизнью имеют	1	1
387	зрения и	1	1
388	а майкову	2	1
389	что есть	5	1
390	вплоть до	1	1
391	эта мысль	1	1
392	а иногда	1	1
393	с которой	2	1
394	еще до	1	1
395	в разуме	1	1
396	начинает с	2	1
397	мысли в	1	1
398	что их	1	1
399	этими двумя	1	1
400	индивидуального начала	1	1
401	время как	2	1
402	не психологии	1	1
403	не могло	1	1
404	мышления и	1	1
405	не имеет	3	1
406	для творчества	1	1
407	казалось бы	1	1
408	ним не	1	1
409	жизни не	1	1
410	к ней	4	1
411	от него	4	1
412	е от	1	1
413	писателей не	1	1
414	достоевский в	5	1
415	моменты в	1	1
416	только с	1	1
417	как будто	2	1
418	в основе	2	1
419	в каком	2	1
420	раскрывается в	5	1
421	занимает не	1	1
422	все то	1	1
423	не ошибается	1	1
424	лежит в	1	1
425	одну и	1	1
426	быть свободен	1	1
427	бы он	1	1
428	о судьбе	1	1
429	и это	12	1
430	и поэтому	1	1
431	основной и	1	1
432	можно и	1	1
433	связи со	1	1
434	же не	1	1
435	такое исключительное	1	1
436	всегда были	1	1
437	свои творческие	1	1
438	то время	2	1
439	очень существенно	1	1
440	и сам	1	1
441	легенды о	2	1
442	и ту	1	1
443	в нескольких	1	1
444	ницше не	1	1
445	по сравнению	2	1
446	но у	1	1
447	жизнь и	1	1
448	является в	1	1
449	поэтому в	1	1
450	с ним	2	1
451	и кровь	2	1
452	связанная с	1	1
453	о нем	2	1
454	до последних	1	1
455	и та	1	1
456	и что	2	1
457	в глаза	1	1
458	с того	2	1
459	для нас	3	1
460	ли она	2	1
461	толстой и	3	1
462	связанной с	1	1
463	знает что	1	1
464	говорят о	1	1
465	доходит до	1	1
466	и во	2	1
467	противоречия и	1	1
468	самый трудный	1	1
469	на одном	1	1
470	которая должна	1	1
471	даже для	1	1
472	снять с	1	1
473	в свете	3	1
474	ставил и	1	1
475	о своих	2	1
476	в него	3	1
477	в сферу	1	1
478	бросается в	1	1
479	быть и	1	1
480	порядка и	1	1
481	речи о	1	1
482	пишет он	2	1
483	не имеющих	1	1
484	своего свободного	1	1
485	реальную действительность	1	1
486	между этими	1	1
487	творчество не	1	1
488	же и	1	1
489	к какому	1	1
490	конечно не	3	1
491	в начале	2	1
492	сознание как	1	1
493	его и	1	1
494	вл соловьева	1	1
495	себе в	1	1
496	и из	1	1
497	в состоянии	1	1
498	себя от	1	1
499	отношение к	4	1
500	братьях карамазовых	3	1
501	идет в	1	1
502	и никогда	1	1
503	тем что	4	1
504	явлений в	1	1
505	и вместе	4	1
506	эти идеи	1	1
507	в более	2	1
508	встречаемся с	1	1
509	к идее	1	1
510	о своей	2	1
511	связаны с	1	1
512	а именно	1	1
513	человека а	3	1
514	в свою	2	1
515	чем он	1	1
516	же о	1	1
517	себя и	3	1
518	близко к	1	1
519	связано с	2	1
520	с большей	1	1
521	и самый	2	1
522	жизнь в	1	1
523	личности в	2	1
524	эти пределы	1	1
525	обычно не	1	1
526	мира в	1	1
527	если не	1	1
528	есть одно	2	1
529	своей личности	1	1
530	судьба человека	9	1
531	нет ничего	7	1
532	ответить на	1	1
533	из мира	1	1
534	мы говорим	1	1
535	в духе	1	1
536	как в	2	1
537	сознания на	1	1
538	если так	1	1
539	сравнению с	1	1
540	в той	2	1
541	плоти и	3	1
542	это его	1	1
543	познания на	1	1
544	это значит	3	1
545	у художников	1	1
546	том смысле	2	1
547	должно быть	3	1
548	является для	1	1
549	в п	1	1
550	только для	1	1
551	но это	1	1
552	о свободе	18	1
553	на своем	3	1
554	природу и	2	1
555	романов достоевского	3	1
556	мы видим	2	1
557	лишь его	1	1
558	процесса в	1	1
559	было еще	1	1
560	к пониманию	1	1
561	не отрицает	1	1
562	созерцания и	1	1
563	его творчества	2	1
564	я всегда	2	1
565	все герои	2	1
566	человека это	2	1
567	а к	1	1
568	и все	10	1
569	и разные	1	1
570	о достоевском	7	1
571	у достоевского	42	1
572	еще более	1	1
573	находится в	1	1
574	ни к	1	1
575	потому что	16	1
576	которых он	4	1
577	и наоборот	1	1
578	хотя в	1	1
579	творческие силы	3	1
580	личности и	1	1
581	если все	1	1
582	еще в	2	1
583	находит свое	1	1
584	к ее	1	1
585	личность и	2	1
586	лишь те	1	1
587	от всех	1	1
588	разум и	1	1
589	есть и	3	1
590	есть то	1	1
591	к этой	2	1
592	это было	1	1
593	от которой	1	1
594	можно назвать	1	1
