N	2gram	Berdyaev_M_2	Istorich
516	по своему	1	1
517	к другому	3	1
518	он ведет	1	1
519	что весь	1	1
520	что же	2	1
521	о человеке	1	1
522	многих других	1	1
523	плену у	1	1
524	происходит не	1	1
525	и ему	1	1
526	и часто	1	1
527	отец его	1	1
528	к будущему	1	1
529	формы и	1	1
530	его с	2	1
531	мира и	1	1
532	человек и	2	1
533	и перед	3	1
534	ее и	2	1
535	еще более	2	1
536	хотя бы	7	1
537	только что	1	1
538	в мировом	1	1
539	все они	1	1
540	соединяется с	2	1
541	к самому	2	1
542	он же	3	1
543	все еще	1	1
544	а о	1	1
545	две формы	1	1
546	две стороны	1	1
547	не знает	9	1
548	вот на	1	1
549	но этот	2	1
550	на гибель	2	1
551	будет в	1	1
552	отношению к	2	1
553	из этого	1	1
554	в свое	1	1
555	быть жив	1	1
556	но эти	1	1
557	все что	4	1
558	это в	1	1
559	можно будет	1	1
560	в красном	1	1
561	им и	1	1
562	как на	1	1
