N	2gram	Trubetskoy_1	Problemy
236	во всей	1	2
237	наконец в	2	2
238	по своим	2	2
239	к сознанию	1	2
240	один из	2	2
241	мы видим	1	2
242	тот же	2	2
243	хотя бы	3	2
244	тем или	1	2
245	и ее	1	2
246	конечно не	2	2
247	ни было	2	2
248	одно из	2	2
249	и даже	3	2
250	до сих	5	2
251	личной жизни	1	2
252	социальной жизни	1	2
253	на этот	4	2
254	она является	1	2
255	совершенно иное	1	2
256	только как	1	2
257	в данном	1	2
258	в нарушении	1	2
259	друг с	5	2
260	с этой	3	2
261	него в	1	2
262	на пути	2	2
263	благодаря этому	2	2
264	является для	1	2
265	сих пор	5	2
266	в смысле	4	2
267	не сливаясь	1	2
268	и от	4	2
269	и перед	2	2
270	находит свое	1	2
271	ибо в	1	2
272	его жизнь	1	2
273	же в	1	2
274	не есть	1	2
275	этот вопрос	1	2
276	жизни а	1	2
277	жизни и	2	2
278	заметить что	1	2
279	эта новая	1	1
280	смысле слова	1	1
281	сливаются воедино	1	1
282	от этой	1	1
283	это однако	1	1
284	этого в	1	1
285	не должны	2	1
286	же как	3	1
287	становится в	1	1
288	показаться что	1	1
289	индивидуальности и	1	1
290	тем же	1	1
291	в первом	1	1
292	и друг	1	1
293	и больше	2	1
294	и за	1	1
295	его не	2	1
296	их и	1	1
297	из всех	3	1
298	мыслей он	1	1
299	он постоянно	1	1
300	мы не	1	1
301	именно к	1	1
302	этом не	1	1
303	время как	1	1
304	оно есть	1	1
305	появляются новые	1	1
306	одного или	1	1
307	но даже	1	1
308	мировоззрения в	1	1
309	формы в	1	1
310	во всех	2	1
311	в создании	2	1
312	а следовательно	1	1
313	друг к	1	1
314	и всякий	1	1
315	в качестве	3	1
316	а и	1	1
317	вступают в	1	1
318	тогда как	1	1
319	что они	1	1
320	из таких	1	1
321	к сожалению	3	1
322	относится к	2	1
323	в рамках	3	1
324	что именно	2	1
325	каждая из	3	1
326	что касается	1	1
327	это тоже	1	1
328	и превращается	1	1
329	более или	5	1
330	от этого	1	1
331	и отчасти	1	1
332	взаимодействия между	1	1
333	за собой	3	1
334	убеждение что	2	1
335	не приходится	1	1
336	та же	1	1
337	что это	3	1
338	с внешней	1	1
339	бы с	1	1
340	в нашем	1	1
341	из этих	10	1
342	элементов в	1	1
343	сливаются в	1	1
344	имеем в	1	1
345	и если	3	1
346	не следует	1	1
347	людьми а	1	1
348	вера в	1	1
349	время и	1	1
350	соприкасается с	1	1
351	и совершенно	1	1
352	он должен	1	1
353	к одному	1	1
354	в начале	2	1
355	эта способность	1	1
356	и по	4	1
357	его можно	2	1
358	прежде чем	1	1
359	находит себе	1	1
360	от нее	1	1
361	что все	4	1
362	что мир	1	1
363	из них	7	1
364	к другу	2	1
365	них не	2	1
366	сознания если	1	1
367	лишь в	5	1
368	заключается в	1	1
369	не совпадает	1	1
370	роль в	1	1
371	характер не	1	1
372	мира с	1	1
373	весь мир	1	1
374	чистого сердца	1	1
375	к области	1	1
376	в минуту	1	1
377	господствует и	1	1
378	появилась в	1	1
379	она и	1	1
380	мы имеем	2	1
381	мира должна	1	1
382	не всегда	2	1
383	всегда и	3	1
384	одного и	1	1
385	этих трех	1	1
386	или менее	5	1
387	в связь	1	1
388	от своего	1	1
389	она господствует	1	1
390	взгляд на	2	1
391	что о	2	1
392	то для	1	1
393	знает и	1	1
394	фактом что	1	1
395	мир не	1	1
396	место в	1	1
397	жизни с	1	1
398	признать что	2	1
399	должны были	1	1
400	природы но	1	1
401	искусства не	1	1
402	одном из	1	1
403	по крайней	5	1
404	героев не	1	1
405	радости и	1	1
406	героем и	1	1
407	были органически	1	1
408	до известной	1	1
409	и отсюда	1	1
410	не имеет	5	1
411	русский народ	3	1
412	ее с	2	1
413	радости на	1	1
414	иметь в	1	1
415	того чтобы	5	1
416	не могло	2	1
417	может только	1	1
418	только не	2	1
419	из него	2	1
420	найти в	1	1
421	и образ	1	1
422	в высшее	1	1
423	и весь	1	1
424	нам глубоко	1	1
425	и лишь	1	1
426	с одним	2	1
427	пути и	1	1
428	на этом	1	1
429	к концу	3	1
430	уже говорили	1	1
431	это слово	1	1
432	в области	9	1
433	в каком	1	1
434	с другом	5	1
435	у нас	1	1
436	настоящего времени	1	1
437	среди них	2	1
438	в момент	1	1
439	лежит в	1	1
440	же самое	2	1
441	должны быть	1	1
442	к тому	6	1
443	мысли о	1	1
444	мировоззрением и	1	1
445	может показаться	1	1
446	в каждой	1	1
447	не могли	1	1
448	с образом	1	1
449	особенности этого	1	1
450	человека является	1	1
451	не существует	1	1
452	свою очередь	1	1
453	но при	2	1
454	и сами	2	1
455	людей в	1	1
456	здесь не	1	1
457	в ее	1	1
458	согласны с	1	1
459	с самого	3	1
460	то время	1	1
461	великих художников	1	1
462	как с	1	1
463	его мировоззрения	1	1
464	она была	1	1
465	подойти к	3	1
466	по сравнению	2	1
467	пути для	1	1
468	не исчерпывается	2	1
469	для этого	2	1
470	в настоящее	1	1
471	ярко в	2	1
472	как этот	1	1
473	образом в	5	1
474	в виду	2	1
475	это объясняется	1	1
476	первом случае	1	1
477	о том	6	1
478	другими словами	1	1
479	настоящее время	1	1
480	к одной	2	1
481	наконец на	1	1
482	эти планы	1	1
483	можно сказать	3	1
484	времени в	1	1
485	души в	1	1
486	быть тем	1	1
487	того как	1	1
488	они являются	1	1
489	творчества в	1	1
490	во втором	1	1
491	именно тем	1	1
492	и только	4	1
493	крайней мере	5	1
494	не надо	1	1
495	он создал	1	1
496	всякий человек	1	1
497	есть что	1	1
498	того что	3	1
499	к которому	2	1
500	быть и	2	1
501	на которой	1	1
502	одной из	5	1
503	что даже	1	1
504	мира его	2	1
505	то в	1	1
506	и действительно	2	1
507	целого и	1	1
508	многие стороны	1	1
509	и так	1	1
510	а с	7	1
511	себя в	1	1
512	особенно у	1	1
513	ничто не	1	1
514	эти черты	2	1
515	друг за	3	1
516	или иным	1	1
517	они могли	1	1
518	периода являются	1	1
519	влиянием в	1	1
520	и других	1	1
521	не так	1	1
522	благодаря этой	1	1
523	себе в	1	1
524	и их	1	1
525	могло бы	1	1
526	он становится	1	1
527	всякую мысль	1	1
528	иначе как	1	1
529	это предположение	1	1
530	чтобы она	1	1
531	не для	1	1
532	привела к	1	1
533	к ним	3	1
534	бытия и	1	1
535	случае не	3	1
536	и никогда	1	1
537	это было	1	1
538	быть по	1	1
539	нее не	2	1
540	в других	3	1
541	нет в	1	1
542	перейти к	1	1
543	для того	5	1
544	до самого	1	1
545	ней и	1	1
546	непосредственно без	1	1
547	а именно	1	1
548	к его	2	1
549	и люди	2	1
550	притом не	1	1
551	его смерти	2	1
552	ничем не	4	1
553	и самый	1	1
554	зависит от	1	1
555	черты в	1	1
556	жизнь в	1	1
557	на этих	1	1
558	а так	3	1
559	что мы	2	1
560	в одно	2	1
561	своей индивидуальности	3	1
562	если не	2	1
563	с помощью	1	1
564	позволяет нам	1	1
565	является его	1	1
566	ни на	1	1
567	люди и	1	1
568	и особенно	2	1
569	форме он	1	1
570	воли к	1	1
571	и глубоко	1	1
572	до настоящего	1	1
573	сравнению с	2	1
574	прямо от	1	1
575	которая у	1	1
576	и менее	1	1
577	этого слова	1	1
578	как из	1	1
579	которых ни	1	1
580	оно принимает	1	1
581	ничего кроме	1	1
582	в сферу	1	1
583	известной степени	1	1
584	и быт	1	1
585	его с	1	1
586	которой можно	1	1
587	в другое	2	1
588	совершенно иной	2	1
589	и все	2	1
590	у них	3	1
591	только что	2	1
592	наоборот все	1	1
593	все они	1	1
594	мы видели	2	1
595	чтобы добиться	1	1
596	может и	1	1
597	в свою	2	1
598	но если	2	1
599	лишь по	1	1
600	с ней	3	1
601	впервые в	1	1
602	совершенно не	1	1
603	их он	1	1
604	бы быть	1	1
605	людей но	1	1
606	себе не	1	1
607	к этой	1	1
608	и другие	3	1
609	к этому	3	1
610	в таком	3	1
611	точно так	3	1
612	такой же	1	1
613	этой точки	2	1
