N	2gram	Vinokur_Ku_2	Hudozhes
276	к произведениям	1	1
277	можно говорить	2	1
278	в сфере	3	1
279	и то	5	1
280	и др	1	1
281	тех же	2	1
282	это и	3	1
283	за собой	2	1
284	в иных	2	1
285	характерное для	2	1
286	смысл этого	1	1
287	и до	2	1
288	исходит из	1	1
289	ведь и	1	1
290	по его	1	1
291	также и	5	1
292	к нашей	1	1
293	литературного вкуса	1	1
294	есть нечто	1	1
295	в каждый	2	1
296	в сущности	9	1
297	как во	1	1
298	я не	5	1
299	хотя бы	9	1
300	что можно	3	1
301	а теперь	1	1
302	же что	1	1
303	как впрочем	2	1
304	это время	1	1
305	разумеется не	1	1
306	на них	1	1
307	в широком	2	1
308	время в	1	1
309	установки на	1	1
310	насколько мне	1	1
311	в чем	1	1
312	словами как	1	1
313	иных случаях	1	1
314	бы в	1	1
315	явлений и	1	1
316	не все	3	1
317	к слову	2	1
318	ответ на	2	1
319	есть по	1	1
320	и чужой	1	1
321	в общем	1	1
322	слова на	1	1
323	отношение к	1	1
324	нет и	1	1
325	да так	1	1
326	не самое	1	1
327	к сожалению	1	1
328	относится к	1	1
329	и я	1	1
330	общего с	1	1
331	что именно	1	1
332	вот как	1	1
333	дает нам	2	1
334	противоречие в	1	1
335	что касается	2	1
336	однако не	4	1
337	бы я	1	1
338	и как	1	1
339	по пути	1	1
340	писателя как	1	1
341	не кажется	1	1
342	от этого	2	1
343	к чему	1	1
344	в которой	1	1
345	точку зрения	1	1
346	из этих	1	1
347	ни одна	1	1
348	эпохи и	1	1
349	во многих	1	1
350	но ведь	1	1
351	претендовать на	1	1
352	п все	1	1
353	вообще не	1	1
354	не могла	1	1
355	главным образом	3	1
356	должен обратиться	1	1
357	одному из	1	1
358	всех этих	3	1
359	традиции не	1	1
360	он должен	1	1
361	же это	1	1
362	в узком	4	1
363	к одному	1	1
364	не как	2	1
365	в силу	7	1
366	и вот	5	1
367	том чтобы	1	1
368	свое время	2	1
369	его от	1	1
370	смысле как	1	1
371	действительно так	1	1
372	поскольку она	1	1
373	то ни	1	1
374	делать с	1	1
375	глубоко в	1	1
376	что все	5	1
377	том случае	2	1
378	объяснить что	1	1
379	на этой	4	1
380	или даже	1	1
381	а как	1	1
382	на вопросе	1	1
383	этом смысле	5	1
384	роль в	2	1
385	болью в	1	1
386	и тем	5	1
387	уж не	1	1
388	он все	1	1
389	бы совершенно	1	1
390	но уже	2	1
391	достоевского и	2	1
392	соответствии с	2	1
393	далеко не	1	1
394	этого не	3	1
395	с тем	2	1
396	еще можно	1	1
397	в слове	1	1
398	и уже	1	1
399	он и	2	1
400	между собою	1	1
401	можно считать	1	1
402	и тому	1	1
403	нисколько не	3	1
404	смысл и	3	1
405	когда в	2	1
406	мы как	1	1
407	таким же	2	1
408	и без	1	1
409	на месте	1	1
410	установка на	2	1
411	место в	1	1
412	в отличие	2	1
413	в которых	2	1
414	знаем что	3	1
415	не исчерпывается	1	1
416	признать что	1	1
417	них можно	1	1
418	сознаться что	1	1
419	и уж	1	1
420	нельзя было	2	1
421	в одном	1	1
422	сознание что	1	1
423	и более	2	1
424	их в	1	1
425	том и	1	1
426	не должно	2	1
427	тому чтобы	1	1
428	что этот	1	1
429	бы быть	1	1
430	между прочим	2	1
431	этой работы	1	1
432	вовсе не	9	1
433	лишь одну	1	1
434	в отношении	2	1
435	так как	15	1
436	тем самым	2	1
437	как можно	2	1
438	что эта	2	1
439	самого начала	1	1
440	не своим	1	1
441	хотелось бы	2	1
442	дело в	1	1
443	здесь прежде	1	1
444	например что	2	1
445	взглянуть на	2	1
446	слышит или	1	1
447	само слово	1	1
448	при отсутствии	2	1
449	последние десятилетия	1	1
450	эта сторона	1	1
451	отнестись к	1	1
452	в самой	2	1
453	именно с	3	1
454	невозможно но	1	1
455	на тему	1	1
456	вследствие того	1	1
457	в ком	1	1
458	может уже	1	1
459	не до	1	1
460	не потому	1	1
461	только от	1	1
462	не могут	5	1
463	когда мы	1	1
464	могут быть	4	1
465	всего в	3	1
466	что оно	3	1
467	за что	1	1
468	но также	4	1
469	на это	3	1
470	если же	1	1
471	ничего общего	1	1
472	то во	1	1
473	приходит к	1	1
474	в деревне	1	1
475	вообще во	1	1
476	в виду	3	1
477	свою очередь	2	1
478	данном случае	2	1
479	несоответствие между	1	1
480	с самого	1	1
481	характерного и	1	1
482	различие между	3	1
483	выражения и	1	1
484	о нашей	1	1
485	и прочих	1	1
486	здесь нет	1	1
487	мог бы	1	1
488	во многом	1	1
489	вопрос этот	2	1
490	на примере	2	1
491	интересующих нас	1	1
492	только у	1	1
493	внимание к	1	1
494	но здесь	2	1
495	находится в	1	1
496	все дело	2	1
497	сводится к	3	1
498	имеет право	1	1
499	становится только	1	1
500	это действительно	1	1
501	от такой	1	1
502	говорит об	1	1
503	обращается к	1	1
504	одного из	2	1
505	все его	1	1
506	для нас	4	1
507	с другой	8	1
508	нас в	1	1
509	как у	2	1
510	явное влияние	1	1
511	переходит в	1	1
512	находит свое	1	1
513	и только	1	1
514	вот например	1	1
515	от обстоятельств	1	1
516	с а	1	1
517	в словосочетании	1	1
518	в лучшем	3	1
519	но так	2	1
520	как например	1	1
521	которое было	2	1
522	установке на	1	1
523	тот же	5	1
524	в какой	1	1
525	всяком случае	5	1
526	одних и	1	1
527	их не	2	1
528	с одной	2	1
529	именно на	1	1
530	с какой	1	1
531	есть своя	1	1
532	же и	2	1
533	есть в	3	1
534	в серьезных	1	1
535	я в	1	1
536	и у	2	1
537	уже в	3	1
538	свою жизнь	1	1
539	так по	1	1
540	не составляет	1	1
541	этого процесса	1	1
542	его и	1	1
543	но для	3	1
544	их как	1	1
545	этом в	1	1
546	одно из	1	1
547	представить себе	2	1
548	могло бы	1	1
549	сами по	1	1
550	иначе как	1	1
551	ее не	1	1
552	и никогда	1	1
553	отличие от	2	1
554	есть именно	1	1
555	тогда в	1	1
556	так легко	1	1
557	п не	1	1
558	в целях	2	1
559	что они	2	1
560	рядом с	2	1
561	в особенности	4	1
562	сюда же	2	1
563	говорить и	2	1
564	вслед за	1	1
565	фраза из	1	1
566	еще и	2	1
567	слово но	1	1
568	что для	2	1
569	до бесчувствия	1	1
570	одной стороны	1	1
571	бы послужить	1	1
572	не на	2	1
573	и кстати	1	1
574	формируется в	1	1
575	вопросе о	2	1
576	здесь очевидно	1	1
577	там где	5	1
578	решения вопроса	1	1
579	что мы	6	1
580	жизнь в	1	1
581	так называемых	2	1
582	следовало бы	2	1
583	как это	5	1
584	речь не	1	1
585	но все	4	1
586	из которых	3	1
587	о первой	1	1
588	это своего	1	1
589	в данном	4	1
590	если оно	1	1
591	или и	1	1
592	которые являются	1	1
593	она есть	1	1
594	пишет в	1	1
595	и там	1	1
596	быть только	2	1
597	в ряду	1	1
598	согласно которому	1	1
599	том смысле	1	1
600	быть не	2	1
601	только о	2	1
602	этот не	1	1
603	всякого явления	1	1
604	сказал я	1	1
605	но это	3	1
606	к двум	1	1
607	и слово	1	1
608	письме к	1	1
609	не мог	1	1
610	искусства это	1	1
611	уже на	1	1
612	пор еще	1	1
613	в голову	1	1
614	и скоро	1	1
615	узком смысле	2	1
616	другом отношении	1	1
617	когда он	1	1
618	не более	2	1
619	тем более	1	1
620	конце концов	3	1
621	мы должны	2	1
622	зрения в	3	1
623	слов и	2	1
624	п эта	1	1
625	есть продукт	2	1
626	но вот	2	1
627	отношении более	1	1
628	давно уже	1	1
629	о своем	1	1
630	первый раз	1	1
631	лишь что	1	1
632	необходимое условие	1	1
633	волосы она	1	1
634	сказать что	4	1
635	на который	2	1
636	это на	1	1
637	в свою	2	1
638	например уже	1	1
639	в свое	2	1
640	ли они	1	1
641	ни на	2	1
642	и другие	1	1
643	случае если	2	1
644	забыть об	1	1
645	который не	1	1
646	во всяком	5	1
647	этой точки	2	1
