N	2gram	Medvedev_V_1	Myshleni
668	тому как	2	1
669	зрения и	1	1
670	самого себя	2	1
671	происходит в	1	1
672	мыслей но	1	1
673	изучение этих	1	1
674	значит что	2	1
675	их отношение	1	1
676	ли не	2	1
677	эти вопросы	2	1
678	сейчас же	1	1
679	не тождественны	1	1
680	чтобы ответить	1	1
681	тенденции к	1	1
682	в истории	1	1
683	благодаря этому	1	1
684	аналогии с	1	1
685	возникают у	1	1
686	в основном	5	1
687	поэтому что	1	1
688	этом и	2	1
689	не встречаются	1	1
690	особенностей в	1	1
691	в более	1	1
692	становится понятным	1	1
693	обычно не	1	1
694	к пониманию	1	1
695	него еще	1	1
696	с понятиями	1	1
697	должны быть	2	1
698	свете этих	1	1
699	мы только	1	1
700	в результате	5	1
701	это как	1	1
702	работы над	5	1
703	не представляет	1	1
704	и частных	1	1
705	бы он	1	1
706	той или	1	1
707	то о	2	1
708	главным образом	7	1
709	конце концов	2	1
710	только с	2	1
711	в большей	2	1
712	исследования не	1	1
713	осознается как	1	1
714	не случайное	1	1
715	в целях	2	1
716	должен быть	4	1
717	а о	2	1
718	в свою	1	1
719	слова с	1	1
720	из тех	1	1
721	это понятие	1	1
722	но этим	1	1
723	самое существенное	1	1
724	совершенно не	1	1
725	всех других	3	1
726	одновременно и	1	1
727	приблизительно в	1	1
728	есть и	1	1
729	только о	2	1
730	есть то	1	1
731	кстати сказать	1	1
732	в заключение	1	1
733	историю развития	1	1
734	процесса с	1	1
735	это определение	1	1
736	при оценке	1	1
737	весь процесс	1	1
738	к этому	9	1
739	этой точки	2	1
740	том числе	2	1
