N	2gram	Losev_Dial_2	Formalny
170	тому что	2	3
171	случае в	1	3
172	в основе	1	3
173	исторического процесса	1	3
174	этом отношении	1	3
175	же самое	2	3
176	они и	1	3
177	оно не	1	3
178	только то	4	3
179	ясно что	4	3
180	еще в	1	3
181	жизнь и	5	3
182	и что	5	3
183	можно сказать	5	3
184	их в	2	3
185	в них	1	3
186	не нуждается	4	3
187	и следовательно	5	3
188	в какой	2	3
189	уже не	3	3
190	в поэзии	7	3
191	его и	1	3
192	нуждается в	3	3
193	в конце	2	3
194	не о	1	3
195	души и	2	3
196	не на	2	3
197	к его	1	3
198	может стать	1	3
199	она есть	9	3
200	в той	3	3
201	того что	6	3
202	реальном времени	1	3
203	лишь как	1	3
204	может и	2	3
205	сказать что	10	3
206	равно как	1	3
207	и эта	1	3
208	смысле слова	1	2
209	чтобы не	6	2
210	человека и	2	2
211	он может	2	2
212	это и	3	2
213	в котором	1	2
214	обойтись без	1	2
215	что уже	2	2
216	бы например	1	2
217	в сущности	2	2
218	так чтобы	2	2
219	говорить о	5	2
220	всех сторон	1	2
221	проявляется в	1	2
222	жизни с	2	2
223	в общем	2	2
224	очевидно что	2	2
225	отличие от	1	2
226	ведь мы	2	2
227	или иное	4	2
228	за пределы	4	2
229	в своем	4	2
230	стороны и	1	2
231	становления и	3	2
232	от этого	3	2
233	то в	1	2
234	это можно	1	2
235	из этих	1	2
236	в этой	3	2
237	только один	1	2
238	как он	4	2
239	вообще не	1	2
240	что она	14	2
241	главным образом	1	2
242	сами эти	1	2
243	всех этих	3	2
244	не значит	3	2
245	не как	2	2
246	на земле	1	2
247	на этом	2	2
248	форма в	1	2
249	именно это	1	2
250	в основу	1	2
251	это значит	8	2
252	входя в	1	2
253	уже знаем	3	2
254	на почве	1	2
255	этом смысле	1	2
256	ведь если	1	2
257	из нее	1	2
258	под жизнью	1	2
259	и вне	1	2
260	ни с	4	2
261	литературе как	1	2
262	и тогда	3	2
263	нисколько не	4	2
264	в эту	1	2
265	том как	2	2
266	или точнее	3	2
267	не от	1	2
268	знаем что	1	2
269	к одной	1	2
270	но эта	1	2
271	друг другу	1	2
272	что этот	3	2
273	необходимо чтобы	2	2
274	даже в	3	2
275	и очень	1	2
276	виду что	2	2
277	как о	1	2
278	дело не	2	2
279	одна из	1	2
280	и притом	7	2
281	в нас	1	2
282	только не	2	2
283	тем не	2	2
284	в каком	4	2
285	из одного	1	2
286	на тему	1	2
287	нуждается ни	1	2
288	отличается от	1	2
289	пр все	1	2
290	и это	5	2
291	с ее	2	2
292	как не	2	2
293	но при	1	2
294	здесь не	1	2
295	то или	4	2
296	и всякое	1	2
297	можно только	2	2
298	это только	3	2
299	ничего не	3	2
300	познания и	1	2
301	на все	2	2
302	нечто совсем	1	2
303	совершенно неверно	1	2
304	или на	2	2
305	ее и	1	2
306	и во	1	2
307	что и	5	2
308	и только	4	2
309	в художественной	1	2
310	нем и	2	2
311	может иметь	3	2
312	говорит в	1	2
313	и действительно	1	2
314	должен быть	1	2
315	поэтому и	1	2
316	именно на	1	2
317	является не	1	2
318	из них	3	2
319	превращаются в	1	2
320	ту или	1	2
321	тогда он	1	2
322	допустим что	1	2
323	сами по	3	2
324	содержание и	1	2
325	от того	4	2
326	же деле	1	2
327	и содержания	1	2
328	и даже	14	2
329	или иной	1	2
330	в области	2	2
331	и из	3	2
332	и тех	1	2
333	в каких	2	2
334	к которому	1	2
335	мы еще	1	2
336	и др	1	2
337	связано с	1	2
338	превращается в	1	2
339	самом же	1	2
340	была бы	3	2
341	не об	1	2
342	нет никаких	1	2
343	но уже	1	2
344	быть только	2	2
345	а к	1	2
346	но это	7	2
347	но для	1	2
348	сознания и	5	2
349	все стороны	1	2
350	конце концов	1	2
351	мы должны	2	2
352	в целях	3	2
353	к самому	1	2
354	но если	1	2
355	эти элементы	1	2
356	от души	2	2
357	в таком	4	2
358	который должен	1	1
359	я и	2	1
360	от этой	1	1
361	также что	2	1
362	неотделима от	1	1
363	не должны	1	1
364	времени не	1	1
365	таком случае	3	1
366	сам по	3	1
367	и то	7	1
368	тех же	1	1
369	все искусство	1	1
370	между двумя	1	1
371	вещь не	1	1
372	и до	1	1
373	уже указывали	1	1
374	ведь и	1	1
375	оно было	1	1
376	в какой-то	1	1
377	все те	1	1
378	быть действительно	1	1
379	не происходит	1	1
380	есть не	7	1
381	со всех	1	1
382	бы уже	1	1
383	мы имеем	3	1
384	уже что	1	1
385	этого нет	3	1
386	всех его	1	1
387	чистого и	1	1
388	во времени	4	1
389	нам в	1	1
390	не была	1	1
391	оно есть	3	1
392	выражение она	1	1
393	в большом	1	1
394	как эта	1	1
395	ему в	1	1
396	этого термина	1	1
397	то это	2	1
398	пространство и	1	1
399	не кончается	2	1
400	выражение как	1	1
401	это время	3	1
402	так или	2	1
403	себе а	1	1
404	оно может	1	1
405	быть никакого	1	1
406	из литературы	1	1
407	определенный предмет	1	1
408	это действительно	1	1
409	души есть	1	1
410	оно ни	1	1
411	и понимает	1	1
412	как у	1	1
413	а только	3	1
414	теперь что	1	1
415	от характера	1	1
416	явлений и	2	1
417	только тогда	7	1
418	нужно быть	1	1
419	вовсе нельзя	1	1
420	себе и	3	1
421	не просто	12	1
422	от действительности	1	1
423	они действительно	1	1
424	сама по	7	1
425	его на	1	1
426	с этим	3	1
427	и нет	2	1
428	в одних	1	1
429	к новому	1	1
430	кроме того	3	1
431	или иную	1	1
432	очень многие	1	1
433	и конечно	1	1
434	та же	4	1
435	всею своею	1	1
436	из жизни	1	1
437	вопрос почему	1	1
438	не даны	2	1
439	чем больше	1	1
440	никакого существенного	1	1
441	жизни так	1	1
442	в последнее	1	1
443	с их	1	1
444	остановиться на	1	1
445	иначе и	2	1
446	на то	1	1
447	не могла	1	1
448	и если	4	1
449	или быть	1	1
450	к искусству	1	1
451	три года	1	1
452	жизни наконец	1	1
453	время и	2	1
454	он не	4	1
455	в принципе	1	1
456	этого вопроса	1	1
457	не к	1	1
458	котором мы	1	1
459	значение может	1	1
460	душу и	1	1
461	по существу	1	1
462	того можно	1	1
463	в степени	1	1
464	чем она	1	1
465	смысле как	1	1
466	и по	4	1
467	что душа	1	1
468	а ведь	1	1
469	одно и	4	1
470	на этих	1	1
471	но все	2	1
472	в одну	5	1
473	итак между	1	1
474	не будет	2	1
475	философии или	1	1
476	факт что	1	1
477	же не	3	1
478	в определенном	2	1
479	если нет	1	1
480	значение в	1	1
481	в мире	2	1
482	его не	2	1
483	своя органическая	1	1
484	все их	1	1
485	знает что	1	1
486	того или	2	1
487	форму и	1	1
488	на сцене	2	1
489	вещи а	1	1
490	его форм	1	1
491	истории она	1	1
492	и творчества	1	1
493	с этой	1	1
494	всегда и	1	1
495	была уже	1	1
496	чем в	1	1
497	выйти за	1	1
498	форма и	3	1
499	должно быть	7	1
500	не больше	4	1
501	но почему	1	1
502	одного и	1	1
503	на первый	1	1
504	относительно и	1	1
505	вещи в	4	1
506	и при	2	1
507	построение и	1	1
508	именно и	1	1
509	в их	2	1
510	она в	1	1
511	ни была	1	1
512	но он	4	1
513	теми же	1	1
514	но наоборот	1	1
515	и эти	1	1
516	мере в	2	1
517	тому чтобы	1	1
518	и почти	3	1
519	есть всегда	11	1
520	же мы	3	1
521	таковым а	1	1
522	можем сказать	1	1
523	и понимается	1	1
524	нет никакого	2	1
525	этого движения	1	1
526	категория в	1	1
527	с ним	4	1
528	что эта	1	1
529	извне и	1	1
530	самого начала	2	1
531	же вообще	1	1
532	ведь под	1	1
533	того как	2	1
534	религии в	1	1
535	на него	2	1
536	нем должна	1	1
537	это нисколько	1	1
538	всегда нечто	1	1
539	тогда и	1	1
540	когда они	2	1
541	из их	1	1
542	иметь в	2	1
543	но только	3	1
544	этом условии	2	1
545	та или	2	1
546	пространство в	1	1
547	слово и	1	1
548	говорят что	4	1
549	в разных	3	1
550	больше чем	1	1
551	с религией	1	1
552	при всем	1	1
553	они вообще	1	1
554	есть она	1	1
555	предполагать что	1	1
556	правда это	1	1
557	это искусство	1	1
558	и поэтическое	1	1
559	убедиться в	2	1
560	тут только	2	1
561	деле он	1	1
562	невольно возникает	1	1
563	и делает	2	1
564	действительность есть	2	1
565	и самой	1	1
566	больше того	1	1
567	ему не	1	1
568	не потому	6	1
569	с другом	1	1
570	идею и	1	1
571	если он	1	1
572	наконец в	1	1
573	действуют в	1	1
574	во все	2	1
575	мере того	1	1
576	той или	4	1
577	всегда есть	2	1
578	быть конечно	1	1
579	как известно	2	1
580	и самое	1	1
581	можно и	1	1
582	как таковым	2	1
583	своего развития	1	1
584	вывод что	1	1
585	стремящейся к	1	1
586	эти последние	1	1
587	факт не	1	1
588	в собственном	1	1
589	последнее время	1	1
590	чтобы быть	1	1
591	ведь оно	1	1
592	и остался	1	1
593	с самого	2	1
594	и может	6	1
595	и совершенно	2	1
596	только через	2	1
597	только тот	1	1
598	вещи и	3	1
599	его структуре	1	1
600	именно этот	1	1
601	до бесконечности	1	1
602	строго говоря	1	1
603	даны в	3	1
604	совершенно невозможно	2	1
605	и вообще	6	1
606	изображение в	1	1
607	по теории	1	1
608	по мере	1	1
609	е самое	1	1
610	к прошлому	1	1
611	об этом	3	1
612	все дело	1	1
613	содержание этого	1	1
614	и здесь	1	1
615	искусства и	1	1
616	и должно	2	1
617	не был	1	1
618	и возможно	1	1
619	таков например	1	1
620	это вполне	1	1
621	и та	6	1
622	но мы	2	1
623	одного из	1	1
624	и просто	1	1
625	по их	1	1
626	нас в	1	1
627	все в	2	1
628	и смыслом	1	1
629	путь к	1	1
630	от них	1	1
631	только ему	1	1
632	а потому	2	1
633	новая форма	1	1
634	и понятно	1	1
635	не сводится	1	1
636	внешнее и	1	1
637	нужно только	1	1
638	от обстоятельств	1	1
639	что бы	2	1
640	существует не	1	1
641	тело и	3	1
642	существенно и	1	1
643	известно что	1	1
644	жизнь на	1	1
645	быть и	4	1
646	но с	1	1
647	и назначения	1	1
648	мы видим	2	1
649	тот же	1	1
650	к внутреннему	1	1
651	именно о	1	1
652	жизнь с	1	1
653	не видеть	1	1
654	может привести	1	1
655	являются в	1	1
656	одних и	1	1
657	и видим	1	1
658	это же	1	1
659	с одной	2	1
660	в эти	1	1
661	человека с	1	1
662	себя в	2	1
663	так что	7	1
664	есть в	2	1
665	моменты их	1	1
666	литература но	1	1
667	то и	1	1
668	ни одного	1	1
669	же в	2	1
670	и показать	2	1
671	или даже	1	1
672	или просто	1	1
673	одно из	4	1
674	говорит о	1	1
675	ведь это	3	1
676	в одном	4	1
677	чтобы она	1	1
678	для меня	1	1
679	без этого	4	1
680	случае не	1	1
681	которые могут	1	1
682	почему не	1	1
683	и вместе	1	1
684	в других	1	1
685	даже и	1	1
686	момент в	2	1
687	и научное	1	1
688	из двух	1	1
689	даже не	1	1
690	дают в	1	1
691	с другим	1	1
692	до сих	2	1
693	или иначе	2	1
694	однако это	2	1
695	сюда же	1	1
696	именно в	2	1
697	здесь в	1	1
698	а эти	1	1
699	еще и	1	1
700	оказалось в	1	1
701	на ней	1	1
702	только к	2	1
703	к сожалению	2	1
704	не было	3	1
705	чтобы убедиться	1	1
706	одной стороны	1	1
707	зависит от	2	1
708	овладения и	1	1
709	ничем не	1	1
710	жизнь в	2	1
711	как ни	2	1
712	в руках	1	1
713	и условно	1	1
714	другой ее	1	1
715	остается и	1	1
716	о чем	3	1
717	пр и	1	1
718	время оно	1	1
719	что мы	2	1
720	на который	2	1
721	если это	1	1
722	все вообще	1	1
723	между собою	3	1
724	все более	1	1
725	бы оно	1	1
726	нет ничего	1	1
727	в частности	2	1
728	нами как	2	1
729	только его	1	1
730	стать только	1	1
731	своей отвлеченности	2	1
732	раз он	1	1
733	виде очень	1	1
734	не дают	1	1
735	которые являются	1	1
736	а другое	1	1
737	а потом	4	1
738	происходит в	1	1
739	образ и	1	1
740	в отдельности	1	1
741	отдельности и	1	1
742	друг с	1	1
743	функции ни	1	1
744	в это	3	1
745	но даже	1	1
746	и о	1	1
747	сих пор	2	1
748	только для	1	1
749	является как	1	1
750	вообще все	1	1
751	более и	2	1
752	тех или	2	1
753	каждой из	1	1
754	символ и	3	1
755	и времени	5	1
756	и часто	2	1
757	образом есть	1	1
758	отсюда следует	1	1
759	тем и	1	1
760	никаких указаний	1	1
761	есть одно	1	1
762	мы только	2	1
763	его с	3	1
764	мира и	1	1
765	о котором	3	1
766	в другое	2	1
767	пр в	1	1
768	у достоевского	1	1
769	не должен	1	1
770	от всего	2	1
771	причем эта	1	1
772	тела а	2	1
773	все они	1	1
774	его формы	1	1
775	или не	2	1
776	есть уже	2	1
777	все то	1	1
778	этих элементов	1	1
779	а в	4	1
780	условий и	1	1
781	е в	3	1
782	и начинается	1	1
783	и устремления	1	1
784	данном месте	1	1
785	не знает	1	1
786	состоит из	1	1
787	в живописи	1	1
788	но этот	1	1
789	или иного	1	1
790	предмет на	1	1
791	что под	1	1
792	в каком-то	4	1
793	время не	3	1
794	уже нельзя	2	1
795	как поэтические	1	1
796	особая и	1	1
797	можно назвать	1	1
798	допустить что	1	1
799	особый тип	1	1
800	вполне понятно	1	1
801	и можем	1	1
802	это в	1	1
803	построение но	2	1
