N	2gram	Vinokur_St_1	Literetu
389	некоторые другие	1	1
390	на основе	1	1
391	как по	1	1
392	литературного письма	1	1
393	мысль о	1	1
394	и говорит	1	1
395	только то	1	1
396	думаю что	5	1
397	на свой	2	1
398	читателя в	1	1
399	на том	1	1
400	и когда	1	1
401	же касается	3	1
402	можно было	13	1
403	читателя нужно	1	1
404	нам от	1	1
405	каждого из	2	1
406	мог бы	1	1
407	что никакого	1	1
408	он писал	1	1
409	во второй	9	1
410	мы в	1	1
411	же мере	1	1
412	основана на	1	1
413	поэтому в	3	1
414	в таком	3	1
415	и перед	2	1
416	лишь при	1	1
417	же поэта	1	1
418	быть ни	1	1
419	при котором	1	1
420	притом в	1	1
421	после того	1	1
422	и просто	1	1
423	можно сказать	1	1
424	времени в	1	1
425	второй половины	1	1
426	должно было	2	1
427	те или	1	1
428	однако с	1	1
429	быть вообще	1	1
430	во втором	4	1
431	бы в	1	1
432	стихи и	1	1
433	еще только	1	1
434	же можно	1	1
435	еще несколько	1	1
436	по собственному	1	1
437	что только	1	1
438	убежден что	1	1
439	но зато	1	1
440	дело с	2	1
441	кстати сказать	2	1
442	ср у	1	1
443	но то	1	1
444	этой системе	1	1
445	вопроса о	3	1
446	что писал	1	1
447	не все	3	1
448	слова не	1	1
449	а то	2	1
450	в школе	1	1
451	если судить	1	1
452	что лучше	1	1
453	ответ на	3	1
454	ни с	3	1
455	данного текста	1	1
456	себе в	1	1
457	тогда он	1	1
458	слова в	1	1
459	мы находим	4	1
460	чтобы она	1	1
461	не для	2	1
462	дело и	1	1
463	на долю	1	1
464	во всей	1	1
465	по тем	1	1
466	на деле	1	1
467	нет и	1	1
468	никого не	1	1
469	или иной	1	1
470	не просто	1	1
471	именно в	6	1
472	к которому	4	1
473	текст в	1	1
474	еще и	2	1
475	а с	3	1
476	из таких	1	1
477	после прочтения	1	1
478	этом у	1	1
479	говорит о	3	1
480	в соответствии	1	1
481	здесь дело	2	1
482	системе и	1	1
483	более того	1	1
484	несколько примеров	5	1
485	однако и	2	1
486	именно так	1	1
487	подобного рода	1	1
488	не всегда	2	1
489	что мы	5	1
490	которой он	1	1
491	для этой	1	1
492	поэта в	1	1
493	него в	1	1
494	по праву	1	1
495	так же	5	1
496	усомниться в	1	1
497	в перспективе	1	1
498	и потому	2	1
499	мы говорим	1	1
500	рода этот	1	1
501	стих не	1	1
502	пушкина как	6	1
503	на которое	2	1
504	с некоторыми	1	1
505	пример в	1	1
506	что же	6	1
507	в развитии	1	1
508	ни одно	1	1
509	в тексте	12	1
510	никем не	2	1
511	в своем	2	1
512	в это	1	1
513	лет назад	2	1
514	его в	2	1
515	и от	1	1
516	и некоторые	1	1
517	время не	1	1
518	я с	2	1
519	при таком	2	1
520	и другим	1	1
521	на самом	6	1
522	которая в	1	1
523	на память	1	1
524	всего что	1	1
525	и все	2	1
526	той или	1	1
527	этого рода	1	1
528	еще более	4	1
529	исключительно в	1	1
530	отношении к	1	1
531	но разве	2	1
532	от своего	1	1
533	только и	1	1
534	имеет ничего	2	1
535	а во	3	1
536	от всех	1	1
537	то здесь	1	1
538	именно не	1	1
539	начать с	1	1
540	к его	1	1
541	в последнем	1	1
542	культуры в	3	1
543	из этого	1	1
544	сам в	2	1
545	который в	1	1
546	занимает в	2	1
547	пушкин и	1	1
548	который не	2	1
549	к этому	1	1
550	можно назвать	2	1
551	они не	1	1
552	гораздо более	4	1
