N	2gram	Bakhtin_Pr_1	DiskursI
349	к тому	1	1
350	не имеют	2	1
351	но они	4	1
352	еще более	1	1
353	значительной степени	1	1
354	и даже	3	1
355	хотя и	3	1
356	культа и	1	1
357	присоединиться к	1	1
358	восприятия и	1	1
359	направленную на	1	1
360	и мир	2	1
361	содержанием в	1	1
362	из которых	2	1
363	одном и	1	1
364	как выражение	1	1
365	к миру	3	1
366	произведения в	5	1
367	за пределы	12	1
368	тех же	1	1
369	в новом	1	1
370	на весьма	1	1
371	случае мы	2	1
372	как эстетическая	1	1
373	в современной	2	1
374	отказ от	1	1
375	в других	4	1
376	которое может	1	1
377	к созданию	1	1
378	в новый	2	1
379	языка и	1	1
380	с человеком	1	1
381	звук в	1	1
382	которую он	1	1
383	бытия в	3	1
384	однако для	1	1
385	из этого	1	1
386	это и	1	1
387	к теории	1	1
388	можно говорить	2	1
389	объектом эстетического	1	1
390	не говоря	1	1
391	события в	1	1
392	конечном счете	4	1
393	лишь в	2	1
394	поэтому в	2	1
395	в процессе	1	1
396	ни одна	2	1
397	в самых	1	1
398	то ни	3	1
399	в применении	3	1
400	о другой	1	1
401	обходятся без	1	1
402	в чем	2	1
403	и от	3	1
404	а со	1	1
405	эмоционально-волевую тональность	1	1
406	и взаимодействия	1	1
407	во всем	2	1
408	да и	3	1
409	но всегда	1	1
410	в культуре	2	1
411	в романе	4	1
412	сказать что	4	1
413	имеет место	5	1
414	эстетического объекта	37	1
415	в истории	2	1
416	ничего не	6	1
417	решения вопроса	1	1
418	в первом	1	1
419	чего бы	1	1
420	целом и	1	1
421	события так	2	1
422	на мир	2	1
423	часто и	1	1
424	человек в	2	1
425	однако это	1	1
426	и быть	1	1
427	сделать предметом	2	1
428	ни один	1	1
429	лица и	2	1
430	двух миров	2	1
431	освобождаясь от	1	1
432	мы в	3	1
433	по своему	1	1
434	тенденцию к	2	1
435	в особенности	2	1
436	в конечном	4	1
437	а о	1	1
438	друг друга	1	1
439	и воспринимается	1	1
440	именно поэтому	2	1
441	на границах	5	1
442	одна из	2	1
443	равно как	1	1
444	к лицу	1	1
445	в художественную	1	1
446	для поэтики	1	1
447	со свойственной	1	1
448	ни было	3	1
449	др в	2	1
450	произведение не	3	1
451	мере в	1	1
452	том же	2	1
453	к данному	1	1
454	приходит к	1	1
455	и именно	2	1
456	в самом	7	1
457	форму драматическую	1	1
458	и следовательно	1	1
459	с прошлым	1	1
460	слова и	3	1
461	не для	1	1
462	художественного произведения	11	1
463	в иных	3	1
464	не могут	2	1
465	во внешнем	1	1
466	характер и	1	1
467	о других	1	1
468	тем не	3	1
469	себя и	3	1
470	основе этого	1	1
471	себя как	5	1
472	она и	1	1
473	к художественной	1	1
474	и что	2	1
475	она не	2	1
476	до конца	1	1
477	творец и	1	1
478	принципиальное различие	1	1
479	их исторической	2	1
480	ибо это	1	1
481	не просто	1	1
482	на этом	2	1
483	содержание и	2	1
484	нет дела	1	1
485	для нее	8	1
486	не как	1	1
487	несмотря на	3	1
488	быть и	1	1
489	бы мы	1	1
490	я не	2	1
491	должен быть	2	1
492	к другому	1	1
493	я нахожу	2	1
494	от них	2	1
495	занимает в	1	1
496	на него	3	1
497	живет и	1	1
498	каждый момент	4	1
499	ему не	1	1
500	уже о	1	1
501	и иных	1	1
502	известной степени	4	1
503	стороны в	1	1
504	и всегда	1	1
505	к одному	1	1
506	слова но	3	1
507	на этот	1	1
508	от их	1	1
509	которая не	1	1
510	лицом к	1	1
511	и есть	2	1
512	нас в	1	1
513	он должен	2	1
514	в которых	1	1
515	переживается и	1	1
516	поэзии как	1	1
517	и должно	3	1
518	и др	8	1
519	в глазах	1	1
520	формы и	5	1
521	всего следует	1	1
522	хотя в	1	1
523	точка зрения	3	1
524	рассказа но	1	1
525	события как	1	1
526	только таким	1	1
527	и композиционного	1	1
528	себя самого	4	1
529	которое было	1	1
530	к себе	2	1
531	дела до	1	1
532	к личности	2	1
533	только на	1	1
534	по аналогии	1	1
535	на фоне	3	1
536	нет а	2	1
537	слово в	2	1
538	и выражения	1	1
539	именно это	1	1
540	целого в	1	1
541	не совпадает	2	1
542	и могут	1	1
543	все моменты	2	1
544	к выводу	1	1
545	но именно	1	1
546	мы все	1	1
547	объект и	4	1
548	и между	1	1
549	и несколько	1	1
550	следует однако	1	1
551	и более	2	1
552	применении к	3	1
553	не есть	6	1
554	но для	1	1
555	во втором	1	1
