N	2gram	Tiupa_Hudo_2	Problemy
170	ничего не	5	3
171	той или	1	3
172	не менее	5	3
173	но при	3	3
174	в себя	1	3
175	можно было	3	3
176	так и	8	3
177	если бы	6	3
178	и даже	1	3
179	с ним	7	3
180	и здесь	1	3
181	в различных	1	3
182	между тем	8	3
183	что и	4	3
184	а он	1	3
185	и только	2	3
186	другого в	1	3
187	наконец в	1	3
188	его в	2	3
189	и ее	3	3
190	теперь в	2	3
191	со всеми	1	3
192	себя в	8	3
193	уже не	10	3
194	героя с	1	3
195	в виде	2	3
196	тем что	6	3
197	или иной	2	3
198	о своей	1	3
199	по своим	1	3
200	себя и	2	3
201	в рассказе	21	3
202	он и	1	3
203	него в	1	3
204	ни на	1	3
205	в человеке	3	3
206	рассказа в	4	3
207	по существу	1	3
208	но для	1	3
209	все же	2	3
210	и для	2	3
211	чужого голоса	1	3
212	но зато	1	3
213	это все	1	3
214	не знает	1	3
215	другой стороны	1	3
216	есть и	3	3
217	героя в	1	3
218	я и	6	2
219	а между	4	2
220	отношения к	1	2
221	чтобы не	3	2
222	человека и	3	2
223	на материале	1	2
224	себе как	1	2
225	не во	2	2
226	и о	4	2
227	во внутреннем	1	2
228	время как	1	2
229	на себя	3	2
230	от друга	1	2
231	в каждой	1	2
232	внутрь его	1	2
233	не нужно	1	2
234	установку на	1	2
235	оглядки на	1	2
236	себе он	1	2
237	в сторону	1	2
238	с собою	1	2
239	отношение к	2	2
240	друг от	1	2
241	как в	5	2
242	как нам	1	2
243	его к	1	2
244	в точке	1	2
245	в первом	2	2
246	та же	2	2
247	бы и	4	2
248	что это	5	2
249	бы не	3	2
250	из этих	2	2
251	нами в	1	2
252	как он	3	2
253	к миру	1	2
254	и еще	1	2
255	что рассказ	1	2
256	на том	1	2
257	но все	1	2
258	а затем	1	2
259	об этом	7	2
260	из них	2	2
261	которая как	1	2
262	слова без	1	2
263	слиться с	1	2
264	этой комнате	1	2
265	достоевского и	1	2
266	для чего	1	2
267	мы с	3	2
268	автора и	2	2
269	том что	19	2
270	и при	1	2
271	что говорит	2	2
272	мысли и	2	2
273	и другого	1	2
274	что было	3	2
275	и то	2	2
276	а вот	2	2
277	раз и	1	2
278	дело в	1	2
279	того как	2	2
280	одна из	2	2
281	на себе	1	2
282	появляются в	1	2
283	и всегда	1	2
284	к определенному	1	2
285	тем не	4	2
286	меня и	1	2
287	а лишь	1	2
288	для осуществления	1	2
289	и эта	2	2
290	реплики внутреннего	1	2
291	что на	3	2
292	перед ним	1	2
293	лежит в	1	2
294	я сам	1	2
295	отличается от	1	2
296	это я	1	2
297	здесь мы	1	2
298	для себя	6	2
299	в конце	1	2
300	не могу	3	2
301	настоящее время	1	2
302	особенно в	1	2
303	то время	1	2
304	что у	3	2
305	времени и	1	2
306	в плоскости	1	2
307	со словами	1	2
308	из рассказа	1	2
309	в глаза	1	2
310	его жизни	5	2
311	все его	3	2
312	что вот	1	2
313	того что	1	2
314	быть и	1	2
315	и так	1	2
316	уже в	1	2
317	то и	4	2
318	не принимает	1	2
319	его и	2	2
320	ведь это	1	2
321	может служить	1	2
322	на меня	1	2
323	другого и	2	2
324	нельзя сказать	1	2
325	как же	2	2
326	а с	3	2
327	что не	2	2
328	превращается в	4	2
329	теперь он	1	2
330	в творчестве	1	2
331	так же	3	2
332	с тобой	1	2
333	человек с	1	2
334	например в	1	2
335	своей жизни	4	2
336	рассказа и	2	2
337	между собой	1	2
338	мое я	1	2
339	слова но	1	2
340	для автора	1	2
341	и среди	1	2
342	в настоящее	1	2
343	человек и	1	2
344	для нас	3	2
345	бы он	1	2
346	еще более	1	2
347	хотя бы	2	2
348	отношении к	1	2
349	среди других	3	2
350	образ человека	1	2
351	с ними	3	2
352	сказать что	2	2
353	была бы	3	2
354	себе но	2	2
355	в своих	1	2
356	каждое слово	1	2
357	который не	1	2
358	в таком	1	2
359	таком случае	1	1
360	функции в	1	1
361	и через	1	1
362	композиционный прием	1	1
363	мир где	1	1
364	это и	1	1
365	так у	1	1
366	в чужой	2	1
367	но тем	2	1
368	мысли к	1	1
369	еще мал	1	1
370	его же	1	1
371	все те	2	1
372	к рассказу	1	1
373	жизни здесь	1	1
374	одним из	1	1
375	бы уже	1	1
376	он знает	2	1
377	же как	2	1
378	при анализе	1	1
379	других людях	1	1
380	внутреннего человека	1	1
381	будут ли	1	1
382	принадлежит к	1	1
383	ослабевает и	1	1
384	и тем	1	1
385	ему в	2	1
386	кто же	1	1
387	героев в	1	1
388	а другие	1	1
389	на них	1	1
390	внимательнее к	1	1
391	себя а	1	1
392	от себя	1	1
393	бы то	1	1
394	в сюжете	1	1
395	тем как	2	1
396	иного рода	1	1
397	установкой на	1	1
398	различия между	2	1
399	с одной	3	1
400	то он	1	1
401	но как	1	1
402	точка зрения	1	1
403	перед глазами	3	1
404	если в	2	1
405	с отцом	1	1
406	в общем	1	1
407	человеческих отношений	2	1
408	глава четвертая	1	1
409	нет и	1	1
410	мне же	1	1
411	его я	1	1
412	одном из	1	1
413	без другого	2	1
414	она как	1	1
415	художественного видения	1	1
416	ней в	1	1
417	нем он	1	1
418	ничего и	1	1
419	себе не	1	1
420	о самом	1	1
421	точкой зрения	2	1
422	кричит в	1	1
423	он боялся	1	1
424	бы с	2	1
425	так или	1	1
426	в ответ	3	1
427	в нашем	2	1
428	тоже не	2	1
429	в этой	5	1
430	в рассказах	1	1
431	не стали	1	1
432	будто и	1	1
433	не могла	5	1
434	его но	1	1
435	человек не	1	1
436	все они	3	1
437	что она	7	1
438	человеке в	1	1
439	сказать в	1	1
440	независимость от	1	1
441	он все	1	1
442	из этой	1	1
443	читателя в	1	1
444	собой не	1	1
445	однако он	1	1
446	в корне	1	1
447	своему внешне	1	1
448	на этом	2	1
449	однако в	2	1
450	не бывает	1	1
451	значительной степени	1	1
452	от нее	1	1
453	не следует	1	1
454	слова не	1	1
455	то ни	1	1
456	что все	3	1
457	его характера	2	1
458	и характер	1	1
459	этом он	1	1
460	в мире	7	1
461	и внутренняя	1	1
462	в отставку	1	1
463	из своего	1	1
464	с другими	3	1
465	видит в	2	1
466	как к	1	1
467	который и	2	1
468	непосредственным продолжением	1	1
469	и иных	1	1
470	делает его	1	1
471	за ней	1	1
472	выходя из	1	1
473	их как	1	1
474	берет на	1	1
475	в ее	18	1
476	не всегда	1	1
477	и уже	4	1
478	несмотря на	3	1
479	о чем	8	1
480	чем в	1	1
481	такою же	1	1
482	и тогда	2	1
483	не мог	1	1
484	же я	2	1
485	героя нельзя	1	1
486	несет в	1	1
487	является непосредственным	1	1
488	в г	2	1
489	во второй	2	1
490	от своего	2	1
491	это ощущение	1	1
492	о герое	1	1
493	это только	1	1
494	вот он	4	1
495	еще нет	1	1
496	она в	2	1
497	эта как	1	1
498	в последней	2	1
499	с уверенностью	1	1
500	от его	1	1
501	стало быть	1	1
502	другом и	1	1
503	теми же	1	1
504	же ты	1	1
505	обращение к	1	1
506	лежит не	1	1
507	будем жить	1	1
508	весь в	1	1
509	что с	1	1
510	виду что	1	1
511	что ему	1	1
512	мысли в	1	1
513	автора он	1	1
514	освободиться от	1	1
515	ее с	1	1
516	в основе	2	1
517	доминирует в	1	1
518	о них	3	1
519	во всякой	1	1
520	того чтобы	4	1
521	не могло	1	1
522	для всего	1	1
523	только не	2	1
524	мышления и	1	1
525	как два	1	1
526	этих двух	1	1
527	а во	1	1
528	и лишь	1	1
529	по своей	1	1
530	изображенного слова	1	1
531	к вам	1	1
532	прибегать к	1	1
533	оглядка на	1	1
534	лишь одно	1	1
535	героя а	1	1
536	ему не	1	1
537	настоящего времени	1	1
538	обращенной к	2	1
539	же самое	3	1
540	числе и	1	1
541	одного слова	2	1
542	всего в	1	1
543	с авторской	1	1
544	его с	1	1
545	на это	1	1
546	но сама	1	1
547	я тебя	1	1
548	у себя	1	1
549	но по	1	1
550	с ее	5	1
551	других героев	1	1
552	для читателя	1	1
553	и говорит	1	1
554	и про	1	1
555	в классической	1	1
556	на нее	1	1
557	те же	2	1
558	всегда говорит	1	1
559	не с	2	1
560	участия в	1	1
561	произведения не	2	1
562	его знает	1	1
563	глубоко и	1	1
564	мотив становится	1	1
565	еще в	1	1
566	человека от	1	1
567	жизнь и	1	1
568	снята а	1	1
569	является в	1	1
570	но иногда	1	1
571	был не	1	1
572	был использован	1	1
573	одно это	2	1
574	автор не	1	1
575	положении он	1	1
576	зрения на	2	1
577	в драматическом	1	1
578	слово то	1	1
579	но мы	1	1
580	на что	1	1
581	после того	1	1
582	можно сказать	6	1
583	любви к	2	1
584	в значительной	1	1
585	нас в	1	1
586	рассказчика а	1	1
587	на всех	1	1
588	не умеет	1	1
589	его трудно	1	1
590	а у	1	1
591	его личности	1	1
592	и всякая	1	1
593	во втором	2	1
594	на одном	1	1
595	уже во	1	1
596	ее как	1	1
597	художественном мире	1	1
598	говорит в	2	1
599	она может	2	1
600	один из	2	1
601	себя с	2	1
602	оно и	1	1
603	и встречает	1	1
604	вне себя	1	1
605	согласиться с	1	1
606	одной из	3	1
607	не видеть	2	1
608	то в	4	1
609	и весьма	1	1
610	еще и	2	1
611	была и	2	1
612	он уже	2	1
613	еще раньше	1	1
614	слову я	1	1
615	но то	1	1
616	говорит только	1	1
617	в уста	1	1
618	именно на	2	1
619	в качестве	4	1
620	без этого	1	1
621	следил за	1	1
622	с нею	3	1
623	раз в	3	1
624	со своим	3	1
625	него и	1	1
626	с женой	2	1
627	или даже	1	1
628	за ним	1	1
629	на своего	1	1
630	ни с	2	1
631	мы знаем	2	1
632	автора но	1	1
633	в прозе	1	1
634	я в	1	1
635	про него	1	1
636	непосредственное же	1	1
637	среди которых	1	1
638	при всей	1	1
639	не о	1	1
640	важно для	1	1
641	не случайно	10	1
642	к чужой	5	1
643	и сама	4	1
644	людей не	1	1
645	как будто	4	1
646	в других	4	1
647	героя его	1	1
648	о которых	2	1
649	лишь для	1	1
650	не было	6	1
651	были бы	1	1
652	чувствует себя	1	1
653	никого не	2	1
654	одной стороны	3	1
655	и т.п	1	1
656	человеком а	1	1
657	или иначе	1	1
658	слово мы	1	1
659	и тех	3	1
660	а именно	1	1
661	том как	2	1
662	человека а	1	1
663	к которому	1	1
664	такое же	1	1
665	с чужого	1	1
666	внешнее и	1	1
667	один и	1	1
668	говорит о	4	1
669	от этого	1	1
670	ей не	2	1
671	был в	1	1
672	которых мы	1	1
673	в воздухе	2	1
674	однако и	2	1
675	жизнь в	2	1
676	и внутренне	2	1
677	он убеждает	1	1
678	все время	3	1
679	своей любви	1	1
680	человек есть	1	1
681	своего я	3	1
682	а так	1	1
683	не то	1	1
684	голубчик мой	1	1
685	не видит	1	1
686	все более	1	1
687	бы оно	1	1
688	его лица	1	1
689	слова от	1	1
690	человек в	3	1
691	вместе с	2	1
692	зачем же	1	1
693	и потому	1	1
694	как это	7	1
695	социальной среде	1	1
696	между характером	1	1
697	в духе	2	1
698	другого я	1	1
699	его собственные	1	1
700	только себя	1	1
701	в это	3	1
702	ли не	1	1
703	на другое	1	1
704	лишь то	1	1
705	о его	2	1
706	в начале	1	1
707	стоит только	1	1
708	в самую	1	1
709	не любил	1	1
710	н я	2	1
711	которой он	1	1
712	но с	1	1
713	его собственная	1	1
714	слове и	1	1
715	которых он	1	1
716	фоне его	1	1
717	самое главное	1	1
718	и от	2	1
719	в пределе	1	1
720	место для	1	1
721	в другой	1	1
722	в двух	2	1
723	она уже	1	1
724	говорят не	1	1
725	души в	1	1
726	в третьем	1	1
727	рассказа у	1	1
728	ибо в	2	1
729	же в	1	1
730	обстоит дело	1	1
731	за этим	1	1
732	по поводу	3	1
733	и героя	1	1
734	от ее	1	1
735	все еще	1	1
736	с сыном	1	1
737	жизни а	1	1
738	к иному	1	1
739	и героем	1	1
740	он получил	1	1
741	в кругу	1	1
742	из этого	1	1
743	у толстого	1	1
744	эти слова	1	1
745	сознания а	1	1
746	можно назвать	1	1
747	жизни и	6	1
748	а я	1	1
749	все что	3	1
750	и другие	5	1
751	это в	1	1
752	к этому	1	1
753	как на	2	1
754	том числе	1	1
