N	2gram	Losev_Vlad_3	Dialekti
112	а в	7	5
113	это и	1	4
114	мы говорим	1	4
115	то это	10	4
116	даже просто	1	4
117	как он	1	4
118	одно и	2	4
119	об этом	6	4
120	нисколько не	3	4
121	смысл и	1	4
122	а есть	2	4
123	и более	2	4
124	на всю	1	4
125	что эта	2	4
126	и притом	3	4
127	это мы	1	4
128	только и	5	4
129	же время	2	4
130	не о	2	4
131	к тому	7	4
132	ничего общего	5	4
133	как мы	8	4
134	только то	2	4
135	и вообще	3	4
136	о том	11	4
137	и об	1	4
138	быть и	2	4
139	мы видим	1	4
140	но не	4	4
141	в котором	4	4
142	в конце	12	4
143	не говорит	5	4
144	как раз	10	4
145	как это	4	4
146	хотя и	7	4
147	или другой	1	4
148	собственно говоря	3	4
149	так же	8	4
150	может и	1	4
151	другой стороны	2	4
152	во всяком	3	4
153	отношения к	5	3
154	самом деле	1	3
155	только потому	1	3
156	должна быть	2	3
157	есть не	2	3
158	и тут	3	3
159	но она	1	3
160	учение об	4	3
161	в ней	5	3
162	как смысл	1	3
163	на самом	3	3
164	а только	7	3
165	к богу	2	3
166	если в	1	3
167	есть просто	2	3
168	все равно	1	3
169	что они	1	3
170	если она	1	3
171	стороны и	2	3
172	говорит что	1	3
173	более или	5	3
174	конечно не	1	3
175	от этого	2	3
176	но эта	1	3
177	в самом	4	3
178	та же	1	3
179	он не	8	3
180	и еще	2	3
181	то как	3	3
182	содержит в	5	3
183	что ни	1	3
184	но все	3	3
185	есть живая	1	3
186	тут надо	1	3
187	этом смысле	3	3
188	в них	1	3
189	должно быть	5	3
190	или менее	5	3
191	имеет ничего	2	3
192	в их	2	3
193	точку зрения	1	3
194	друг другу	1	3
195	при условии	2	3
196	даже в	4	3
197	тому что	4	3
198	и науки	1	3
199	на себе	1	3
200	в основе	1	3
201	иметь в	2	3
202	но только	2	3
203	в разных	2	3
204	в науке	1	3
205	только с	2	3
206	ли это	1	3
207	и всех	1	3
208	указывает на	1	3
209	утверждать что	1	3
210	больше ничего	1	3
211	и о	4	3
212	имеет никакого	1	3
213	жизнь и	3	3
214	чтобы понять	1	3
215	нуждается в	1	3
216	что и	7	3
217	может иметь	1	3
218	один из	1	3
219	но с	2	3
220	только в	13	3
221	только на	5	3
222	считать что	1	3
223	но что	2	3
224	даже и	12	3
225	же это	2	3
226	или иной	1	3
227	даже не	3	3
228	и из	1	3
229	еще и	18	3
230	что для	1	3
231	и потому	10	3
232	в данном	5	3
233	относиться к	1	3
234	что же	9	3
235	в его	14	3
236	не является	2	3
237	он чувствовал	1	3
238	и все	4	3
239	у них	1	3
240	бы в	2	3
241	еще более	1	3
242	конце концов	5	3
243	только что	2	3
244	но вот	3	3
245	отношении к	1	3
246	состоит из	1	3
247	жизни и	1	3
248	думать что	1	3
249	гораздо более	1	3
250	можно говорить	1	2
251	же как	3	2
252	чтобы не	1	2
253	он всегда	2	2
254	самого организма	1	2
255	и больше	1	2
256	для своего	1	2
257	что если	4	2
258	вопрос о	4	2
259	почти все	1	2
260	время как	2	2
261	оно есть	6	2
262	мы и	2	2
263	и говорить	1	2
264	не нужно	2	2
265	быть в	2	2
266	как таковая	1	2
267	то мы	1	2
268	из этих	3	2
269	но как	2	2
270	точка зрения	1	2
271	себе и	2	2
272	относится к	1	2
273	с этим	2	2
274	что касается	2	2
275	и где	1	2
276	просто как	1	2
277	бы и	4	2
278	образом и	1	2
279	не был	8	2
280	все эти	5	2
281	к самому	1	2
282	тоже не	5	2
283	тому же	5	2
284	дальше и	2	2
285	мифологии не	1	2
286	в первую	1	2
287	в виде	13	2
288	не как	2	2
289	на земле	1	2
290	что тут	1	2
291	является не	3	2
292	которое как	1	2
293	что мир	1	2
294	свое учение	1	2
295	в мире	2	2
296	вещи и	1	2
297	это было	3	2
298	ничего такого	1	2
299	надо считать	1	2
300	но уже	2	2
301	мы имеем	3	2
302	с этой	2	2
303	как и	7	2
304	если иметь	1	2
305	до сих	1	2
306	не больше	3	2
307	со всей	1	2
308	и при	1	2
309	в своей	9	2
310	то он	4	2
311	можно найти	2	2
312	всяком случае	3	2
313	себе а	1	2
314	во всем	6	2
315	в которых	1	2
316	в корне	1	2
317	и от	6	2
318	ко всему	1	2
319	ни было	1	2
320	того кто	1	2
321	для нее	1	2
322	раз и	8	2
323	не менее	9	2
324	как можно	2	2
325	но которая	1	2
326	хотя это	1	2
327	иной раз	6	2
328	и другое	1	2
329	что их	1	2
330	как здесь	1	2
331	ровно никакого	1	2
332	учения о	4	2
333	очень мало	1	2
334	заметить что	2	2
335	и является	1	2
336	же он	1	2
337	и эта	3	2
338	этом отношении	2	2
339	которое в	3	2
340	нет ни	2	2
341	отличается от	3	2
342	и надо	1	2
343	и это	6	2
344	о которых	2	2
345	как не	2	2
346	сторону и	1	2
347	ровно никаких	1	2
348	другими словами	1	2
349	как с	2	2
350	в другом	2	2
351	мог бы	4	2
352	или на	1	2
353	можно только	2	2
354	тех кто	3	2
355	на что	1	2
356	эти два	1	2
357	для той	1	2
358	для того	2	2
359	вслед за	1	2
360	есть тоже	1	2
361	и следовательно	1	2
362	того что	7	2
363	же можно	1	2
364	что здесь	3	2
365	на мифологию	2	2
366	и живое	1	2
367	и так	2	2
368	с одной	3	2
369	в качестве	3	2
370	же и	2	2
371	уже не	9	2
372	и у	3	2
373	и внутреннего	1	2
374	если мы	4	2
375	то и	2	2
376	об его	1	2
377	из них	2	2
378	для него	8	2
379	и их	1	2
380	с него	1	2
381	самостоятельное и	1	2
382	со стороны	2	2
383	что человек	1	2
384	тот кто	1	2
385	именно в	3	2
386	здесь в	4	2
387	с той	1	2
388	а с	4	2
389	с ней	1	2
390	науки не	1	2
391	только как	1	2
392	о чем	1	2
393	если это	1	2
394	в частности	1	2
395	объекта и	1	2
396	как в	1	2
397	одной стороны	3	2
398	еще не	4	2
399	как например	2	2
400	такой же	4	2
401	сих пор	1	2
402	но так	1	2
403	она должна	2	2
404	и для	3	2
405	объективно и	1	2
406	идти дальше	1	2
407	то не	2	2
408	три основные	1	2
409	ни к	2	2
410	всегда есть	3	2
411	характерна для	2	2
412	а о	2	2
413	они были	1	2
414	и сейчас	2	2
415	что даже	2	2
416	точно так	4	2
417	как результат	1	2
418	невозможна без	1	2
419	к этому	2	2
420	этой точки	1	2
421	как просто	1	1
422	новое время	1	1
423	я и	1	1
424	а между	1	1
425	как известно	1	1
426	то к	1	1
427	не иначе	2	1
428	скажет что	1	1
429	как все	1	1
430	речь идет	1	1
431	например в	1	1
432	метод конструкции	1	1
433	сущность но	1	1
434	от самой	1	1
435	и без	1	1
436	силы и	1	1
437	бы для	1	1
438	и буквально	1	1
439	нового не	1	1
440	и позитивизм	1	1
441	из самых	1	1
442	и нужно	1	1
443	и этот	2	1
444	и само	2	1
445	это совершенно	1	1
446	мы не	2	1
447	своей философии	3	1
448	теперь мы	1	1
449	всякая вещь	2	1
450	с самых	1	1
451	и сущность	1	1
452	быть у	1	1
453	и неужели	1	1
454	из этого	2	1
455	и абсолютная	1	1
456	он как	1	1
457	кратком изложении	2	1
458	против чего	1	1
459	и бытия	2	1
460	что иное	1	1
461	на себя	2	1
462	система логических	1	1
463	вместо этого	1	1
464	но даже	4	1
465	самый термин	1	1
466	так а	1	1
467	себе что	1	1
468	ничего в	1	1
469	на последнем	1	1
470	и самого	1	1
471	без которой	2	1
472	иное как	1	1
473	что по	1	1
474	на их	1	1
475	ибо здесь	1	1
476	бы мы	1	1
477	во всех	1	1
478	такого что	1	1
479	в ее	1	1
480	других источников	1	1
481	совсем не	5	1
482	мы будем	2	1
483	заметим что	3	1
484	в сторону	2	1
485	от такого	1	1
486	мы сейчас	2	1
487	свое существование	2	1
488	нет и	1	1
489	и чем	1	1
490	один и	1	1
491	и вовсе	3	1
492	его на	1	1
493	только ее	1	1
494	в связи	3	1
495	кто не	1	1
496	когда он	1	1
497	сознания в	1	1
498	и наконец	2	1
499	это тоже	2	1
500	как иначе	1	1
501	и к	2	1
502	имеют характер	1	1
503	если брать	1	1
504	и свою	1	1
505	мягкость и	1	1
506	этой теории	1	1
507	и непосредственная	1	1
508	к чему	1	1
509	еще на	1	1
510	в которой	2	1
511	общего ни	1	1
512	как то	1	1
513	так или	2	1
514	бы не	1	1
515	так в	1	1
516	по преимуществу	2	1
517	часто даже	1	1
518	с их	3	1
519	но его	1	1
520	говорит не	1	1
521	иначе и	2	1
522	земле и	1	1
523	есть софия	1	1
524	и если	7	1
525	что каждая	1	1
526	теории и	1	1
527	больше всего	1	1
528	странное и	1	1
529	при этом	3	1
530	после этого	1	1
531	раз навсегда	3	1
532	и почему	1	1
533	именно то	1	1
534	есть именно	1	1
535	безразлично к	1	1
536	общий итог	1	1
537	к одному	1	1
538	не к	2	1
539	в силу	2	1
540	нами здесь	1	1
541	чем она	1	1
542	понятия это	1	1
543	чем нужно	1	1
544	постольку поскольку	1	1
545	и по	2	1
546	него и	1	1
547	находим у	1	1
548	от других	1	1
549	таким образом	11	1
550	по его	2	1
551	даже сделать	1	1
552	не будет	6	1
553	что все	7	1
554	же не	2	1
555	в состоянии	1	1
556	здесь он	1	1
557	есть все	4	1
558	учением о	1	1
559	же касается	5	1
560	мы уже	5	1
561	есть синтез	2	1
562	и никакого	1	1
563	просто только	1	1
564	подлинной реальности	1	1
565	то есть	24	1
566	они тоже	1	1
567	на каком	1	1
568	его в	2	1
569	те или	2	1
570	как первый	1	1
571	первую очередь	1	1
572	с ортодоксальной	1	1
573	а содержит	1	1
574	нечего и	2	1
575	уже знаем	1	1
576	а это	1	1
577	не находится	1	1
578	всю его	1	1
579	и тем	3	1
580	от всей	1	1
581	однако помнить	1	1
582	в новое	1	1
583	в жизни	2	1
584	материалистической или	1	1
585	далеко не	3	1
586	в этой	8	1
587	это является	2	1
588	этого не	3	1
589	не всегда	1	1
590	идеализм и	1	1
591	тогда если	1	1
592	не заметить	1	1
593	жизни но	1	1
594	оно имеет	1	1
595	с такой	2	1
596	потому и	2	1
597	христианской мифологии	1	1
598	слишком часто	1	1
599	но я	1	1
600	не зависит	1	1
601	взгляд на	2	1
602	в такой	1	1
603	могла быть	1	1
604	место в	1	1
605	добра и	1	1
606	на свою	1	1
607	представление о	1	1
608	вещи не	2	1
609	оказывается что	2	1
610	знаем что	2	1
611	философия и	1	1
612	нуждается даже	1	1
613	мы сказали	1	1
614	мы теперь	1	1
615	эта не	1	1
616	мир и	1	1
617	есть его	1	1
618	которые в	1	1
619	другом и	1	1
620	но он	1	1
621	тем не	10	1
622	еще раз	2	1
623	что философ	1	1
624	без всяких	1	1
625	имеет смысл	1	1
626	общего и	1	1
627	и вся	2	1
628	но ясно	1	1
629	как акт	1	1
630	можно ли	2	1
631	тем самым	2	1
632	участвует в	1	1
633	мало того	1	1
634	виду что	1	1
635	есть прежде	2	1
636	с теми	1	1
637	самого начала	1	1
638	в абсолютном	3	1
639	себе также	1	1
640	то чего	1	1
641	дело в	5	1
642	того как	1	1
643	и вместо	1	1
644	а тогда	1	1
645	как таковых	1	1
646	тогда и	1	1
647	было у	1	1
648	мифологические теории	1	1
649	можно судить	1	1
650	явлением так	1	1
651	того чтобы	3	1
652	человека от	2	1
653	больше чем	2	1
654	под этим	1	1
655	нечто живое	1	1
656	нет совершенно	1	1
657	базируется на	1	1
658	и учение	1	1
659	по своей	2	1
660	и его	10	1
661	связи с	2	1
662	его собственное	1	1
663	здесь же	2	1
664	о таинствах	1	1
665	как будто	1	1
666	бы несколько	1	1
667	в будущем	1	1
668	может показаться	2	1
669	формы с	1	1
670	всему этому	1	1
671	и оно	1	1
672	не могут	2	1
673	мы найдем	1	1
674	и часто	1	1
675	когда мы	1	1
676	прямо нужно	1	1
677	сознания как	1	1
678	вл соловьев	127	1
679	сравнении с	2	1
680	же самое	3	1
681	должны быть	1	1
682	и свое	1	1
683	мифологии но	1	1
684	оно не	3	1
685	что об	1	1
686	него как	3	1
687	ни даже	1	1
688	дать себе	1	1
689	теми кто	1	1
690	нужно однако	1	1
691	нужно сказать	1	1
692	здесь не	3	1
693	новой философии	1	1
694	с каким	3	1
695	в каких	2	1
696	почему и	1	1
697	нет никакой	1	1
698	с самого	1	1
699	то время	4	1
700	осталось бы	1	1
701	вероятно и	1	1
702	материи и	1	1
703	если они	2	1
704	и сам	1	1
705	и каждый	1	1
706	глубоко и	1	1
707	и большей	1	1
708	еще в	5	1
709	в результате	4	1
710	но никак	1	1
711	и весьма	3	1
712	даны в	1	1
713	образа а	1	1
714	с чего	2	1
715	чем нуждается	2	1
716	идея с	1	1
717	другой не	1	1
718	трактуется как	1	1
719	каждый раз	1	1
720	философских рассуждений	1	1
721	и должно	1	1
722	увидел что	1	1
723	то они	1	1
724	ее действие	1	1
725	конечно это	1	1
726	язык и	1	1
727	все вещи	1	1
728	о всеобщем	1	1
729	но мы	2	1
730	совершенно неверно	1	1
731	ясным что	1	1
732	почему же	6	1
733	и просто	1	1
734	сознания есть	1	1
735	но об	1	1
736	ли она	1	1
737	января г	1	1
738	заключается в	1	1
739	все в	1	1
740	доходит до	1	1
741	нечто иное	2	1
742	теории можно	1	1
743	говорить об	1	1
744	новое в	1	1
745	а потому	1	1
746	и максимально	2	1
747	и только	3	1
748	тотчас же	1	1
749	нельзя сказать	3	1
750	но собственно	1	1
751	от этих	1	1
752	о божестве	1	1
753	и заключается	1	1
754	отчет в	2	1
755	раз на	1	1
756	у которого	1	1
757	а именно	12	1
758	дать в	1	1
759	вот эту	1	1
760	не так	3	1
761	но тут	2	1
762	на почве	2	1
763	своему собственному	1	1
764	находятся во	1	1
765	в новой	1	1
766	но например	1	1
767	или иные	2	1
768	в какой	2	1
769	известного рода	1	1
770	пор не	1	1
771	как нечто	3	1
772	года то	1	1
773	это очень	1	1
774	все они	2	1
775	же ее	1	1
776	вот что	3	1
777	да еще	1	1
778	не можем	2	1
779	уже в	3	1
780	вопроса о	1	1
781	только чисто	1	1
782	просто к	1	1
783	и чисто	3	1
784	а то	2	1
785	то чему	2	1
786	и скорее	1	1
787	не дает	1	1
788	все признаки	1	1
789	при помощи	4	1
790	законченной и	1	1
791	в душе	1	1
792	и других	1	1
793	у того	1	1
794	бытия но	1	1
795	сущность и	1	1
796	был бы	3	1
797	отношении которой	1	1
798	земли и	1	1
799	себе в	2	1
800	каком смысле	1	1
801	от другого	1	1
802	или как	4	1
803	не для	1	1
804	от тех	1	1
805	подходим к	1	1
806	для них	1	1
807	у него	24	1
808	же могла	1	1
809	никакого отношения	5	1
810	никуда не	1	1
811	должны сказать	2	1
812	от множества	1	1
813	да это	1	1
814	от того	4	1
815	вот оказывается	1	1
816	и вместе	2	1
817	указание на	1	1
818	бы это	2	1
819	самого же	3	1
820	это будет	1	1
821	имеет значение	1	1
822	же деле	2	1
823	никогда и	2	1
824	на примере	1	1
825	в я	3	1
826	и можно	4	1
827	или иначе	2	1
828	говорить и	1	1
829	и самая	2	1
830	он это	1	1
831	что учение	2	1
832	этой религии	1	1
833	представления но	1	1
834	такое же	1	1
835	в природе	1	1
836	и др	1	1
837	и третье	2	1
838	больше и	2	1
839	идеей то	2	1
840	самом же	2	1
841	смысла и	1	1
842	именно так	1	1
843	становится ясным	1	1
844	эти бесконечные	1	1
845	если не	6	1
846	два года	1	1
847	которого она	1	1
848	уже давно	1	1
849	входить в	1	1
850	то прежде	1	1
851	для ее	1	1
852	вместе с	7	1
853	представить себе	1	1
854	а она	1	1
855	же с	7	1
856	в духе	3	1
857	теорий можно	1	1
858	в европе	2	1
859	законов природы	1	1
860	ничего этого	1	1
861	к своему	2	1
862	чтобы можно	1	1
863	тех и	1	1
864	конечно всегда	1	1
865	а если	2	1
866	наряду с	2	1
867	последнем случае	1	1
868	что камень	1	1
869	перед нами	3	1
870	которая конечно	1	1
871	однако тут	1	1
872	который для	2	1
873	с которым	1	1
874	кто из	1	1
875	по существу	4	1
876	другое не	1	1
877	для понимания	2	1
878	своего развития	1	1
879	было ни	1	1
880	нас интересует	1	1
881	не касается	1	1
882	того и	1	1
883	что мы	2	1
884	видно что	1	1
885	трактоваться как	1	1
886	всякий скажет	1	1
887	между прочим	5	1
888	является как	2	1
889	только еще	1	1
890	от нас	1	1
891	но для	3	1
892	ортодоксальной христианской	1	1
893	кроме того	6	1
894	всего в	1	1
895	только мы	1	1
896	богов и	1	1
897	указать на	4	1
898	ли в	1	1
899	уже на	1	1
900	самых обыкновенных	2	1
901	ему только	1	1
902	на небе	1	1
903	не прямо	3	1
904	это можно	1	1
905	что кроме	1	1
906	мира и	1	1
907	бы даже	1	1
908	но также	1	1
909	как именно	3	1
910	развития и	1	1
911	был ни	1	1
912	который является	1	1
913	на первый	2	1
914	для нас	5	1
915	к этой	2	1
916	возникает вопрос	4	1
917	тут тоже	2	1
918	к раскрытию	1	1
919	разной степени	1	1
920	философской теории	1	1
921	тут мы	1	1
922	а также	8	1
923	существует ли	1	1
924	есть уже	1	1
925	о сущности	1	1
926	всего мира	1	1
927	между ними	1	1
928	от своего	1	1
929	смысле они	1	1
930	не быть	1	1
931	к его	2	1
932	жизни а	2	1
933	которая тоже	1	1
934	в последнем	1	1
935	что идея	1	1
936	в сравнении	2	1
937	не что	1	1
938	и идеи	1	1
939	собою то	1	1
940	только о	3	1
941	есть то	1	1
942	платон и	1	1
943	будучи в	1	1
944	я вижу	2	1
945	и неустанным	1	1
946	и другие	1	1
947	то оно	1	1
948	они не	1	1
949	который не	1	1
950	в таком	3	1
951	все что	1	1
