N	2gram	Losev_Vlad_2	Otkroven
112	он в	1	2
113	учение о	3	2
114	так что	5	2
115	уже в	3	2
116	в душе	1	2
117	что для	2	2
118	всякий кто	1	2
119	же это	2	2
120	которую он	7	2
121	так как	5	2
122	тем что	1	2
123	даже и	3	2
124	и из	2	2
125	его в	4	2
126	в положительной	1	2
127	сказать что	11	2
128	с тем	2	2
129	и очень	2	2
130	было для	2	2
131	чем в	1	2
132	личности и	1	2
133	должно быть	3	2
134	него не	1	2
135	достоевского но	2	2
136	том что	12	2
137	к этому	6	2
138	что же	8	2
139	выше всего	1	2
140	человек всегда	1	2
141	не могли	3	2
142	только бога	1	2
143	своей жизни	3	2
144	с которой	2	2
145	не имеет	2	2
146	любовь к	1	2
147	и для	3	2
148	ничего не	2	2
149	всего и	1	2
150	и ни	1	2
151	к ней	3	2
152	не есть	4	2
153	жизни в	2	2
154	в глубину	1	2
155	в своей	5	2
156	что все	1	2
157	к этой	2	2
158	хотя и	6	2
159	ее в	1	2
160	все еще	1	2
161	но в	8	2
162	о судьбе	1	1
163	бог и	2	1
164	смысле слова	1	1
165	и это	3	1
166	отношения к	3	1
167	также и	6	1
168	например в	1	1
169	можно и	2	1
170	в виду	2	1
171	сам по	2	1
172	людей в	2	1
173	не могу	2	1
174	чистая идея	1	1
175	но тем	2	1
176	характер и	1	1
177	это подтверждается	1	1
178	между двумя	1	1
179	нет никакой	1	1
180	уже с	1	1
181	и до	2	1
182	свое учение	1	1
183	и больше	3	1
184	стремиться к	1	1
185	погружении в	1	1
186	этот период	2	1
187	можно было	2	1
188	к чему	1	1
189	не с	1	1
190	жизнь а	1	1
191	есть не	1	1
192	которая была	1	1
193	характер его	1	1
194	мы не	2	1
195	вот о	1	1
196	и православной	2	1
197	том как	1	1
198	в первый	1	1
199	если бы	1	1
200	в сущности	2	1
201	не вполне	2	1
202	бы даже	1	1
203	жизни как	1	1
204	о нем	2	1
205	в ней	4	1
206	была для	2	1
207	него совершенно	1	1
208	и что	5	1
209	любовью и	1	1
210	его жизни	6	1
211	после того	2	1
212	все его	1	1
213	любви к	1	1
214	вопросу о	1	1
215	самом деле	1	1
216	но ничего	1	1
217	но не	3	1
218	у вл	12	1
219	то он	1	1
220	к богу	1	1
221	в новом	2	1
222	себе и	2	1
223	в древнем	1	1
224	есть просто	2	1
225	и можно	2	1
226	и я	5	1
227	он хотел	1	1
228	но сам	1	1
229	что во	1	1
230	как в	3	1
231	как например	1	1
232	в частности	2	1
233	что нет	1	1
234	интереса к	1	1
235	еще больше	1	1
236	что только	1	1
237	и как	3	1
238	православия и	1	1
239	духа и	1	1
240	ли он	2	1
241	самом начале	1	1
242	о пушкине	2	1
243	него до	1	1
244	то в	5	1
245	за собой	1	1
246	еще близкий	1	1
247	их жизни	1	1
248	и раньше	1	1
249	бы и	1	1
250	что это	4	1
251	есть для	2	1
252	со всеми	1	1
253	в эти	7	1
254	к которой	1	1
255	человека с	1	1
256	думать что	1	1
257	с какой	1	1
258	же и	2	1
259	есть уже	1	1
260	уже не	3	1
261	н страхов	3	1
262	на то	2	1
263	и везде	1	1
264	что она	1	1
265	бы от	1	1
266	на этих	3	1
267	больше всего	1	1
268	после которого	1	1
269	и других	1	1
270	да и	3	1
271	из них	1	1
272	после этого	1	1
273	его и	2	1
274	они в	1	1
275	чем у	1	1
276	к одному	1	1
277	в одном	1	1
278	свои собственные	1	1
279	вовсе не	4	1
280	и сам	2	1
281	вот с	1	1
282	само по	2	1
283	этом отношении	1	1
284	вещей и	1	1
285	от того	1	1
286	его целиком	1	1
287	сказать с	1	1
288	и даже	10	1
289	со стороны	4	1
290	по силе	1	1
291	что пишет	4	1
292	где оно	1	1
293	уже сам	1	1
294	как у	2	1
295	заключается в	2	1
296	в глазах	1	1
297	нам всем	1	1
298	а именно	6	1
299	сказать про	1	1
300	он ни	1	1
301	с вопросом	1	1
302	русскую идею	1	1
303	и прежде	2	1
304	а это	3	1
305	в свой	1	1
306	он во	1	1
307	было и	1	1
308	на людей	1	1
309	в жизни	1	1
310	кажется что	2	1
311	в это	4	1
312	жила в	1	1
313	в них	3	1
314	вл соловьева	152	1
315	ли может	1	1
316	был в	2	1
317	на этот	4	1
318	что природа	1	1
319	стремится к	2	1
320	всю жизнь	1	1
321	у его	1	1
322	и своим	1	1
323	тонет в	1	1
324	нужно считать	1	1
325	а ведь	1	1
326	о чем	6	1
327	своей новой	1	1
328	помешало бы	1	1
329	бога и	1	1
330	нисколько не	2	1
331	народа и	2	1
332	под влиянием	3	1
333	он и	3	1
334	и случайное	1	1
335	не так	1	1
336	в пустыне	1	1
337	мужчины и	1	1
338	начиная с	2	1
339	его как	1	1
340	против католичества	1	1
341	и без	1	1
342	как это	7	1
343	в котором	5	1
344	оказывается что	1	1
345	с до	1	1
346	слишком много	1	1
347	он говорит	1	1
348	любовь и	1	1
349	мир и	1	1
350	это есть	1	1
351	сделал для	1	1
352	и дела	1	1
353	в мир	1	1
354	всяком случае	6	1
355	в конце	13	1
356	ней не	1	1
357	что сам	1	1
358	не любит	1	1
359	лет назад	1	1
360	и напряженной	1	1
361	из писателей	1	1
362	в отношении	3	1
363	и здесь	1	1
364	вообще но	1	1
365	но это	4	1
366	оба они	1	1
367	чтобы иметь	1	1
368	ему еще	1	1
369	она не	2	1
370	в петербург	5	1
371	всего его	1	1
372	любовь эта	1	1
373	этого нужно	1	1
374	дело в	3	1
375	того как	2	1
376	было не	1	1
377	было у	2	1
378	идеях и	1	1
379	а что	2	1
380	в отношениях	1	1
381	жизни не	1	1
382	и весь	1	1
383	христа и	1	1
384	что их	1	1
385	и лишь	1	1
386	говорит в	1	1
387	еще более	3	1
388	в русском	2	1
389	с достоевским	1	1
390	и женщины	1	1
391	ни к	1	1
392	во всем	1	1
393	вот что	4	1
394	достоевского можно	1	1
395	в сознании	1	1
396	нужно отметить	1	1
397	личной судьбы	1	1
398	отношении к	1	1
399	как будто	2	1
400	ты не	1	1
401	ведь все	1	1
402	перед ним	1	1
403	всего мира	1	1
404	у нас	6	1
405	всему этому	2	1
406	бытия как	1	1
407	была бы	1	1
408	свое собственное	1	1
409	от всех	1	1
410	к его	2	1
411	не стал	1	1
412	ко всему	4	1
413	вл соловьев	136	1
414	он начинал	1	1
415	это конечно	1	1
416	та же	1	1
417	в свое	1	1
418	особенно в	1	1
419	жизни и	6	1
420	будто бы	2	1
421	во всяком	6	1
422	он никогда	2	1
423	дела что	1	1
424	от которой	1	1
