N	2gram	Vinokur_Ku_3	Analitik
290	смысле слова	2	1
291	ничего нельзя	1	1
292	тех же	4	1
293	и должны	1	1
294	самый предмет	1	1
295	отношения между	4	1
296	по преимуществу	3	1
297	не имеют	1	1
298	все те	2	1
299	должна быть	3	1
300	собственном смысле	2	1
301	в обиход	1	1
302	в зависимости	7	1
303	форма его	1	1
304	она в	1	1
305	на тех	1	1
306	знание по	1	1
307	для достижения	1	1
308	простейшим примером	1	1
309	мы не	3	1
310	которую я	2	1
311	язык как	1	1
312	равно как	2	1
313	содержания могут	1	1
314	к смыслу	1	1
315	как я	2	1
316	как не	1	1
317	зависимости от	8	1
318	здесь как	2	1
319	в ней	3	1
320	свою очередь	1	1
321	литературы и	1	1
322	по этому	1	1
323	он сам	1	1
324	это возможно	1	1
325	его работы	1	1
326	ответа на	2	1
327	быть в	2	1
328	в различных	2	1
329	в чем	5	1
330	тем как	1	1
331	или во	1	1
332	в ее	4	1
333	чем это	2	1
334	мы будем	1	1
335	но как	3	1
336	а только	1	1
337	в сторону	1	1
338	не входит	1	1
339	только тогда	4	1
340	могут и	2	1
341	или иное	2	1
342	связи и	2	1
343	оно дано	1	1
344	независимо от	5	1
345	как в	4	1
346	если на	1	1
347	за этим	1	1
348	что касается	1	1
349	помнить что	1	1
350	в противном	1	1
351	и той	1	1
352	это отнюдь	1	1
353	к числу	1	1
354	более или	2	1
355	дисциплин это	1	1
356	со своей	1	1
357	не безразличная	1	1
358	именно эта	1	1
359	меньшей мере	1	1
360	с какой	1	1
361	что это	3	1
362	а во-вторых	2	1
363	он в	2	1
364	что выше	1	1
365	учение о	2	1
366	в известном	2	1
367	и тот	2	1
368	имеем в	1	1
369	и те	1	1
370	из общей	1	1
371	если он	1	1
372	и соответствующую	1	1
373	мы наблюдаем	1	1
374	а вовсе	1	1
375	этот процесс	1	1
376	противном случае	1	1
377	вернуться к	1	1
378	однако при	1	1
379	например или	1	1
380	всех этих	1	1
381	не значит	5	1
382	или иному	1	1
383	в виде	1	1
384	не как	2	1
385	язык он	1	1
386	отношений между	2	1
387	нам только	1	1
388	а о	1	1
389	его от	1	1
390	без исключения	1	1
391	и наоборот	1	1
392	в основу	1	1
393	но все	2	1
394	быть использован	1	1
395	а вместе	1	1
396	здесь мы	1	1
397	совокупности своей	1	1
398	что все	2	1
399	во внутреннюю	1	1
400	том случае	4	1
401	высказывания и	1	1
402	его в	2	1
403	заключается в	4	1
404	с вопросом	2	1
405	и тем	6	1
406	все равно	1	1
407	с тем	6	1
408	и уже	1	1
409	как сказано	1	1
410	остается в	2	1
411	же я	1	1
412	и становится	1	1
413	вопроса об	1	1
414	или менее	2	1
415	в этих	2	1
416	себя внимание	2	1
417	во время	1	1
418	сказать не	1	1
419	и при	2	1
420	она сама	1	1
421	поэтического творчества	1	1
422	и ее	1	1
423	в отношении	3	1
424	в такой	1	1
425	как вторая	1	1
426	же основаниях	1	1
427	равной мере	1	1
428	то его	1	1
429	в которых	3	1
430	свой смысл	1	1
431	мысли от	1	1
432	одном из	1	1
433	точку зрения	2	1
434	но он	1	1
435	по крайней	1	1
436	речи в	7	1
437	не должно	1	1
438	у читателя	1	1
439	здесь принадлежит	1	1
440	зрения и	1	1
441	случае мы	1	1
442	нас к	2	1
443	например и	1	1
444	тому что	4	1
445	раз и	2	1
446	ему как	1	1
447	не менее	12	1
448	оба эти	1	1
449	себе целью	2	1
450	первая часть	1	1
451	и остается	1	1
452	к этим	1	1
453	на него	3	1
454	структурные моменты	2	1
455	виду не	1	1
456	при наличности	1	1
457	в самых	1	1
458	одной и	1	1
459	это еще	2	1
460	все без	1	1
461	нельзя не	2	1
462	о природе	1	1
463	ничего не	6	1
464	по меньшей	1	1
465	иными словами	8	1
466	того в	1	1
467	такая же	2	1
468	не говорит	1	1
469	во всем	1	1
470	но это	5	1
471	вместо этого	1	1
472	возможно в	1	1
473	обращает на	1	1
474	ставит перед	2	1
475	эту сторону	2	1
476	мы и	1	1
477	что раз	1	1
478	в каком	3	1
479	фактов и	1	1
480	уже о	2	1
481	начиная с	1	1
482	в совокупности	1	1
483	нашей проблемы	1	1
484	всего в	1	1
485	как для	1	1
486	от научного	1	1
487	утверждать что	1	1
488	на это	1	1
489	решается в	1	1
490	можно и	1	1
491	но по	1	1
492	в лингвистике	1	1
493	в виду	8	1
494	а язык	1	1
495	говоря уже	2	1
496	или несколько	1	1
497	как специфическая	1	1
498	подходе к	1	1
499	уже потому	1	1
500	языка и	2	1
501	то или	2	1
502	на той	1	1
503	культуры и	1	1
504	на том	2	1
505	же касается	1	1
506	слово есть	3	1
507	по аналогии	1	1
508	те же	7	1
509	системе знаков	1	1
510	при одном	1	1
511	предмет его	1	1
512	высокой ступени	1	1
513	об одном	1	1
514	и должно	5	1
515	в самой	1	1
516	внимание на	2	1
517	слова как	2	1
518	но мы	2	1
519	и что	7	1
520	пор пока	4	1
521	может не	1	1
522	на дорогу	1	1
523	на точку	2	1
524	и научной	1	1
525	или особенно	1	1
526	связь между	3	1
527	они являются	1	1
528	эти два	2	1
529	конечно может	1	1
530	и н	1	1
531	и только	3	1
532	крайней мере	1	1
533	целого а	1	1
534	из читателей	1	1
535	слов и	5	1
536	и иных	1	1
537	все время	1	1
538	он создал	1	1
539	знания и	1	1
540	в него	1	1
541	в современной	1	1
542	тех пор	4	1
543	быть и	1	1
544	я все	2	1
545	и дело	1	1
546	тот же	6	1
547	языка на	1	1
548	мы увидим	1	1
549	что даже	1	1
550	а тем	2	1
551	проникнуть в	1	1
552	входит в	1	1
553	может оказаться	2	1
554	система знаков	1	1
555	самые разнообразные	1	1
556	этих слов	3	1
557	же при	1	1
558	что ж	1	1
559	все они	2	1
560	смысл только	2	1
561	связи с	6	1
562	не можем	1	1
563	если и	2	1
564	то и	2	1
565	иной форме	1	1
566	выделения и	1	1
567	языком а	2	1
568	языка как	4	1
569	в отношение	1	1
570	во втором	1	1
571	а то	2	1
572	или даже	1	1
573	в данной	3	1
574	языка но	3	1
575	что речь	1	1
576	поэзии при	1	1
577	за ним	1	1
578	самому факту	1	1
579	о поэзии	4	1
580	не так	3	1
581	всяком случае	1	1
582	могло бы	3	1
583	слова в	4	1
584	мы находим	3	1
585	в одном	2	1
586	для другого	1	1
587	эти понятия	1	1
588	сама в	1	1
589	рода которые	1	1
590	при отсутствии	1	1
591	ставит себе	3	1
592	как раз	4	1
593	тут же	1	1
594	есть слово	2	1
595	и вместе	1	1
596	легко можно	1	1
597	в целях	1	1
598	само собой	1	1
599	были бы	4	1
600	в особенности	2	1
601	выходит за	1	1
602	нам не	1	1
603	себе внимание	1	1
604	до сих	8	1
605	последнего в	1	1
606	вслед за	1	1
607	от смысла	1	1
608	один и	2	1
609	и др	1	1
610	во внешней	1	1
611	что для	1	1
612	превращается в	1	1
613	не было	4	1
614	о художественном	1	1
615	не означает	2	1
616	сколько в	1	1
617	и следовало	1	1
618	внутреннюю связь	1	1
619	его по	1	1
620	о чем	2	1
621	когда же	1	1
622	речи и	1	1
623	не об	1	1
624	наличности в	1	1
625	если не	1	1
626	в связи	5	1
627	области литературной	1	1
628	особой формы	1	1
629	есть точка	1	1
630	своему содержанию	1	1
631	ни на	2	1
632	как это	7	1
633	о границах	1	1
634	по своему	2	1
635	для обозначения	2	1
636	смысле этого	2	1
637	и объективная	1	1
638	научной мысли	1	1
639	труда наука	1	1
640	обоих этих	1	1
641	согласно которому	2	1
642	форма в	1	1
643	как речь	1	1
644	как искусства	1	1
645	с этой	3	1
646	своим результатам	1	1
647	столько в	1	1
648	еще раз	2	1
649	известном смысле	2	1
650	сих пор	8	1
651	о его	1	1
652	от нас	2	1
653	граница между	1	1
654	постановки вопросов	1	1
655	перед нами	1	1
656	этом смысле	1	1
657	тому или	1	1
658	она должна	1	1
659	деле как	1	1
660	и для	1	1
661	указать на	2	1
662	и от	1	1
663	теоретическую базу	1	1
664	к внешней	1	1
665	все что	1	1
666	понять что	1	1
667	в результате	3	1
668	между ними	1	1
669	о котором	1	1
670	я не	5	1
671	хотя и	5	1
672	и вызывает	1	1
673	а скорее	1	1
674	для нас	4	1
675	от него	1	1
676	мы должны	3	1
677	только с	1	1
678	поэтикой в	1	1
679	в большей	2	1
680	идет об	1	1
681	сказано о	1	1
682	же в	1	1
683	есть уже	1	1
684	до тех	4	1
685	к самому	1	1
686	в свою	1	1
687	письма и	1	1
688	лишь по	1	1
689	конечно далеко	1	1
690	не знает	2	1
691	возможно лишь	1	1
692	совершенно не	5	1
693	к его	2	1
694	и составляют	1	1
695	и представления	1	1
696	что то	1	1
697	таким же	1	1
698	а может	1	1
699	поэтики в	1	1
700	по поводу	3	1
701	именно здесь	1	1
702	и эта	1	1
703	это понятие	1	1
704	они не	3	1
705	вот этот	1	1
706	поскольку с	1	1
707	который не	1	1
708	языка является	1	1
709	во всяком	2	1
710	этой точки	1	1
