N	2gram	Kanaev_Sov_1	FransuaR
134	жизни но	1	2
135	но эта	1	2
136	их в	4	2
137	xviii века	1	2
138	раз и	1	2
139	дело в	1	2
140	в процессе	1	2
141	в стадии	5	2
142	этих двух	2	2
143	он называет	1	2
144	и именно	2	2
145	могут быть	2	2
146	и это	1	2
147	приводит к	2	2
148	роль в	2	2
149	во многом	1	2
150	поэтому в	1	2
151	и начало	1	2
152	мы всегда	1	2
153	о том	1	2
154	позволит нам	1	2
155	отметить что	1	2
156	мы видим	2	2
157	этот вопрос	1	2
158	с одной	2	2
159	в большинстве	1	2
160	только на	1	2
161	и чисто	1	2
162	в некоторых	2	2
163	одной стороны	1	2
164	на этот	2	2
165	несмотря на	1	2
166	и особенно	1	2
167	быть только	1	2
168	образом на	1	2
169	еще раз	1	2
170	в целом	4	2
171	в образной	1	2
172	кроме того	1	2
173	и для	1	2
174	при таком	3	2
175	и от	1	2
176	не подлежит	3	2
177	или в	1	2
178	хотя и	1	2
179	же в	1	2
180	в свое	1	2
181	в таком	2	2
182	человека и	1	1
183	функции в	1	1
184	а из	1	1
185	это и	1	1
186	все его	1	1
187	жизни мы	2	1
188	между двумя	1	1
189	характерное для	1	1
190	бы к	1	1
191	на две	3	1
192	значение но	1	1
193	входящих в	1	1
194	то же	3	1
195	их и	1	1
196	мы не	9	1
197	и ничего	1	1
198	именно к	1	1
199	говорить о	2	1
200	своим особым	2	1
201	главах мы	1	1
202	но конечно	1	1
203	по отношению	1	1
204	под ногами	1	1
205	конечно совершенно	1	1
206	чем же	1	1
207	с этим	2	1
208	этого развития	1	1
209	свобода по	1	1
210	полного и	1	1
211	развития все	1	1
212	и свою	1	1
213	именно эта	1	1
214	в этот	1	1
215	роль играет	1	1
216	в которой	2	1
217	перестал быть	1	1
218	он в	3	1
219	в нашем	2	1
220	по преимуществу	1	1
221	в известном	1	1
222	остановиться на	1	1
223	всего необходимо	1	1
224	как он	3	1
225	и если	1	1
226	же это	4	1
227	этой стадии	2	1
228	подлежит никакому	1	1
229	и более	1	1
230	на этом	2	1
231	в основу	1	1
232	это конечно	1	1
233	и может	1	1
234	в совершенно	1	1
235	наблюдать на	1	1
236	развития на	1	1
237	было бы	3	1
238	ведь в	1	1
239	но уже	1	1
240	нет в	1	1
241	мы имеем	1	1
242	при которых	1	1
243	оно имеет	1	1
244	в развитии	4	1
245	действительное значение	1	1
246	несколько слов	1	1
247	и при	1	1
248	работы в	1	1
249	что такое	2	1
250	наших дней	1	1
251	это делает	1	1
252	почти не	1	1
253	никакому сомнению	1	1
254	и занимать	1	1
255	мы называем	3	1
256	представление о	1	1
257	точку зрения	4	1
258	которые в	1	1
259	деле все	1	1
260	времени не	1	1
261	сами по	1	1
262	два организма	1	1
263	без всяких	1	1
264	и вся	1	1
265	не менее	2	1
266	невозможным и	1	1
267	но они	1	1
268	описания и	1	1
269	она не	1	1
270	что с	1	1
271	в то	1	1
272	мысли в	1	1
273	в науке	2	1
274	совершенно недопустимым	1	1
275	этого явления	1	1
276	не стремится	1	1
277	на язык	1	1
278	же время	1	1
279	видим что	1	1
280	через все	1	1
281	эти три	1	1
282	с другом	2	1
283	у нас	3	1
284	в живой	1	1
285	человека в	1	1
286	и развития	1	1
287	что при	2	1
288	на это	1	1
289	дальнейшем мы	1	1
290	две клетки	1	1
291	значении в	1	1
292	своего развития	1	1
293	речи мы	1	1
294	что все	2	1
295	необходимости и	1	1
296	значение этих	1	1
297	так в	1	1
298	можно было	1	1
299	те же	1	1
300	не полно	1	1
301	здесь нет	1	1
302	все свои	1	1
303	еще в	1	1
304	это только	1	1
305	мы в	1	1
306	из одного	2	1
307	с человеком	1	1
308	эта сторона	1	1
309	значительно позже	1	1
310	только и	1	1
311	по себе	1	1
312	и та	1	1
313	настоящее время	2	1
314	утверждает что	1	1
315	науке и	1	1
316	пр но	1	1
317	в которую	2	1
318	на ее	1	1
319	и только	1	1
320	именно в	1	1
321	сложное и	1	1
322	и следовательно	1	1
323	известном смысле	1	1
324	она дает	1	1
325	один из	1	1
326	сомнению что	1	1
327	условий а	1	1
328	одной из	1	1
329	два основных	1	1
330	ли он	1	1
331	в какой	1	1
332	и действительно	1	1
333	происходит новое	1	1
334	всяком случае	2	1
335	не было	1	1
336	больших и	1	1
337	уже в	3	1
338	и они	2	1
339	то и	2	1
340	развития мы	2	1
341	не из	1	1
342	его и	1	1
343	на части	1	1
344	в конце	3	1
345	у него	2	1
346	случае не	1	1
347	ее на	2	1
348	заключение нужно	1	1
349	в очень	1	1
350	развития в	2	1
351	до наших	1	1
352	и речи	1	1
353	к которому	1	1
354	она и	1	1
355	в живом	2	1
356	только к	1	1
357	а на	2	1
358	а не	3	1
359	необходимость в	1	1
360	они одинаково	1	1
361	одна из	3	1
362	все более	1	1
363	стадии своего	1	1
364	всех трех	1	1
365	из которых	2	1
366	может стать	1	1
367	а потому	1	1
368	конечно не	1	1
369	в область	1	1
370	в течение	1	1
371	там где	1	1
372	друг с	2	1
373	явления на	2	1
374	человек с	1	1
375	и продуктивной	1	1
376	как например	1	1
377	отличается от	3	1
378	в начале	1	1
379	начале нашего	1	1
380	более и	1	1
381	уже на	1	1
382	раз подчеркнуть	1	1
383	в связи	1	1
384	этот процесс	1	1
385	в результате	6	1
386	в настоящее	2	1
387	развития и	1	1
388	себя самого	1	1
389	с двух	1	1
390	в эту	1	1
391	все они	1	1
392	всеми его	1	1
393	а о	1	1
394	всюду где	1	1
395	ведь именно	1	1
396	отношению к	1	1
397	можно наблюдать	1	1
398	просто не	1	1
399	но еще	1	1
400	к этому	1	1
401	во всяком	2	1
402	все что	1	1
403	такой же	2	1
404	они не	1	1
