N	2gram	Medvedev_F_2	Myslijsy
100	во всяком	5	5
101	сам по	3	4
102	только потому	1	4
103	есть не	1	4
104	и о	2	4
105	в истории	6	4
106	думать что	1	4
107	и с	9	4
108	его в	3	4
109	с другими	10	4
110	и тем	2	4
111	мы имеем	1	4
112	точки зрения	8	4
113	в котором	2	4
114	сих пор	1	4
115	тем не	1	4
116	т п	9	4
117	и более	2	4
118	в то	5	4
119	на котором	2	4
120	того чтобы	3	4
121	в каком	1	4
122	языке и	1	4
123	если же	2	4
124	и может	3	4
125	и та	1	4
126	можно сказать	1	4
127	и значением	3	4
128	что он	5	4
129	хотя бы	6	4
130	то и	3	4
131	только на	3	4
132	до сих	1	4
133	а именно	2	4
134	как же	1	4
135	так же	1	4
136	в данном	1	4
137	в той	2	4
138	да и	1	4
139	и все	3	4
140	слово в	2	4
141	между ними	2	4
142	только как	1	4
143	тем самым	2	4
144	в таком	2	4
145	например в	3	3
146	языка с	1	3
147	самом деле	8	3
148	на самом	3	3
149	и есть	1	3
150	в первом	7	3
151	и до	3	3
152	слова в	3	3
153	той же	1	3
154	которое в	1	3
155	и на	3	3
156	там где	4	3
157	для создания	2	3
158	в действительности	1	3
159	и хотя	1	3
160	в самом	16	3
161	все эти	6	3
162	бы не	1	3
163	так в	3	3
164	и тот	1	3
165	т д	5	3
166	к одному	1	3
167	языком и	2	3
168	и по	2	3
169	в каждом	1	3
170	мы его	1	3
171	не будет	2	3
172	том случае	2	3
173	лишь в	7	3
174	от одного	2	3
175	в них	1	3
176	все равно	1	3
177	ведет к	1	3
178	с точки	7	3
179	но это	2	3
180	не от	1	3
181	их в	2	3
182	ее не	1	3
183	слово для	1	3
184	связанная с	1	3
185	никогда не	2	3
186	же время	5	3
187	связи с	13	3
188	так то	1	3
189	же самым	1	3
190	должны быть	1	3
191	к тому	4	3
192	слова с	1	3
193	языка и	12	3
194	те же	1	3
195	было в	2	3
196	мы в	2	3
197	слово и	2	3
198	в виду	2	3
199	говорим не	1	3
200	образом мы	1	3
201	и только	5	3
202	и следовательно	1	3
203	с ними	2	3
204	этот вопрос	2	3
205	то в	2	3
206	и так	1	3
207	с нею	2	3
208	уже не	7	3
209	в поэзии	12	3
210	при помощи	2	3
211	и других	2	3
212	себе в	1	3
213	и их	3	3
214	всяком случае	5	3
215	даже и	4	3
216	со стороны	2	3
217	именно в	5	3
218	лишь тогда	1	3
219	в речи	1	3
220	все более	2	3
221	в смысле	1	3
222	кроме того	2	3
223	известной степени	4	3
224	в этих	2	3
225	признаков в	1	3
226	в искусстве	2	3
227	в процессе	9	3
228	таком случае	1	2
229	языку и	1	2
230	и поэзия	1	2
231	но тем	1	2
232	на деле	1	2
233	нам кажется	1	2
234	можем судить	1	2
235	явления и	2	2
236	а как	3	2
237	словами в	1	2
238	как мы	7	2
239	гуманитарных наук	1	2
240	что иное	1	2
241	не вполне	1	2
242	но даже	1	2
243	же что	1	2
244	в ней	6	2
245	и сами	1	2
246	иное как	1	2
247	и многие	2	2
248	столь же	2	2
249	в различных	1	2
250	общих чертах	1	2
251	было говорить	2	2
252	то он	1	2
253	внутренняя форма	1	2
254	значение и	3	2
255	к ним	1	2
256	еще дальше	1	2
257	более и	1	2
258	оторваться от	1	2
259	его к	1	2
260	следует сказать	1	2
261	так или	1	2
262	в нашем	1	2
263	из этих	3	2
264	с языком	1	2
265	не следует	4	2
266	он не	6	2
267	состоит в	2	2
268	не как	4	2
269	из виду	1	2
270	для понимания	6	2
271	из него	2	2
272	значительной степени	3	2
273	это было	3	2
274	или если	1	2
275	например с	1	2
276	поэтому можно	1	2
277	чем в	1	2
278	в других	7	2
279	но что	1	2
280	и при	1	2
281	если и	1	2
282	и без	1	2
283	быть названы	1	2
284	в первый	5	2
285	и понятия	1	2
286	о языке	4	2
287	от его	2	2
288	вопрос о	1	2
289	сами по	2	2
290	лишь один	1	2
291	даже в	2	2
292	же мы	1	2
293	тому что	2	2
294	она не	2	2
295	до известной	3	2
296	даже не	2	2
297	виду что	1	2
298	и другое	2	2
299	самого начала	2	2
300	в сущности	4	2
301	иметь в	1	2
302	в общих	1	2
303	и притом	1	2
304	к ней	1	2
305	как она	2	2
306	и его	21	2
307	мы бы	1	2
308	в более	1	2
309	что на	2	2
310	в области	3	2
311	у нас	1	2
312	настоящего времени	1	2
313	в остальных	1	2
314	не могут	7	2
315	можно думать	1	2
316	и вполне	1	2
317	оно не	4	2
318	из себя	1	2
319	и это	2	2
320	слов но	1	2
321	не существует	1	2
322	в ее	2	2
323	данном случае	1	2
324	можно было	1	2
325	таковы что	1	2
326	поэтическом произведении	1	2
327	можно только	1	2
328	представлений и	1	2
329	и здесь	3	2
330	все содержание	2	2
331	что его	1	2
332	других наук	1	2
333	все в	1	2
334	судить о	1	2
335	бы в	5	2
336	еще более	5	2
337	о единстве	1	2
338	отдельного слова	1	2
339	отлично от	1	2
340	может иметь	1	2
341	происходит в	1	2
342	быть и	3	2
343	один из	2	2
344	тот же	1	2
345	что даже	1	2
346	именно на	3	2
347	конечно не	1	2
348	если мы	5	2
349	в большинстве	4	2
350	в виде	1	2
351	каким образом	1	2
352	большинстве случаев	3	2
353	что будет	1	2
354	не так	2	2
355	никто не	1	2
356	пока не	1	2
357	словом на	1	2
358	отношение к	2	2
359	и даже	4	2
360	с другой	3	2
361	или иначе	1	2
362	на этот	1	2
363	и нельзя	1	2
364	и прежде	3	2
365	в свою	1	2
366	было и	2	2
367	стремится к	1	2
368	и др	3	2
369	превращается в	2	2
370	языка в	9	2
371	есть лишь	2	2
372	равно как	2	2
373	слова от	1	2
374	к его	2	2
375	другая сторона	1	2
376	а если	1	2
377	своем развитии	2	2
378	том смысле	3	2
379	художественное произведение	2	2
380	из тех	1	2
381	сравнить с	1	2
382	и для	5	2
383	чтобы понять	1	2
384	от него	2	2
385	быть что	1	2
386	и как	3	2
387	мы должны	1	2
388	хотя в	1	2
389	не что	1	2
390	из этого	2	2
391	языка то	2	2
392	только о	1	2
393	к другим	2	2
394	в своих	1	2
395	можно назвать	1	2
396	непременно должны	1	1
397	вряд ли	2	1
398	то на	1	1
399	можно говорить	2	1
400	одним из	1	1
401	практическое значение	1	1
402	до него	1	1
403	относится и	2	1
404	художественного произведения	6	1
405	начинается с	1	1
406	связана с	1	1
407	того же	1	1
408	все остальное	4	1
409	художественных произведений	1	1
410	дальнейшему развитию	1	1
411	науки о	2	1
412	к своей	1	1
413	идет о	2	1
414	показать что	1	1
415	нового не	1	1
416	тем же	3	1
417	к другому	2	1
418	должна быть	5	1
419	иметь место	1	1
420	от чего	1	1
421	в их	6	1
422	причем и	1	1
423	полагает что	1	1
424	слово было	1	1
425	звука можно	1	1
426	и новые	1	1
427	не была	2	1
428	языка из	1	1
429	оно просто	1	1
430	поэзии не	1	1
431	степени как	1	1
432	зависимости от	3	1
433	себе что	1	1
434	другой язык	2	1
435	слово не	1	1
436	без всякого	1	1
437	это время	2	1
438	свою очередь	1	1
439	меньшей степени	1	1
440	столько же	1	1
441	по этому	2	1
442	на них	1	1
443	как один	1	1
444	в последних	2	1
445	в чем	2	1
446	возможность наслаждения	1	1
447	во всех	5	1
448	но конечно	1	1
449	различия между	1	1
450	словами как	1	1
451	но не	2	1
452	а тем	1	1
453	но как	2	1
454	значением и	1	1
455	отличие от	2	1
456	и речи	5	1
457	эти свойства	2	1
458	различные направления	1	1
459	дает нам	1	1
460	значение его	1	1
461	материала при	1	1
462	перед нами	2	1
463	следующим образом	1	1
464	звука и	5	1
465	и отчасти	3	1
466	эти признаки	1	1
467	духа в	1	1
468	будто несколько	1	1
469	немецкий и	1	1
470	та же	2	1
471	но отсюда	2	1
472	и через	1	1
473	понятие языка	2	1
474	он в	2	1
475	то я	1	1
476	и сложная	1	1
477	от действительности	1	1
478	многое в	1	1
479	в этой	6	1
480	языка при	2	1
481	им в	1	1
482	слова было	1	1
483	имеем в	1	1
484	если он	1	1
485	дальше и	1	1
486	но на	1	1
487	мы получим	1	1
488	есть но	1	1
489	эти первоначальные	1	1
490	для исследования	1	1
491	лишится своего	1	1
492	мы их	1	1
493	и стало	1	1
494	вера в	1	1
495	время и	3	1
496	выходя за	1	1
497	они в	1	1
498	и еще	1	1
499	и совершенно	2	1
500	поэта и	1	1
501	том чтобы	1	1
502	и сам	1	1
503	особенно ясно	1	1
504	какой бы	1	1
505	быть самим	1	1
506	приходим к	2	1
507	мы например	1	1
508	на этом	2	1
509	как материалом	1	1
510	но все	3	1
511	от нее	4	1
512	смысле в	1	1
513	это сопоставление	1	1
514	главным образом	3	1
515	значение в	1	1
516	же касается	1	1
517	произведения с	1	1
518	в каком-нибудь	1	1
519	области гуманитарных	1	1
520	языков хотя	1	1
521	и чтобы	1	1
522	уже готовыми	1	1
523	разница между	2	1
524	входит в	4	1
525	этот чувственный	1	1
526	который и	1	1
527	действительности в	1	1
528	произведения от	1	1
529	он есть	1	1
530	если такая	1	1
531	должен был	2	1
532	науки а	2	1
533	из первых	1	1
534	нет в	1	1
535	это положение	2	1
536	случае мы	1	1
537	далеко не	1	1
538	на явления	1	1
539	в научном	1	1
540	мы видели	4	1
541	явления которые	1	1
542	в развитии	2	1
543	поэзии есть	1	1
544	многие другие	1	1
545	обратимся к	1	1
546	восприятия и	4	1
547	могут становиться	1	1
548	на первый	2	1
549	в эту	1	1
550	новые художественные	1	1
551	в своей	7	1
552	трудная и	1	1
553	к истории	1	1
554	в такой	2	1
555	а от	1	1
556	к предмету	3	1
557	дальнейшее развитие	1	1
558	них новые	1	1
559	сходства с	1	1
560	об отсутствии	1	1
561	однако от	1	1
562	в фонетическом	1	1
563	является только	1	1
564	как предмет	2	1
565	есть его	1	1
566	которые в	1	1
567	но он	1	1
568	друг другу	1	1
569	тому чтобы	2	1
570	бы быть	1	1
571	для нее	2	1
572	как язык	1	1
573	всего его	1	1
574	от тех	2	1
575	теми или	1	1
576	к языку	1	1
577	символизма и	1	1
578	но они	1	1
579	о значении	1	1
580	что эта	2	1
581	нужно уметь	2	1
582	но для	1	1
583	как о	4	1
584	на внутреннюю	1	1
585	сделать и	1	1
586	шаг не	2	1
587	дело в	1	1
588	только из	1	1
589	языке по	1	1
590	ее с	2	1
591	к этим	1	1
592	не по	2	1
593	к изучению	1	1
594	что каждое	1	1
595	поэтических произведений	2	1
596	и имеет	1	1
597	в систему	2	1
598	во всякой	1	1
599	слово по	1	1
600	вытекает из	1	1
601	ничего не	4	1
602	действительности но	1	1
603	в звуке	1	1
604	поэтическое произведение	3	1
605	этих двух	2	1
606	в другую	1	1
607	в данное	1	1
608	или когда	1	1
609	во всем	1	1
610	на гораздо	1	1
611	следует что	3	1
612	только с	1	1
613	как будто	1	1
614	этом отношении	7	1
615	такое изучение	1	1
616	быть к	1	1
617	непосредственно на	1	1
618	но менее	1	1
619	относиться к	1	1
620	и другой	1	1
621	и такие	1	1
622	лежит в	1	1
623	для развития	1	1
624	его звуковая	1	1
625	его с	3	1
626	той или	1	1
627	они и	1	1
628	поэзии как	2	1
629	на предмет	1	1
630	в применении	2	1
631	для образования	1	1
632	значения слова	1	1
633	при таком	1	1
634	значения и	2	1
635	слов мы	1	1
636	как не	1	1
637	но при	1	1
638	и самим	1	1
639	самим собою	1	1
640	в собственном	1	1
641	от изучения	2	1
642	как отрицание	1	1
643	в произведении	1	1
644	с самого	2	1
645	ясно что	1	1
646	в пределах	12	1
647	роль в	3	1
648	и иные	2	1
649	поэтическим произведением	1	1
650	нечто к	1	1
651	в другом	1	1
652	находятся и	1	1
653	времени и	2	1
654	слова только	1	1
655	как между	1	1
656	к действительности	3	1
657	не ради	2	1
658	во второй	2	1
659	том как	1	1
660	литературных направлений	2	1
661	это только	1	1
662	а все	2	1
663	является в	2	1
664	предмет исследования	1	1
665	в словах	1	1
666	смысле и	1	1
667	о нем	1	1
668	зависеть от	1	1
669	это то	1	1
670	поэзии в	3	1
671	и поэтому	1	1
672	художественные произведения	1	1
673	языка вообще	1	1
674	настоящее время	1	1
675	более высокой	1	1
676	что каждый	1	1
677	же книге	1	1
678	что существуют	1	1
679	на что	1	1
680	как эта	1	1
681	происходит таким	1	1
682	другому в	1	1
683	от них	1	1
684	творчества так	1	1
685	и во	1	1
686	языка для	1	1
687	во втором	7	1
688	таким путем	1	1
689	ее так	1	1
690	в форме	1	1
691	что бы	1	1
692	из моментов	1	1
693	есть создание	1	1
694	и всякое	2	1
695	если это	2	1
696	на отдельные	1	1
697	тела не	1	1
698	эти направления	1	1
699	значение не	1	1
700	одной из	1	1
701	история литературы	1	1
702	и поэтическое	1	1
703	самые разнообразные	1	1
704	или же	2	1
705	их не	1	1
706	к звуку	1	1
707	самого поэтического	1	1
708	с одной	1	1
709	в качестве	2	1
710	восприятием и	1	1
711	чего-то внешнего	1	1
712	в единстве	2	1
713	языка как	11	1
714	вещь и	1	1
715	же язык	1	1
716	но совершенно	2	1
717	из них	4	1
718	человека на	1	1
719	и понимание	1	1
720	языка таким	1	1
721	признакам и	1	1
722	который как	1	1
723	к чему-то	1	1
724	в известной	2	1
725	слово как	2	1
726	можно с	1	1
727	иногда и	1	1
728	бытия и	1	1
729	не выходя	1	1
730	образом не	2	1
731	понятия в	2	1
732	но из	1	1
733	перейти к	1	1
734	же это	2	1
735	рядом с	1	1
736	нужно было	2	1
737	для поэтического	3	1
738	непрерывная борьба	1	1
739	говорим о	2	1
740	с другим	1	1
741	за пределы	1	1
742	и против	1	1
743	здесь в	1	1
744	значения в	2	1
745	к которому	1	1
746	в природе	1	1
747	прежде всего	15	1
748	одной стороны	1	1
749	здесь дело	1	1
750	из слова	1	1
751	в теории	4	1
752	именно так	1	1
753	в руках	1	1
754	поэзии на	1	1
755	однако не	3	1
756	бы совершенно	2	1
757	между этими	3	1
758	не об	1	1
759	что перед	1	1
760	под влиянием	1	1
761	его как	2	1
762	если не	1	1
763	должна была	2	1
764	в связи	10	1
765	связь с	1	1
766	можно утверждать	1	1
767	в непрерывном	1	1
768	что раньше	1	1
769	выражение как	1	1
770	как это	2	1
771	может иногда	1	1
772	слова поэтому	1	1
773	если она	1	1
774	влечет за	1	1
775	надо было	1	1
776	к самому	1	1
777	к своему	1	1
778	влияния на	1	1
779	до настоящего	1	1
780	быть во	1	1
781	для обозначения	1	1
782	в последнем	1	1
783	смысле этого	1	1
784	на эту	1	1
785	и природы	1	1
786	в первой	1	1
787	сам не	1	1
788	к дальнейшему	1	1
789	о противопоставлении	1	1
790	как из	1	1
791	и нет	1	1
792	служит лишь	1	1
793	данное время	1	1
794	не могло	1	1
795	качества могут	1	1
796	каждое из	1	1
797	к новому	1	1
798	бы лишь	1	1
799	вещь а	1	1
800	все же	8	1
801	материалом поэзии	1	1
802	или в	3	1
803	его не	2	1
804	в настоящее	1	1
805	слова как	2	1
806	она уже	1	1
807	или другой	1	1
808	ее и	2	1
809	поэтического и	1	1
810	лишь как	4	1
811	и смысл	1	1
812	ее в	2	1
813	или не	1	1
814	же в	1	1
815	поэзии но	1	1
816	система в	1	1
817	от всякого	2	1
818	нам в	1	1
819	а о	3	1
820	но если	1	1
821	другой стороны	4	1
822	была бы	3	1
823	общего с	1	1
824	от всех	2	1
825	в поэтическом	7	1
826	в такие	1	1
827	через то	1	1
828	других случаях	1	1
829	по которой	1	1
830	фундамент на	1	1
831	конечно при	1	1
832	при изучении	1	1
833	и удовлетворяет	2	1
834	самом языке	7	1
835	ли они	1	1
836	жизни и	3	1
837	увидим что	1	1
838	случае если	1	1
839	то оно	1	1
840	и эта	1	1
841	как на	1	1
842	случае его	1	1
843	ничего общего	1	1
844	смысле что	2	1
