N	2gram	Tiupa_Lite_2	slovoVRo
430	не утратив	1	1
431	не просто	1	1
432	теперь эта	1	1
433	где в	2	1
434	а потому	2	1
435	нет и	1	1
436	о своем	1	1
437	к имени	1	1
438	и прежде	1	1
439	текст в	1	1
440	литературное произведение	1	1
441	себя и	2	1
442	что не	2	1
443	только по	1	1
444	то и	3	1
445	как явление	1	1
446	занимает в	1	1
447	однако и	1	1
448	легко и	1	1
449	оно оказывается	1	1
450	что мы	1	1
451	мира в	2	1
452	он и	2	1
453	в руках	2	1
454	нет ничего	1	1
455	о себе	3	1
456	вместе с	5	1
457	автора с	1	1
458	книге о	1	1
459	и столь	2	1
460	это его	2	1
461	вокруг себя	1	1
462	быть не	2	1
463	в это	1	1
464	и нет	2	1
465	впрочем не	2	1
466	но это	3	1
467	о мире	1	1
468	с большой	1	1
469	но с	3	1
470	тех или	1	1
471	оглядка на	1	1
472	за его	1	1
473	и вместо	1	1
474	которых он	1	1
475	живет и	1	1
476	этого рода	1	1
477	творческой личности	1	1
478	не исключают	2	1
479	он по	1	1
480	от него	1	1
481	бы в	1	1
482	долженствование а	1	1
483	же в	2	1
484	личности и	1	1
485	в системе	1	1
486	превращаясь в	2	1
487	себя один	1	1
488	первый раз	2	1
489	героя и	1	1
490	не знает	2	1
491	только как	1	1
492	от всех	1	1
493	от поэзии	1	1
494	в последнем	1	1
495	сам в	1	1
496	есть и	1	1
497	в какой	2	1
498	жизни и	4	1
499	который не	1	1
500	как на	3	1
501	в таком	1	1
502	все что	2	1
503	этой точки	1	1
504	они не	1	1
