N	2gram	Vygotskiy__3	OGranits
489	одна из	2	1
490	вопрос в	1	1
491	форме в	1	1
492	которых он	2	1
493	не знаем	1	1
494	связанная с	1	1
495	того чтобы	8	1
496	мышления в	17	1
497	в самых	1	1
498	само по	2	1
499	школы в	1	1
500	и чем	1	1
501	и становится	1	1
502	связанный с	1	1
503	или в	2	1
504	на одном	1	1
505	того как	3	1
506	данных слов	1	1
507	именно с	1	1
508	нам придется	1	1
509	лишь как	1	1
510	или как	1	1
511	в основе	16	1
512	наблюдения над	1	1
513	находит свое	2	1
514	вообще в	1	1
515	от него	1	1
516	с понятием	3	1
517	а лишь	1	1
518	только что	2	1
519	потому что	6	1
520	связи с	9	1
521	же слова	2	1
522	что вообще	1	1
523	и систематизации	1	1
524	эти три	1	1
525	до того	1	1
526	и развиваются	1	1
527	этом отношении	3	1
528	об этом	2	1
529	понимания и	1	1
530	та или	3	1
531	основании что	2	1
532	сказать что	4	1
533	между словами	1	1
534	речи и	8	1
535	связей и	1	1
536	его мышления	3	1
537	поэтому не	1	1
538	включается в	1	1
539	типа и	1	1
540	и часто	1	1
541	рождается и	1	1
542	с его	2	1
543	указать на	1	1
544	же самое	1	1
545	следовательно не	2	1
546	вместе с	14	1
547	которая уже	1	1
548	к речи	1	1
549	например в	1	1
550	по поводу	1	1
551	распадаются на	1	1
552	со взрослыми	3	1
553	что при	1	1
554	им и	1	1
555	этой точки	2	1
