N	2gram	Nazirov_Tv_1	slovoVRo
104	и других	3	4
105	так как	3	4
106	даже и	1	4
107	себя и	1	4
108	с помощью	1	4
109	и мир	2	4
110	xix века	6	4
111	в основном	4	4
112	в смысле	1	4
113	а в	6	4
114	отношении к	1	4
115	отношению к	1	4
116	в таком	1	4
117	ту же	3	3
118	как это	1	3
119	той же	3	3
120	единство и	1	3
121	человека и	4	3
122	говорить о	1	3
123	в чем	2	3
124	в собственном	1	3
125	перед нами	2	3
126	и как	4	3
127	бы и	1	3
128	человеке и	1	3
129	на этом	1	3
130	еще раз	1	3
131	не столько	2	3
132	связи с	1	3
133	в ней	2	3
134	с установкой	1	3
135	к нему	1	3
136	между тем	1	3
137	что и	2	3
138	всех его	1	3
139	у него	7	3
140	отметить что	1	3
141	в роман	1	3
142	связан с	3	3
143	в свою	7	3
144	стремится к	3	3
145	установкой на	1	3
146	в романах	13	3
147	как к	2	3
148	и от	4	3
149	но это	5	3
150	и часто	1	3
151	что в	12	3
152	из себя	2	3
153	хотя бы	5	3
154	сказать что	2	3
155	одновременно и	2	3
156	героя в	1	3
157	одним из	4	2
158	также и	1	2
159	в сфере	1	2
160	xvii века	1	2
161	это и	3	2
162	оно было	1	2
163	мы уже	1	2
164	но она	2	2
165	с ее	3	2
166	становится объектом	1	2
167	не был	3	2
168	одним словом	1	2
169	не все	1	2
170	с этим	1	2
171	кроме того	1	2
172	хотя и	3	2
173	как уже	1	2
174	лежит на	1	2
175	время это	1	2
176	в себе	2	2
177	эпохи и	1	2
178	роль в	1	2
179	как он	1	2
180	на его	3	2
181	т д	1	2
182	а просто	1	2
183	он не	8	2
184	в виде	3	2
185	борьбу с	1	2
186	и более	1	2
187	людей и	2	2
188	в нее	1	2
189	его романах	2	2
190	значение в	1	2
191	самого автора	1	2
192	мировой литературе	1	2
193	за ней	1	2
194	далеко не	3	2
195	чем в	1	2
196	и прямо	1	2
197	и другие	3	2
198	в их	3	2
199	но эта	1	2
200	но он	2	2
201	русский роман	2	2
202	однако в	2	2
203	даже в	3	2
204	в историческом	1	2
205	действие его	1	2
206	дело в	3	2
207	которого он	2	2
208	в одном	1	2
209	вне его	1	2
210	к ней	2	2
211	входят в	1	2
212	в области	1	2
213	в мировой	1	2
214	отличается от	1	2
215	вырождается в	1	2
216	свою очередь	1	2
217	очень важную	1	2
218	его всегда	1	2
219	в себя	2	2
220	так в	1	2
221	в дальнейшем	3	2
222	мы наблюдаем	1	2
223	особенно в	1	2
224	романе и	1	2
225	о нем	1	2
226	и здесь	1	2
227	на него	1	2
228	о том	6	2
229	но мы	1	2
230	или на	1	2
231	влияние на	2	2
232	может не	2	2
233	нуждается в	1	2
234	еще более	2	2
235	нем и	1	2
236	что он	6	2
237	это очень	1	2
238	со всеми	3	2
239	же и	2	2
240	уже в	3	2
241	на протяжении	3	2
242	его и	1	2
243	и драматически	1	2
244	то что	8	2
245	не было	1	2
246	до сих	1	2
247	именно в	2	2
248	с которым	2	2
249	его как	2	2
250	в одно	2	2
251	в связи	1	2
252	эти слова	2	2
253	вместе с	2	2
254	эта идея	1	2
255	в данном	2	2
256	материал для	1	2
257	сих пор	1	2
258	вокруг него	1	2
259	в более	1	2
260	в точном	1	2
261	или в	2	2
262	все они	1	2
263	в новых	2	2
264	жизни в	6	2
265	только с	1	2
266	может и	1	2
267	не знает	2	2
268	и внутренне	1	2
269	и роман	1	2
270	к его	1	2
271	просто не	3	2
272	себя как	2	1
273	и рассказы	2	1
274	как известно	1	1
275	от этой	1	1
276	этого в	1	1
277	в движение	1	1
278	того же	2	1
279	проблемы в	2	1
280	и есть	1	1
281	за собой	1	1
282	из самых	1	1
283	по преимуществу	2	1
284	мировоззрения и	2	1
285	и до	1	1
286	от которых	1	1
287	и этот	1	1
288	всей ее	1	1
289	важно для	1	1
290	а как	2	1
291	есть не	2	1
292	на тех	1	1
293	и о	1	1
294	место в	3	1
295	он как	1	1
296	для раскрытия	1	1
297	мир с	2	1
298	социальной действительности	2	1
299	проявляется в	1	1
300	не нужно	2	1
301	между собой	1	1
302	он сам	6	1
303	людей в	2	1
304	что его	2	1
305	этой почве	1	1
306	в создании	1	1
307	способы передачи	1	1
308	совсем не	1	1
309	к ним	1	1
310	с каким	2	1
311	связанного с	1	1
312	что так	1	1
313	творчество достоевского	3	1
314	человеку и	1	1
315	в одной	2	1
316	до его	1	1
317	что как	2	1
318	из возможных	1	1
319	романах достоевского	15	1
320	глава iv	1	1
321	частей и	1	1
322	сознания в	1	1
323	целый ряд	1	1
324	героев достоевского	3	1
325	и превращается	1	1
326	связанный с	1	1
327	этой цели	1	1
328	в герое	1	1
329	для ее	1	1
330	или иную	1	1
331	для которого	1	1
332	в самом	3	1
333	та же	4	1
334	в целом	4	1
335	он в	1	1
336	и самый	1	1
337	в этой	5	1
338	но его	2	1
339	говорят о	1	1
340	и те	1	1
341	если он	1	1
342	человек не	1	1
343	общения с	2	1
344	сосредоточенность на	2	1
345	что она	2	1
346	больше всего	1	1
347	по самому	2	1
348	он ни	3	1
349	вокруг себя	2	1
350	этом с	1	1
351	не значит	1	1
352	и сам	1	1
353	у пушкина	2	1
354	и по	3	1
355	в каждом	3	1
356	подход к	1	1
357	он просто	1	1
358	и философии	1	1
359	в мире	4	1
360	об этом	2	1
361	на все	1	1
362	на этой	1	1
363	знает что	1	1
364	это было	1	1
365	действительности в	2	1
366	в последующем	1	1
367	то все	1	1
368	должен был	1	1
369	и тем	2	1
370	здесь нет	2	1
371	в социальном	1	1
372	не предмет	1	1
373	о которых	1	1
374	достоевского и	3	1
375	все равно	1	1
376	восприятие и	1	1
377	приобретает новый	1	1
378	создании образа	1	1
379	в действии	1	1
380	до достоевского	1	1
381	ведет к	2	1
382	пародия на	1	1
383	такой же	2	1
384	в один	2	1
385	способы его	1	1
386	одного и	1	1
387	на первый	1	1
388	в своей	4	1
389	их сознания	1	1
390	и степени	1	1
391	и этический	1	1
392	себе а	1	1
393	мысли и	4	1
394	этого монолога	1	1
395	он живет	1	1
396	не поймет	1	1
397	тем не	2	1
398	важную роль	1	1
399	как от	1	1
400	в таких	1	1
401	если нет	1	1
402	и достоевского	1	1
403	в двух	2	1
404	всегда ли	1	1
405	человека но	3	1
406	и время	2	1
407	самого начала	3	1
408	здесь лишь	1	1
409	и способы	1	1
410	в романном	1	1
411	и притом	2	1
412	они же	1	1
413	героев и	3	1
414	и имеет	1	1
415	и снова	1	1
416	в нас	1	1
417	дело не	3	1
418	для всего	1	1
419	и уже	1	1
420	человека от	1	1
421	действительности но	1	1
422	глава v	1	1
423	в русском	1	1
424	ее с	1	1
425	всей жизни	1	1
426	же он	1	1
427	для осуществления	1	1
428	в образах	2	1
429	xx века	1	1
430	к себе	1	1
431	в духе	2	1
432	в направлении	2	1
433	и должно	1	1
434	во все	1	1
435	если же	1	1
436	его понимании	1	1
437	в недрах	1	1
438	здесь они	1	1
439	протяжении всего	2	1
440	как сон	1	1
441	и это	1	1
442	в виду	2	1
443	как один	1	1
444	всего этого	1	1
445	из главных	2	1
446	человека если	2	1
447	как по	1	1
448	нет никакой	1	1
449	и говорит	1	1
450	с самого	3	1
451	культуры и	1	1
452	этот роман	2	1
453	приводит к	2	1
454	на том	2	1
455	еще в	2	1
456	всегда включает	1	1
457	личности на	1	1
458	во второй	2	1
459	возможно в	1	1
460	в последней	1	1
461	это как	3	1
462	одно из	1	1
463	к языку	1	1
464	с некоторыми	1	1
465	нас и	1	1
466	не на	1	1
467	в общелитературном	1	1
468	обращается к	1	1
469	никак не	1	1
470	с другим	1	1
471	и что	1	1
472	романа мы	1	1
473	можно сказать	2	1
474	самому себе	1	1
475	нас в	1	1
476	мы понимаем	1	1
477	героев например	1	1
478	в игру	1	1
479	тем как	1	1
480	стоит и	1	1
481	во всей	2	1
482	ибо у	1	1
483	вообще и	1	1
484	представления о	1	1
485	в ту	3	1
486	человека как	2	1
487	того что	3	1
488	одной из	4	1
489	в какой	1	1
490	уже говорили	1	1
491	и действительно	1	1
492	соотнесен с	1	1
493	и романом	1	1
494	и ее	1	1
495	их не	1	1
496	вопрос об	1	1
497	всегда с	1	1
498	в качестве	2	1
499	характерной для	1	1
500	с какой	1	1
501	так можно	1	1
502	только на	2	1
503	в больших	1	1
504	от живой	1	1
505	него и	1	1
506	к слову	1	1
507	а это	1	1
508	и обратно	1	1
509	о стиле	1	1
510	гоголя и	2	1
511	сами по	1	1
512	в пространстве	2	1
513	и со	1	1
514	в конце	1	1
515	оно так	1	1
516	и понимающий	1	1
517	жизни на	1	1
518	как раз	1	1
519	тем что	1	1
520	в других	1	1
521	с традицией	2	1
522	науки в	1	1
523	которое может	1	1
524	правды и	1	1
525	романе мы	1	1
526	как у	1	1
527	с той	1	1
528	души и	1	1
529	что не	2	1
530	говорит о	3	1
531	к сожалению	1	1
532	превращается в	1	1
533	а на	1	1
534	а наоборот	1	1
535	зависит от	2	1
536	другой стороны	1	1
537	все время	1	1
538	отнюдь не	5	1
539	его собственной	1	1
540	когда она	1	1
541	понимание его	1	1
542	мира в	2	1
543	для этой	2	1
544	материала то	1	1
545	мы находим	2	1
546	все более	2	1
547	в частности	2	1
548	нет ни	2	1
549	не одно	1	1
550	он говорит	3	1
551	если они	1	1
552	более высоких	1	1
553	что социальное	1	1
554	очень важно	1	1
555	в литературе	2	1
556	и всей	1	1
557	да и	1	1
558	жизни слова	1	1
559	толстого в	1	1
560	человеку как	2	1
561	роман xix	1	1
562	только для	1	1
563	ему свое	1	1
564	мира у	2	1
565	более и	1	1
566	в наше	2	1
567	и борьба	1	1
568	и времени	1	1
569	живет и	1	1
570	бы говорить	1	1
571	на улице	1	1
572	но на	1	1
573	и среди	2	1
574	контакта с	1	1
575	менее чем	1	1
576	же в	1	1
577	только как	1	1
578	этой проблемы	2	1
579	но этот	1	1
580	ко всему	1	1
581	что такое	1	1
582	в своих	5	1
583	только не	1	1
584	к этому	2	1
585	гораздо более	2	1
