N	2gram	Losev_Prob_5	Marksizm
215	с ее	1	2
216	в виду	3	2
217	другими словами	1	2
218	имеет значение	1	2
219	нет никакой	3	2
220	что само	1	2
221	как с	2	2
222	никогда не	7	2
223	с первым	1	2
224	по аналогии	1	2
225	мог бы	1	2
226	и вообще	9	2
227	и даже	14	2
228	о том	12	2
229	все в	3	2
230	этот момент	1	2
231	во втором	2	2
232	что и	6	2
233	говорит он	1	2
234	и только	2	2
235	в литературе	1	2
236	в двух	1	2
237	что он	7	2
238	именно на	2	2
239	в качестве	4	2
240	какой степени	1	2
241	и др	1	2
242	и других	1	2
243	и их	5	2
244	всяком случае	2	2
245	так как	6	2
246	мы можем	5	2
247	как раз	5	2
248	тем что	2	2
249	без всякой	1	2
250	или иначе	1	2
251	что не	2	2
252	нового времени	4	2
253	зависит от	1	2
254	там где	1	2
255	для историка	1	2
256	в частности	4	2
257	из которых	1	2
258	к своему	1	2
259	для всех	1	2
260	в первой	2	2
261	тех пор	1	2
262	с этой	2	2
263	но для	2	2
264	слова но	1	2
265	или в	4	2
266	мира и	2	2
267	в свою	2	2
268	в романе	1	2
269	к его	1	2
270	отношению к	2	2
271	из этого	4	2
272	же и	1	2
273	жизни и	2	2
274	в своих	1	2
275	в таком	2	2
276	том числе	2	2
277	то на	1	1
278	но более	1	1
279	также и	12	1
280	должен быть	1	1
281	новое время	3	1
282	который мог	1	1
283	и то	5	1
284	и без	2	1
285	становится в	1	1
286	людей на	1	1
287	не что	3	1
288	в христианском	1	1
289	тем же	3	1
290	субъект и	1	1
291	и до	2	1
292	свое место	1	1
293	в предыдущей	1	1
294	его не	2	1
295	из всех	2	1
296	которую мы	1	1
297	является наиболее	2	1
298	бы что	1	1
299	является уже	1	1
300	в небольшой	3	1
301	так чтобы	1	1
302	жизни как	1	1
303	они были	1	1
304	жизни это	1	1
305	и самого	3	1
306	которые он	1	1
307	он сам	3	1
308	здесь не	7	1
309	которое он	1	1
310	с его	1	1
311	чуть ли	1	1
312	только после	1	1
313	не без	1	1
314	стали говорить	1	1
315	совсем не	3	1
316	на основе	1	1
317	а только	1	1
318	не входит	2	1
319	со всеми	2	1
320	с собою	1	1
321	отношение к	2	1
322	в едином	1	1
323	определенной форме	1	1
324	найти только	1	1
325	и отчетливость	1	1
326	и вовсе	1	1
327	его на	2	1
328	это был	1	1
329	этого еще	1	1
330	хотя и	8	1
331	могли бы	1	1
332	и наконец	1	1
333	это тоже	1	1
334	по пути	1	1
335	бы стать	1	1
336	довольно редким	1	1
337	с определенной	1	1
338	тон и	1	1
339	и историк	1	1
340	или иную	1	1
341	для которого	1	1
342	как то	1	1
343	что это	1	1
344	и принципиального	1	1
345	так или	1	1
346	концов так	1	1
347	тоже не	2	1
348	в этой	10	1
349	однако как	2	1
350	в буржуазной	2	1
351	и если	1	1
352	иным как	2	1
353	главным образом	1	1
354	она становится	1	1
355	поскольку он	1	1
356	всех этих	1	1
357	ведь не	1	1
358	популярна в	1	1
359	и вот	1	1
360	вообще не	1	1
361	их в	1	1
362	и по	1	1
363	в образе	1	1
364	так например	1	1
365	но всегда	1	1
366	других областях	1	1
367	в нее	1	1
368	его до	1	1
369	мы его	1	1
370	же не	4	1
371	цели как	1	1
372	значение в	1	1
373	об этой	1	1
374	а по	1	1
375	это не	2	1
376	то все	1	1
377	человечества но	1	1
378	после этого	1	1
379	и тем	3	1
380	не чем	2	1
381	но уже	2	1
382	с тем	5	1
383	результате чего	2	1
384	между собою	1	1
385	здесь можно	1	1
386	уже является	1	1
387	его понимаем	1	1
388	еще в	5	1
389	нисколько не	5	1
390	в других	3	1
391	мы как	1	1
392	уйти из	1	1
393	если и	1	1
394	художественного творчества	8	1
395	можно найти	6	1
396	уже к	1	1
397	почти не	1	1
398	одним и	1	1
399	другой вопрос	1	1
400	вторая часть	2	1
401	на которое	1	1
402	или вернее	3	1
403	далее в	1	1
404	что я	1	1
405	для всякого	1	1
406	творчества и	1	1
407	что было	1	1
408	то отсюда	1	1
409	форме идея	1	1
410	где нет	1	1
411	в устах	1	1
412	общего не	1	1
413	ни были	1	1
414	и очень	1	1
415	тем самым	1	1
416	xviii века	1	1
417	с теми	1	1
418	тогда когда	4	1
419	того как	5	1
420	на него	2	1
421	погружается в	1	1
422	и имеет	1	1
423	и пытается	1	1
424	он с	1	1
425	в самой	3	1
426	что наша	1	1
427	и по-видимому	1	1
428	к ней	1	1
429	по своей	2	1
430	потому что	13	1
431	и по-своему	1	1
432	здесь же	1	1
433	то этот	1	1
434	свет и	1	1
435	в духе	3	1
436	является той	1	1
437	вполне понятным	1	1
438	и другой	2	1
439	и всех	1	1
440	как только	1	1
441	избавиться от	1	1
442	той или	1	1
443	людей в	5	1
444	как человек	1	1
445	мы могли	1	1
446	тот и	1	1
447	философа и	1	1
448	конца только	1	1
449	отвлечься от	1	1
450	из двух	1	1
451	на нее	1	1
452	времени и	1	1
453	по природе	1	1
454	в роли	2	1
455	здесь нет	1	1
456	же эти	1	1
457	имеется в	1	1
458	он служит	1	1
459	является по	2	1
460	и должно	1	1
461	пришли к	1	1
462	типа в	1	1
463	и что	6	1
464	аналогии с	1	1
465	принципиальным защитником	1	1
466	в значительной	2	1
467	второй половины	1	1
468	должно было	1	1
469	к нему	3	1
470	говорить об	1	1
471	в науку	1	1
472	в форме	1	1
473	в ту	1	1
474	а его	4	1
475	эта для	1	1
476	образом как	2	1
477	производства и	1	1
478	философии и	1	1
479	речи о	1	1
480	с ними	1	1
481	именно о	2	1
482	мы увидим	1	1
483	очень много	1	1
484	поэтому и	2	1
485	наше время	1	1
486	во времени	1	1
487	или же	2	1
488	бы ни	1	1
489	от них	2	1
490	с одной	3	1
491	вся эта	1	1
492	так что	11	1
493	мысль моя	1	1
494	уже не	6	1
495	уже в	2	1
496	и они	2	1
497	значение и	2	1
498	существования и	1	1
499	которую она	1	1
500	смешиваются в	1	1
501	каким образом	1	1
502	при помощи	6	1
503	связывается с	1	1
504	ту или	1	1
505	который как	1	1
506	нет места	1	1
507	тогда он	1	1
508	содержания и	1	1
509	в одном	3	1
510	каковы бы	1	1
511	не о	1	1
512	и художественный	1	1
513	xvii и	1	1
514	характерны для	1	1
515	о каком	1	1
516	были бы	1	1
517	орудия производства	1	1
518	одной стороны	3	1
519	со стороны	1	1
520	и нельзя	1	1
521	еще и	4	1
522	на которые	1	1
523	в природе	1	1
524	смысле и	1	1
525	себя и	1	1
526	что для	1	1
527	к более	1	1
528	и самый	1	1
529	превращается в	1	1
530	человек в	1	1
531	о чем	1	1
532	него не	2	1
533	под влиянием	1	1
534	является совершенно	1	1
535	мог быть	2	1
536	входить в	1	1
537	и философия	1	1
538	степени не	1	1
539	все основные	1	1
540	как это	1	1
541	но не	7	1
542	а если	1	1
543	его жизни	1	1
544	в пределы	1	1
545	быть только	3	1
546	в мир	2	1
547	по существу	2	1
548	дело здесь	1	1
549	ли не	2	1
550	является для	1	1
551	только ради	1	1
552	его за	2	1
553	между прочим	1	1
554	редким в	1	1
555	в наше	1	1
556	чтобы этот	1	1
557	в более	1	1
558	как такая	1	1
559	времени мы	2	1
560	такого рода	2	1
561	а все	1	1
562	в силах	1	1
563	человек и	2	1
564	у них	1	1
565	не должен	1	1
566	более всего	2	1
567	в большей	2	1
568	зрения в	1	1
569	бы на	2	1
570	и другие	3	1
571	но вот	1	1
572	человека не	1	1
573	с ней	1	1
574	состоит из	1	1
575	была бы	2	1
576	равно как	2	1
577	их с	1	1
578	и так	1	1
579	значение все	1	1
580	же мы	1	1
581	и xviii	1	1
582	чем иным	2	1
583	ее в	2	1
584	нас не	3	1
585	этой точки	1	1
586	гораздо более	4	1
587	которая не	1	1
