N	2gram	Propp_Isto_2	Sovremen
189	обратном порядке	1	1
190	но не	2	1
191	к этому	1	1
192	но как	1	1
193	достаточно для	1	1
194	вся эта	1	1
195	по отношению	3	1
196	позволит нам	1	1
197	это увидим	1	1
198	в гости	1	1
199	другой день	1	1
200	к которому	5	1
201	значит что	1	1
202	к нему	5	1
203	один из	8	1
204	кроме того	2	1
205	одной из	4	1
206	главе мы	1	1
207	увидим что	3	1
208	только в	6	1
209	именно эта	1	1
210	в этот	1	1
211	за собой	1	1
212	другое это	1	1
213	имеет вид	1	1
214	одном случае	2	1
215	до наших	1	1
216	наших целей	2	1
217	остановиться на	1	1
218	и тот	1	1
219	этот вопрос	1	1
220	только на	1	1
221	в следующих	1	1
222	и если	2	1
223	а это	1	1
224	он не	8	1
225	его и	4	1
226	эта система	1	1
227	себе в	1	1
228	и их	2	1
229	становится его	1	1
230	пока не	4	1
231	к одному	1	1
232	как их	1	1
233	такое объяснение	1	1
234	по существу	2	1
235	вовсе не	1	1
236	для них	1	1
237	но что	1	1
238	много и	1	1
239	одной и	1	1
240	же остается	1	1
241	и им	1	1
242	в основу	1	1
243	по его	1	1
244	в очень	3	1
245	это значит	1	1
246	и только	2	1
247	не будет	1	1
248	а затем	2	1
249	и может	2	1
250	в совершенно	1	1
251	в другом	9	1
252	и сделал	1	1
253	одной стороны	3	1
254	чем в	1	1
255	мы это	1	1
256	подлежит никакому	1	1
257	развития на	1	1
258	до сих	6	1
259	с другой	2	1
260	обоих случаях	1	1
261	при которой	1	1
262	и эту	1	1
263	нельзя сказать	1	1
264	именно в	2	1
265	здесь в	2	1
266	будет ли	1	1
267	уже знаем	3	1
268	и прежде	1	1
269	должен был	3	1
270	такое же	1	1
271	в природе	1	1
272	его с	1	1
273	на ней	1	1
274	ни в	2	1
275	конечно совершенно	1	1
276	но уже	1	1
277	он начал	1	1
278	не было	2	1
279	она и	2	1
280	на которых	1	1
281	этого не	5	1
282	несмотря на	1	1
283	и ничего	2	1
284	обратимся к	2	1
285	и следовательно	1	1
286	в связи	5	1
287	том что	7	1
288	но часто	1	1
289	в эту	2	1
290	этом случае	5	1
291	но если	3	1
292	том как	1	1
293	так же	13	1
294	уже к	1	1
295	почти не	1	1
296	пор в	1	1
297	его мнению	1	1
298	никакому сомнению	1	1
299	но никогда	1	1
300	представление о	2	1
301	xix века	1	1
302	от его	1	1
303	в область	4	1
304	в течение	1	1
305	мы проследим	1	1
306	и той	1	1
307	но эта	1	1
308	которые в	1	1
309	бы так	1	1
310	а потом	4	1
311	быть сведен	1	1
312	силу и	3	1
313	в обратном	1	1
314	и более	2	1
315	там где	1	1
316	влечет за	1	1
317	человек с	1	1
318	таких случаев	4	1
319	его здесь	1	1
320	по себе	1	1
321	вести и	1	1
322	только о	1	1
323	можем сказать	1	1
324	сих пор	7	1
325	она дает	2	1
326	играть в	1	1
327	но они	4	1
328	с ним	1	1
329	поэтому что	1	1
330	что эта	2	1
331	она не	5	1
332	я мог	1	1
333	в деталях	1	1
334	в обоих	1	1
335	стадии развития	1	1
336	например у	1	1
337	в процессе	1	1
338	от двух	1	1
339	указать на	1	1
340	уже на	3	1
341	только не	1	1
342	этого явления	1	1
343	никогда не	15	1
344	или в	2	1
345	это как	1	1
346	эта сторона	1	1
347	она уже	1	1
348	видим что	5	1
349	его значения	1	1
350	все они	1	1
351	и его	3	1
352	к живой	1	1
353	связи с	8	1
354	же в	1	1
355	так называемый	2	1
356	наших дней	1	1
357	но это	4	1
358	на части	1	1
359	на которой	2	1
360	и из	2	1
361	это делает	1	1
362	не знает	2	1
363	сказать что	2	1
364	его таким	1	1
365	и для	2	1
366	но можно	1	1
367	очень часто	4	1
368	не что	2	1
369	человека в	2	1
370	в то	1	1
371	если уже	1	1
372	есть то	1	1
373	самое что	1	1
374	отметить что	1	1
375	в какой	1	1
376	но еще	1	1
377	и эта	1	1
378	и снова	1	1
379	на это	1	1
380	они не	4	1
381	на второй	1	1
