N	2gram	Medvedev_U_1	Problema
242	общего и	1	1
243	же не	2	1
244	что такой	1	1
245	а для	1	1
246	а его	2	1
247	говорить не	1	1
248	это не	3	1
249	и теоретической	1	1
250	место и	1	1
251	равносильно тому	1	1
252	определений и	1	1
253	на значение	1	1
254	всего только	1	1
255	все и	1	1
256	на каждом	2	1
257	в которых	1	1
258	речи в	1	1
259	ни было	3	1
260	тому чтобы	1	1
261	принципов и	1	1
262	никогда не	1	1
263	современные формалисты	1	1
264	этого общего	1	1
265	не ставит	1	1
266	бы значение	1	1
267	этом отношении	2	1
268	по нашему	3	1
269	ли является	1	1
270	отказаться от	1	1
271	если нет	1	1
272	но по	1	1
273	такое что	1	1
274	быть звуком	1	1
275	литературы и	2	1
276	этот более	1	1
277	и всякого	1	1
278	смысле и	1	1
279	в порядке	1	1
280	вот почему	7	1
281	находятся в	1	1
282	между тем	2	1
283	переходит в	1	1
284	язык в	1	1
285	и творчество	1	1
286	буквальном смысле	1	1
287	которое мы	1	1
288	и так	1	1
289	имеются не	1	1
290	это же	1	1
291	все они	2	1
292	без этого	1	1
293	вопроса о	2	1
294	слова форма	1	1
295	конечно нет	2	1
296	но для	1	1
297	единицы и	1	1
298	будет не	1	1
299	не для	1	1
300	содержание и	1	1
301	слово как	1	1
302	и искусства	1	1
303	но что	1	1
304	элементы из	1	1
305	не обладает	1	1
306	в сфере	1	1
307	было и	1	1
308	превращается в	2	1
309	нашему мнению	3	1
310	до конца	1	1
311	уже много	1	1
312	нам думается	1	1
313	представляется нам	2	1
314	как элемент	1	1
315	только к	3	1
316	в буквальном	2	1
317	не отсутствует	1	1
318	и потому	1	1
319	его на	1	1
320	в пределах	1	1
321	где же	1	1
322	отдельности и	1	1
323	к проблеме	1	1
324	к следующему	1	1
325	и формы	3	1
326	еще раз	1	1
327	при построении	1	1
328	вне его	1	1
329	случае он	1	1
330	которых она	1	1
331	в точном	1	1
332	на большую	1	1
333	вообще в	1	1
334	пришлось бы	3	1
335	наука о	1	1
336	же в	1	1
337	все элементы	1	1
338	определяет собою	1	1
339	сколько угодно	2	1
340	слова правда	1	1
341	в отдельности	1	1
342	в свое	1	1
343	ее в	1	1
344	как таковое	1	1
345	и эта	1	1
346	этот путь	1	1
347	к этому	1	1
