N	2gram	Losev_Prob_1	Komedia
319	гораздо более	2	1
320	этой цели	1	1
321	роль играет	1	1
322	в чисто	1	1
323	для которого	3	1
324	не приходится	1	1
325	мне не	1	1
326	действительности но	4	1
327	если мы	11	1
328	в себе	15	1
329	самым существенным	1	1
330	среди множества	1	1
331	на его	2	1
332	не имеют	5	1
333	от греческого	1	1
334	его от	3	1
335	в понятие	1	1
336	а вместе	1	1
337	однако едва	1	1
338	не считать	1	1
339	для изображения	1	1
340	в другом	1	1
341	а по	1	1
342	с целью	4	1
343	вместе они	1	1
344	г в	1	1
345	входит в	4	1
346	действительности в	3	1
347	все прочее	1	1
348	по себе	15	1
349	еще одно	1	1
350	в жизни	3	1
351	но уже	5	1
352	остается самим	1	1
353	со своими	1	1
354	и уже	3	1
355	он и	8	1
356	мы видели	1	1
357	выражение в	1	1
358	как таковой	1	1
359	и тогда	1	1
360	не больше	3	1
361	является его	1	1
362	только тем	1	1
363	или менее	3	1
364	в эту	2	1
365	их самих	1	1
366	и при	2	1
367	речь заходит	1	1
368	нас не	2	1
369	я взял	1	1
370	и без	1	1
371	между людьми	1	1
372	приходится с	1	1
373	в памяти	1	1
374	только для	3	1
375	образом и	2	1
376	нам в	1	1
377	тем не	18	1
378	их в	4	1
379	том же	1	1
380	для нее	1	1
381	вместе со	1	1
382	и очень	2	1
383	и одной	1	1
384	с точки	3	1
385	не раз	1	1
386	тем самым	4	1
387	является чем-то	1	1
388	что эта	1	1
389	и традиционных	1	1
390	правда в	1	1
391	как о	1	1
392	в основе	1	1
393	что ей	1	1
394	и внутренней	1	1
395	иметь в	4	1
396	та или	1	1
397	это опять	2	1
398	не составляют	1	1
399	никогда не	7	1
400	ничего не	10	1
401	греческого слова	1	1
402	отнестись к	1	1
403	имеем дело	1	1
404	или об	1	1
405	и является	7	1
406	буквальном смысле	3	1
407	представление об	2	1
408	сводится к	1	1
409	внешней и	1	1
410	в помине	1	1
411	женщины в	1	1
412	в области	2	1
413	в каком	3	1
414	вот в	2	1
415	и некоторые	1	1
416	представляется нам	1	1
417	за своего	1	1
418	его для	2	1
419	и вполне	3	1
420	впервые только	2	1
421	его с	1	1
422	как для	2	1
423	бы он	1	1
424	той или	5	1
425	их изображение	1	1
426	все еще	1	1
427	отказаться от	1	1
428	из себя	1	1
429	должен быть	1	1
430	для себя	3	1
431	всех случаях	1	1
432	мысль о	1	1
433	или для	1	1
434	никакого представления	1	1
435	в пределах	1	1
436	огромное количество	1	1
437	если они	1	1
438	нельзя сказать	2	1
439	уже первый	1	1
440	здесь нет	2	1
441	мог бы	1	1
442	веры в	1	1
443	разного рода	6	1
444	является в	2	1
445	о котором	1	1
446	не будучи	1	1
447	остановимся на	1	1
448	с ним	3	1
449	помнить что	3	1
450	расстаться с	2	1
451	а также	4	1
452	кого не	1	1
453	камней и	1	1
454	внимание на	1	1
455	и та	1	1
456	никак не	4	1
457	как ее	1	1
458	его жизни	1	1
459	одного из	1	1
460	можем сказать	1	1
461	нас в	2	1
462	этих двух	1	1
463	различие в	3	1
464	за свое	1	1
465	при встрече	1	1
466	не хуже	1	1
467	во всей	3	1
468	что же	9	1
469	быть даже	2	1
470	них в	1	1
471	и ни	4	1
472	в браке	1	1
473	и следовательно	3	1
474	своему содержанию	3	1
475	впрочем не	1	1
476	не зная	1	1
477	в литературе	4	1
478	имеется в	1	1
479	с отдельными	1	1
480	понимать не	2	1
481	по своей	1	1
482	этого ряда	1	1
483	всякого рода	1	1
484	мы видим	2	1
485	речи о	1	1
486	взывает к	1	1
487	i в	1	1
488	что даже	1	1
489	даже если	4	1
490	очень много	3	1
491	мы вообще	1	1
492	то он	2	1
493	был тот	1	1
494	по этому	3	1
495	тот или	1	1
496	человека с	1	1
497	конечно не	1	1
498	только на	4	1
499	то и	6	1
500	основанной на	1	1
501	ни одного	1	1
502	этого понятия	2	1
503	понятно с	1	1
504	свидетельствует о	3	1
505	ознакомиться с	1	1
506	в сознании	5	1
507	от других	2	1
508	связан в	1	1
509	он имеет	1	1
510	к каким	1	1
511	мир в	1	1
512	не так	1	1
513	для него	2	1
514	в известной	1	1
515	могло бы	1	1
516	нас только	1	1
517	греческий глагол	1	1
518	не о	2	1
519	как его	2	1
520	как раз	13	1
521	к той	1	1
522	значение только	1	1
523	само собой	2	1
524	о которых	3	1
525	к самому	1	1
526	которые как	1	1
527	другого и	1	1
528	и даже	11	1
529	или иной	5	1
530	на примере	1	1
531	за последние	1	1
532	на ее	1	1
533	уже при	1	1
534	не обязательно	3	1
535	собой разумеется	1	1
536	из других	2	1
537	что не	3	1
538	говорит о	3	1
539	очень трудно	2	1
540	к человеку	1	1
541	у нас	14	1
542	в любой	1	1
543	она является	2	1
544	и самый	1	1
545	не на	3	1
546	а не	15	1
547	однако и	3	1
548	изображения в	1	1
549	другой стороны	3	1
550	его по	1	1
551	и случайно	1	1
552	ни о	5	1
553	человеку из	1	1
554	становится ясным	2	1
555	несмотря на	3	1
556	нечто такое	1	1
557	или другая	1	1
558	других случаях	2	1
559	из трех	1	1
560	только его	1	1
561	или по	1	1
562	времени а	1	1
563	как человек	1	1
564	некий общий	1	1
565	к своему	1	1
566	без труда	1	1
567	до настоящего	1	1
568	он говорит	1	1
569	такого рода	7	1
570	не видят	1	1
571	именно в	4	1
572	поскольку он	2	1
573	образом на	1	1
574	по существу	2	1
575	из отдельных	1	1
576	о месте	1	1
577	нам приходится	1	1
578	но даже	1	1
579	а то	1	1
580	у вас	2	1
581	является как	1	1
582	мало кто	2	1
583	за ним	1	1
584	содержится в	1	1
585	ближе к	1	1
586	в одно	4	1
587	от человека	1	1
588	которое и	1	1
589	в общее	1	1
590	в результате	2	1
591	чтобы хоть	1	1
592	сцене но	1	1
593	или другой	1	1
594	не с	1	1
595	ее и	1	1
596	но о	2	1
597	составляющих его	4	1
598	тем более	5	1
599	чтобы его	2	1
600	и как	6	1
601	будто бы	1	1
602	том чтобы	1	1
603	и художественным	1	1
604	находим в	1	1
605	хотя в	3	1
606	в искусстве	3	1
607	утверждал что	1	1
608	но всегда	1	1
609	чтобы обеспечить	1	1
610	в системе	1	1
611	этой области	2	1
612	нет ничего	10	1
613	из тех	1	1
614	не знает	1	1
615	сказать что	13	1
616	только как	1	1
617	будь то	3	1
618	была бы	1	1
619	или иного	2	1
620	по которой	1	1
621	ко всему	1	1
622	т е	1	1
623	бы его	1	1
624	же все	1	1
625	жизни мы	1	1
626	любой другой	1	1
627	словом если	1	1
628	а может	2	1
629	точно так	4	1
630	того или	2	1
631	и эта	1	1
632	думать что	1	1
633	так же	9	1
634	как на	1	1
