N	2gram	Bakhtin_sl_2	EvropaiE
342	то его	1	1
343	в отличие	12	1
344	что при	1	1
345	далее в	2	1
346	для этого	4	1
347	для нее	1	1
348	освободиться от	1	1
349	кажется нам	2	1
350	идеологической жизни	1	1
351	все эти	6	1
352	не менее	4	1
353	одна из	4	1
354	было у	1	1
355	подходят к	1	1
356	радикальное изменение	1	1
357	для всего	1	1
358	только и	2	1
359	римской империи	1	1
360	от эпохи	1	1
361	действительности но	1	1
362	к определенному	1	1
363	в русском	1	1
364	на себе	1	1
365	во всем	4	1
366	и его	33	1
367	связи с	3	1
368	в сознании	1	1
369	для осуществления	1	1
370	в основе	4	1
371	есть к	1	1
372	мир в	1	1
373	его для	1	1
374	числе и	1	1
375	историческое значение	1	1
376	всегда в	1	1
377	оно может	2	1
378	и о	1	1
379	то она	1	1
380	существенное значение	1	1
381	людей в	1	1
382	язык и	7	1
383	не исключает	1	1
384	степени и	2	1
385	в рамки	2	1
386	литературы и	1	1
387	как с	2	1
388	и сам	1	1
389	с собой	1	1
390	те же	2	1
391	и другими	1	1
392	от эмпирической	1	1
393	об этом	1	1
394	еще в	1	1
395	поэтому в	1	1
396	к другу	1	1
397	с ним	7	1
398	связанная с	1	1
399	слово на	1	1
400	силы и	1	1
401	в состав	3	1
402	его при	1	1
403	в революции	1	1
404	и самодовление	1	1
405	или на	2	1
406	может не	2	1
407	власти этого	1	1
408	нас в	1	1
409	затем в	1	1
410	такими же	1	1
411	это может	1	1
412	иным и	1	1
413	из себя	3	1
414	способность к	1	1
415	всего этого	1	1
416	нем и	2	1
417	в ту	1	1
418	и следовательно	1	1
419	в лучшем	1	1
420	различия между	1	1
421	друг к	1	1
422	большей или	1	1
423	быть и	3	1
424	один из	5	1
425	в двух	1	1
426	речи о	1	1
427	с ними	5	1
428	дело с	4	1
429	всех этих	4	1
430	мы увидим	2	1
431	что как	1	1
432	иной степени	3	1
433	эта идея	2	1
434	на которые	1	1
435	никак нельзя	1	1
436	и ее	1	1
437	xix и	1	1
438	и органического	1	1
439	со своим	9	1
440	конечно не	5	1
441	уже не	5	1
442	уже в	2	1
443	всем его	2	1
444	борьбы с	3	1
445	что не	1	1
446	это значение	1	1
447	в точном	2	1
448	условии если	1	1
449	одно из	1	1
450	для него	7	1
451	и их	5	1
452	представить себе	1	1
453	мы находим	1	1
454	не о	1	1
455	в более	2	1
456	вне ее	1	1
457	которые как	1	1
458	образом к	1	1
459	эти наблюдения	1	1
460	даже не	1	1
461	а на	1	1
462	или иначе	1	1
463	сказал бы	1	1
464	не обязательно	1	1
465	самодовления не	1	1
466	с той	1	1
467	или меньшей	1	1
468	ряде случаев	1	1
469	и затем	2	1
470	не было	2	1
471	которых мы	2	1
472	с большей	1	1
473	зависит от	1	1
474	с которым	2	1
475	более сложный	1	1
476	не допускает	1	1
477	в связи	2	1
478	xx века	1	1
479	входить в	2	1
480	поэтому даже	1	1
481	эпох и	1	1
482	этих случаях	2	1
483	для всех	4	1
484	последнем случае	1	1
485	с некоторыми	1	1
486	случае она	4	1
487	и философии	1	1
488	должно быть	1	1
489	в иные	1	1
490	с ее	2	1
491	этого слова	1	1
492	этого факта	1	1
493	слова и	8	1
494	на пути	1	1
495	приблизиться к	1	1
496	живет и	1	1
497	в формах	1	1
498	лучшем случае	1	1
499	для развития	1	1
500	ближе к	1	1
501	тех или	1	1
502	более того	2	1
503	одного и	1	1
504	бы культурное	1	1
505	в мировой	2	1
506	указать на	1	1
507	она может	2	1
508	этих сфер	1	1
509	и среди	1	1
510	что оно	4	1
511	в силах	1	1
512	призывы к	1	1
513	особого рода	1	1
514	как сказал	1	1
515	но это	3	1
516	и другие	2	1
517	ни была	1	1
518	но этот	1	1
519	в последнем	1	1
520	оно не	8	1
521	сам в	1	1
522	включает в	2	1
523	только одна	1	1
524	все что	2	1
525	том числе	1	1
526	гораздо более	1	1
