N	2gram	Vinokur_St_1	FransuaR
133	связано с	1	3
134	не были	1	3
135	в данном	14	3
136	в первой	12	3
137	и смерти	1	3
138	и не	16	3
139	с этой	3	3
140	сих пор	7	3
141	но это	6	3
142	истории но	1	3
143	и для	3	3
144	пор еще	1	3
145	в третьем	1	3
146	жизни и	5	3
147	они не	1	3
148	как известно	1	2
149	если б	1	2
150	и то	5	2
151	тех же	1	2
152	это и	4	2
153	с точки	8	2
154	ведь и	3	2
155	должна быть	3	2
156	том какое	1	2
157	мы не	2	2
158	говорить о	2	2
159	из того	2	2
160	но не	3	2
161	в новом	4	2
162	в наиболее	1	2
163	за пределы	2	2
164	что они	7	2
165	в истории	3	2
166	точки зрения	11	2
167	что именно	1	2
168	стороны и	1	2
169	хотя и	1	2
170	он в	1	2
171	раз в	2	2
172	и те	2	2
173	как он	1	2
174	он не	2	2
175	всех этих	2	2
176	в корне	1	2
177	что все	2	2
178	лишь в	3	2
179	второй половины	1	2
180	это было	1	2
181	заключается в	4	2
182	повод для	1	2
183	он является	1	2
184	только во	1	2
185	в развитии	1	2
186	был бы	1	2
187	из этих	6	2
188	но если	4	2
189	и сейчас	4	2
190	в своей	6	2
191	представление о	4	2
192	мы находим	4	2
193	но эта	1	2
194	их в	2	2
195	для этого	2	2
196	и очень	4	2
197	в таких	1	2
198	как о	2	2
199	тогда когда	1	2
200	что их	1	2
201	так что	6	2
202	превращается в	2	2
203	один раз	1	2
204	не могут	1	2
205	в области	14	2
206	должен быть	3	2
207	данном случае	6	2
208	и этим	1	2
209	всех трех	2	2
210	литературы и	2	2
211	и когда	1	2
212	времени и	1	2
213	которая была	2	2
214	возможно что	3	2
215	образом в	1	2
216	люди с	1	2
217	внимание на	3	2
218	между тем	3	2
219	и во	2	2
220	кажется что	3	2
221	тем более	4	2
222	а именно	3	2
223	на которой	2	2
224	но с	3	2
225	со всеми	2	2
226	себя в	1	2
227	нужно еще	1	2
228	всеми его	1	2
229	себе в	1	2
230	никто не	4	2
231	ведь это	1	2
232	в конце	3	2
233	каждый из	1	2
234	может быть	15	2
235	как раз	4	2
236	где их	1	2
237	в форме	1	2
238	а на	3	2
239	это прежде	2	2
240	если мы	1	2
241	до конца	1	2
242	нужно сказать	5	2
243	которых мы	1	2
244	не на	1	2
245	а не	16	2
246	этой главы	3	2
247	и вовсе	1	2
248	в частности	4	2
249	начиная с	2	2
250	и потому	2	2
251	как это	4	2
252	несколько слов	1	2
253	что мы	5	2
254	для нас	7	2
255	бы в	1	2
256	в этих	2	2
257	еще более	4	2
258	в том	36	2
259	и у	2	2
260	другой стороны	7	2
261	состоит из	1	2
262	от всех	1	2
263	отметить что	2	2
264	и другие	1	2
265	того времени	5	2
266	он о	1	1
267	до него	1	1
268	по адресу	1	1
269	на самом	6	1
270	то в	3	1
271	тем же	3	1
272	и всем	1	1
273	его же	2	1
274	из его	1	1
275	в зависимости	1	1
276	же образ	1	1
277	его не	1	1
278	полагает что	1	1
279	смотреть на	1	1
280	правильного понимания	1	1
281	такое место	1	1
282	чтобы не	1	1
283	в литературном	2	1
284	так чтобы	1	1
285	совпадает с	2	1
286	эпохи в	3	1
287	на тему	1	1
288	почти исключительно	1	1
289	и другая	1	1
290	были в	1	1
291	то это	3	1
292	зависимости от	1	1
293	от разных	1	1
294	жил в	2	1
295	там нет	1	1
296	и говорить	1	1
297	еще не	3	1
298	на них	1	1
299	всегда можно	1	1
300	между собой	1	1
301	примеры и	2	1
302	далее в	2	1
303	это действительно	1	1
304	время в	1	1
305	что его	1	1
306	бы не	2	1
307	них всегда	1	1
308	по отношению	3	1
309	отношение к	2	1
310	не просто	1	1
311	нет и	1	1
312	и речи	2	1
313	мы снова	1	1
314	и я	3	1
315	как говорит	1	1
316	материалом для	1	1
317	чем мы	1	1
318	ее вниз	1	1
319	там же	1	1
320	отклик на	1	1
321	что нет	2	1
322	странах европы	1	1
323	что по	1	1
324	и к	1	1
325	в ожидании	1	1
326	очевидно в	1	1
327	и полностью	1	1
328	дело только	1	1
329	в которой	4	1
330	точку зрения	3	1
331	в целом	5	1
332	в нашем	1	1
333	во многих	3	1
334	думать что	2	1
335	им в	1	1
336	он делает	1	1
337	бы только	1	1
338	имеет для	1	1
339	если он	1	1
340	так с	1	1
341	одним глазом	1	1
342	не могла	2	1
343	такие которые	1	1
344	связанные с	3	1
345	большой и	1	1
346	являются лишь	1	1
347	с именем	1	1
348	он должен	2	1
349	в узком	1	1
350	не как	1	1
351	и вот	1	1
352	чтобы в	1	1
353	можно даже	1	1
354	и по	5	1
355	с такими	1	1
356	но все	4	1
357	такого же	1	1
358	я бы	2	1
359	значительной степени	1	1
360	котором говорит	1	1
361	в каждом	3	1
362	эта книга	2	1
363	находилась в	1	1
364	за то	3	1
365	же касается	3	1
366	их и	1	1
367	его в	2	1
368	обоих случаях	1	1
369	и других	1	1
370	на протяжении	1	1
371	на стр	4	1
372	в глазах	1	1
373	нечего и	1	1
374	и дает	1	1
375	должен был	2	1
376	и тем	3	1
377	ведь в	1	1
378	здесь нет	1	1
379	говорить в	1	1
380	просто поражают	1	1
381	далеко не	1	1
382	на основании	1	1
383	с тем	1	1
384	времени эти	1	1
385	но каждый	1	1
386	эту тему	4	1
387	которой он	1	1
388	несмотря на	2	1
389	чем в	3	1
390	глазом на	1	1
391	отвращение к	2	1
392	и было	1	1
393	очень важный	1	1
394	зато в	2	1
395	и тогда	2	1
396	отсюда что	1	1
397	никаких признаков	1	1
398	во времена	4	1
399	что от	2	1
400	одним и	2	1
401	и языка	6	1
402	место в	1	1
403	не столько	1	1
404	степени не	1	1
405	в которых	5	1
406	могло бы	2	1
407	своего рода	3	1
408	всякий раз	2	1
409	одном из	1	1
410	поэтому в	3	1
411	времени не	4	1
412	его время	1	1
413	и эти	1	1
414	слов о	1	1
415	по себе	1	1
416	же мы	1	1
417	всего его	1	1
418	этой области	5	1
419	в отношении	9	1
420	и против	1	1
421	не менее	5	1
422	что с	2	1
423	ссылается в	1	1
424	в обоих	1	1
425	правда в	1	1
426	было видеть	1	1
427	дело в	6	1
428	того как	1	1
429	главное он	1	1
430	он жил	1	1
431	на него	2	1
432	о них	2	1
433	но только	1	1
434	значение этого	1	1
435	вообще можно	1	1
436	не имеет	4	1
437	казалось бы	1	1
438	ничего не	2	1
439	от плоти	1	1
440	одна из	1	1
441	плоть от	1	1
442	с одним	1	1
443	к концу	2	1
444	есть такой	1	1
445	какой же	1	1
446	ему и	1	1
447	и нужно	3	1
448	нужно отметить	1	1
449	как будто	4	1
450	характерен для	1	1
451	несомненным что	2	1
452	ему не	1	1
453	тему в	2	1
454	всех прочих	1	1
455	ни о	1	1
456	очень часто	3	1
457	в момент	1	1
458	в основу	4	1
459	могут быть	5	1
460	приведу еще	1	1
461	здесь совершенно	3	1
462	и вполне	3	1
463	еще страшнее	1	1
464	здесь например	1	1
465	с полной	1	1
466	и другим	1	1
467	отношении чрезвычайно	1	1
468	той или	1	1
469	больше места	1	1
470	сохранить все	1	1
471	есть люди	1	1
472	из каких	1	1
473	значение как	1	1
474	и это	2	1
475	опираясь на	1	1
476	времени но	2	1
477	и о	1	1
478	только то	1	1
479	то время	2	1
480	своей речи	1	1
481	он так	1	1
482	можно было	13	1
483	ясно что	10	1
484	мог бы	1	1
485	вокруг этого	1	1
486	литературе не	1	1
487	основана на	1	1
488	стремление к	3	1
489	бы еще	1	1
490	об этом	3	1
491	и глубокая	1	1
492	далекими и	1	1
493	о нем	1	1
494	трех случаях	1	1
495	где оно	1	1
496	в работе	1	1
497	язык и	1	1
498	настоящее время	1	1
499	тогда действительно	1	1
500	в глаза	1	1
501	утверждает что	1	1
502	после того	1	1
503	можно сказать	1	1
504	времени в	1	1
505	это была	1	1
506	читателей так	1	1
507	в xi	1	1
508	каждом из	1	1
509	что и	6	1
510	никаких сомнений	2	1
511	это не	8	1
512	в другой	1	1
513	того в	1	1
514	наук и	1	1
515	в лучшем	1	1
516	находим и	2	1
517	говорит в	2	1
518	так во	1	1
519	то все	1	1
520	указывает что	1	1
521	что здесь	2	1
522	нас интересует	1	1
523	том как	4	1
524	сомнению что	1	1
525	конечно еще	1	1
526	этот вопрос	4	1
527	в пире	1	1
528	как нечто	1	1
529	и так	3	1
530	это очень	3	1
531	которых он	1	1
532	и перед	2	1
533	по этому	3	1
534	в уста	3	1
535	времени как	1	1
536	люди которые	3	1
537	литературы в	1	1
538	уже не	1	1
539	свидетельствует о	2	1
540	является не	4	1
541	а то	2	1
542	и обратно	1	1
543	позволяют себе	2	1
544	эта концепция	1	1
545	одно из	2	1
546	для него	6	1
547	тогда он	1	1
548	ни в	3	1
549	для правильного	1	1
550	интересно еще	1	1
551	к ним	1	1
552	момент рождения	1	1
553	в других	2	1
554	для того	10	1
555	о каком	1	1
556	а потому	2	1
557	после него	1	1
558	и стремление	1	1
559	в число	1	1
560	или иной	1	1
561	себе представить	1	1
562	и из	1	1
563	развитии этой	1	1
564	больше того	1	1
565	к которому	4	1
566	случаев в	1	1
567	текст в	1	1
568	еще и	2	1
569	во второй	9	1
570	такое же	1	1
571	а с	3	1
572	то ее	1	1
573	что для	3	1
574	говорит о	3	1
575	в некоторых	1	1
576	притом не	1	1
577	к сожалению	3	1
578	нужно искать	3	1
579	не было	4	1
580	чтобы убедиться	1	1
581	на этот	3	1
582	не знает	2	1
583	той эпохи	3	1
584	суд и	1	1
585	а главное	1	1
586	действительно является	1	1
587	подобного рода	1	1
588	речи это	1	1
589	о чем	1	1
590	и историческими	1	1
591	для этой	1	1
592	и об	7	1
593	в руках	1	1
594	стороны в	2	1
595	него в	1	1
596	на чем	1	1
597	к его	1	1
598	некоторые из	1	1
599	этой работы	2	1
600	мы говорим	1	1
601	есть такое	1	1
602	в разной	1	1
603	конечно есть	1	1
604	к своему	1	1
605	xix века	1	1
606	видит в	1	1
607	целом ряде	1	1
608	смысле этого	2	1
609	его эпохи	6	1
610	не больше	1	1
611	на эту	4	1
612	что же	6	1
613	и там	1	1
614	да и	3	1
615	по существу	2	1
616	в числе	2	1
617	для понимания	1	1
618	которым он	1	1
619	действительно не	1	1
620	этого слова	2	1
621	не является	3	1
622	лучшем случае	1	1
623	между прочим	2	1
624	это был	1	1
625	что касается	3	1
626	это явление	2	1
627	вопрос в	3	1
628	тем и	1	1
629	потому не	1	1
630	не существует	3	1
631	что там	2	1
632	не подлежит	1	1
633	действительно есть	1	1
634	в настоящее	1	1
635	тот кто	1	1
636	себя самого	1	1
637	у них	1	1
638	что значит	1	1
639	конце концов	1	1
640	те из	1	1
641	г и	2	1
642	нисколько не	2	1
643	что форма	1	1
644	всего строя	1	1
645	их с	1	1
646	отношению к	3	1
647	и другой	1	1
648	ii но	3	1
649	но эти	1	1
650	по поводу	7	1
651	же случае	1	1
652	это их	2	1
653	это в	4	1
654	как на	1	1
655	в таком	3	1
656	и понятным	1	1
