N	2gram	Propp_Morf_1	Psycholo
340	решительно все	1	1
341	в первом	3	1
342	проявляются в	1	1
343	почти всегда	1	1
344	высшей степени	1	1
345	и за	2	1
346	и превращение	1	1
347	соединение двух	1	1
348	что далеко	1	1
349	так чтобы	1	1
350	а для	1	1
351	оно есть	1	1
352	что вопрос	1	1
353	и со	1	1
354	и заставляет	1	1
355	в наши	1	1
356	состоят из	1	1
357	большей частью	4	1
358	отличать от	1	1
359	которые он	1	1
360	он сам	1	1
361	тем как	1	1
362	формальных приемов	1	1
363	одним словом	1	1
364	с одной	1	1
365	имеем здесь	1	1
366	чем это	2	1
367	другой пример	1	1
368	формы нет	1	1
369	а и	3	1
370	наши дни	1	1
371	или иное	1	1
372	чем же	1	1
373	этот прием	1	1
374	более чем	1	1
375	независимо от	3	1
376	данный момент	1	1
377	для всех	1	1
378	совершенно другой	1	1
379	можно предположить	1	1
380	что ее	1	1
381	что касается	1	1
382	им в	1	1
383	кроме того	1	1
384	и где	1	1
385	сторона в	1	1
386	более или	2	1
387	следующим образом	3	1
388	этой цели	1	1
389	то в	3	1
390	уже не	2	1
391	животных и	3	1
392	этот случай	5	1
393	не приходится	1	1
394	влияет на	1	1
395	в нашем	3	1
396	из этих	1	1
397	одном случае	1	1
398	с этот	1	1
399	может считаться	3	1
400	в большинстве	3	1
401	собаку и	1	1
402	может найти	1	1
403	представляет так	1	1
404	и отдельно	1	1
405	нами в	2	1
406	только один	1	1
407	но ведь	1	1
408	если он	1	1
409	вообще не	1	1
410	это невозможно	1	1
411	противном случае	1	1
412	басни у	1	1
413	сколько можно	2	1
414	он должен	2	1
415	в силу	1	1
416	в россии	2	1
417	но этого	1	1
418	два раза	2	1
419	так например	3	1
420	развитию и	2	1
421	в нее	1	1
422	одно и	1	1
423	в основу	2	1
424	но все	3	1
425	русском языке	1	1
426	не будет	1	1
427	этом нет	1	1
428	же не	1	1
429	тем в	1	1
430	типы и	1	1
431	в совершенно	1	1
432	другом случае	1	1
433	же касается	1	1
434	в другом	2	1
435	форма есть	1	1
436	его не	1	1
437	соглашаясь с	1	1
438	а по	3	1
439	его в	2	1
440	образом если	1	1
441	указанием на	1	1
442	д с	1	1
443	каким способом	1	1
444	вводит в	1	1
445	элементы которые	2	1
446	в высшей	1	1
447	и определяет	1	1
448	и вне	3	1
449	с такой	1	1
450	чем в	1	1
451	должно быть	1	1
452	и тогда	1	1
453	стороны оно	1	1
454	которую он	1	1
455	бы на	1	1
456	но если	7	1
457	наших дней	2	1
458	за которым	2	1
459	то для	1	1
460	не столько	1	1
461	что до	1	1
462	стоит в	1	1
463	самый объект	1	1
464	формы является	1	1
465	бежать за	1	1
466	это утверждение	1	1
467	свет на	1	1
468	не играют	1	1
469	чтобы это	1	1
470	однако в	2	1
471	он введен	1	1
472	же может	2	1
473	на дерево	1	1
474	принципов и	1	1
475	что эта	2	1
476	быть сделано	1	1
477	с теми	4	1
478	самого начала	1	1
479	в русской	1	1
480	дело не	2	1
481	эти формы	2	1
482	на котором	3	1
483	дело в	1	1
484	одна из	4	1
485	не по	2	1
486	предметы и	1	1
487	материала в	1	1
488	формы составляет	1	1
489	басни к	1	1
490	не волшебный	1	1
491	в качестве	5	1
492	определяет собой	1	1
493	к ней	1	1
494	вместо того	1	1
495	же он	1	1
496	связи с	10	1
497	в области	1	1
498	с другом	1	1
499	способом они	1	1
500	встречается в	1	1
501	с логической	2	1
502	и другим	3	1
503	этого и	1	1
504	спрашивается какая	1	1
505	другими формами	1	1
506	они и	3	1
507	не есть	1	1
508	таких слов	1	1
509	превращена в	2	1
510	совершается в	2	1
511	то во	1	1
512	как мы	6	1
513	людей в	1	1
514	ни стало	1	1
515	в собственном	3	1
516	верно для	1	1
517	куда он	1	1
518	с самого	1	1
519	приводит к	2	1
520	и может	1	1
521	слова а	1	1
522	как с	1	1
523	не с	2	1
524	здесь как	1	1
525	при попытке	1	1
526	и каждый	1	1
527	с собой	3	1
528	еще в	1	1
529	это сходство	1	1
530	когда в	1	1
531	много ли	1	1
532	с этого	2	1
533	чтобы им	1	1
534	собой и	1	1
535	элемент в	1	1
536	на что	1	1
537	предположить что	1	1
538	другой не	2	1
539	означает что	2	1
540	в тех	6	1
541	разница между	1	1
542	все содержание	1	1
543	но мы	3	1
544	что каждый	1	1
545	и просто	1	1
546	можно сказать	2	1
547	случаев когда	1	1
548	этой формой	1	1
549	они принадлежат	1	1
550	глубоко по	1	1
551	если наконец	1	1
552	те элементы	1	1
553	однако что	1	1
554	же формы	1	1
555	случай который	1	1
556	художественный рассказ	1	1
557	хотя оно	1	1
558	что бы	1	1
559	и она	1	1
560	как объект	1	1
561	сюда относится	1	1
562	же можно	2	1
563	герой в	1	1
564	на которой	1	1
565	которых она	1	1
566	важное значение	1	1
567	с ними	1	1
568	природой и	1	1
569	мы увидим	8	1
570	что даже	1	1
571	его жизнь	1	1
572	то прежде	1	1
573	грань между	1	1
574	эти исторические	1	1
575	рассматриваться как	2	1
576	со всеми	1	1
577	какой степени	1	1
578	до наших	2	1
579	редко в	1	1
580	быть изучены	1	1
581	в таких	2	1
582	можно установить	1	1
583	вопроса о	1	1
584	порядке в	1	1
585	от других	2	1
586	и показать	1	1
587	а то	3	1
588	не дает	1	1
589	его и	2	1
590	за ним	1	1
591	опять имеем	1	1
592	для него	1	1
593	прежде всего	9	1
594	им только	1	1
595	же например	1	1
596	у нее	1	1
597	от тех	1	1
598	носит характер	1	1
599	ее не	1	1
600	из нее	1	1
601	случае не	3	1
602	которые могут	1	1
603	понятия не	1	1
604	и материал	1	1
605	должны рассматриваться	1	1
606	в другой	1	1
607	из двух	2	1
608	со стороны	3	1
609	даже не	3	1
610	с другим	1	1
611	сюда же	3	1
612	которые можно	1	1
613	лица в	1	1
614	человека а	1	1
615	вплотную к	1	1
616	основанный на	1	1
617	и затем	4	1
618	себя и	2	1
619	предмета но	1	1
620	имеет ничего	1	1
621	в некоторых	3	1
622	что им	1	1
623	на основании	1	1
624	этот закон	1	1
625	материал в	1	1
626	во что	1	1
627	эта история	1	1
628	так называемой	1	1
629	на эту	1	1
630	шкловский и	1	1
631	существу и	1	1
632	этом основании	1	1
633	что мы	2	1
634	совершенно очевидно	1	1
635	вызвать в	1	1
636	прежние приемы	1	1
637	в связи	9	1
638	один раз	1	1
639	ряд других	1	1
640	совершенно иное	1	1
641	они все	1	1
642	с помощью	1	1
643	для последующих	1	1
644	а есть	1	1
645	кроме тех	1	1
646	быть объяснено	1	1
647	которое в	1	1
648	из его	2	1
649	какого бы	1	1
650	одной стороны	1	1
651	не дают	1	1
652	она есть	1	1
653	в той	1	1
654	и там	1	1
655	является продолжением	1	1
656	эту мысль	1	1
657	или менее	2	1
658	в первой	1	1
659	если это	3	1
660	друг с	1	1
661	с изучением	1	1
662	тех пор	1	1
663	быть не	1	1
664	бросается в	1	1
665	или другого	1	1
666	дело идет	1	1
667	еще раз	1	1
668	с любовью	1	1
669	этом случае	8	1
670	благодаря этому	3	1
671	и нет	1	1
672	о его	1	1
673	этом и	1	1
674	глаза что	1	1
675	в противном	1	1
676	из ряда	3	1
677	переходим к	1	1
678	можно сравнить	2	1
679	форма является	1	1
680	указать на	1	1
681	потому не	1	1
682	она может	1	1
683	не подходит	1	1
684	на новый	1	1
685	не оказывает	1	1
686	по лестнице	1	1
687	или в	4	1
688	в результате	7	1
689	же случай	1	1
690	обращается к	1	1
691	от него	1	1
692	на ход	1	1
693	не более	1	1
694	своих героев	1	1
695	ни к	2	1
696	будем утверждать	2	1
697	они затем	1	1
698	в круг	1	1
699	и наконец	1	1
700	только что	2	1
701	что следовательно	1	1
702	ни было	2	1
703	по пути	1	1
704	он оказывает	1	1
705	за этим	1	1
706	и вдруг	1	1
707	имеет целью	1	1
708	может и	1	1
709	две формы	1	1
710	между ними	1	1
711	работы и	1	1
712	которым он	1	1
713	первом случае	3	1
714	это и	2	1
715	что под	1	1
716	только о	1	1
717	к родителям	1	1
718	имеет в	1	1
719	свои собственные	1	1
720	в виде	2	1
721	методах изучения	1	1
722	и другие	6	1
723	очень редко	1	1
724	что за	1	1
725	к этому	3	1
726	они не	1	1
727	ничего общего	1	1
