N	2gram	Voloshinov_1	DiskursI
190	по мере	1	2
191	не менее	1	2
192	но они	1	2
193	дело не	1	2
194	внутренней речи	18	2
195	к такому	1	2
196	а о	1	2
197	х годов	1	2
198	и его	7	2
199	крайней мере	1	2
200	же самое	5	2
201	значительной степени	2	2
202	не есть	1	2
203	и он	2	2
204	как мы	9	2
205	говоря уже	1	2
206	языка и	4	2
207	характер и	1	2
208	в организации	1	2
209	своим происхождением	1	2
210	но зато	1	2
211	в другом	1	2
212	было в	4	2
213	и вообще	2	2
214	единица речевого	1	2
215	и что	1	2
216	одного из	1	2
217	в значительной	2	2
218	на протяжении	1	2
219	и во	1	2
220	в форме	6	2
221	них в	1	2
222	представления о	1	2
223	в литературе	1	2
224	и одновременно	1	2
225	дело с	1	2
226	в какой	2	2
227	тот или	1	2
228	есть в	1	2
229	уже в	5	2
230	свидетельствует о	1	2
231	или даже	2	2
232	к мысли	1	2
233	слова в	5	2
234	в одном	3	2
235	заметить что	2	2
236	общения и	4	2
237	никогда не	7	2
238	из двух	2	2
239	здесь в	1	2
240	к которому	1	2
241	зависит от	2	2
242	его как	1	2
243	о чем	1	2
244	более чем	1	2
245	общения не	2	2
246	форма высказывания	3	2
247	что же	8	2
248	высказывания и	3	2
249	в начале	3	2
250	говорящего и	6	2
251	не имея	1	2
252	или в	2	2
253	о котором	1	2
254	и все	4	2
255	будто бы	1	2
256	может и	1	2
257	не говоря	2	2
258	к этому	2	2
259	зрения как	2	1
260	человеческой речи	3	1
261	с природой	2	1
262	можно говорить	1	1
263	для построения	1	1
264	чтобы не	1	1
265	не остается	1	1
266	и то	3	1
267	самом деле	4	1
268	на самом	3	1
269	переход от	1	1
270	историю не	1	1
271	это и	1	1
272	такой как	1	1
273	думал о	1	1
274	мысли а	1	1
275	чего не	1	1
276	и до	1	1
277	свободного от	1	1
278	которое может	3	1
279	обойтись без	1	1
280	анекдот не	1	1
281	той же	5	1
282	и само	3	1
283	ивана петровича	1	1
284	только благодаря	2	1
285	говорить о	1	1
286	принадлежит к	1	1
287	я не	1	1
288	но уже	1	1
289	которое не	2	1
290	они были	1	1
291	хх веке	1	1
292	жанр например	1	1
293	и главное	1	1
294	высказывание и	1	1
295	не то	1	1
296	только потому	2	1
297	но достаточно	1	1
298	этот тон	1	1
299	конечном счете	1	1
300	иногда и	1	1
301	себе и	2	1
302	его состояние	1	1
303	слову в	1	1
304	мы называем	4	1
305	нет и	3	1
306	отличаются от	1	1
307	речи но	2	1
308	форме и	2	1
309	отчасти и	1	1
310	и читатель	1	1
311	как говорит	1	1
312	независимо от	5	1
313	делает с	1	1
314	с их	1	1
315	и нет	2	1
316	и различные	1	1
317	обращения к	2	1
318	тех случаях	2	1
319	такое слово	1	1
320	вопросом о	1	1
321	в меру	1	1
322	и художественного	1	1
323	тем же	3	1
324	или иную	3	1
325	со своей	1	1
326	в которой	7	1
327	бы и	2	1
328	общение с	1	1
329	что это	4	1
330	не был	1	1
331	он в	1	1
332	в нашем	5	1
333	из этих	1	1
334	и те	1	1
335	всего к	1	1
336	для возникновения	1	1
337	другом случае	1	1
338	общения к	1	1
339	следуя за	1	1
340	на то	1	1
341	высказывания как	3	1
342	человек не	2	1
343	в общении	1	1
344	этот процесс	2	1
345	ему чем	1	1
346	время и	1	1
347	прямой смысл	1	1
348	он не	2	1
349	с ней	2	1
350	всех этих	1	1
351	т.п могут	1	1
352	к одному	1	1
353	с различной	1	1
354	не к	3	1
355	понимания и	2	1
356	содержит в	1	1
357	войти в	2	1
358	нашего времени	1	1
359	и ситуации	2	1
360	можно даже	1	1
361	как от	1	1
362	действие или	1	1
363	одному и	1	1
364	или иных	3	1
365	одно и	4	1
366	но все	4	1
367	не будет	3	1
368	самой ситуации	2	1
369	в мире	2	1
370	всем желании	1	1
371	на все	1	1
372	и редких	1	1
373	говорить не	1	1
374	при помощи	1	1
375	целое высказывание	2	1
376	речью и	1	1
377	сознания к	1	1
378	общества в	2	1
379	с другими	2	1
380	на бумаге	1	1
381	искусства в	1	1
382	может стать	2	1
383	то все	1	1
384	в речевом	1	1
385	в жизни	2	1
386	только лишь	1	1
387	для них	2	1
388	с некоторым	1	1
389	их как	1	1
390	с этой	1	1
391	с тем	8	1
392	в слове	3	1
393	со своими	1	1
394	которой он	1	1
395	и вне	1	1
396	всякое осмысленное	1	1
397	мы видели	5	1
398	мы не	9	1
399	как вещь	1	1
400	слова и	5	1
401	протекает в	1	1
402	как таковой	3	1
403	не мог	3	1
404	с еще	1	1
405	является овладение	1	1
406	в этих	2	1
407	на разных	1	1
408	бы на	1	1
409	как такое	1	1
410	и при	2	1
411	и правильно	1	1
412	что такое	4	1
413	таким же	1	1
414	художественного творчества	5	1
415	заключать в	1	1
416	свою речь	1	1
417	не становится	3	1
418	с точки	5	1
419	цели и	1	1
420	свое высказывание	2	1
421	должны были	2	1
422	поэтому в	1	1
423	которые в	2	1
424	данного речевого	1	1
425	что было	3	1
426	тем не	1	1
427	даже к	1	1
428	и эти	1	1
429	всякое явление	1	1
430	том и	1	1
431	не должно	2	1
432	необходимо чтобы	3	1
433	которой является	1	1
434	слов о	1	1
435	вместе со	1	1
436	между двумя	2	1
437	и вся	1	1
438	раз и	1	1
439	характер в	1	1
440	тем слово	1	1
441	и тому	3	1
442	если и	1	1
443	с миром	1	1
444	будут рассмотрены	1	1
445	тем самым	7	1
446	как можно	1	1
447	даже не	1	1
448	виду что	1	1
449	наиболее существенные	1	1
450	самого начала	4	1
451	для каждого	2	1
452	в русской	1	1
453	которого и	2	1
454	мы все	1	1
455	о них	1	1
456	высказывание может	1	1
457	культуры когда	1	1
458	для всех	2	1
459	из материала	1	1
460	речи не	2	1
461	словесного выражения	1	1
462	языка это	1	1
463	и является	5	1
464	это слово	2	1
465	и теперь	1	1
466	формы высказывания	2	1
467	на него	4	1
468	здесь же	1	1
469	их нельзя	1	1
470	как будто	1	1
471	этом отношении	2	1
472	и делает	1	1
473	которому мы	1	1
474	особое внимание	1	1
475	в каком	2	1
476	перед ним	3	1
477	и оно	1	1
478	интонации и	1	1
479	не могут	1	1
480	когда мы	6	1
481	породившего его	1	1
482	что сила	1	1
483	про себя	2	1
484	всего в	3	1
485	его с	1	1
486	все еще	1	1
487	как некое	1	1
488	если же	1	1
489	т.е в	1	1
490	и это	7	1
491	с работой	1	1
492	области значений	2	1
493	и сами	1	1
494	здесь не	2	1
495	и от	7	1
496	мысль о	1	1
497	что всякая	1	1
498	так на	1	1
499	только то	1	1
500	с самого	4	1
501	своей речи	1	1
502	с языком	1	1
503	вполне определенное	1	1
504	и сам	2	1
505	сложный случай	1	1
506	те же	4	1
507	не трудно	1	1
508	он говорит	1	1
509	здесь как	1	1
510	мог бы	1	1
511	речи хотя	1	1
512	во второй	3	1
513	область в	1	1
514	если бы	4	1
515	собой и	1	1
516	в словах	3	1
517	из одного	1	1
518	к языку	1	1
519	оно определяется	1	1
520	в определенной	1	1
521	возникают и	1	1
522	развития в	2	1
523	быть в	1	1
524	к одной	1	1
525	вразрез с	1	1
526	его структуры	1	1
527	языковые правила	1	1
528	свое произведение	1	1
529	иное значение	1	1
530	общественного сознания	2	1
531	что его	1	1
532	должно было	3	1
533	в конечном	1	1
534	и вследствие	2	1
535	котором они	1	1
536	места и	1	1
537	к нему	2	1
538	складывается из	1	1
539	творчества в	1	1
540	этого высказывания	2	1
541	отметить что	1	1
542	с реальной	1	1
543	вслед за	1	1
544	в середине	2	1
545	исключительной важности	1	1
546	с ними	1	1
547	вообще может	1	1
548	из сторон	1	1
549	и действительно	1	1
550	он уже	1	1
551	выбора и	2	1
552	всех его	2	1
553	самого говорящего	1	1
554	социальной ситуации	1	1
555	от самых	2	1
556	эту связь	1	1
557	принадлежит какой-то	1	1
558	одни и	1	1
559	чаще всего	3	1
560	до наших	1	1
561	высказывания таким	1	1
562	события и	2	1
563	не имеют	1	1
564	которое уже	1	1
565	вопроса о	4	1
566	в большинстве	1	1
567	только на	3	1
568	в нашей	1	1
569	в виде	1	1
570	если в	1	1
571	реальной единицы	1	1
572	слова не	2	1
573	или положение	1	1
574	высказывания однако	1	1
575	соглашаясь с	1	1
576	большинстве случаев	1	1
577	но от	1	1
578	его и	3	1
579	но для	3	1
580	за ним	1	1
581	ту или	3	1
582	очевидно что	2	1
583	и их	5	1
584	в конце	6	1
585	высказывания эта	2	1
586	граница между	1	1
587	не о	1	1
588	друг друга	2	1
589	отсутствие личного	1	1
590	мы можем	7	1
591	каждый из	2	1
592	как раз	1	1
593	не обладает	2	1
594	и строго	1	1
595	чему не	2	1
596	в исторической	1	1
597	т.е тем	1	1
598	к рассмотрению	2	1
599	все высказывания	1	1
600	в области	5	1
601	до сих	1	1
602	связаны с	4	1
603	этим путем	1	1
604	что человек	1	1
605	в каких	1	1
606	а впоследствии	1	1
607	с той	1	1
608	было бы	7	1
609	еще и	2	1
610	повествования о	4	1
611	] и	1	1
612	смысл высказывания	2	1
613	которая и	1	1
614	в хх	1	1
615	зависит и	1	1
616	же речь	1	1
617	к более	1	1
618	выступает в	1	1
619	связано с	2	1
620	и речевого	1	1
621	от этого	1	1
622	есть к	1	1
623	происходит только	1	1
624	ничем не	1	1
625	и социально-политической	1	1
626	выбор слова	1	1
627	речи это	2	1
628	что так	1	1
629	разных местах	2	1
630	этом случае	3	1
631	в одно	1	1
632	несмотря на	2	1
633	в связи	2	1
634	с помощью	6	1
635	к лицу	1	1
636	но оно	1	1
637	ближе всего	1	1
638	вместе с	5	1
639	как это	5	1
640	человека к	1	1
641	т.п и	2	1
642	более широкого	1	1
643	из трех	2	1
644	только его	1	1
645	что вся	2	1
646	наряду с	1	1
647	в той	5	1
648	однако эти	1	1
649	что всякое	3	1
650	понятия о	1	1
651	с точкой	1	1
652	ему по	1	1
653	да и	4	1
654	и тоже	1	1
655	и другой	1	1
656	является вопрос	1	1
657	к чему	2	1
658	понимать как	1	1
659	как высказывания	1	1
660	этого слова	3	1
661	направления его	1	1
662	только о	1	1
663	на языке	1	1
664	совокупность этих	1	1
665	общения каждый	1	1
666	сих пор	2	1
667	в основном	1	1
668	как предмет	1	1
669	в чем	1	1
670	это отнюдь	1	1
671	тому или	1	1
672	при всем	2	1
673	ближе к	1	1
674	тех или	4	1
675	всю совокупность	2	1
676	другое как	2	1
677	это уже	1	1
678	и часто	1	1
679	случаях когда	2	1
680	указать на	1	1
681	в правильности	1	1
682	речевом общении	1	1
683	значения слова	1	1
684	каким бы	1	1
685	не существует	4	1
686	или иному	1	1
687	понятно что	1	1
688	мысли что	1	1
689	в результате	1	1
690	вопрос о	2	1
691	другое дело	1	1
692	это как	1	1
693	высказывания по	1	1
694	а к	2	1
695	других участников	1	1
696	у них	2	1
697	у достоевского	1	1
698	от того	3	1
699	тем более	1	1
700	мы должны	10	1
701	истории а	1	1
702	или между	1	1
703	но это	2	1
704	по ходу	1	1
705	или не	1	1
706	не являются	1	1
707	здесь только	1	1
708	но отчасти	1	1
709	нами не	1	1
710	и формой	1	1
711	не знает	3	1
712	как нечто	2	1
713	присутствовать в	1	1
714	речи и	6	1
715	или иного	5	1
716	людей но	1	1
717	в голову	3	1
718	и другие	1	1
719	и мимики	5	1
720	событие или	1	1
721	в таком	1	1
