N	2gram	Losev_Vlad_3	StatiiOP
118	в россии	3	4
119	является не	3	4
120	но все	3	4
121	эту тему	1	4
122	но я	1	4
123	но если	5	4
124	том как	1	4
125	и сейчас	2	4
126	представление о	1	4
127	для изучения	1	4
128	можно ли	2	4
129	не имеет	4	4
130	же время	2	4
131	это слово	1	4
132	своей статье	1	4
133	как будто	1	4
134	за что	1	4
135	в ее	1	4
136	на вопрос	1	4
137	и что	8	4
138	заключается в	1	4
139	в качестве	3	4
140	же и	2	4
141	мы находим	2	4
142	как раз	10	4
143	не было	5	4
144	даже не	3	4
145	к которому	1	4
146	на эту	1	4
147	в частности	1	4
148	как бы	3	4
149	еще более	1	4
150	гораздо более	1	4
151	же как	3	3
152	того же	2	3
153	и без	1	3
154	должна быть	2	3
155	и за	2	3
156	то это	10	3
157	конечно и	1	3
158	в ней	5	3
159	еще не	4	3
160	он был	2	3
161	в чем	3	3
162	но не	4	3
163	не все	3	3
164	к сожалению	1	3
165	в истории	5	3
166	общего с	2	3
167	с этим	2	3
168	что касается	2	3
169	говорит что	1	3
170	не являются	1	3
171	это просто	1	3
172	то в	6	3
173	это можно	1	3
174	точку зрения	1	3
175	же это	2	3
176	же касается	5	3
177	в другом	2	3
178	и с	9	3
179	лишь в	1	3
180	и тем	3	3
181	даже в	4	3
182	ни в	10	3
183	чем в	4	3
184	о которой	1	3
185	тому что	4	3
186	во время	1	3
187	в конце	12	3
188	о значении	2	3
189	в основе	1	3
190	а во	1	3
191	стремление к	1	3
192	очень мало	1	3
193	в каком	4	3
194	очень часто	1	3
195	и вполне	2	3
196	должны быть	1	3
197	для себя	5	3
198	не трудно	1	3
199	об этом	6	3
200	и вообще	3	3
201	и нужно	1	3
202	внимание на	1	3
203	и только	3	3
204	значит что	6	3
205	но с	2	3
206	в какой	2	3
207	и так	2	3
208	это очень	1	3
209	по мнению	4	3
210	по этому	3	3
211	с одной	3	3
212	если это	1	3
213	вопроса о	1	3
214	в виде	13	3
215	в начале	2	3
216	ii но	1	3
217	ни с	3	3
218	возможно что	1	3
219	без всякой	2	3
220	а именно	12	3
221	а с	4	3
222	что для	1	3
223	говорит о	4	3
224	на этот	1	3
225	в тех	1	3
226	да и	6	3
227	с этой	2	3
228	видно что	1	3
229	не является	2	3
230	и для	3	3
231	не существует	2	3
232	в результате	4	3
233	будто бы	1	3
234	работы в	1	3
235	в таком	3	3
236	ничего общего	5	3
237	отношения к	5	2
238	кажется в	1	2
239	не хочет	2	2
240	по его	2	2
241	которыми он	1	2
242	мы имеем	3	2
243	мы не	2	2
244	в сущности	2	2
245	время как	2	2
246	быть в	2	2
247	конечно это	1	2
248	иных случаях	1	2
249	совсем не	5	2
250	в сторону	2	2
251	и речи	2	2
252	за пределы	3	2
253	в своем	8	2
254	как иначе	1	2
255	от этого	2	2
256	так или	2	2
257	бы не	1	2
258	думать что	1	2
259	в себе	9	2
260	но он	1	2
261	но на	2	2
262	при этом	3	2
263	он не	8	2
264	и более	2	2
265	на совершенно	1	2
266	что ни	1	2
267	что все	7	2
268	при помощи	4	2
269	его в	2	2
270	это вовсе	1	2
271	первую очередь	1	2
272	в свой	1	2
273	должен был	2	2
274	не всегда	1	2
275	нисколько не	3	2
276	в первую	1	2
277	имеет ничего	2	2
278	можно найти	2	2
279	в такой	1	2
280	свободен от	2	2
281	бы мы	1	2
282	которые в	1	2
283	надо сказать	1	2
284	без всяких	1	2
285	это дело	1	2
286	их в	1	2
287	является вполне	1	2
288	тем самым	2	2
289	как можно	2	2
290	что эта	2	2
291	она не	2	2
292	что с	1	2
293	на него	2	2
294	не имели	1	2
295	ничего не	5	2
296	больше чем	2	2
297	тем не	10	2
298	только с	2	2
299	что на	2	2
300	начиная с	1	2
301	есть только	9	2
302	и такие	1	2
303	что при	1	2
304	и это	6	2
305	без всякого	1	2
306	то время	4	2
307	и сам	1	2
308	нужно было	1	2
309	это объясняется	1	2
310	то есть	24	2
311	а также	8	2
312	этой статьи	1	2
313	может не	1	2
314	и все	4	2
315	все в	1	2
316	с нашей	1	2
317	этому поводу	1	2
318	и во	1	2
319	а потому	1	2
320	отметить что	1	2
321	не надо	1	2
322	и можно	4	2
323	статье о	1	2
324	говорит в	3	2
325	к нему	3	2
326	что здесь	3	2
327	быть и	2	2
328	по своей	2	2
329	его статьи	2	2
330	конечно не	1	2
331	и у	3	2
332	уже в	3	2
333	ведь если	4	2
334	свидетельствует о	2	2
335	если в	1	2
336	целого ряда	1	2
337	этот раз	1	2
338	а то	2	2
339	невозможно было	1	2
340	могло бы	2	2
341	не для	1	2
342	очевидно не	1	2
343	у него	24	2
344	хотел бы	1	2
345	даже и	12	2
346	никем не	1	2
347	бы это	2	2
348	самого же	3	2
349	или иначе	2	2
350	представляет собою	1	2
351	еще и	18	2
352	одной стороны	3	2
353	здесь дело	1	2
354	однако и	4	2
355	который не	1	2
356	если не	6	2
357	ни на	2	2
358	и потому	10	2
359	этой работы	1	2
360	в иных	1	2
361	нет ни	2	2
362	и их	1	2
363	а если	2	2
364	такого рода	4	2
365	по существу	4	2
366	г ч	1	2
367	том смысле	1	2
368	этого слова	1	2
369	этом случае	1	2
370	между прочим	5	2
371	но для	3	2
372	ли в	1	2
373	то не	2	2
374	зрения в	1	2
375	в этих	2	2
376	что этот	3	2
377	несмотря на	7	2
378	в своих	7	2
379	молодой человек	1	2
380	том числе	1	2
381	в вопросе	2	1
382	а между	1	1
383	можно говорить	1	1
384	до него	1	1
385	чтобы не	1	1
386	по адресу	1	1
387	не имел	2	1
388	но тогда	2	1
389	как известно	1	1
390	и есть	1	1
391	здесь и	2	1
392	из его	1	1
393	не говорим	1	1
394	этого он	1	1
395	едва ли	11	1
396	и этот	2	1
397	его не	1	1
398	хотя сам	1	1
399	правильного понимания	1	1
400	более ранней	1	1
401	против чего	1	1
402	который был	2	1
403	и такой	1	1
404	с но	1	1
405	но даже	4	1
406	ясными и	2	1
407	так а	1	1
408	эти темы	1	1
409	это время	2	1
410	на последнем	1	1
411	ее необходимо	1	1
412	от всей	1	1
413	и самого	1	1
414	что оба	2	1
415	и на	6	1
416	драмы и	1	1
417	бы то	3	1
418	за свое	2	1
419	с его	2	1
420	но как	2	1
421	а только	7	1
422	только при	4	1
423	тех же	1	1
424	могут и	1	1
425	себя тем	1	1
426	должны были	1	1
427	очевидно что	1	1
428	этого последнего	2	1
429	не хотел	1	1
430	времени то	1	1
431	нет и	1	1
432	в свои	1	1
433	в настоящем	2	1
434	и таким	1	1
435	во что	2	1
436	дала ему	1	1
437	это самое	1	1
438	как говорит	2	1
439	области можно	1	1
440	стороны и	2	1
441	перед нами	3	1
442	кроме того	6	1
443	систему как	1	1
444	хотя и	7	1
445	что по	1	1
446	это тоже	2	1
447	и к	2	1
448	для ее	1	1
449	не очень	2	1
450	дело только	1	1
451	и конечно	1	1
452	еще на	1	1
453	бы с	1	1
454	он в	1	1
455	в нашем	2	1
456	так в	1	1
457	в известном	1	1
458	с их	3	1
459	им в	1	1
460	он делает	1	1
461	иначе и	2	1
462	как он	1	1
463	за рамки	1	1
464	что каждая	1	1
465	больше всего	1	1
466	одно целое	1	1
467	не как	2	1
468	в корне	1	1
469	и вот	1	1
470	вникнуть в	1	1
471	так уж	3	1
472	чтобы в	1	1
473	в плане	1	1
474	причинам эта	1	1
475	какой бы	1	1
476	смысле как	1	1
477	даже прямо	1	1
478	такого же	1	1
479	том же	1	1
480	для всей	1	1
481	строгой системой	1	1
482	содержит в	5	1
483	не считать	1	1
484	том случае	3	1
485	являются для	2	1
486	что никакого	1	1
487	на все	1	1
488	на каком	1	1
489	второй половины	1	1
490	это было	3	1
491	те или	2	1
492	в глазах	1	1
493	нечего и	2	1
494	который так	1	1
495	но вовсе	1	1
496	но их	1	1
497	ведь в	1	1
498	здесь нет	2	1
499	которым он	1	1
500	в хронологическом	1	1
501	для них	1	1
502	в них	1	1
503	является для	2	1
504	о которых	2	1
505	далеко не	3	1
506	вообще мало	1	1
507	были в	2	1
508	с тем	7	1
509	во внимание	1	1
510	которой он	1	1
511	недостаточного внимания	1	1
512	можно считать	5	1
513	в один	1	1
514	не больше	3	1
515	на себя	2	1
516	когда в	1	1
517	со всей	1	1
518	которую он	1	1
519	бы на	2	1
520	от своего	1	1
521	и при	1	1
522	что такая	2	1
523	представить себе	1	1
524	ли можно	2	1
525	первому а	1	1
526	место в	1	1
527	не столько	3	1
528	еще с	1	1
529	оказывается что	2	1
530	или вернее	1	1
531	оно стало	1	1
532	мы теперь	1	1
533	чтобы можно	1	1
534	нас интересует	1	1
535	а есть	2	1
536	его время	1	1
537	речи в	1	1
538	том и	1	1
539	с такими	1	1
540	простых и	1	1
541	следующими словами	1	1
542	по себе	6	1
543	специалистов по	1	1
544	же мы	1	1
545	вытекает и	2	1
546	потому не	1	1
547	на работу	1	1
548	вполне естественно	1	1
549	и другое	1	1
550	считает что	1	1
551	одна из	1	1
552	что их	1	1
553	в науке	1	1
554	и притом	3	1
555	к этим	1	1
556	в процессе	1	1
557	этот большой	1	1
558	тогда и	1	1
559	он еще	1	1
560	и имеет	1	1
561	опираться на	1	1
562	во всякой	1	1
563	но только	2	1
564	не могло	1	1
565	в разных	2	1
566	того как	1	1
567	только и	5	1
568	это то	1	1
569	к каждой	1	1
570	но очень	1	1
571	того в	1	1
572	касается прочих	1	1
573	не стоило	1	1
574	и является	1	1
575	и чувства	1	1
576	ему и	1	1
577	и после	1	1
578	вернее сказать	1	1
579	при обсуждении	1	1
580	вместо этого	1	1
581	считать что	1	1
582	характерен для	1	1
583	которая по	1	1
584	бы несколько	1	1
585	ему не	1	1
586	половины xix	1	1
587	освобождается от	1	1
588	является то	1	1
589	к отдельным	1	1
590	которых он	2	1
591	в духе	3	1
592	не могут	2	1
593	когда мы	1	1
594	не считает	1	1
595	отличается от	3	1
596	свидетельствующие о	1	1
597	i но	1	1
598	и критического	1	1
599	и другим	1	1
600	к тому	7	1
601	системы не	1	1
602	теории в	1	1
603	не дала	1	1
604	то ни	3	1
605	как мы	8	1
606	и о	4	1
607	недостаточно и	1	1
608	в виду	3	1
609	и говорить	1	1
610	говоря уже	1	1
611	с каким	3	1
612	ни стало	2	1
613	почему и	1	1
614	последнее время	1	1
615	только то	2	1
616	только более	1	1
617	с самого	1	1
618	не подлежит	1	1
619	и была	1	1
620	то как	3	1
621	только тот	1	1
622	что ведь	1	1
623	проблем и	1	1
624	было в	1	1
625	ссылается на	1	1
626	мог бы	4	1
627	во многом	2	1
628	почему же	6	1
629	еще в	5	1
630	она была	4	1
631	таком виде	1	1
632	образом этот	1	1
633	можно только	2	1
634	разного рода	3	1
635	но у	2	1
636	является в	2	1
637	разумеется что	1	1
638	хотя это	1	1
639	о ней	1	1
640	никогда и	2	1
641	лишь при	1	1
642	глазах самого	1	1
643	вопроса и	1	1
644	язык и	1	1
645	настоящее время	3	1
646	в глаза	4	1
647	притом в	1	1
648	утверждает что	4	1
649	и просто	1	1
650	с того	1	1
651	что его	2	1
652	можно сказать	1	1
653	не просто	10	1
654	там же	7	1
655	к истине	1	1
656	собрание сочинений	1	1
657	и всю	2	1
658	которые мы	1	1
659	даже по	1	1
660	где у	2	1
661	нуждается в	1	1
662	для той	1	1
663	во всей	1	1
664	тем обстоятельством	1	1
665	кто в	1	1
666	что бы	3	1
667	в свете	1	1
668	более высоким	1	1
669	еще только	1	1
670	самостоятельно и	1	1
671	разных изданиях	1	1
672	же можно	1	1
673	что только	1	1
674	что выражение	1	1
675	или иные	2	1
676	всю свою	1	1
677	с термином	2	1
678	пор не	1	1
679	как нечто	3	1
680	это стремление	1	1
681	который в	2	1
682	самые разнообразные	1	1
683	тот что	1	1
684	и из	1	1
685	менее и	1	1
686	он считал	1	1
687	не отметить	1	1
688	не имеют	2	1
689	литературы в	1	1
690	уже не	9	1
691	если мы	4	1
692	каком же	1	1
693	чтобы он	1	1
694	которых можно	1	1
695	и других	1	1
696	был бы	3	1
697	не так	3	1
698	себе в	2	1
699	но вот	3	1
700	на основную	1	1
701	в одном	5	1
702	он именует	1	1
703	но которая	1	1
704	не о	2	1
705	с него	1	1
706	и никогда	1	1
707	от того	4	1
708	вот оказывается	1	1
709	характерны для	1	1
710	указание на	1	1
711	само собой	3	1
712	о каком	1	1
713	которое на	1	1
714	или иной	1	1
715	изданиях в	1	1
716	говорим о	1	1
717	и против	3	1
718	здесь в	4	1
719	иначе но	1	1
720	с той	1	1
721	собой разумеется	2	1
722	такое же	1	1
723	вопроса но	1	1
724	и др	1	1
725	но о	3	1
726	имеются некоторые	1	1
727	больше и	2	1
728	в некоторых	1	1
729	этот термин	1	1
730	отношении есть	1	1
731	притом не	1	1
732	которых мы	2	1
733	до конца	4	1
734	не на	2	1
735	был свободен	1	1
736	именно так	1	1
737	рядом других	1	1
738	цельное и	1	1
739	подобного рода	3	1
740	вопросе о	3	1
741	о чем	1	1
742	нашей современной	1	1
743	еще до	2	1
744	него не	1	1
745	обстоятельством что	1	1
746	ближе к	1	1
747	в одно	2	1
748	и вовсе	3	1
749	но что	2	1
750	вместе с	7	1
751	на чем	1	1
752	мы говорим	1	1
753	и гораздо	2	1
754	есть такое	1	1
755	конечно есть	1	1
756	того чем	1	1
757	п а	1	1
758	из которых	1	1
759	к своему	2	1
760	xix века	6	1
761	стоило бы	1	1
762	в течение	4	1
763	на такие	1	1
764	пишет в	1	1
765	которая конечно	1	1
766	его работе	1	1
767	с толку	1	1
768	который для	2	1
769	для понимания	2	1
770	в последнем	1	1
771	в это	2	1
772	него в	4	1
773	как например	2	1
774	сказать не	2	1
775	каждое из	1	1
776	при условии	2	1
777	этом смысле	3	1
778	каждой из	1	1
779	и позволяет	1	1
780	относиться к	1	1
781	указать на	4	1
782	от той	1	1
783	но такой	2	1
784	тем и	1	1
785	и от	6	1
786	котором он	1	1
787	которая в	2	1
788	в настоящее	3	1
789	ведь одно	1	1
790	тот кто	1	1
791	т iii	1	1
792	у них	1	1
793	но еще	2	1
794	той или	2	1
795	бы в	2	1
796	конце концов	5	1
797	против того	1	1
798	но зато	1	1
799	уже давно	1	1
800	еще очень	1	1
801	которым мы	1	1
802	отношении к	1	1
803	одной из	2	1
804	и начинается	1	1
805	но эта	1	1
806	с ней	1	1
807	не говоря	1	1
808	отдает себе	1	1
809	на более	2	1
810	не быть	1	1
811	состоит из	1	1
812	то здесь	1	1
813	к его	2	1
814	оно не	3	1
815	из этого	2	1
816	включает в	1	1
817	но эти	1	1
818	и черты	1	1
819	а может	1	1
820	и другие	1	1
821	такое заключение	1	1
822	к этому	2	1
823	как на	3	1
824	точно так	4	1
825	они не	1	1
