N	2gram	Tiupa_Lite_3	Istorich
397	нас же	1	1
398	нет у	1	1
399	восходит к	1	1
400	к нему	1	1
401	между тем	3	1
402	переходит в	1	1
403	теперь уже	1	1
404	в ряд	1	1
405	них в	1	1
406	наконец в	3	1
407	также в	1	1
408	в свете	1	1
409	не должен	1	1
410	но с	2	1
411	не как	2	1
412	выше и	2	1
413	вне себя	2	1
414	и представляет	1	1
415	друг друга	1	1
416	уже и	1	1
417	может оказаться	1	1
418	мире и	1	1
419	есть в	1	1
420	с двумя	1	1
421	одной из	1	1
422	уже в	1	1
423	чтобы он	2	1
424	оно в	1	1
425	о ней	1	1
426	для людей	1	1
427	о пути	1	1
428	или даже	1	1
429	но совершенно	1	1
430	не стал	1	1
431	роль и	1	1
432	был бы	1	1
433	для него	2	1
434	отношение к	2	1
435	при всей	1	1
436	случае не	1	1
437	но уже	3	1
438	есть выражение	1	1
439	конечно также	1	1
440	и вместе	2	1
441	для того	2	1
442	где в	1	1
443	к солнцу	1	1
444	и даже	2	1
445	даже не	1	1
446	а на	2	1
447	не единственное	1	1
448	не стало	1	1
449	все новые	1	1
450	начала пути	1	1
451	или иначе	2	1
452	именно в	5	1
453	я был	1	1
454	еще и	2	1
455	своего собственного	1	1
456	и тело	1	1
457	в середине	1	1
458	в самую	1	1
459	социальной жизни	1	1
460	в другое	1	1
461	только за	1	1
462	не знает	2	1
463	в картине	1	1
464	у такого	1	1
465	как о	2	1
466	несмотря на	2	1
467	как ни	1	1
468	этой же	1	1
469	он представляет	1	1
470	еще раз	2	1
471	первый взгляд	1	1
472	подобного рода	1	1
473	своей воле	1	1
474	в цикле	1	1
475	их к	1	1
476	в чистом	1	1
477	тому как	3	1
478	пути в	4	1
479	никем не	2	1
480	мыслится как	3	1
481	и была	1	1
482	своей жизни	2	1
483	новые и	1	1
484	неба и	1	1
485	становится ясным	1	1
486	и для	4	1
487	еще одна	1	1
488	и открывается	1	1
489	он за	1	1
490	бы в	1	1
491	чтобы его	1	1
492	его уже	1	1
493	будто бы	1	1
494	и земли	1	1
495	глаз и	1	1
496	же в	2	1
497	может и	1	1
498	в свою	2	1
499	ведь он	1	1
500	в живописи	1	1
501	на этот	1	1
502	появлением нового	1	1
503	не что	1	1
504	оно не	2	1
505	где встречаются	1	1
506	но еще	2	1
507	к этой	1	1
508	к чему-то	1	1
509	в противоположность	2	1
510	в таком	1	1
511	этой точки	1	1
512	том числе	3	1
