N	2gram	Bakhtin_Fr_4	Analitik
430	в эпосе	1	1
431	такие и	1	1
432	друзьями и	1	1
433	по своему	4	1
434	смысле этого	1	1
435	типа как	1	1
436	происходит в	1	1
437	да и	2	1
438	с этой	1	1
439	самом же	2	1
440	еще раз	2	1
441	сих пор	1	1
442	о его	2	1
443	в аспекте	1	1
444	граница между	1	1
445	перед нами	4	1
446	о мире	2	1
447	при всем	1	1
448	и для	2	1
449	смыслом в	1	1
450	они существенно	1	1
451	мышления в	1	1
452	случае если	1	1
453	прежде чем	1	1
454	сохраняется и	1	1
455	и от	1	1
456	все что	1	1
457	или в	2	1
458	в результате	4	1
459	мира и	4	1
460	между ними	2	1
461	о котором	1	1
462	хотя и	2	1
463	как сам	1	1
464	на первый	2	1
465	для нас	1	1
466	от него	1	1
467	его уже	1	1
468	на части	12	1
469	в своих	2	1
470	даже при	1	1
471	к самому	1	1
472	жизни в	2	1
473	свою судьбу	1	1
474	в свою	1	1
475	в романе	10	1
476	конечно далеко	2	1
477	к его	1	1
478	из этого	2	1
479	в действительности	1	1
480	включает в	1	1
481	где он	2	1
482	жизни и	4	1
483	время они	1	1
484	а я	1	1
485	и эта	2	1
486	особенности же	1	1
487	они не	2	1
