N	2gram	Tiupa_Lite_3	VelikijI
257	как это	3	1
258	за которым	1	1
259	то есть	5	1
260	в лице	2	1
261	их к	1	1
262	в человеке	1	1
263	над ним	1	1
264	у нас	2	1
265	этих словах	1	1
266	что сделал	1	1
267	ведет к	1	1
268	свободы не	1	1
269	в одном	4	1
270	человек с	2	1
271	это значит	1	1
272	свобода и	1	1
273	мира с	1	1
274	и всех	1	1
275	с этой	2	1
276	с бытием	1	1
277	на пути	1	1
278	людей а	1	1
279	и внешней	1	1
280	общественной жизни	1	1
281	неба и	1	1
282	на два	1	1
283	и остается	1	1
284	тому кто	1	1
285	не по	1	1
286	счастьем и	1	1
287	мы все	1	1
288	миру в	1	1
289	и от	1	1
290	нельзя не	1	1
291	мира и	2	1
292	это как	3	1
293	которая в	1	1
294	он за	1	1
295	человек и	1	1
296	жизни не	2	1
297	мы мы	1	1
298	лишь как	1	1
299	может быть	12	1
300	природы в	1	1
301	в третьем	3	1
302	одна личность	1	1
303	вообще в	1	1
304	во всем	1	1
305	будто бы	1	1
306	устроить и	1	1
307	в мировом	1	1
308	сознания так	1	1
309	к жизни	2	1
310	но вот	1	1
311	уже и	1	1
312	к ее	1	1
313	жизни в	4	1
314	в будущем	1	1
315	может и	1	1
316	в образах	1	1
317	да это	1	1
318	другой стороны	2	1
319	и идеи	1	1
320	есть и	1	1
321	к этому	2	1
322	дух в	1	1
323	его с	1	1
324	в искусстве	1	1
325	в своих	2	1
326	нас а	1	1
327	слова с	1	1
328	в процессе	1	1
329	в противоположность	2	1
330	силы на	1	1
331	себя и	2	1
332	она не	1	1
333	они не	1	1
