N	2gram	Bakhtin_Fr_8	Hudozhes
380	он мог	1	1
381	все без	1	1
382	каждый из	1	1
383	казалось бы	3	1
384	только и	1	1
385	народной жизни	1	1
386	в самой	1	1
387	и является	1	1
388	ему и	2	1
389	связи с	6	1
390	ничто не	2	1
391	не по	1	1
392	как будто	1	1
393	языков в	2	1
394	и оценки	1	1
395	в каком	2	1
396	дистанции между	1	1
397	настоящего времени	3	1
398	существенно связаны	1	1
399	воспринимаются как	1	1
400	и здесь	3	1
401	его за	1	1
402	о каком	1	1
403	здесь мы	3	1
404	в настоящее	3	1
405	говорит о	2	1
406	не ограничивается	1	1
407	из всего	1	1
408	как мы	7	1
409	существенное значение	2	1
410	и служит	1	1
411	языка и	6	1
412	реальной действительности	1	1
413	в особенности	4	1
414	смерти в	1	1
415	но мы	1	1
416	то время	2	1
417	на свой	1	1
418	свободу и	1	1
419	и совершенно	2	1
420	те же	1	1
421	здесь как	2	1
422	живет в	1	1
423	строго говоря	1	1
424	для этого	1	1
425	которому принадлежит	1	1
426	к языку	4	1
427	мире в	2	1
428	это существенно	1	1
429	выделяются из	1	1
430	ситуации и	1	1
431	настоящее время	3	1
432	после того	1	1
433	это была	3	1
434	и речевой	1	1
435	на отдельные	1	1
436	в которую	1	1
437	жизни за	1	1
438	том или	1	1
439	по типу	1	1
440	полноту и	1	1
441	перед тем	1	1
442	о своих	1	1
443	языка мы	1	1
444	и мир	1	1
445	подробностями и	1	1
446	внутренней стороны	1	1
447	известном смысле	1	1
448	в формах	1	1
449	один из	5	1
450	но с	2	1
451	образов и	1	1
452	мы видим	6	1
453	тот же	1	1
454	дело с	1	1
455	природой и	1	1
456	на языке	2	1
457	что даже	1	1
458	действующих лиц	2	1
459	со страшным	1	1
460	до нас	1	1
461	русского языка	1	1
462	такое же	1	1
463	впрочем и	1	1
464	или же	1	1
465	между этими	1	1
466	мира как	1	1
467	бы ни	1	1
468	на мир	2	1
469	со всеми	1	1
470	смыслу и	2	1
471	одновременно он	1	1
472	так что	3	1
473	для всех	1	1
474	с нею	1	1
475	языка а	2	1
476	действующего лица	1	1
477	из них	2	1
478	это требует	1	1
479	за ним	1	1
480	характерно что	2	1
481	папы и	1	1
482	мы находим	3	1
483	представлений о	1	1
484	так как	4	1
485	и от	1	1
486	тому же	1	1
487	к ним	2	1
488	должен был	1	1
489	они представляются	1	1
490	характерных для	1	1
491	или ином	1	1
492	не просто	3	1
493	образом что	1	1
494	в жизненном	1	1
495	им по	1	1
496	не было	5	1
497	границы и	1	1
498	и даже	8	1
499	точек зрения	2	1
500	и глубже	2	1
501	как у	1	1
502	связаны с	6	1
503	значений и	1	1
504	еще и	3	1
505	наконец в	4	1
506	что для	3	1
507	в исконном	1	1
508	v в	2	1
509	более того	3	1
510	однако и	1	1
511	жизнь в	1	1
512	не всегда	1	1
513	мы встречаем	2	1
514	его как	2	1
515	в связи	3	1
516	культуры не	1	1
517	почву для	1	1
518	на фоне	1	1
519	вместе с	2	1
520	я уже	1	1
521	в одной	1	1
522	есть такое	1	1
523	о различных	1	1
524	и временных	1	1
525	не могут	1	1
526	другу и	1	1
527	он говорит	2	1
528	из уст	1	1
529	этого слова	1	1
530	второй план	2	1
531	будущее в	1	1
532	тому как	1	1
533	типа как	1	1
534	чувства и	1	1
535	этих исключительных	1	1
536	с этой	2	1
537	грани между	1	1
538	все же	2	1
539	характерные для	1	1
540	к вопросу	1	1
541	в более	1	1
542	и ценностями	3	1
543	так он	1	1
544	совершается в	1	1
545	искусство слова	1	1
546	позиции в	1	1
547	не подлежит	3	1
548	в пределе	1	1
549	в результате	5	1
550	о котором	1	1
551	ощутить свое	1	1
552	в отдельных	1	1
553	больше и	1	1
554	для нас	1	1
555	от него	1	1
556	как целому	1	1
557	бы в	3	1
558	и существенно	1	1
559	между вещами	5	1
560	все они	6	1
561	в современных	1	1
562	ни было	2	1
563	им с	1	1
564	же в	1	1
565	но если	1	1
566	того времени	4	1
567	на части	1	1
568	быть и	1	1
569	здесь только	1	1
570	может и	1	1
571	оценки и	1	1
572	не быть	1	1
573	в системе	1	1
574	имена в	1	1
575	одновременно и	1	1
576	в свое	1	1
577	включает в	1	1
578	всего в	1	1
579	частности в	1	1
580	жизни и	1	1
581	ее в	1	1
582	видим в	1	1
583	и другие	5	1
584	в своих	4	1
585	по поводу	1	1
586	существенный момент	1	1
587	они не	5	1
