N	2gram	Losev_Prob_2	SlovoVZh
415	должно быть	2	1
416	входит в	2	1
417	отношения которые	1	1
418	и которые	2	1
419	который и	1	1
420	и мы	2	1
421	было бы	8	1
422	не совпадает	2	1
423	этом смысле	5	1
424	и соответствующие	1	1
425	и прежде	2	1
426	входящего в	2	1
427	имеет и	2	1
428	и тем	4	1
429	один и	2	1
430	отражение в	1	1
431	или о	2	1
432	кажется что	1	1
433	только к	1	1
434	что для	3	1
435	лишенным всякого	1	1
436	говорит о	1	1
437	само собою	1	1
438	для них	3	1
439	от нее	1	1
440	но уже	5	1
441	не было	3	1
442	а с	1	1
443	это прежде	1	1
444	не знает	3	1
445	все равно	3	1
446	далеко не	4	1
447	отношения в	2	1
448	и самый	4	1
449	не на	1	1
450	в слове	3	1
451	которой он	4	1
452	несмотря на	3	1
453	значения не	1	1
454	все моменты	1	1
455	о чем	6	1
456	на эту	2	1
457	случае слово	1	1
458	же не	1	1
459	в истории	3	1
460	и тогда	1	1
461	и того	3	1
462	но можно	2	1
463	для этой	1	1
464	или менее	4	1
465	все элементы	1	1
466	все более	1	1
467	такой степени	1	1
468	нас остается	1	1
469	речь но	1	1
470	но если	4	1
471	в частности	5	1
472	художественное значение	1	1
473	которая ведь	1	1
474	то он	1	1
475	нас не	3	1
476	и без	5	1
477	бесконечное количество	1	1
478	относятся к	3	1
479	его содержание	1	1
480	только его	3	1
481	то есть	39	1
482	одним и	2	1
483	что всякий	5	1
484	свой смысл	2	1
485	не могут	4	1
486	только об	1	1
487	и независимо	2	1
488	чем мы	1	1
489	если оно	3	1
490	стороны как	1	1
491	его носителя	1	1
492	является только	3	1
493	для обоих	1	1
494	нельзя было	3	1
495	касались только	1	1
496	но эта	3	1
497	и тот	3	1
498	которые в	2	1
499	всегда имеет	1	1
500	сами по	2	1
501	по крайней	6	1
502	не должно	1	1
503	и почти	1	1
504	мы еще	3	1
505	и менее	1	1
506	может идти	1	1
507	что например	1	1
508	что до	2	1
509	или хотя	2	1
510	же мы	2	1
511	позицию в	1	1
512	бы отдаленно	1	1
513	того если	1	1
514	от всего	3	1
515	и таким	1	1
516	с которой	3	1
517	для определения	2	1
518	смысл какого-нибудь	1	1
519	в смысле	1	1
520	самого начала	2	1
521	мы касались	1	1
522	как о	3	1
523	форма не	1	1
524	это последнее	1	1
525	только из	1	1
526	более и	1	1
527	в науке	3	1
528	она должна	2	1
529	и остается	1	1
530	тех или	3	1
531	не является	7	1
532	в основе	3	1
533	время как	1	1
534	на содержание	1	1
535	уже на	1	1
536	при таком	2	1
537	того чтобы	2	1
538	чем не	1	1
539	не существует	6	1
540	взятый в	1	1
541	в результате	4	1
542	только и	3	1
543	в качестве	2	1
544	слишком мало	1	1
545	к одной	1	1
546	слова как	3	1
547	сочли бы	1	1
548	особого рода	1	1
549	еще более	2	1
550	тем более	10	1
551	мы должны	3	1
552	по своей	1	1
553	смысла то	2	1
554	это та	1	1
555	бы по	1	1
556	связи с	5	1
557	можно только	2	1
558	обстоит дело	1	1
559	эти три	1	1
560	уже и	3	1
561	как будто	6	1
562	этом отношении	1	1
563	в области	6	1
564	представлять себе	1	1
565	у нас	18	1
566	языка в	3	1
567	только как	3	1
568	является то	1	1
569	его внутренней	1	1
570	поэтому не	1	1
571	конечно гораздо	1	1
572	по самому	3	1
573	когда мы	6	1
574	есть только	8	1
575	или иного	5	1
576	время не	2	1
577	должны быть	1	1
578	свои слова	1	1
579	частности в	2	1
580	что оно	2	1
581	к другим	1	1
582	предмет в	1	1
583	пространстве и	2	1
584	мы могли	2	1
585	слова с	1	1
586	и эта	1	1
587	или он	1	1
588	каждое слово	1	1
589	в таком	11	1
590	во всяком	13	1
591	вполне понятно	1	1
592	они не	1	1
593	идти только	1	1
594	слова это	2	1
595	к тому	3	1
