N	2gram	Tiupa_Narr_1	OGranits
113	объект и	1	2
114	в области	2	2
115	с другой	2	2
116	всей своей	1	2
117	в самом	6	2
118	входит в	2	2
119	одной стороны	1	2
120	он только	1	2
121	соответствии с	4	2
122	не на	1	2
123	а не	13	2
124	другой стороны	2	2
125	там где	1	2
126	не мог	6	2
127	в связи	2	2
128	том что	7	2
129	с помощью	1	2
130	и ее	3	2
131	так же	1	2
132	своего рода	10	2
133	в тех	1	2
134	слова и	1	2
135	художественное произведение	1	2
136	не менее	3	2
137	что эта	1	2
138	не имеет	2	2
139	в книге	1	2
140	сознания и	1	2
141	собственно говоря	1	2
142	и является	2	2
143	во всем	1	2
144	а в	13	2
145	еще в	3	2
146	героя и	2	2
147	и к	1	2
148	имеет место	4	2
149	могут быть	1	2
150	чем иным	2	2
151	к тому	6	2
152	обычно в	1	1
153	которой только	1	1
154	жизни литературного	1	1
155	одним из	1	1
156	также и	3	1
157	же как	1	1
158	и уж	1	1
159	и через	2	1
160	в виду	1	1
161	того же	1	1
162	и сами	1	1
163	средств в	1	1
164	в эстетике	1	1
165	как известно	3	1
166	бытия то	1	1
167	только потому	1	1
168	это и	1	1
169	среде и	1	1
170	и есть	1	1
171	в организации	1	1
172	и до	1	1
173	с языком	2	1
174	действительного или	1	1
175	на том	1	1
176	едва ли	3	1
177	о влиянии	1	1
178	в образе	1	1
179	сознании не	1	1
180	особенно в	2	1
181	значения как	1	1
182	осуществляется в	1	1
183	мы имеем	3	1
184	когда в	3	1
185	и о	3	1
186	но у	1	1
187	может входить	1	1
188	говоря и	1	1
189	для этого	1	1
190	из одного	1	1
191	по себе	4	1
192	по мере	2	1
193	весьма характерное	1	1
194	но такая	1	1
195	на себя	4	1
196	с ее	2	1
197	сводится к	3	1
198	из того	1	1
199	событий и	1	1
200	но даже	1	1
201	ему в	2	1
202	этого термина	1	1
203	приближается к	1	1
204	не совсем	1	1
205	в мире	4	1
206	и он	6	1
207	стиля мы	1	1
208	слово не	1	1
209	внимание на	4	1
210	своей истории	2	1
211	еще не	4	1
212	на втором	1	1
213	их исторической	1	1
214	хх веке	1	1
215	столь же	5	1
216	времени в	2	1
217	в различных	1	1
218	тем как	1	1
219	в конечном	3	1
220	к нему	4	1
221	на самом	1	1
222	и детализация	1	1
223	взаимодействия и	1	1
224	но не	4	1
225	группируются в	1	1
226	вся эта	1	1
227	предстает не	1	1
228	природы и	1	1
229	отношение к	1	1
230	тут же	1	1
231	в едином	2	1
232	на то	2	1
233	один и	2	1
234	детей и	1	1
235	в художественной	1	1
236	внимание к	1	1
237	в своем	3	1
238	воззрений на	1	1
239	по своей	1	1
240	что касается	2	1
241	один из	6	1
242	и как	3	1
243	одной из	1	1
244	что он	3	1
245	оказывается с	1	1
246	более или	1	1
247	что слово	1	1
248	чем его	1	1
249	который в	2	1
250	в значительной	1	1
251	не приходится	1	1
252	звучит один	1	1
253	со всеми	1	1
254	так в	4	1
255	ни одна	1	1
256	в этой	6	1
257	для всех	1	1
258	что к	1	1
259	и тот	1	1
260	на всем	1	1
261	сливаются в	2	1
262	не можем	1	1
263	построен на	1	1
264	нам как	2	1
265	и у	1	1
266	только на	2	1
267	к слову	1	1
268	что она	1	1
269	не из	1	1
270	или даже	1	1
271	его и	2	1
272	конечном счете	1	1
273	состоит в	10	1
274	художественного высказывания	2	1
275	в конце	2	1
276	только с	1	1
277	картины мира	3	1
278	каждый из	2	1
279	подобно тому	3	1
280	отличие от	2	1
281	людей и	1	1
282	образом не	1	1
283	для того	3	1
284	ни о	2	1
285	косвенной речи	1	1
286	в особенности	2	1
287	особенности в	1	1
288	говорить не	1	1
289	в лирике	1	1
290	и здесь	1	1
291	его в	1	1
292	целая система	1	1
293	говорить и	1	1
294	если только	1	1
295	и иных	2	1
296	свести к	1	1
297	слово но	2	1
298	что мы	2	1
299	только одно	1	1
300	в хх	1	1
301	для них	2	1
302	произведение как	1	1
303	не было	3	1
304	а на	2	1
305	которые не	1	1
306	все равно	2	1
307	далеко не	1	1
308	из наиболее	4	1
309	сдвиг в	1	1
310	не всегда	3	1
311	которой он	1	1
312	он и	2	1
313	они сводятся	1	1
314	все время	1	1
315	области поэтики	1	1
316	отнюдь не	2	1
317	понятие о	1	1
318	автора и	1	1
319	разных местах	1	1
320	не смог	1	1
321	и тогда	2	1
322	здесь она	1	1
323	если не	2	1
324	связаны между	1	1
325	или менее	1	1
326	но при	3	1
327	сводятся к	2	1
328	связь с	1	1
329	одно слово	1	1
330	звуков издаваемых	1	1
331	как все	1	1
332	как это	3	1
333	и языка	1	1
334	и столь	2	1
335	себе а	1	1
336	в отличие	2	1
337	в которых	1	1
338	на три	1	1
339	она есть	1	1
340	к этому	1	1
341	такого рода	10	1
342	тому как	3	1
343	и вот	2	1
344	объединены в	1	1
345	наполнения и	1	1
346	тем не	3	1
347	как средство	1	1
348	прямая речь	1	1
349	их в	3	1
350	но имеется	1	1
351	и наоборот	1	1
352	и ценностных	1	1
353	необходимо чтобы	1	1
354	может идти	1	1
355	проникновению в	1	1
356	быть не	3	1
357	только то	1	1
358	в контексте	1	1
359	тому что	1	1
360	быть и	2	1
361	до конца	2	1
362	вплоть до	4	1
363	но это	1	1
364	в начале	3	1
365	к двум	2	1
366	в то	4	1
367	одна из	4	1
368	которых он	1	1
369	случаях когда	1	1
370	не знаем	1	1
371	того чтобы	4	1
372	на самый	1	1
373	мышления в	1	1
374	само по	1	1
375	хотя они	1	1
376	при таком	1	1
377	не существует	3	1
378	она из	1	1
379	или в	6	1
380	на одном	1	1
381	того как	1	1
382	то не	1	1
383	ее и	1	1
384	же время	4	1
385	тем более	1	1
386	за исключением	1	1
387	только что	2	1
388	потому что	5	1
389	связи с	2	1
390	этом отношении	3	1
391	не вполне	2	1
392	об этом	6	1
393	эстетике и	1	1
394	от первого	1	1
395	это все	1	1
396	не знает	1	1
397	сказать что	2	1
398	речи и	1	1
399	впервые в	1	1
400	не входит	1	1
401	речь которая	2	1
402	ли не	2	1
403	с его	4	1
404	только о	1	1
405	произведения и	1	1
406	указать на	1	1
407	же самое	2	1
408	вместе с	2	1
409	как для	1	1
410	например в	1	1
411	по поводу	1	1
412	они не	1	1
