N	2gram	Bakhtin_KF_1	Dialekti
495	не мог	1	1
496	и принципиально	2	1
497	единственное и	1	1
498	как целом	1	1
499	в единый	1	1
500	одной из	1	1
501	отсюда ясно	1	1
502	первом плане	2	1
503	да мы	1	1
504	единая и	3	1
505	бытие в	3	1
506	такое бытие	1	1
507	мира как	2	1
508	пассивность и	1	1
509	вместе с	1	1
510	в ее	16	1
511	из жизни	1	1
512	здесь в	1	1
513	содержания и	2	1
514	из него	3	1
515	гибели и	1	1
516	между ними	1	1
517	было с	1	1
518	не носит	1	1
519	смерти и	1	1
520	отношения к	1	1
521	в корне	2	1
522	к чему	3	1
523	сомнению но	1	1
524	в себя	7	1
525	и момент	4	1
526	уже с	1	1
527	связанных с	1	1
528	значит ли	1	1
529	он ни	2	1
530	живой жизни	1	1
531	и очень	1	1
532	другого умершего	1	1
533	и времени	1	1
534	постольку поскольку	1	1
535	но я	2	1
536	имеет определенного	1	1
537	на самом	3	1
538	отнюдь еще	1	1
539	о ценности	1	1
540	к ней	1	1
541	и имеет	1	1
542	ценности но	1	1
543	не с	1	1
544	итак ни	1	1
545	как свой	1	1
546	человека но	1	1
547	как таковым	1	1
548	такой же	1	1
549	и прошлое	1	1
550	в этих	1	1
551	и мир	2	1
552	в историю	1	1
553	не выходит	1	1
554	из другого	1	1
555	именно оно	1	1
556	жизни не	1	1
557	нельзя быть	1	1
558	а как	2	1
559	он может	2	1
560	не это	1	1
561	по самому	1	1
562	говоря вообще	1	1
563	мог бы	1	1
564	бы действительно	1	1
565	нисколько не	4	1
566	могут стать	2	1
567	начало будет	1	1
568	в качестве	2	1
569	на почве	1	1
570	я могу	5	1
571	для самого	1	1
572	содержит в	1	1
573	человек и	1	1
574	конечном счете	1	1
575	есть следовательно	1	1
576	больше и	1	1
577	тот же	1	1
578	то ни	2	1
579	для жизни	1	1
580	мы можем	1	1
581	ибо нет	2	1
582	для нее	7	1
583	в отношении	1	1
584	его все	1	1
585	это хорошо	1	1
586	средних веков	1	1
587	я с	1	1
588	людьми и	1	1
589	и полная	1	1
590	она требует	1	1
591	уже давно	1	1
592	но к	1	1
593	и будущее	2	1
594	даны в	2	1
595	но всегда	2	1
596	весь мир	2	1
597	от этого	2	1
598	не зависит	1	1
599	основана на	1	1
600	имеет место	1	1
601	бы я	1	1
602	мира но	4	1
603	лучше всего	1	1
604	всю свою	1	1
605	только через	1	1
606	на первом	2	1
607	а все	3	1
608	значит еще	1	1
609	и таким	1	1
610	в каком-то	1	1
611	что ему	1	1
612	том смысле	1	1
613	мир а	1	1
614	от единого	2	1
615	целом и	3	1
616	но лишь	6	1
617	значит иметь	1	1
618	в движении	1	1
619	дерево а	1	1
620	творчества и	1	1
621	только так	1	1
622	и за	2	1
623	и должен	2	1
624	становления и	1	1
625	движется и	1	1
626	мы имеем	5	1
627	нет он	1	1
628	и может	3	1
629	для другого	2	1
630	ту же	1	1
631	мире нет	1	1
632	по своему	3	1
633	что эти	1	1
634	воплощается в	1	1
635	не отличаются	1	1
636	в конечном	1	1
637	и всей	1	1
638	этом его	2	1
639	и понимает	1	1
640	в котором	24	1
641	я его	2	1
642	ни было	4	1
643	такая же	1	1
644	бытия не	2	1
645	всех этих	3	1
646	бытия а	3	1
647	бы и	3	1
648	бытии только	1	1
649	и та	2	1
650	что мне	1	1
651	и неясно	1	1
652	предмета и	1	1
653	мы ни	1	1
654	его в	5	1
655	едва ли	2	1
656	и новое	1	1
657	то для	1	1
658	но оно	1	1
659	значит не	1	1
660	чтобы не	2	1
661	этого утверждения	1	1
662	слова и	1	1
663	иной чем	1	1
664	не имеем	3	1
665	не от	1	1
666	выйти из	1	1
667	сознания конечно	1	1
668	мир с	1	1
669	и будет	1	1
670	и смерти	1	1
671	мы никогда	1	1
672	возможно и	1	1
673	в мире	6	1
674	в процессе	2	1
675	поскольку она	2	1
676	лучшем случае	1	1
677	нельзя говорить	1	1
678	в результате	1	1
679	истина и	1	1
680	котором действительно	1	1
681	и само	1	1
682	как к	2	1
683	ибо это	1	1
684	есть непосредственно	1	1
685	себя не	3	1
686	в соответствующих	1	1
687	самого и	1	1
688	ближе к	3	1
689	я люблю	1	1
690	могу быть	2	1
691	совершенно правильно	1	1
692	не как	4	1
693	система теоретического	1	1
694	а то	1	1
695	помнить что	1	1
696	когда я	3	1
697	значит быть	1	1
698	и никогда	1	1
699	и себя	1	1
700	не мыслится	1	1
701	пр и	1	1
702	с этого	2	1
703	но ведь	5	1
704	понятий и	1	1
705	философии но	2	1
706	должен быть	7	1
707	и определенная	1	1
708	я заговорил	1	1
709	бы себе	1	1
710	она в	1	1
711	действительного сознания	1	1
712	живет и	1	1
713	не сможет	1	1
714	где обычно	1	1
715	признать что	1	1
716	здесь не	3	1
717	как факт	1	1
718	все и	1	1
719	его только	1	1
720	возможности для	1	1
721	данное и	1	1
722	видения и	2	1
723	вечна и	1	1
724	против друга	1	1
725	бытия но	4	1
726	ведь и	1	1
727	вообще есть	1	1
728	никем и	1	1
729	а чисто	1	1
730	всего в	1	1
731	я буду	3	1
732	чем в	1	1
733	а следовательно	3	1
734	только бытие	1	1
735	утвердить его	1	1
736	процесс и	2	1
737	они имеют	1	1
738	целое как	1	1
739	ко всякому	1	1
740	мне нечего	1	1
741	фактичность и	1	1
742	и бытие	2	1
743	мы только	1	1
744	этом мире	2	1
745	которых он	1	1
746	всем его	3	1
747	если мы	1	1
748	самое что	1	1
749	предмета в	2	1
750	эта последняя	1	1
751	выходит из	1	1
752	иной мир	1	1
753	в каких	1	1
754	ибо я	1	1
755	в единство	2	1
756	мира в	6	1
757	остается только	1	1
758	имеем в	2	1
759	себе и	3	1
760	чему не	2	1
761	даже более	1	1
762	это понятие	1	1
763	и делает	2	1
764	социальные и	1	1
765	жизни но	3	1
766	и вечность	1	1
767	в лучшем	1	1
768	и эта	2	1
769	не могу	3	1
770	все в	1	1
771	этот факт	2	1
772	же самое	1	1
773	к ним	4	1
774	друг против	1	1
775	ценности и	4	1
776	возникает ряд	1	1
777	развивается по	1	1
