N	2gram	Vygotskiy__5	UchenyiS
112	в конце	4	2
113	смысле этого	1	2
114	же самое	5	2
115	как раз	13	2
116	тем что	6	2
117	что она	6	2
118	таким образом	20	2
119	даже и	2	2
120	и это	8	1
121	в последние	1	1
122	конструктивный принцип	2	1
123	об этом	3	1
124	же как	2	1
125	существенным для	1	1
126	не делает	1	1
127	искусство и	1	1
128	но по	1	1
129	то есть	13	1
130	в виду	4	1
131	деле есть	1	1
132	сам по	3	1
133	говорить не	1	1
134	значительной мере	1	1
135	таковыми как	1	1
136	данном случае	3	1
137	своими собственными	2	1
138	только при	1	1
139	искусства в	2	1
140	для читателя	2	1
141	сюда же	1	1
142	к следующему	2	1
143	работы так	1	1
144	существует в	1	1
145	звуковой формы	1	1
146	из самых	2	1
147	в произведении	1	1
148	или по	1	1
149	и др	1	1
150	еще одно	1	1
151	она все	2	1
152	к которой	1	1
153	что для	1	1
154	все черты	1	1
155	никогда не	9	1
156	полагаем что	1	1
157	так и	3	1
158	по его	3	1
159	одной стороны	12	1
160	той же	3	1
161	в сфере	1	1
162	относится к	1	1
163	до конца	2	1
164	с тем	8	1
165	мы имеем	8	1
166	для начала	1	1
167	такое понимание	2	1
168	искусство как	2	1
169	и вне	1	1
170	до крайности	1	1
171	представлений и	1	1
172	и эстетической	1	1
173	как всякая	1	1
174	развитие в	1	1
175	и всякого	1	1
176	очень легко	3	1
177	в словах	2	1
178	и даже	2	1
179	должно быть	2	1
180	иначе говоря	1	1
181	какой именно	1	1
182	можно сказать	2	1
183	или менее	1	1
184	воспринимает не	1	1
185	о нем	1	1
186	эмоция и	1	1
187	искусства и	5	1
188	как на	11	1
189	приводит к	2	1
190	о том	10	1
191	в ней	4	1
192	и потому	5	1
193	почти не	2	1
194	в котором	2	1
195	только для	1	1
196	ведет на	1	1
197	и что	23	1
198	эстетики он	1	1
199	она в	1	1
200	эмоциональный тон	3	1
201	он был	2	1
202	все и	1	1
203	первый план	3	1
204	но такое	1	1
205	из которых	4	1
206	в значительной	1	1
207	конечно это	1	1
208	признать что	1	1
209	как таковая	1	1
210	строго говоря	2	1
211	пушкин и	1	1
212	в течение	2	1
213	искусства не	2	1
214	в той	3	1
215	он может	1	1
216	отказ от	1	1
217	в данном	3	1
218	что же	1	1
219	не то	1	1
220	бы в	5	1
221	переходит в	1	1
222	того что	8	1
223	в которых	2	1
224	как временной	1	1
225	доказывает что	1	1
226	речи в	1	1
227	так возникает	1	1
228	их в	1	1
229	друг с	3	1
230	на его	3	1
231	говорит он	2	1
232	время на	2	1
233	тому чтобы	1	1
234	это значит	2	1
235	нет и	1	1
236	ночью в	1	1
237	к проблеме	1	1
238	формы как	1	1
239	на то	17	1
240	лучше и	1	1
241	оно конечно	1	1
242	и вся	3	1
243	еще один	2	1
244	его как	1	1
245	она не	1	1
246	и существенным	1	1
247	оказывается чрезвычайно	2	1
248	этом случае	2	1
249	его на	2	1
250	в эстетический	1	1
251	в своем	6	1
252	что с	6	1
253	как нам	1	1
254	нам думается	2	1
255	но для	1	1
256	в большей	2	1
257	что ему	2	1
258	и все	4	1
259	основного принципа	1	1
260	обе эти	2	1
261	того как	2	1
262	что только	1	1
263	тот же	3	1
264	этого материала	1	1
265	в поэтическом	1	1
266	более или	1	1
267	много но	1	1
268	и действительно	1	1
269	не существует	3	1
270	которое мы	3	1
271	верно и	1	1
272	применение в	1	1
273	по мнению	6	1
274	в которой	3	1
275	о котором	6	1
276	конструктивного фактора	3	1
277	больше чем	1	1
278	эти тенденции	1	1
279	не было	1	1
280	находятся в	3	1
281	таком понимании	1	1
282	он в	2	1
283	это же	2	1
284	тогда когда	1	1
285	с одной	12	1
286	для наиболее	1	1
287	факта искусства	1	1
288	с которыми	1	1
289	художественного переживания	1	1
290	в качестве	2	1
291	то о	2	1
292	но именно	1	1
293	тем более	1	1
294	в известном	1	1
295	построения и	1	1
296	бы почти	1	1
297	что по	2	1
298	живого человека	1	1
299	точно и	1	1
300	уже не	1	1
301	этот анализ	1	1
302	далеко не	1	1
303	имеем в	1	1
304	же в	2	1
305	они находятся	1	1
306	и всей	1	1
307	в процессе	1	1
308	в виде	1	1
309	в нем	7	1
310	или даже	1	1
311	она представляется	1	1
312	эстетический объект	3	1
313	с другом	3	1
314	месте в	1	1
315	он не	3	1
316	о которой	1	1
317	сказать что	9	1
318	состоит из	1	1
319	только материал	1	1
320	что угодно	1	1
321	равно как	1	1
322	конструктивное значение	1	1
323	и так	2	1
324	ценность в	1	1
325	содержания и	4	1
326	этот процесс	1	1
327	в отдельности	1	1
328	и материал	1	1
329	что под	1	1
330	содержание и	4	1
331	несомненно что	2	1
332	может служить	1	1
333	но он	3	1
334	у пушкина	1	1
335	но что	1	1
336	у него	3	1
337	такое что	2	1
338	само по	2	1
339	этого и	1	1
340	мы можем	7	1
341	это содержание	1	1
342	находит себе	3	1
343	и эта	2	1
344	это в	3	1
345	он ставит	2	1
346	что при	3	1
347	отказаться от	1	1
348	к этому	3	1
349	что в	24	1
350	в таком	3	1
351	все что	1	1
