N	2gram	Vygotskiy__7	DiskursI
262	некоторое время	1	1
263	ней в	1	1
264	однако не	1	1
265	исключает возможность	1	1
266	это отнюдь	1	1
267	хотя и	1	1
268	в этот	3	1
269	то в	2	1
270	в самом	9	1
271	еще на	1	1
272	в которой	11	1
273	в нашем	4	1
274	бы не	1	1
275	контакт между	1	1
276	этим моментам	1	1
277	раз в	2	1
278	значение так	1	1
279	в речевой	1	1
280	говорят о	1	1
281	но на	1	1
282	в случае	2	1
283	к выводу	3	1
284	но именно	2	1
285	так сказать	1	1
286	и только	4	1
287	о которой	1	1
288	говорит как	1	1
289	рассматривать его	1	1
290	на мысль	1	1
291	как пишет	1	1
292	не как	1	1
293	в силу	5	1
294	но прежде	1	1
295	по общему	1	1
296	одной и	2	1
297	его от	2	1
298	на этом	1	1
299	с этой	5	1
300	таким образом	23	1
301	что является	1	1
302	мы его	1	1
303	без которого	1	1
304	она оказывается	1	1
305	об этом	3	1
306	лишь в	2	1
307	по выражению	1	1
308	время и	1	1
309	не совпадает	3	1
310	из первых	1	1
311	и во-вторых	3	1
312	этого она	1	1
313	этого не	1	1
314	на друга	1	1
315	письменной речи	3	1
316	и вне	1	1
317	несмотря на	2	1
318	как целого	1	1
319	становится внутренней	1	1
320	и внутреннее	1	1
321	в центр	2	1
322	присущих ему	1	1
323	в такой	4	1
324	где мы	1	1
325	в которых	2	1
326	бы мы	1	1
327	в памяти	2	1
328	и той	2	1
329	в опыте	1	1
330	втором случае	3	1
331	силу своей	1	1
332	другом и	1	1
333	тем не	3	1
334	перед ним	1	1
335	том же	2	1
336	что этот	5	1
337	двух противоположных	1	1
338	для нее	3	1
339	превратилось в	1	1
340	два полюса	1	1
341	при переходе	3	1
342	проистекает из	3	1
343	возникает в	1	1
344	других к	1	1
345	источником эгоцентрической	1	1
346	все три	1	1
347	она не	5	1
348	с теми	1	1
349	самого начала	7	1
350	мысли в	9	1
351	дело не	1	1
352	мышления и	9	1
353	одна из	1	1
354	на него	1	1
355	в процессе	5	1
356	они же	1	1
357	всей их	1	1
358	в самых	1	1
359	но сохраняя	1	1
360	не имели	1	1
361	в общих	1	1
362	ничего не	2	1
363	благодаря тому	2	1
364	в разных	1	1
365	того как	2	1
366	имеем дело	1	1
367	предполагается в	1	1
368	его речи	1	1
369	к ней	2	1
370	своей природе	4	1
371	и до	2	1
372	такая же	1	1
373	во всем	3	1
374	иногда не	1	1
375	из той	1	1
376	ни о	1	1
377	только от	1	1
378	возникает из	6	1
379	на некоторое	1	1
380	не могут	4	1
381	не оставляют	1	1
382	но все	1	1
383	и другой	3	1
384	этот род	1	1
385	в прозе	1	1
386	отличается от	3	1
387	числе и	1	1
388	всего в	2	1
389	к тому	7	1
390	его с	3	1
391	но также	3	1
392	не есть	4	1
393	к истокам	1	1
394	имеет место	4	1
395	представляют собой	1	1
396	от друга	2	1
397	языка и	1	1
398	в собственном	3	1
399	человеческого сознания	2	1
400	с самого	7	1
401	своем значении	2	1
402	в мысль	2	1
403	вспомнить о	2	1
404	этот период	2	1
405	по аналогии	1	1
406	в нескольких	1	1
407	здесь как	2	1
408	чем у	3	1
409	мы в	3	1
410	поэтому в	1	1
411	для этого	3	1
412	остановимся на	1	1
413	с ним	3	1
414	движения и	1	1
415	о нем	1	1
416	и здесь	2	1
417	и должно	1	1
418	не был	1	1
419	и т.д	1	1
420	всем протяжении	4	1
421	внимание на	2	1
422	никак не	5	1
423	и что	6	1
424	все необходимые	1	1
425	этом заключается	1	1
426	самому себе	1	1
427	аналогии с	1	1
428	нас в	2	1
429	речевого акта	1	1
430	и во	4	1
431	должно было	2	1
432	в конечном	2	1
433	и вследствие	1	1
434	это представлено	1	1
435	восприятии и	1	1
436	погружен в	1	1
437	ним и	1	1
438	в глазах	1	1
439	в форме	1	1
440	всех основных	1	1
441	исторического развития	3	1
442	слов и	2	1
443	и следовательно	5	1
444	в слово	1	1
445	как она	5	1
446	в современной	2	1
447	которое было	2	1
448	в ситуации	7	1
449	между вещами	1	1
450	что другие	1	1
451	даже если	2	1
452	может оказаться	1	1
453	одних и	1	1
454	от них	1	1
455	с которыми	2	1
456	устной речи	3	1
457	так что	4	1
458	на всем	5	1
459	одном и	1	1
460	дважды в	1	1
461	только на	3	1
462	этого понятия	2	1
463	себя и	2	1
464	особое отношение	1	1
465	во втором	3	1
466	большинстве случаев	2	1
467	связывается с	1	1
468	и их	5	1
469	и старый	1	1
470	всяком случае	1	1
471	целом и	1	1
472	вовсе не	2	1
473	не для	1	1
474	в состоянии	1	1
475	для меня	1	1
476	друг друга	4	1
477	случае не	2	1
478	как такового	2	1
479	не говорит	1	1
480	в случаях	1	1
481	тем что	9	1
482	к той	1	1
483	он для	1	1
484	в любви	2	1
485	в других	1	1
486	были бы	3	1
487	из того	3	1
488	того что	14	1
489	не были	1	1
490	между которыми	2	1
491	в воображаемом	1	1
492	о своем	2	1
493	развитие а	1	1
494	во второй	5	1
495	которое так	1	1
496	между ними	3	1
497	поэзии и	2	1
498	на этот	1	1
499	до конца	5	1
500	его как	1	1
501	подобного рода	2	1
502	которые по	1	1
503	там где	1	1
504	и том	1	1
505	и слово	3	1
506	более глубокое	1	1
507	ближе к	1	1
508	в одно	1	1
509	должна была	1	1
510	именно поэтому	2	1
511	как это	5	1
512	в меру	7	1
513	речь не	5	1
514	сути дела	2	1
515	в разговоре	1	1
516	из которых	2	1
517	и столь	3	1
518	по своему	9	1
519	перехода от	4	1
520	собой такое	1	1
521	и там	1	1
522	самого себя	1	1
523	ребенка мы	1	1
524	исходя из	1	1
525	никем не	2	1
526	образцом для	1	1
527	даже в	2	1
528	слова и	10	1
529	тенденцию к	3	1
530	выводу о	1	1
531	и от	4	1
532	было сказано	3	1
533	той мере	2	1
534	и развития	1	1
535	этом и	2	1
536	но для	2	1
537	один из	2	1
538	рассматривать как	1	1
539	и собственно	2	1
540	но с	2	1
541	от слова	6	1
542	слова но	3	1
543	формы и	1	1
544	контакта с	1	1
545	своей собственной	1	1
546	еще более	1	1
547	представляли собой	1	1
548	по самой	1	1
549	же в	1	1
550	в равной	1	1
551	что пройдет	1	1
552	но всегда	2	1
553	человека не	1	1
554	даже при	1	1
555	к самому	1	1
556	всего на	1	1
557	одной из	4	1
558	первых двух	1	1
559	сказать что	8	1
560	речи и	30	1
561	одновременно и	2	1
562	из этого	2	1
563	только о	2	1
564	в какой	6	1
565	включает в	1	1
566	к другим	1	1
567	общими для	1	1
568	ее в	8	1
569	как слово	2	1
570	т.е в	1	1
571	нас не	1	1
572	во всяком	2	1
573	том числе	1	1
