N	2gram	Voloshinov_1	Tragedij
103	к тому	4	2
104	и это	1	2
105	но при	1	2
106	в ее	4	2
107	данном случае	3	2
108	еще в	1	2
109	ничего не	2	2
110	и здесь	1	2
111	о том	1	2
112	в глаза	1	2
113	что и	2	2
114	в том	4	2
115	даже если	1	2
116	по мнению	6	2
117	и ее	3	2
118	человеческой личности	1	2
119	на всем	2	2
120	уже не	5	2
121	в душе	13	2
122	не так	1	2
123	в одном	3	2
124	тем что	1	2
125	чем он	2	2
126	как же	1	2
127	в самую	1	2
128	говорит о	1	2
129	ребенка в	3	2
130	до конца	5	2
131	ребенка и	1	2
132	под влиянием	1	2
133	было в	1	2
134	с первого	1	2
135	но особенно	1	2
136	для искусства	1	2
137	в данном	3	2
138	ненависть к	1	2
139	в силах	2	2
140	это уже	1	2
141	потому что	4	2
142	только о	1	2
143	по поводу	2	2
144	во сне	2	2
145	русской литературы	1	2
146	в таком	3	2
147	эта новая	1	1
148	я и	6	1
149	а между	1	1
150	и т	1	1
151	одним из	3	1
152	например в	1	1
153	человека и	6	1
154	сам по	2	1
155	всех видах	1	1
156	а из	1	1
157	и др	8	1
158	самом деле	7	1
159	силы и	1	1
160	это и	1	1
161	и есть	2	1
162	что когда	1	1
163	в мыслях	1	1
164	на две	3	1
165	должна быть	1	1
166	высшей степени	2	1
167	объясняется и	2	1
168	века в	2	1
169	той же	2	1
170	отцом является	1	1
171	на себя	2	1
172	ему в	1	1
173	в виду	1	1
174	затем он	1	1
175	откуда же	1	1
176	в ней	5	1
177	было до	1	1
178	между собой	4	1
179	и служит	1	1
180	позицию по	1	1
181	в чем	4	1
182	во всех	8	1
183	на другой	1	1
184	но не	5	1
185	отказ от	1	1
186	но как	1	1
187	с отцом	3	1
188	положение о	1	1
189	большое значение	2	1
190	за пределы	2	1
191	в настоящем	1	1
192	к сожалению	1	1
193	всю эту	1	1
194	чем же	5	1
195	в истории	3	1
196	вызывает в	1	1
197	материалом для	1	1
198	в центре	3	1
199	вот как	1	1
200	– но	1	1
201	человеческая личность	1	1
202	мысль о	1	1
203	и наконец	10	1
204	и хотя	1	1
205	роль играет	1	1
206	психика не	1	1
207	то в	1	1
208	шутки и	2	1
209	в которой	1	1
210	он в	1	1
211	бы не	1	1
212	страсти я	1	1
213	общеизвестно что	1	1
214	как он	1	1
215	если он	5	1
216	человек не	2	1
217	вообще не	1	1
218	идей и	1	1
219	теперь оно	1	1
220	три года	2	1
221	по-видимому не	1	1
222	в переводе	1	1
223	так сказать	3	1
224	роли в	2	1
225	перенес в	1	1
226	не к	1	1
227	не как	1	1
228	страдания и	1	1
229	и по	5	1
230	на этом	5	1
231	с сознанием	6	1
232	таким образом	21	1
233	последнее слово	1	1
234	здесь мы	1	1
235	а затем	1	1
236	в другом	1	1
237	конечно в	2	1
238	был первым	1	1
239	на все	2	1
240	не нашел	1	1
241	это было	1	1
242	заключается в	1	1
243	быть не	1	1
244	ни разу	1	1
245	этого нового	1	1
246	этом мы	3	1
247	но уже	1	1
248	в высшей	2	1
249	этого не	2	1
250	всю жизнь	1	1
251	со своими	1	1
252	которой он	2	1
253	в развитии	4	1
254	очень важный	3	1
255	человека мы	2	1
256	не выдерживает	1	1
257	но если	2	1
258	и при	3	1
259	в своей	9	1
260	в такой	1	1
261	наших дней	2	1
262	где мы	1	1
263	почти не	1	1
264	в котором	1	1
265	миф о	1	1
266	значение для	2	1
267	и вот	6	1
268	умирает и	1	1
269	страха и	1	1
270	тем не	2	1
271	это чувство	1	1
272	на всю	1	1
273	желание в	1	1
274	по себе	2	1
275	называет его	1	1
276	тому что	3	1
277	она стремится	1	1
278	не менее	3	1
279	она не	2	1
280	и начинает	1	1
281	самого начала	5	1
282	словами о	1	1
283	как его	2	1
284	только не	1	1
285	на путях	1	1
286	это мы	1	1
287	ужас и	1	1
288	его речи	1	1
289	или как	3	1
290	и притом	1	1
291	к ней	2	1
292	она хочет	1	1
293	и теперь	1	1
294	связи с	1	1
295	но теперь	1	1
296	что на	1	1
297	в области	3	1
298	ли это	1	1
299	он вполне	1	1
300	в момент	1	1
301	к себе	3	1
302	больное место	1	1
303	могут быть	6	1
304	сходство с	1	1
305	и ярко	1	1
306	что оно	2	1
307	его с	1	1
308	как некое	1	1
309	что при	2	1
310	образы и	2	1
311	как мы	10	1
312	и о	3	1
313	того чтобы	2	1
314	людей в	1	1
315	всего этого	1	1
316	в душу	1	1
317	с самого	7	1
318	говорили что	1	1
319	протест против	1	1
320	роль в	6	1
321	человека с	2	1
322	к смерти	4	1
323	вспомнить о	1	1
324	с собой	1	1
325	в борьбе	1	1
326	отождествляется с	1	1
327	начала и	1	1
328	во многом	2	1
329	по сравнению	1	1
330	на них	1	1
331	быть может	1	1
332	в эпоху	3	1
333	своего происхождения	1	1
334	стремление к	2	1
335	похожим на	1	1
336	часто и	1	1
337	является по	2	1
338	была его	1	1
339	на вопрос	1	1
340	но мы	2	1
341	под маской	1	1
342	после того	1	1
343	а также	1	1
344	чтобы не	2	1
345	это желание	2	1
346	первый объект	1	1
347	все в	1	1
348	между тем	2	1
349	теперь уже	2	1
350	нуждается в	2	1
351	отметить что	2	1
352	в форме	1	1
353	в настоящей	2	1
354	все время	4	1
355	и она	2	1
356	о своих	3	1
357	для самого	2	1
358	того что	2	1
359	был более	1	1
360	в третий	2	1
361	для ребенка	2	1
362	оказалось что	1	1
363	он стал	1	1
364	мы видим	1	1
365	согласиться с	1	1
366	с ними	4	1
367	только в	6	1
368	в самое	2	1
369	приходит в	2	1
370	в обществе	2	1
371	с одной	1	1
372	борьба двух	1	1
373	именно на	1	1
374	эти образы	1	1
375	этой борьбе	2	1
376	только на	2	1
377	чтобы он	1	1
378	черты инфантильной	1	1
379	все образы	1	1
380	в общем	1	1
381	одно из	3	1
382	на первую	1	1
383	ко всей	1	1
384	всяком случае	3	1
385	всегда оказывается	1	1
386	слова в	1	1
387	они сами	1	1
388	ту сторону	3	1
389	он любит	1	1
390	не понял	1	1
391	рядом с	2	1
392	в особенности	1	1
393	разу не	1	1
394	таком виде	1	1
395	даже не	1	1
396	именно в	3	1
397	в каких	1	1
398	на неудачу	1	1
399	много денег	1	1
400	социальной жизни	2	1
401	не было	4	1
402	– в	13	1
403	всему что	1	1
404	на этот	1	1
405	в ребенке	1	1
406	а не	2	1
407	чтобы убить	1	1
408	господа я	1	1
409	этом случае	1	1
410	себя на	1	1
411	с помощью	9	1
412	о себе	2	1
413	вместе с	4	1
414	и особенно	1	1
415	ко всем	1	1
416	и потому	8	1
417	намек на	1	1
418	всех людей	2	1
419	она даже	1	1
420	в человеке	5	1
421	политические идеи	1	1
422	сравнению с	1	1
423	одному человеку	1	1
424	при которой	1	1
425	матери и	2	1
426	для понимания	1	1
427	распадается на	1	1
428	и от	1	1
429	в условиях	3	1
430	так ли	1	1
431	в книге	1	1
432	любовь к	1	1
433	исключительное значение	1	1
434	не является	3	1
435	известной степени	1	1
436	при таком	1	1
437	это как	3	1
438	в двух	1	1
439	о нем	1	1
440	это часто	1	1
441	бы в	2	1
442	и совершенно	1	1
443	все события	1	1
444	хотя бы	7	1
445	я в	1	1
446	же берется	1	1
447	к ее	1	1
448	жизни в	3	1
449	в период	5	1
450	контекст в	1	1
451	с сыном	2	1
452	из тех	1	1
453	совершенно не	2	1
454	в точности	1	1
455	ко всему	2	1
456	есть и	2	1
457	в голову	3	1
458	к этой	1	1
459	и эта	1	1
460	рот и	2	1
461	своих прежних	1	1
462	во всяком	4	1
