N	2gram	Nazirov_Tv_1	Formalny
467	в момент	4	1
468	если он	1	1
469	наконец в	1	1
470	во все	1	1
471	по возможности	1	1
472	не встречается	1	1
473	он создает	1	1
474	как известно	1	1
475	сквозь призму	1	1
476	он ищет	1	1
477	но по	1	1
478	вывод что	1	1
479	людей в	2	1
480	всего этого	1	1
481	взаимоотношения в	1	1
482	очень важную	1	1
483	в в	2	1
484	в собственном	1	1
485	как по	1	1
486	этой схемы	1	1
487	в себя	2	1
488	с самого	3	1
489	этот роман	2	1
490	с первым	1	1
491	начала и	1	1
492	в социальном	1	1
493	для него	6	1
494	по мере	1	1
495	об этом	2	1
496	и здесь	1	1
497	и должно	1	1
498	не был	3	1
499	и возможно	1	1
500	в действительной	1	1
501	это объясняется	1	1
502	и та	2	1
503	настоящее время	2	1
504	говорит об	2	1
505	но мы	1	1
506	одного из	2	1
507	них совершенно	1	1
508	и просто	1	1
509	что его	2	1
510	там же	3	1
511	нас в	1	1
512	на человека	1	1
513	существования в	1	1
514	том или	1	1
515	путь к	1	1
516	других людей	2	1
517	от них	1	1
518	сознания а	1	1
519	не чувствует	1	1
520	того в	1	1
521	что бы	1	1
522	в ту	3	1
523	каких бы	2	1
524	и самые	1	1
525	в жизнь	1	1
526	не так	3	1
527	один момент	1	1
528	совершенно прав	1	1
529	в современной	1	1
530	известно что	2	1
531	жизнь на	2	1
532	понята как	1	1
533	но с	1	1
534	конкретного социального	1	1
535	было это	1	1
536	в двух	2	1
537	тот же	2	1
538	это очень	1	1
539	который в	3	1
540	с одной	1	1
541	в эти	1	1
542	в качестве	2	1
543	человека с	2	1
544	себя в	1	1
545	так что	2	1
546	от одной	1	1
547	для всех	1	1
548	друг на	1	1
549	завершение в	1	1
550	литературы с	1	1
551	вот что	1	1
552	в жанре	1	1
553	и у	2	1
554	так можно	1	1
555	то и	1	1
556	в нашей	2	1
557	же в	1	1
558	и других	3	1
559	одно из	1	1
560	говорит о	3	1
561	ведь это	1	1
562	в одном	1	1
563	не совпадают	1	1
564	из контекста	1	1
565	в литературную	1	1
566	должен был	1	1
567	того социального	1	1
568	в других	1	1
569	социально-исторической действительности	1	1
570	с традицией	2	1
571	даже и	1	1
572	не противоречит	1	1
573	рассказа и	1	1
574	с другим	1	1
575	до сих	1	1
576	что человек	3	1
577	однако это	1	1
578	именно в	2	1
579	ряд с	1	1
580	с той	1	1
581	такого понимания	1	1
582	объясняется тем	1	1
583	что для	2	1
584	к сожалению	1	1
585	не было	1	1
586	одной стороны	1	1
587	который лежал	1	1
588	зависит от	2	1
589	а наоборот	1	1
590	жизнь в	1	1
591	в руках	1	1
592	не утверждая	1	1
593	мы все	1	1
594	о чем	1	1
595	быть определен	1	1
596	художественных форм	1	1
597	мира в	2	1
598	для этой	2	1
599	материала то	1	1
600	оценки в	1	1
601	все более	2	1
602	в творчестве	6	1
603	в частности	2	1
604	эта теория	1	1
605	литературу достоевский	1	1
606	произведении является	1	1
607	он говорит	3	1
608	создается не	1	1
609	не дают	1	1
610	с виктором	1	1
611	и всей	1	1
612	счете и	1	1
613	язык в	1	1
614	но даже	1	1
615	и о	1	1
616	сих пор	1	1
617	только для	1	1
618	является как	1	1
619	один из	4	1
620	более и	1	1
621	процессе художественного	1	1
622	и времени	1	1
623	и часто	1	1
624	не поняв	1	1
625	при таком	1	1
626	признать это	1	1
627	о котором	2	1
628	в настоящее	1	1
629	романе и	1	1
630	в другое	1	1
631	путем изменения	1	1
632	у достоевского	28	1
633	еще более	2	1
634	само построение	1	1
635	реальное время	1	1
636	все они	1	1
637	в новых	2	1
638	очень хорошо	1	1
639	а в	6	1
640	отношении к	1	1
641	быть понята	1	1
642	связанный с	1	1
643	не знает	2	1
644	и внутренне	1	1
645	но этот	1	1
646	о литературе	1	1
647	бы его	1	1
648	время не	2	1
649	до степени	1	1
650	значило бы	1	1
651	для создания	1	1
652	это в	3	1
653	как результат	1	1
