N	2gram	Tiupa_Anal_1	RusskieA
183	а с	3	2
184	прежде всего	6	2
185	самом же	1	2
186	одной стороны	3	2
187	совершенно не	1	2
188	из которых	4	2
189	в течение	1	2
190	могут быть	4	2
191	с этой	1	2
192	вокруг него	1	2
193	и для	1	2
194	ее и	1	2
195	за этим	1	2
196	жизни в	1	2
197	и при	1	2
198	не что	4	2
199	из этого	1	2
200	приводит нас	1	2
201	в своих	1	2
202	отношение к	2	1
203	человека и	1	1
204	и есть	3	1
205	смысл этого	1	1
206	и до	2	1
207	мы уже	1	1
208	например в	1	1
209	она в	1	1
210	жизни по	1	1
211	под ними	1	1
212	на место	2	1
213	совпадает с	2	1
214	из того	4	1
215	мы и	1	1
216	в одиночку	1	1
217	ставит себе	1	1
218	в ней	1	1
219	на нем	1	1
220	вещь в	1	1
221	в различных	1	1
222	или до	1	1
223	тем как	1	1
224	не входит	1	1
225	если в	3	1
226	нет и	2	1
227	в поисках	1	1
228	отнюдь не	15	1
229	течение всего	1	1
230	первый взгляд	1	1
231	же хотя	1	1
232	независимо от	1	1
233	что именно	2	1
234	в противном	1	1
235	перед нами	1	1
236	хотя и	1	1
237	как существа	1	1
238	и наконец	1	1
239	от других	1	1
240	по пути	1	1
241	не являются	2	1
242	более или	1	1
243	смысл мы	1	1
244	в самом	6	1
245	вопрос почему	1	1
246	себя к	1	1
247	он в	1	1
248	внутреннего смысла	2	1
249	или во	1	1
250	не оставляет	1	1
251	рассказ о	2	1
252	только один	1	1
253	тому же	4	1
254	как он	3	1
255	не следует	4	1
256	в нем	3	1
257	ей в	1	1
258	вера в	1	1
259	момента когда	1	1
260	видел в	1	1
261	мировом фольклоре	1	1
262	всех этих	1	1
263	объяснения и	1	1
264	от людей	1	1
265	свою силу	1	1
266	безотносительно к	2	1
267	только в	6	1
268	по аналогии	1	1
269	но все	1	1
270	по его	1	1
271	от нее	1	1
272	а вместе	1	1
273	однако все	1	1
274	могла бы	3	1
275	что все	1	1
276	в другом	4	1
277	на все	2	1
278	из себя	1	1
279	а как	2	1
280	входит в	1	1
281	того или	3	1
282	и была	1	1
283	> и	1	1
284	однако здесь	2	1
285	еще одно	1	1
286	из первых	1	1
287	только одно	1	1
288	для чего	2	1
289	такой же	2	1
290	остается в	1	1
291	или менее	1	1
292	себя внимание	1	1
293	когда ее	1	1
294	при изучении	2	1
295	таким же	1	1
296	этой связи	1	1
297	оставаться в	1	1
298	один род	1	1
299	в такой	1	1
300	что бывает	1	1
301	место в	3	1
302	не от	1	1
303	своего рода	3	1
304	возвращение к	1	1
305	в сказке	1	1
306	только для	2	1
307	как от	2	1
308	однако в	3	1
309	и таким	1	1
310	случае мы	1	1
311	себе целью	1	1
312	все мы	1	1
313	в науке	1	1
314	на него	1	1
315	в основе	6	1
316	не вызывает	1	1
317	это еще	1	1
318	и позднейшей	1	1
319	есть уже	1	1
320	не всякий	1	1
321	в коем	2	1
322	ничего не	1	1
323	в полной	3	1
324	по своей	6	1
325	такая же	1	1
326	и его	5	1
327	которое не	1	1
328	как будто	3	1
329	этом отношении	2	1
330	не является	2	1
331	человеческого существа	1	1
332	на того	1	1
333	оно не	1	1
334	время они	1	1
335	себе в	2	1
336	не будет	3	1
337	для обеспечения	1	1
338	свою очередь	1	1
339	и сами	1	1
340	здесь не	2	1
341	говорит и	2	1
342	не могу	2	1
343	на основе	2	1
344	в в	1	1
345	более высокой	1	1
346	в особенности	1	1
347	в пределах	2	1
348	иной мир	1	1
349	так и	4	1
350	к тем	1	1
351	том как	1	1
352	под общий	1	1
353	он был	1	1
354	высокой ступени	1	1
355	его новое	1	1
356	если бы	3	1
357	собой и	1	1
358	с ним	4	1
359	означает что	3	1
360	сводится к	5	1
361	можно сказать	2	1
362	может не	1	1
363	аналогии с	1	1
364	и во	1	1
365	состоит не	1	1
366	в его	13	1
367	во всей	1	1
368	в ту	1	1
369	все время	1	1
370	как правило	4	1
371	своих сил	1	1
372	в литературе	4	1
373	быть и	1	1
374	с той	1	1
375	на которой	1	1
376	как воскресение	1	1
377	тот же	1	1
378	что он	3	1
379	мы увидим	1	1
380	ли он	2	1
381	в какой	2	1
382	и является	2	1
383	который в	2	1
384	лучше чем	1	1
385	но ее	1	1
386	акт и	1	1
387	вопроса о	3	1
388	только на	1	1
389	вернуться к	1	1
390	при помощи	2	1
391	в данной	1	1
392	ни с	3	1
393	не так	1	1
394	для него	2	1
395	всяком случае	1	1
396	могло бы	1	1
397	в одном	1	1
398	в пространстве	1	1
399	в состоянии	1	1
400	ю м	2	1
401	случае не	2	1
402	как раз	1	1
403	не просто	2	1
404	это по	1	1
405	встречаемся с	1	1
406	само собой	1	1
407	чем и	2	1
408	и даже	1	1
409	даже не	1	1
410	в н	1	1
411	смыслу есть	1	1
412	имеет место	5	1
413	и др	1	1
414	выступает в	2	1
415	превращается в	1	1
416	смысла и	3	1
417	целым рядом	1	1
418	понимать как	2	1
419	него не	1	1
420	может иметь	2	1
421	фрэзером при	1	1
422	свою судьбу	1	1
423	смысла есть	4	1
424	и потому	2	1
425	к себе	1	1
426	или по	1	1
427	не удается	1	1
428	по своему	1	1
429	личности во	1	1
430	смысле этого	1	1
431	он может	2	1
432	здесь имеется	1	1
433	когда же	1	1
434	исходя из	4	1
435	которую следует	1	1
436	в современной	1	1
437	и более	4	1
438	быть не	3	1
439	этого слова	7	1
440	и не	21	1
441	> в	3	1
442	она состоит	1	1
443	но это	1	1
444	внимания на	1	1
445	и действия	1	1
446	что касается	1	1
447	и тогда	2	1
448	при всем	1	1
449	он видел	1	1
450	она может	3	1
451	в двух	2	1
452	он прав	1	1
453	и вызывает	1	1
454	от него	1	1
455	а может	1	1
456	не более	4	1
457	тем более	2	1
458	мы должны	1	1
459	его уже	1	1
460	в мировом	2	1
461	которые в	2	1
462	или не	2	1
463	не я	1	1
464	его к	2	1
465	несмотря на	2	1
466	только с	1	1
467	все еще	1	1
468	в свою	1	1
469	другой стороны	2	1
470	например и	1	1
471	не сами	1	1
472	и становится	1	1
473	и состоит	5	1
474	есть рассказ	1	1
475	во всяком	1	1
476	также не	1	1
477	и эта	1	1
478	и особенно	1	1
479	все что	1	1
