N	2gram	Ircho_Kome_1	slovoVRo
516	стороне от	1	1
517	которые были	1	1
518	с большой	1	1
519	с полной	1	1
520	в более	3	1
521	за его	1	1
522	та часть	1	1
523	этого рода	1	1
524	стилистическим признакам	1	1
525	к конкретному	1	1
526	от них	2	1
527	от него	1	1
528	как две	1	1
529	бы в	1	1
530	зрения в	1	1
531	же в	4	1
532	ориентированы на	1	1
533	потребность в	1	1
534	п или	1	1
535	и философия	1	1
536	не знает	1	1
537	связей и	1	1
538	него то	1	1
539	на третьем	1	1
540	жизни и	1	1
541	и другие	1	1
542	как на	1	1
543	в таком	1	1
544	все что	2	1
545	этой точки	1	1
546	они не	1	1
