N	2gram	Tiupa_Teor_1	Analitik
613	рифмы данного	1	1
614	истинный смысл	1	1
615	совсем не	1	1
616	особенно если	1	1
617	других а	1	1
618	внутреннего центра	1	1
619	иной сегмент	1	1
620	диалога лирическое	1	1
621	событийности нуждающейся	1	1
622	и размежевания	1	1
623	не все	3	1
624	движущееся изменчивое	1	1
625	взглядом очень	1	1
626	предстает системой	1	1
627	как такой	1	1
628	впечатления он	1	1
629	а и	4	1
630	равнопротяженности тексту	1	1
631	почестей юности	1	1
632	а всего	3	1
633	текста поскольку	1	1
634	непредсказуемости чаемого	1	1
635	между такого	1	1
636	историческое своеобразие	1	1
637	процесс творческого	1	1
638	историческим изменениям	1	1
639	выше плотность	1	1
640	ограниченного числа	1	1
641	сама по	1	1
642	общий знаменатель	1	1
643	нормативов актуальных	1	1
644	слово литературной	1	1
645	манифестирует авторскую	1	1
646	исполнения как	1	1
647	бы для	1	1
648	его я	1	1
649	очередь членится	1	1
650	субъекта и	2	1
651	может оказываться	1	1
652	в акте	2	1
653	независимо от	1	1
654	кадрового единства	1	1
655	данный момент	2	1
656	высшей в	1	1
657	начальные фразы	1	1
658	систему голосов	1	1
659	чудесного явления	1	1
660	олицетворений поэтического	1	1
661	это ни	1	1
662	простоте лирического	1	1
663	в художественном	3	1
664	от радостей	1	1
665	кто говорит	3	1
666	ожиданием истинный	1	1
667	в противном	1	1
668	не хозяин	1	1
669	личностного я	1	1
670	сегментов текста	2	1
671	внестилевые глоссы	1	1
672	одного текста	1	1
673	эстетической деятельности	1	1
674	прозе ближайшие	1	1
675	художественных текстов	1	1
676	прихода явления	1	1
677	эстетического сгущения	1	1
678	также употребленных	1	1
679	ключевой момент	1	1
680	движется один	1	1
681	адресата в	1	1
682	является фундаментом	1	1
683	дается в	1	1
684	надежды не	1	1
685	а со	1	1
686	создает эффект	2	1
687	тем же	1	1
688	ценности действительно	1	1
689	имеет в	2	1
690	более или	2	1
691	организации лирического	1	1
692	читателя находится	1	1
693	взаимоналожениях и	1	1
694	семантического субстрата	1	1
695	такого кадра	1	1
696	больше нежели	1	1
697	непродуктивно в	1	1
698	себе ключ	1	1
699	поэзии создается	1	1
700	при чтении	2	1
701	фразы выбор	1	1
702	субъектную организацию	1	1
703	смену мотивам	1	1
704	ряда тем	1	1
705	рядов измеряемой	1	1
706	фундаментом всей	1	1
707	со своей	3	1
708	или пожелает	1	1
709	пределах тех	1	1
710	композиции обращающий	1	1
711	наращивания этого	1	1
712	в которой	2	1
713	вероятных ликов	1	1
714	сами слова	1	1
715	ту гостью	1	1
716	в литературном	1	1
717	изменениям естественно	1	1
718	форме всего	1	1
719	литературе нового	1	1
720	взаимодействиях с	1	1
721	оказывается как	1	1
722	первый момент	1	1
723	так или	4	1
724	все эти	2	1
725	какой коллизии	1	1
726	число голосов	1	1
727	из этих	3	1
728	которые в	1	1
729	звучания ритмика	1	1
730	литературная речь	1	1
731	художественных значений	1	1
732	ритм представляет	1	1
733	и усиленная	1	1
734	фразы в	1	1
735	что автор	1	1
736	еще один	1	1
737	в известном	1	1
738	рассказ о	2	1
739	раз в	1	1
740	в иную	1	1
741	данном контексте	1	1
742	диктующая муза	1	1
743	зрения крутой	1	1
744	тем выше	1	1
745	цитатные внестилевые	1	1
746	текста не	1	1
747	что даже	1	1
748	свободы но	2	1
749	говорит не	1	1
750	и те	1	1
751	т.п глоссализация	1	1
752	не приводит	1	1
753	конструктивной маске	1	1
754	в наших	1	1
755	ночного мгновенного	1	1
756	но на	1	1
757	показателей а	1	1
758	музы строфа	1	1
759	интонационные оттенки	1	1
760	кадры читательского	1	1
761	обозначает ту	1	1
762	роль доминирующего	1	1
763	восприятие определений	1	1
764	связи разнообразных	1	1
765	этой надежды	1	1
766	ради других	1	1
767	с чем	1	1
768	текста между	1	1
769	осуществление которой	1	1
770	этой цепочки	1	1
771	в нем	4	1
772	в статье	1	1
773	у а	1	1
774	в лирике	2	1
775	внутренняя форма	1	1
776	составе цитатные	1	1
777	время и	1	1
778	справедливости диктующая	1	1
779	глоссализации речевой	1	1
780	развертывании перед	1	1
781	один равнопротяженный	1	1
782	писателя сюжетно-композиционный	1	1
783	еще а	1	1
784	диалогически соотнесенных	1	1
785	первой части	2	1
786	пожелает представить	1	1
787	временных примет	1	1
788	начальные и	2	1
789	в принципе	4	1
790	как эстетического	1	1
791	к одному	1	1
792	в силу	1	1
793	силу своей	1	1
794	из виду	1	1
795	а повтор	1	1
796	медленных и	1	1
797	настоящего времени	1	1
798	явилась диктовать	1	1
799	обоих типов	1	1
800	частности прозаизмы	1	1
801	части сменой	1	1
802	и по	2	1
803	его можно	1	1
804	последовательно вводятся	1	1
805	сверхценным ценнее	1	1
806	другому я	1	1
807	смену повествованию	1	1
808	субъектов высказывания	1	1
809	большого только	1	1
810	лирических высказываний	1	1
811	в каждом	1	1
812	героя героини	1	1
813	оказывается объектом	2	1
814	произведения обнаруживается	1	1
815	стилистико-речевую определенность	1	1
816	деталей в	1	1
817	нести в	1	1
818	внешнего хронотопа	1	1
819	деталей а	1	1
820	муза актуализирует	1	1
821	об этом	2	1
822	внутренней форме	1	1
823	напряжений и	1	1
824	фактором художественного	1	1
825	субститутом того	1	1
826	жалостливая барышня	1	1
827	которой предполагает	1	1
828	чередование напряжений	1	1
829	оно становится	1	1
830	самим собой	3	1
831	времени и	2	1
832	к иного	1	1
833	обретает в	1	1
834	входит в	1	1
835	заключается в	2	1
836	восприятия в	1	1
837	и приходит	1	1
838	последовательность кадронесущих	1	1
839	самая тривиальная	1	1
840	это не	2	1
841	ко второму	1	1
842	количество ударных	1	1
843	становится авторской	1	1
844	каждого из	1	1
845	не совпадает	1	1
846	поздними образованиями	1	1
847	ставит читателя	1	1
848	обе стороны	1	1
849	обращающий на	1	1
850	лирики как	1	1
851	авторской позиции	1	1
852	последовательность медленных	1	1
853	часто лирический	1	1
854	в жизни	2	1
855	видения в	1	1
856	только одно	1	1
857	с публицистикой	1	1
858	ни в	2	1
859	они сопоставлены	1	1
860	искусства слова	3	1
861	быть облечена	1	1
862	это явлено	1	1
863	представленных в	1	1
864	позиций может	1	1
865	и спадов	1	1
866	в них	2	1
867	ожидания строфа	1	1
868	далеко не	2	1
869	фокусирующих восприятие	1	1
870	как об	1	1
871	пространственных и	1	1
872	близкого замкнутого	1	1
873	многократно воспроизводимых	1	1
874	зрения или	1	1
875	кадра входит	1	1
876	системе кадров	1	1
877	его смыслосообразным	1	1
878	синтаксических конструкций	1	1
879	композиционно усиливает	1	1
880	кажется висит	2	1
881	переживаемой ситуации	1	1
882	особенно глоссализации	1	1
883	предполагает вовлечение	1	1
884	ключевой мотив	1	1
885	поименованное в	1	1
886	поскольку подводит	1	1
887	ожидать ближе	1	1
888	циклической повторяемости	1	1
889	прочие его	1	1
890	прозы в	1	1
891	ведет к	1	1
892	выше напряжение	1	1
893	перечислений второй	1	1
894	и себя	1	1
895	ситуации но	1	1
896	нескольких голосов	1	1
897	потому наиболее	1	1
898	обратимся к	1	1
899	реализма внешний	1	1
900	сводящиеся в	1	1
901	оттенки ритма	1	1
902	противопоставлены в	1	1
903	определений таков	1	1
904	являются наиболее	1	1
905	эстетического отношения	12	1
906	но я	1	1
907	образ милой	1	1
908	голосами то	1	1
909	данного стихотворения	1	1
910	бы место	1	1
911	с первых	1	1
912	ситуации ожидания	1	1
913	литературного рода	1	1
914	м.м бахтин	2	1
915	автором и	1	1
916	таким же	1	1
917	выработка композиционных	1	1
918	событий здесь	1	1
919	относительно длины	1	1
920	некоторого переживания	1	1
921	или противопоставлены	1	1
922	и помимо	1	1
923	в такой	1	1
924	не становится	1	1
925	диалоге двух	1	1
926	это делает	1	1
927	медитация строки	1	1
928	эстетическая деятельность	6	1
929	напряжение речевых	1	1
930	социальных диалектов	1	1
931	значении греческое	1	1
932	жизнь и	1	1
933	на каждом	1	1
934	последующий текст	1	1
935	музу из	1	1
936	второму делает	1	1
937	бессмертия поэт	1	1
938	отказаться и	1	1
939	объектная детализация	1	1
940	музы этой	1	1
941	от себя	3	1
942	лирический сюжет	1	1
943	догадке осенившей	1	1
944	актуальных для	1	1
945	эпических жанрах	1	1
946	сюжета композиционная	1	1
947	принципом упорядоченного	1	1
948	построение фразы	1	1
949	мотивам обесцененной	1	1
950	личной ответственности	1	1
951	построений порой	1	1
952	ударного а	2	1
953	бахтина внежизненно-активной	1	1
954	особенно продуктивной	1	1
955	присутствие я	1	1
956	свободы как	1	1
957	конструктивная роль	2	1
958	для данного	1	1
959	лирических я	1	1
960	художественный мир	1	1
961	из вероятных	1	1
962	ахматовой муза	2	1
963	а выбор	1	1
964	том под	1	1
965	мук и	1	1
966	слов избранных	1	1
967	волоске лирическая	1	1
968	и меньше	1	1
969	и более	1	1
970	мере в	1	1
971	внимание и	1	1
972	я героя	1	1
973	однако в	7	1
974	повествованию приходит	1	1
975	вместо квазиреальной	1	1
976	том же	1	1
977	остаться за	1	1
978	жертвенная готовность	1	1
979	текстах обоих	1	1
980	как подчеркивал	1	1
981	реплики и	1	1
982	текста наиболее	2	1
983	зрения и	2	1
984	между несколькими	1	1
985	эстетической природы	1	1
986	и системы	1	1
987	музы лирическая	1	1
988	форму в	1	1
989	и вся	1	1
990	тому что	2	1
991	и быстрых	1	1
992	точно и	1	1
993	я малого	1	1
994	слова б	1	1
995	времени особенно	1	1
996	духовным взором	1	1
997	авторской темой	1	1
998	это случается	1	1
999	ритмика интонирует	1	1
1000	нас самих	1	1
1001	ожидаемого каждая	1	1
1002	взглянула на	3	1
1003	себе такова	1	1
1004	виду что	1	1
1005	явление встречается	1	1
1006	таких случаях	2	1
1007	становится ритмической	1	1
1008	совершенно особого	1	1
1009	этом синтаксических	1	1
1010	до известной	2	1
1011	человеческого я	3	1
1012	как ценностного	1	1
1013	ритмические зачины	1	1
1014	сегмент композиционной	1	1
1015	наиболее пластичен	1	1
1016	значительно большей	1	1
1017	заглавие манифестирует	1	1
1018	которую облекается	1	1
1019	системы голосов	1	1
1020	ценностей или	1	1
1021	оправдывает от	1	1
1022	и эпизод	1	1
1023	и сводящиеся	1	1
1024	восприятию задана	1	1
1025	бахтин дело	1	1
1026	является также	1	1
1027	способа существования	1	1
1028	в центр	1	1
1029	свободу личности	1	1
1030	не объектной	1	1
1031	беспрецедентного события	1	1
1032	система голосов	1	1
1033	материала в	2	1
1034	зрения герои	1	1
1035	облекается в	2	1
1036	эпизод прихода	1	1
1037	плясовая дудочка	1	1
1038	ожидания муза	1	1
1039	числа универсальных	1	1
1040	эта внутренняя	1	1
1041	полные розовые	1	1
1042	лингвистических средств	1	1
1043	в стилистическом	2	1
1044	произведения фокализации	1	1
1045	всегда имеется	1	1
1046	это еще	1	1
1047	мотив ситуации	1	1
1048	повествования или	1	1
1049	заключительные в	1	1
1050	формой мышления	1	1
1051	два эпизода	2	1
1052	путем его	1	1
1053	наличии определенных	1	1
1054	неожиданности ожидаемого	2	1
1055	только и	1	1
1056	жизни не	1	1
1057	слияние пространственных	1	1
1058	вечных мук	1	1
1059	сверхличного значения	1	1
1060	муза оказывается	1	1
1061	слова как	3	1
1062	стороны имеют	1	1
1063	воспринимающим сознанием	1	1
1064	такова что	1	1
1065	сознания менталитетов	1	1
1066	обозначения объектных	1	1
1067	говоря помимо	1	1
1068	этих двух	2	1
1069	с одним	1	1
1070	генерализованные кругозоры	1	1
1071	знаменующий крайне	1	1
1072	лирическую героиню	2	1
1073	же существенная	1	1
1074	остается безымянным	1	1
1075	весь последующий	1	1
1076	движений бенвенист	1	1
1077	я во	1	1
1078	глядя на	1	1
1079	ожидаемая она	1	1
1080	непрерывности или	1	1
1081	по своей	3	1
1082	диалог преображающий	1	1
1083	образом характеризует	1	1
1084	зачины анакрусы	1	1
1085	персонажа в	1	1
1086	под диктовку	1	1
1087	изменчивое текучее	1	1
1088	для автора	1	1
1089	отрезок времени	1	1
1090	потому что	3	1
1091	субститутами устанавливаются	1	1
1092	разбираемое стихотворение	1	1
1093	связи с	1	1
1094	сторона глоссализации	1	1
1095	художественной организации	1	1
1096	чаемая фигура	1	1
1097	о чем-то	1	1
1098	и генерализации	1	1
1099	внутренней жизни	1	1
1100	и систематизации	1	1
1101	даже самая	2	1
1102	отношения исполненные	1	1
1103	является художественным	1	1
1104	приоткрывается только	1	1
1105	может приобретать	1	1
1106	эпизодов становится	1	1
1107	тексте длиной	1	1
1108	наиболее поздними	1	1
1109	прозаизмы а	1	1
1110	муза но	1	1
1111	до смерти	1	1
1112	стихах другая	1	1
1113	у нас	2	1
1114	отношении художественному	1	1
1115	языка в	4	1
1116	практики понадобились	1	1
1117	личности в	3	1
1118	эпоха классического	1	1
1119	художественном тексте	1	1
1120	иных языковых	1	1
1121	присутствии другого	1	1
1122	одно и	1	1
1123	их комбинаций	1	1
1124	места для	1	1
1125	нуждающейся в	1	1
1126	если он	1	1
1127	сколько диалогически	1	1
1128	и заключается	1	1
1129	заключается специфика	1	1
1130	сводит лирику	1	1
1131	душечки постепенно	1	1
1132	и такие	1	1
1133	лишь подвергаясь	1	1
1134	преображающий музу	1	1
1135	носительницей внежизненно	1	1
1136	сама жизнь	1	1
1137	и внутренней	1	1
1138	его речевой	1	1
1139	его за	1	1
1140	отличается от	2	1
1141	же самое	1	1
1142	демонстративная форматированность	1	1
1143	а читателем	1	1
1144	в своего	1	1
1145	форма лирики	1	1
1146	глоссами как	1	1
1147	равнопротяженный тексту	1	1
1148	вовлечение адресата	1	1
1149	меня тогда	1	1
1150	речевой ткани	1	1
1151	иного закономерного	1	1
1152	частной жизни	2	1
1153	указывает на	1	1
1154	диалектов а	1	1
1155	себя наше	1	1
1156	ценностного центра	3	1
1157	он оказывается	1	1
1158	части романа	1	1
1159	предшествующих характеристик	1	1
1160	прямая медитация	1	1
1161	сама оказывается	1	1
1162	быть актуализировано	1	1
1163	жизнерадостная плясовая	1	1
1164	смысл явления	1	1
